Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,FNF , ,,RIVREL , ,,PPTINC , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,INCHES, ,CFS, ,CFS, ,
09/02/2005,2340.08,,1987555,,-3766,,1949,,161,,111,,161,,0,,0.00,,0,,1949,,
09/03/2005,2339.82,,1983801,,-3754,,1944,,170,,119,,170,,0,,0.00,,0,,1944,,
09/04/2005,2339.56,,1980053,,-3748,,1934,,133,,89,,133,,0,,0.00,,0,,1934,,
09/05/2005,2339.30,,1976305,,-3748,,1934,,167,,123,,167,,0,,0.00,,0,,1934,,
09/06/2005,2339.04,,1972557,,-3748,,2040,,243,,93,,243,,0,,0.00,,0,,2040,,
09/07/2005,2338.77,,1968681,,-3876,,2083,,230,,101,,230,,0,,0.00,,0,,2083,,
09/08/2005,2338.53,,1965239,,-3442,,1893,,251,,93,,251,,0,,0.00,,0,,1893,,
09/09/2005,2338.24,,1961080,,-4159,,1902,,-90,,105,,-90,,0,,0.00,,0,,1902,,
09/10/2005,2337.92,,1956497,,-4583,,2018,,-188,,105,,-188,,0,,0.00,,0,,2018,,
09/11/2005,2337.64,,1952502,,-3995,,1948,,18,,84,,18,,0,,0.00,,0,,1948,,
09/12/2005,2337.37,,1948649,,-3853,,1986,,118,,75,,118,,0,,0.00,,0,,1986,,
09/13/2005,2337.12,,1945082,,-3567,,2087,,360,,71,,360,,0,,0.00,,0,,2087,,
09/14/2005,2336.85,,1941241,,-3841,,2093,,236,,79,,236,,0,,0.00,,0,,2093,,
09/15/2005,2336.59,,1937551,,-3690,,1993,,225,,92,,225,,0,,0.00,,0,,1993,,
09/16/2005,2336.27,,1933009,,-4542,,2012,,-190,,88,,-190,,0,,0.00,,0,,2012,,
09/17/2005,2336.00,,1929177,,-3832,,2057,,221,,96,,221,,0,,0.00,,0,,2057,,
09/18/2005,2335.73,,1925365,,-3812,,2011,,160,,71,,160,,0,,0.00,,0,,2011,,
09/19/2005,2335.47,,1921694,,-3671,,2031,,242,,62,,242,,0,,0.00,,0,,2031,,
09/20/2005,2335.23,,1918305,,-3389,,2008,,370,,71,,370,,0,,0.00,,0,,2008,,
09/21/2005,2334.99,,1914918,,-3387,,1904,,271,,75,,271,,0,,0.00,,0,,1904,,
09/22/2005,2334.76,,1911687,,-3231,,1433,,-117,,79,,-117,,0,,0.00,,0,,1433,,
09/23/2005,2334.52,,1908316,,-3371,,1349,,-268,,83,,-268,,0,,0.00,,0,,1349,,
09/24/2005,2334.30,,1905226,,-3090,,1396,,40,,202,,40,,0,,0.00,,0,,1396,,
09/25/2005,2334.12,,1902698,,-2528,,1442,,249,,82,,249,,0,,0.00,,0,,1442,,
09/26/2005,2333.93,,1900034,,-2664,,1385,,116,,74,,116,,0,,0.00,,0,,1385,,
09/27/2005,2333.76,,1897659,,-2375,,1422,,258,,33,,258,,0,,0.00,,0,,1422,,
09/28/2005,2333.58,,1895144,,-2515,,1382,,180,,66,,180,,0,,0.00,,0,,1382,,
09/29/2005,2333.41,,1892769,,-2375,,1360,,225,,62,,225,,0,,0.00,,0,,1360,,
09/30/2005,2333.23,,1890254,,-2515,,1415,,241,,94,,241,,0,,0.00,,0,,1415,,
10/01/2005,2333.03,,1887459,,-2795,,895,,-412,,102,,-412,,0,,0.00,,0,,895,,
10/02/2005,2332.83,,1884677,,-2782,,1348,,-43,,12,,-43,,0,,0.00,,0,,1348,,
10/03/2005,2332.64,,1882037,,-2640,,1374,,121,,78,,121,,0,,0.00,,0,,1374,,
10/04/2005,2332.46,,1879535,,-2502,,1395,,183,,49,,183,,0,,0.00,,0,,1395,,
10/05/2005,2332.30,,1877311,,-2224,,1315,,243,,49,,243,,0,,0.00,,0,,1315,,
10/06/2005,2332.14,,1875088,,-2223,,1325,,253,,49,,253,,0,,0.00,,0,,1325,,
10/07/2005,2331.97,,1872727,,-2361,,1173,,32,,49,,32,,0,,0.00,,0,,1173,,
10/08/2005,2331.80,,1870377,,-2350,,1099,,-41,,45,,-41,,0,,0.00,,0,,1099,,
10/09/2005,2331.65,,1868303,,-2074,,1104,,119,,61,,119,,0,,0.00,,0,,1104,,
10/10/2005,2331.52,,1866506,,-1797,,1050,,189,,45,,189,,0,,0.00,,0,,1050,,
10/11/2005,2331.39,,1864709,,-1797,,1015,,154,,45,,154,,0,,0.00,,0,,1015,,
10/12/2005,2331.26,,1862912,,-1797,,987,,142,,61,,142,,0,,0.00,,0,,987,,
10/13/2005,2331.15,,1861391,,-1521,,848,,130,,49,,130,,0,,0.00,,0,,848,,
10/14/2005,2331.02,,1859594,,-1797,,876,,19,,49,,19,,0,,0.00,,0,,876,,
10/15/2005,2330.89,,1857804,,-1790,,891,,62,,73,,62,,0,,0.04,,0,,891,,
10/16/2005,2330.78,,1856291,,-1513,,882,,135,,16,,135,,0,,0.04,,0,,882,,
10/17/2005,2330.68,,1854916,,-1375,,889,,273,,77,,273,,0,,0.00,,0,,889,,
10/18/2005,2330.57,,1853403,,-1513,,793,,79,,49,,79,,0,,0.00,,0,,793,,
10/19/2005,2330.46,,1851890,,-1513,,715,,-4,,44,,-4,,0,,0.00,,0,,715,,
10/20/2005,2330.36,,1850515,,-1375,,715,,50,,28,,50,,0,,0.00,,0,,715,,
10/21/2005,2330.27,,1849277,,-1238,,860,,264,,28,,264,,0,,0.00,,0,,860,,
10/22/2005,2330.18,,1848040,,-1237,,792,,208,,40,,208,,0,,0.00,,0,,792,,
10/23/2005,2330.09,,1846802,,-1238,,799,,223,,48,,223,,0,,0.00,,0,,799,,
10/24/2005,2329.99,,1845427,,-1375,,1029,,364,,28,,364,,0,,0.00,,0,,1029,,
10/25/2005,2329.87,,1843785,,-1642,,1030,,238,,36,,238,,0,,0.00,,0,,1030,,
10/26/2005,2329.77,e,1842400,e,-1385,r,1011,,--,,28,,--,,0,,0.33,,0,,1011,,
10/27/2005,2329.67,e,1841000,e,-1400,r,1082,,419,,24,,419,,0,,0.00,,0,,1082,,
10/28/2005,2329.58,e,1839800,e,-1200,r,1217,,614,,16,,614,,0,,0.25,,0,,1217,,
10/29/2005,2329.49,e,1838600,e,-1200,r,1230,,285,,16,,285,,0,,0.08,,0,,1230,,
10/30/2005,2329.34,e,1836500,e,-2100,r,1392,,38,,20,,38,,0,,0.06,,0,,1392,,
10/31/2005,2329.16,e,1834100,e,-2400,r,1506,,285,,16,,285,,0,,0.00,,0,,1506,,
11/01/2005,2329.00,e,1834000,r,-2200,r,1371,,365,,24,,365,,0,,0.00,,0,,1371,,
11/02/2005,2328.83,e,1829600,e,-2300,r,1407,,195,,20,,195,,0,,0.31,,0,,1407,,
11/03/2005,2328.63,e,1826800,e,-2800,r,1532,,1158,,36,,1158,,0,,0.01,,0,,1532,,
11/04/2005,2328.57,e,1826000,e,-800,r,1259,,257,,24,,257,,0,,1.04,,0,,1259,,
11/05/2005,2328.37,e,1823300,e,-2700,r,1491,,352,,24,,352,,0,,0.06,,0,,1491,,
11/06/2005,2328.20,e,1821000,e,-2300,r,1377,,1855,,136,,1855,,0,,0.14,,0,,1377,,
11/07/2005,2328.17,e,1820600,e,-400,r,1556,,2863,,144,,2863,,0,,1.10,,0,,1556,,
11/08/2005,2328.11,,1819753,,-847,r,1321,,921,,12,,921,,0,,0.62,,0,,1321,,
11/09/2005,2328.02,,1818527,,-1226,,1257,,663,,24,,663,,0,,0.01,,0,,1257,,
11/10/2005,2327.84,,1816084,,-2443,,1870,,662,,24,,662,,0,,0.01,,0,,1870,,
11/11/2005,2327.62,,1813099,,-2985,,1876,,403,,32,,403,,0,,0.00,,0,,1876,,
11/12/2005,2327.43,,1810522,,-2577,,1730,,463,,32,,463,,0,,0.00,,0,,1730,,
11/13/2005,2327.24,,1807945,,-2577,,1826,,547,,20,,547,,0,,0.00,,0,,1826,,
11/14/2005,2327.06,,1805503,,-2442,,1889,,658,,0,,658,,0,,0.00,,0,,1889,,
11/15/2005,2326.87,,1802933,,-2570,,1822,,546,,20,,546,,0,,0.00,,0,,1822,,
11/16/2005,2326.69,,1800502,,-2431,,1616,,398,,8,,398,,2,,0.00,,0,,1614,,
11/17/2005,2326.49,,1797801,,-2701,,1748,,402,,16,,402,,0,,0.00,,0,,1748,,
11/18/2005,2326.27,,1794830,,-2971,,1769,,279,,8,,279,,0,,0.00,,0,,1769,,
11/19/2005,2326.04,,1791724,,-3106,,1799,,249,,16,,249,,0,,0.00,,0,,1799,,
11/20/2005,2325.84,,1789033,,-2691,,1759,,406,,4,,406,,0,,0.00,,0,,1759,,
11/21/2005,2325.63,,1786210,,-2823,,1780,,365,,8,,365,,0,,0.00,,0,,1780,,
11/22/2005,2325.39,,1782983,,-3227,,2026,,407,,8,,407,,0,,0.00,,0,,2026,,
11/23/2005,2325.15,,1779757,,-3226,,2032,,414,,8,,414,,0,,0.00,,0,,2032,,
11/24/2005,2324.94,,1776937,,-2820,,1970,,560,,12,,560,,0,,0.00,,0,,1970,,
11/25/2005,2324.81,,1775197,,-1740,,1827,,974,,24,,974,,0,,0.85,,0,,1827,,
11/26/2005,2324.62,,1772654,,-2543,,1825,,571,,28,,571,,0,,0.05,,0,,1825,,
11/27/2005,2324.41,,1769843,,-2811,,1871,,470,,16,,470,,0,,0.00,,0,,1871,,
11/28/2005,2324.35,,1769040,,-803,,1873,,1476,,8,,1476,,0,,0.17,,0,,1873,,
11/29/2005,2324.15,,1766363,,-2677,,1877,,539,,12,,539,,0,,1.36,,0,,1877,,
11/30/2005,2324.07,,1765292,,-1071,,1763,,1266,,43,,1266,,0,,0.00,,0,,1763,,
12/01/2005,2324.39,,1769575,,4283,,1817,,3996,,20,,3996,,0,,1.67,,0,,1817,,
12/02/2005,2324.43,,1770111,,536,,1808,,2098,,20,,2098,,0,,0.95,,0,,1808,,
12/03/2005,2324.32,,1768638,,-1473,,1823,,1088,,8,,1088,,0,,0.02,,0,,1823,,
12/04/2005,2324.17,,1766630,,-2008,,1813,,821,,20,,821,,0,,0.00,,0,,1813,,
12/05/2005,2324.01,,1764489,,-2141,,1851,,780,,8,,780,,0,,0.00,,0,,1851,,
12/06/2005,2323.82,,1761957,,-2532,,1874,,597,,0,,597,,0,,0.00,,0,,1874,,
12/07/2005,2323.70,,1760358,,-1599,,1908,,1114,,12,,1114,,0,,0.06,,0,,1908,,
12/08/2005,2323.55,,1758359,,-1999,,1913,,913,,8,,913,,0,,0.50,,0,,1913,,
12/09/2005,2323.51,,1757826,,-533,,1079,,810,,0,,810,,0,,0.00,,0,,1079,,
12/10/2005,2323.44,,1756894,,-932,,1090,,624,,4,,624,,0,,0.00,,0,,1090,,
12/11/2005,2323.38,,1756094,,-800,,1114,,719,,8,,719,,0,,0.00,,0,,1114,,
12/12/2005,2323.33,,1755428,,-666,,998,,670,,8,,670,,0,,0.00,,0,,998,,
12/13/2005,2323.24,,1754229,,-1199,,1195,,595,,4,,595,,0,,0.00,,0,,1195,,
12/14/2005,2323.16,,1753163,,-1066,,1110,,577,,4,,577,,0,,0.00,,0,,1110,,
12/15/2005,2323.06,,1751830,,-1333,,1112,,444,,4,,444,,0,,0.00,,0,,1112,,
12/16/2005,2322.98,,1750766,,-1064,,1092,,564,,8,,564,,0,,0.00,,0,,1092,,
12/17/2005,2322.90,,1749705,,-1061,,1133,,598,,0,,598,,0,,0.00,,0,,1133,,
12/18/2005,2323.01,,1751164,,1459,,1127,,1863,,0,,1863,,0,,0.00,,0,,1127,,
12/19/2005,2324.07,,1765292,,14128,,851,,7986,,12,,7986,,0,,1.64,,0,,851,,
12/20/2005,2325.61,,1785941,,20649,,429,,10847,,8,,10847,,0,,0.55,,0,,429,,
12/21/2005,2327.41,,1810251,,24310,,1046,,13314,,12,,13314,,0,,0.83,,0,,1046,,
12/22/2005,2329.64,,1840637,,30386,,127,,15454,,8,,15454,,0,,1.07,,0,,127,,
12/23/2005,2330.78,,1856291,,15654,,1938,,9842,,12,,9842,,0,,0.93,,0,,1938,,
12/24/2005,2331.31,,1863603,,7312,,2083,,5769,,0,,5769,,0,,0.00,,0,,2083,,
12/25/2005,2332.03,,1873559,,9956,,1922,,6957,,16,,6957,,0,,0.25,,0,,1922,,
12/26/2005,2333.03,,1887459,,13900,,1901,,8921,,12,,8921,,0,,0.64,,0,,1901,,
12/27/2005,2334.51,,1908175,,20716,,1238,,11699,,17,,11699,,0,,1.07,,0,,1238,,
12/28/2005,2337.01,,1943513,,35338,,971,,18787,,0,,18787,,0,,2.32,,0,,971,,
12/29/2005,2338.25,,1961224,,17711,,1097,,10039,,13,,10039,,0,,0.46,,0,,1097,,
12/30/2005,2339.98,,1986108,,24884,,838,,13401,,17,,13401,,0,,1.58,,0,,838,,
12/31/2005,2342.46,,2022138,,36030,,635,,18821,,21,,18821,,0,,2.60,,0,,635,,
01/01/2006,2344.10,,2046156,,24018,,1183,,13301,,9,,13301,,0,,0.45,,0,,1183,,
01/02/2006,2345.09,,2060734,,14578,,1621,,9023,,52,,9023,,0,,0.50,,0,,1621,,
01/03/2006,2345.83,,2071671,,10937,,1863,,7429,,52,,7429,,0,,0.50,,0,,1863,,
01/04/2006,2346.43,,2080565,,8894,,1272,,5760,,4,,5760,,0,,0.70,,0,,1272,,
01/05/2006,2346.89,,2087391,,6826,,1399,,4844,,4,,4844,,0,,0.02,,0,,1399,,
01/06/2006,2347.19,,2091854,,4463,,1945,,4204,,9,,4204,,0,,0.00,,0,,1945,,
01/07/2006,2347.34,,2094089,,2235,,2935,,4062,,0,,4062,,0,,0.02,,0,,2935,,
01/08/2006,2347.52,,2096770,,2681,,2335,,3687,,0,,3687,,0,,0.02,,0,,2335,,
01/09/2006,2347.63,,2098409,,1639,,2410,,3254,,18,,3254,,0,,0.01,,0,,2410,,
01/10/2006,2347.89,,2102283,,3874,,2493,,4446,,0,,4446,,0,,0.07,,0,,2493,,
01/11/2006,2348.33,,2108858,,6575,,2270,,5585,,0,,5585,,0,,0.07,,0,,2270,,
01/12/2006,2348.36,,2109307,,449,,4131,,4375,,18,,4375,,780,,0.01,,0,,3351,,
01/13/2006,2347.90,,2102432,,-6875,,7307,,3841,,0,,3841,,3285,,0.10,,0,,4022,,
01/14/2006,2347.55,,2097217,,-5215,,7767,,5142,,4,,5142,,3773,,0.57,,0,,3994,,
01/15/2006,2347.14,,2091109,,-6108,,7388,,4335,,26,,4335,,3398,,0.05,,0,,3990,,
01/16/2006,2346.59,,2082939,,-8170,,7889,,3783,,13,,3783,,3911,,0.11,,0,,3978,,
01/17/2006,2346.14,,2076261,,-6678,,7593,,4226,,0,,4226,,3761,,0.16,,0,,3832,,
01/18/2006,2345.67,,2069307,,-6954,,7701,,4199,,4,,4199,,3885,,0.75,,0,,3816,,
01/19/2006,2345.10,,2060882,,-8425,,7660,,3416,,4,,3416,,3839,,0.21,,0,,3821,,
01/20/2006,2344.55,,2052780,,-8102,,7415,,3339,,9,,3339,,3597,,0.00,,0,,3818,,
01/21/2006,2343.95,,2043951,,-8829,,7487,,3040,,4,,3040,,3662,,0.72,,0,,3825,,
01/22/2006,2343.29,,2034275,,-9676,,7631,,2766,,13,,2766,,3798,,0.01,,0,,3833,,
01/23/2006,2342.65,,2024913,,-9362,,7536,,2829,,13,,2829,,3699,,0.00,,0,,3837,,
01/24/2006,2342.16,,2017758,,-7155,,6019,,2416,,4,,2416,,2178,,0.00,,0,,3841,,
01/25/2006,2341.82,,2012804,,-4954,,4155,,1670,,13,,1670,,328,,0.00,,0,,3827,,
01/26/2006,2341.60,,2009605,,-3199,,3812,,2208,,9,,2208,,0,,0.01,,0,,3812,,
01/27/2006,2341.37,,2006261,,-3344,,3806,,2133,,13,,2133,,0,,0.39,,0,,3806,,
01/28/2006,2341.35,,2005970,,-291,,3413,,3279,,13,,3279,,0,,0.45,,0,,3413,,
01/29/2006,2341.23,,2004225,,-1745,,3649,,2803,,34,,2803,,0,,0.57,,0,,3649,,
01/30/2006,2341.48,,2007860,,3635,,2892,,4725,,0,,4725,,0,,0.63,,0,,2892,,
01/31/2006,2341.59,,2009460,,1600,,3378,,4206,,21,,4206,,0,,0.32,,0,,3378,,
02/01/2006,2341.82,,2012804,,3344,,3078,,4773,,9,,4773,,0,,0.86,,0,,3078,,
02/02/2006,2342.10,,2016882,,4078,,2994,,5054,,4,,5054,,0,,1.01,,0,,2994,,
02/03/2006,2342.46,,2022138,,5256,,1643,,4302,,9,,4302,,0,,0.04,,0,,1643,,
02/04/2006,2343.01,,2030170,,8032,,1854,,5916,,13,,5916,,0,,0.19,,0,,1854,,
02/05/2006,2343.44,,2036474,,6304,,1471,,4679,,30,,4679,,0,,0.01,,0,,1471,,
02/06/2006,2343.73,,2040726,,4252,,1675,,3845,,26,,3845,,0,,0.00,,0,,1675,,
02/07/2006,2343.95,,2043951,,3225,,1765,,3400,,9,,3400,,0,,0.00,,0,,1765,,
02/08/2006,2344.14,,2046745,,2794,,1845,,3271,,17,,3271,,0,,0.00,,0,,1845,,
02/09/2006,2343.98,,2044391,,-2354,,4572,,3402,,17,,3402,,654,,0.00,,0,,3918,,
02/10/2006,2343.78,,2041459,,-2932,,4621,,3160,,17,,3160,,491,,0.00,,0,,4130,,
02/11/2006,2343.67,,2039846,,-1613,,4117,,3321,,17,,3321,,0,,0.00,,0,,4117,,
02/12/2006,2343.46,,2036767,,-3079,,4645,,3110,,17,,3110,,517,,0.00,,0,,4128,,
02/13/2006,2343.27,,2033981,,-2786,,4558,,3170,,17,,3170,,432,,0.00,,0,,4126,,
02/14/2006,2343.12,,2031782,,-2199,,4124,,3045,,30,,3045,,0,,0.00,,0,,4124,,
02/15/2006,2342.91,,2028709,,-3073,,4303,,2793,,39,,2793,,431,,0.00,,0,,3872,,
02/16/2006,2342.71,,2025789,,-2920,,3999,,2579,,52,,2579,,0,,0.00,,0,,3999,,
02/17/2006,2342.55,,2023453,,-2336,,3720,,2551,,9,,2551,,0,,0.00,,0,,3720,,
02/18/2006,2342.33,,2020240,,-3213,,3781,,2174,,13,,2174,,0,,0.27,,0,,3781,,
02/19/2006,2342.05,,2016152,,-4088,,3905,,1857,,13,,1857,,0,,0.00,,0,,3905,,
02/20/2006,2341.76,,2011932,,-4220,,4003,,1901,,26,,1901,,0,,0.00,,0,,4003,,
02/21/2006,2341.47,,2007715,,-4217,,3726,,1638,,38,,1638,,0,,0.00,,0,,3726,,
02/22/2006,2341.20,,2003788,,-3927,,3804,,1850,,26,,1850,,0,,0.00,,0,,3804,,
02/23/2006,2340.93,,1999866,,-3922,,3668,,1725,,34,,1725,,0,,0.00,,0,,3668,,
02/24/2006,2341.01,,2001025,,1159,,1064,,1682,,34,,1682,,0,,0.00,,0,,1064,,
02/25/2006,2340.78,,1997694,,-3331,,3423,,1774,,30,,1774,,0,,0.00,,0,,3423,,
02/26/2006,2340.62,,1995376,,-2318,,3656,,2517,,30,,2517,,0,,0.00,,0,,3656,,
02/27/2006,2340.88,,1999142,,3766,,3515,,5440,,26,,5440,,0,,0.65,,0,,3515,,
02/28/2006,2341.42,,2006988,,7846,,3061,,7026,,9,,7026,,0,,0.69,,0,,3061,,
03/01/2006,2341.84,,2013095,,6107,,1963,,5051,,9,,5051,,0,,0.18,,0,,1963,,
03/02/2006,2342.01,,2015568,,2473,,2675,,3926,,4,,3926,,0,,0.22,,0,,2675,,
03/03/2006,2342.03,,2015860,,292,,3197,,3344,,0,,3344,,0,,0.35,,0,,3197,,
03/04/2006,2342.00,,2015422,,-438,,3364,,3182,,39,,3182,,0,,0.14,,0,,3364,,
03/05/2006,2342.10,,2016882,,1460,,3573,,4313,,4,,4313,,0,,1.30,,0,,3573,,
03/06/2006,2342.60,,2024183,,7301,,8,,3689,,0,,3689,,0,,0.65,,0,,8,,
03/07/2006,2343.07,,2031049,,6866,,0,,3479,,17,,3479,,0,,0.28,,0,,0,,
03/08/2006,2343.43,,2036327,,5278,,394,,3085,,30,,3085,,394,,0.00,,0,,0,,
03/09/2006,2343.75,,2041019,,4692,,168,,2556,,22,,2556,,168,,0.10,,0,,0,,
03/10/2006,2344.05,,2045420,,4401,,310,,2546,,17,,2546,,310,,0.10,,0,,0,,
03/11/2006,2344.31,,2049247,,3827,,345,,2304,,30,,2304,,345,,0.10,,0,,0,,
03/12/2006,2344.57,,2053074,,3827,,189,,2122,,4,,2122,,189,,0.01,,0,,0,,
03/13/2006,2344.77,,2056018,,2944,,716,,2235,,35,,2235,,716,,0.05,,0,,0,,
03/14/2006,2344.96,,2058815,,2797,,684,,2098,,4,,2098,,93,,0.48,,0,,591,,
03/15/2006,2344.78,,2056166,,-2649,,3469,,2159,,26,,2159,,0,,0.09,,0,,3469,,
03/16/2006,2344.80,,2056460,,294,,2885,,3050,,17,,3050,,0,,0.18,,0,,2885,,
03/17/2006,2344.69,,2054841,,-1619,,3172,,2356,,0,,2356,,0,,0.36,,0,,3172,,
03/18/2006,2344.63,,2053958,,-883,,2575,,2165,,35,,2165,,0,,0.01,,0,,2575,,
03/19/2006,2344.59,,2053369,,-589,,2500,,2259,,56,,2259,,0,,0.00,,0,,2500,,
03/20/2006,2344.58,,2053222,,-147,,2079,,2053,,48,,2053,,0,,0.00,,0,,2079,,
03/21/2006,2344.60,,2053516,,294,,1775,,1932,,9,,1932,,0,,0.09,,0,,1775,,
03/22/2006,2344.83,,2056902,,3386,,155,,1879,,17,,1879,,0,,0.04,,0,,155,,
03/23/2006,2344.91,,2058079,,1177,,1475,,2107,,39,,2107,,0,,0.00,,0,,1475,,
03/24/2006,2345.24,,2062951,,4872,,1466,,3957,,35,,3957,,0,,0.38,,0,,1466,,
03/25/2006,2345.62,,2068568,,5617,,1511,,4365,,22,,4365,,0,,0.12,,0,,1511,,
03/26/2006,2345.82,,2071524,,2956,,2059,,3575,,26,,3575,,0,,0.12,,0,,2059,,
03/27/2006,2346.08,,2075371,,3847,,1377,,3365,,48,,3365,,0,,0.00,,0,,1377,,
03/28/2006,2346.62,,2083384,,8013,,496,,4567,,31,,4567,,0,,0.33,,0,,496,,
03/29/2006,2347.10,,2090513,,7129,,396,,4003,,13,,4003,,0,,0.19,,0,,396,,
03/30/2006,--,,--,,--,,--,,--,,--,,3620,,--,,--,,--,,--,,
03/31/2006,2347.88,,2102134,,--,,1817,,4468,,22,,4468,,0,,0.37,,0,,1817,,
04/01/2006,2348.41,,2110055,,7921,,217,,4241,,31,,4241,,0,,0.55,,0,,217,,
04/02/2006,2348.92,,2117683,,7628,,384,,4248,,18,,4248,,0,,0.24,,0,,384,,
04/03/2006,2349.50,,2126389,,8706,,354,,4747,,4,,4747,,0,,0.30,,0,,354,,
04/04/2006,2350.02,,2134200,,7811,,201,,4148,,9,,4148,,0,,0.16,,0,,201,,
04/05/2006,2350.48,,2141134,,6934,,372,,3886,,18,,3886,,0,,0.13,,0,,372,,
04/06/2006,2350.90,,2147466,,6332,,279,,3520,,49,,3520,,0,,0.01,,0,,279,,
04/07/2006,2351.28,,2153209,,5743,,277,,3203,,31,,3203,,0,,0.01,,0,,277,,
04/08/2006,2351.79,,2160925,,7716,,406,,4327,,31,,4327,,0,,0.30,,0,,406,,
04/09/2006,2352.30,,2168657,,7732,,475,,4395,,22,,4395,,0,,0.68,,0,,475,,
04/10/2006,2352.84,,2176855,,8198,,308,,4459,,18,,4459,,0,,0.08,,0,,308,,
04/11/2006,2353.66,,2189340,,12485,,243,,6550,,13,,6550,,0,,0.83,,0,,243,,
04/12/2006,2354.98,,2209504,,20164,,199,,10379,,14,,10379,,0,,1.10,,0,,199,,
04/13/2006,2355.86,,2223006,,13502,,682,,7489,,0,,7489,,0,,0.23,,0,,682,,
04/14/2006,2356.50,,2232853,,9847,,903,,5926,,59,,5926,,0,,0.01,,0,,903,,
04/15/2006,2357.16,,2243024,,10171,,933,,6143,,82,,6143,,0,,0.00,,0,,933,,
04/16/2006,2357.63,,2250287,,7263,,982,,4644,,0,,4644,,0,,0.26,,0,,982,,
04/17/2006,2357.95,,2255231,,4944,,1557,,4091,,41,,4091,,0,,0.01,,0,,1557,,
04/18/2006,2358.14,,2258175,,2944,,2087,,3626,,55,,3626,,0,,0.00,,0,,2087,,
04/19/2006,2358.33,,2261121,,2946,,1997,,3564,,82,,3564,,0,,0.00,,0,,1997,,
04/20/2006,2358.34,,2261276,,155,,3854,,4014,,82,,4014,,0,,0.00,,0,,3854,,
04/21/2006,2358.51,,2263912,,2636,,3860,,5262,,73,,5262,,0,,0.00,,0,,3860,,
04/22/2006,2358.79,,2268254,,4342,,3686,,5921,,46,,5921,,0,,0.00,,0,,3686,,
04/23/2006,2359.05,,2272288,,4034,,3878,,5981,,69,,5981,,0,,0.00,,0,,3878,,
04/24/2006,2359.39,,2277578,,5290,,3721,,6461,,73,,6461,,0,,0.00,,0,,3721,,
04/25/2006,2359.64,,2281468,,3890,,4340,,6351,,50,,6351,,572,,0.00,,0,,3768,,
04/26/2006,2360.00,,2287070,,5602,,4307,,7204,,73,,7204,,548,,0.00,,0,,3759,,
04/27/2006,2360.55,,2295669,,8599,,4377,,8813,,101,,8813,,621,,0.00,,0,,3756,,
04/28/2006,2361.33,,2307894,,12225,,4591,,10874,,120,,10874,,843,,0.00,,0,,3748,,
04/29/2006,2362.36,,2324127,,16233,,4501,,12792,,107,,12792,,1108,,0.00,,0,,3393,,
04/30/2006,2363.22,,2337753,,13626,,4904,,11891,,117,,11891,,1110,,0.00,,0,,3794,,
05/01/2006,2363.88,,2348257,,10504,,4607,,10006,,103,,10006,,893,,0.00,,0,,3714,,
05/02/2006,2364.27,,2354490,,6233,,5581,,8841,,118,,8841,,1865,,0.00,,0,,3716,,
05/03/2006,2364.52,,2358492,,4002,,6616,,8752,,118,,8752,,2896,,0.00,,0,,3720,,
05/04/2006,2364.75,,2362175,,3683,,6858,,8828,,113,,8828,,3140,,0.00,,0,,3718,,
05/05/2006,2364.99,,2366017,,3842,,6850,,8905,,118,,8905,,3116,,0.00,,0,,3734,,
05/06/2006,2365.28,,2370686,,4669,,6703,,9199,,142,,9199,,2972,,0.00,,0,,3731,,
05/07/2006,2365.60,,2375840,,5154,,6769,,9462,,95,,9462,,3042,,0.00,,0,,3727,,
05/08/2006,2365.90,,2380672,,4832,,6706,,9237,,95,,9237,,2980,,0.00,,0,,3726,,
05/09/2006,2366.18,,2385198,,4526,,6415,,8792,,95,,8792,,2701,,0.00,,0,,3714,,
05/10/2006,2366.40,,2388762,,3564,,7656,,9548,,95,,9548,,3946,,0.00,,0,,3710,,
05/11/2006,2366.62,,2392325,,3563,,7102,,9022,,124,,9022,,3401,,0.00,,0,,3701,,
05/12/2006,2366.96,,2397833,,5508,,7173,,10084,,134,,10084,,3478,,0.00,,0,,3695,,
05/13/2006,2367.18,,2401414,,3581,,7756,,9633,,72,,9633,,4059,,0.00,,0,,3697,,
05/14/2006,2367.42,,2405325,,3911,,8333,,10468,,163,,10468,,4633,,0.00,,0,,3700,,
05/15/2006,2367.93,,2413635,,8310,,7933,,12253,,130,,12253,,4166,,0.00,,0,,3767,,
05/16/2006,2368.53,,2423463,,--,,8594,,13655,,106,,13655,,5073,,0.00,,0,,3521,,
05/17/2006,2369.22,,2434794,,11331,,9079,,14913,,121,,14913,,5407,,0.00,,0,,3672,,
05/18/2006,2369.80,,2444357,,9563,,9694,,14646,,131,,14646,,6123,,0.00,,0,,3571,,
05/19/2006,--,,2456605,,12248,,9343,,15655,,137,,15655,,5879,,0.00,,105,,3359,,
05/20/2006,--,,2471890,,15285,,10592,,18332,,34,,18332,,6292,,0.92,,830,,3470,,
05/21/2006,--,,2478218,,6328,,10692,,13897,,15,,13897,,6024,,0.21,,1326,,3342,,
