date,Snow,Reservoirs,ANT,BLB,BRD,BUC,BUL,CAS,CCH,CHV,CLE,CMN,COY,DAV,DNN,DNP,DON,ENG,EXC,FOL,FRD,HID,HTH,ICH,INP,INV,ISB,KES,LEW,LON,MIL,NAT,NHG,NML,ORO,PAR,PNF,PRR,PYM,SCC,SHA,SNL,STP,TRM,TUL,UNV,WHI,WRS
8/13/10,499.4948721,"18,803,256",20219,81990,94279,46316,727506,260621,163017,267580,1697944,349950,97989,52751,9150,1831901,45183,64716,841088,693272,24867,41130,343546,42406,17414,84330,257854,22570,14135,58178,379096,8401,123719,1344234,2262594,192270,585576,,162246,13092,3663260,854813,143600,52283,65995,232097,238727,229351
8/14/10,339.4641795,"18,736,508",20167,80946,93925,46296,724076,259045,162774,267229,1695601,348990,97829,52689,9132,1827119,44710,64211,837606,690326,24790,40777,342576,42378,17406,84186,255172,22396,14135,57908,375751,8331,123342,1342673,2251308,192400,577007,,164877,12684,3653947,851776,143400,50518,65351,231371,238279,229098
8/15/10,315.991606,"18,671,346",20132,79975,93790,46275,720458,257552,162558,266701,1693648,348030,97651,52596,9124,1823538,43987,63770,834199,686812,24713,40468,341412,42346,17399,84043,252356,21671,14061,57843,372504,8176,122916,1341025,2240635,192550,569764,,168896,12421,3644384,847228,143200,48912,64711,230403,237641,228872
8/16/10,281.9894921,"18,603,513",20062,78945,93890,46254,717064,258809,162368,266174,1690915,347200,97473,52504,9115,1818773,43024,63172,830923,682659,24627,40108,340444,42305,17392,83920,249480,20931,13971,57419,368832,8571,122566,1338423,2231367,192750,563390,,166745,12156,3634824,842783,143000,47147,65215,229276,237927,228620
8/17/10,249.0331979,"18,536,180",20001,77823,93416,46243,713755,260917,162125,265822,1687661,346180,97349,52472,9081,1812830,42591,62504,827413,680110,24503,39939,339479,42266,17378,83776,246625,21526,14053,56961,365424,8346,122216,1335827,2220191,193080,556537,,166706,11894,3622993,838252,142700,45290,65708,229801,238023,228393
8/18/10,227.0912506,"18,464,300",19940,76775,93154,46223,709352,260384,161881,265471,1684153,345290,97189,52288,9064,1808086,41981,62909,823977,678506,24332,39455,338321,42229,17357,83633,243712,21459,14046,56517,362513,8376,121892,1333581,2206106,193290,549599,,165536,11648,3612704,835235,142300,43476,65449,228714,238055,228142
8/19/10,208.3978302,"18,401,300",19888,75734,92696,46202,704216,261628,161692,265295,1680527,344460,97046,52195,9047,1803352,41526,64112,820912,676720,24200,39193,336970,42194,17350,83490,240673,21199,14128,56063,358665,8581,121568,1330644,2196374,193560,542706,,165181,11395,3603733,832034,142100,41809,66144,227769,238439,227890
8/20/10,186.4283186,"18,335,925",19828,74797,92056,46181,700313,263928,161476,264943,1677031,343510,96886,52103,9021,1798628,41279,64135,817495,675221,24096,38963,335818,42150,17322,83325,237876,21744,14053,55570,355746,8526,121195,1329261,2183408,193930,535900,,164586,11134,3594008,827429,141700,40201,65683,226958,238823,227689
8/21/10,169.2501209,"18,267,376",19767,73803,91375,46150,696940,265381,161232,264592,1674053,342690,96727,51948,8987,1793913,41145,63618,814448,673815,23964,38797,334666,42119,17315,83121,235170,22026,14233,55295,353035,8456,120797,1327452,2169488,194040,528720,,163526,10882,3584539,822738,141400,38328,65031,226136,238055,227463
8/22/10,241.1676604,"18,199,335",19707,72816,90564,46129,693459,263710,160991,264064,1671597,341740,96549,51887,8979,1790384,41058,63014,811411,671471,23898,38372,333322,42076,17286,82948,232266,20563,14158,55242,350211,8416,120401,1325646,2155520,194350,521424,,168523,10646,3575880,817121,141100,36471,64416,224893,237418,227238
8/23/10,207.4630781,"18,130,110",19647,71744,90076,46056,689800,261965,160805,264064,1668763,341190,96407,51764,8961,1786860,40650,62954,808380,668566,23823,38094,331978,42035,17286,82777,229597,21708,14061,54778,346543,8416,120054,1323150,2143946,194330,514469,,168036,10402,3564166,813104,140800,34828,64957,223538,237545,227037
8/24/10,142.6862987,"18,064,958",19595,70681,89721,46046,686092,262183,160591,263889,1665800,341120,96247,51703,8953,1784513,40091,62549,805300,667355,23758,37796,330446,42002,17280,82587,227090,22069,14165,54295,342782,8481,119684,1322290,2129651,193980,507685,,167230,10137,3555017,808721,140400,33206,64441,222890,237609,226837
8/25/10,128.1502146,"17,998,254",19544,69566,89179,46035,681979,263690,160377,263889,1662966,341530,96034,51641,8944,1778658,39727,62609,802228,667448,23693,37601,329109,41952,17272,82245,223677,21520,14180,53688,337970,8656,119339,1320139,2115314,193010,501150,,166210,9810,3546655,805741,140100,31366,65203,222313,237736,226561
8/26/10,112.0454009,"17,931,552",19492,68432,88376,46014,678400,264644,160137,263889,1659488,341330,95804,51489,8919,1775151,39588,62624,799050,666331,23618,37468,327772,41905,17258,81884,220927,21526,14180,53642,334572,8426,118945,1318597,2102141,192880,494174,,164535,9447,3537532,801650,139700,29585,64686,220992,237991,226361
8/27/10,97.06909963,"17,858,980",19424,67219,87479,45983,677144,264266,159897,263889,1655387,341120,95556,51398,8902,1770484,39563,62154,795586,664377,23553,37092,326626,41861,17230,81428,219035,22223,14068,53239,330133,8306,118503,1315083,2091098,192440,486687,,161034,9079,3526922,796732,139200,27763,65695,219682,238279,226161
8/28/10,86.30526313,"17,790,519",19372,66110,86471,45952,672626,262361,159630,263889,1652055,340650,95343,51337,8868,1766990,39581,61820,792135,662609,23460,36869,325480,41811,17209,81002,217292,21970,14068,53158,326068,8451,118160,1313455,2078793,192160,479060,,164852,8694,3518350,789328,138700,25934,65129,219511,237895,225861
8/29/10,71.79739185,"17,728,411",19321,65013,85650,45931,669671,260621,159416,263713,1648980,339700,95113,51337,8859,1763500,39512,62303,788926,660468,23404,36738,324530,41792,17202,80588,215557,21593,14120,53122,322407,8401,117890,1311314,2065675,192510,471771,,168126,8352,3509525,785542,138300,24089,65117,219536,237514,225662
8/30/10,53.68192879,"17,662,376",19287,64015,84908,45848,666720,258809,159149,263537,1645653,339360,94936,51276,8842,1760016,39358,63165,785556,658241,23293,36566,323390,41752,17195,80174,213692,21763,14083,52834,318439,8506,117597,1308754,2052722,192290,464891,,170224,8002,3500486,780013,137800,22353,65807,217958,237704,225412
8/31/10,44.51495369,"17,595,683",19236,63173,84059,45827,664341,258868,158882,263537,1642338,339490,94758,51215,8834,1755379,39301,63709,782369,656485,23247,36255,322250,41713,17195,79760,211974,22260,14292,52508,314279,8421,117353,1307388,2040149,191500,459036,,166184,7730,3491704,774865,137200,20811,65708,216865,238023,225212
9/1/10,33.66923518,"17,535,169",19177,62511,83195,45817,662760,260443,158695,263185,1639406,339830,94581,51093,8825,1749595,39236,63884,779077,654915,23201,36014,320924,41679,17188,79332,210401,21799,14285,52283,311302,8486,117036,1306194,2028487,190660,453837,,165029,7565,3483424,769363,136700,19343,65560,215553,238311,224988
9/2/10,69.49958799,"17,476,939",19126,61825,82347,45796,660666,261787,158482,263010,1636729,339420,94404,51032,8817,1744978,39175,64770,775795,653159,23136,35745,320168,41646,17181,79077,208631,21763,14248,51850,307361,8356,116719,1304657,2014746,190420,448785,,163577,7403,3475684,766799,136200,17819,65832,214519,238535,224764
9/3/10,43.0652367,"17,418,472",19084,60974,81649,45786,659433,262361,158271,262482,1633544,339090,94228,50940,8800,1740371,38943,64678,772409,651773,23100,35567,319034,41606,17174,78856,207141,21635,14278,51629,303741,8311,116379,1303207,1999485,190240,443685,,162020,7255,3468944,766159,135700,16178,65907,213062,238823,224540
9/4/10,28.25107805,"17,363,997",19016,60104,80868,45765,658649,260463,158034,261955,1631387,338810,94068,50911,8791,1738071,38778,64127,768862,650017,23063,35388,317900,41567,17153,78635,205927,21423,13889,51413,300218,8531,115990,1302186,1988410,189920,439033,,161433,7154,3460956,765336,135200,14473,65400,212142,238215,224366
9/5/10,25.31110843,"17,314,325",18966,59050,80017,45744,657902,258494,157797,261603,1628343,337930,93892,50819,8774,1734624,38693,63633,765556,648916,23044,35210,316955,41526,17145,78363,204516,21417,14225,51386,297469,7965,115579,1301506,1976961,190050,434747,,165853,7078,3452497,765793,134700,12808,64259,210991,237387,224142
9/6/10,20.40288979,"17,265,552",18907,58091,79321,45723,657231,256768,157586,261252,1624792,337050,93750,50699,8765,1731183,38479,63180,762146,647265,23017,35033,316010,41485,17139,78142,203175,21884,14285,51170,293920,8087,115240,1299551,1965767,190270,430483,,168228,6998,3444797,766891,134300,11395,64735,209834,237609,223919
9/7/10,16.74081809,"17,210,061",18848,57170,78720,45713,656373,256592,157348,260724,1620736,336380,93573,50578,8731,1726603,38135,62714,757450,645156,22953,34866,314694,41434,17118,77887,201709,21958,14322,50965,290432,8219,114902,1296917,1954515,190220,426577,,168267,6891,3437097,766068,133900,10867,65658,208597,237863,223621
9/8/10,4.708361676,"17,157,206",18798,56713,77877,45692,655628,257925,157137,260548,1619601,335630,93414,50547,8723,1723174,38032,62050,750361,643505,22907,34807,313566,41396,17110,77700,199851,21921,14479,50745,286446,8252,114637,1294707,1940620,190240,422392,,167562,6755,3428922,768813,133600,10731,66207,207495,236592,223398
9/9/10,0,"17,105,798",18748,56339,77188,45672,654175,259970,156900,260197,1618339,335030,93326,50457,8706,1719750,37862,62340,744381,642130,22852,34621,312438,41357,17104,77530,198268,22733,14091,50357,282048,8271,114324,1293437,1928546,190310,418450,,163728,6620,3419036,772112,133400,10630,65895,206363,236592,223175
9/10/10,0,"16,276,102",18697,56020,76399,45651,652240,262183,156663,259845,1616951,334420,93238,50426,8697,1714055,37788,63150,738160,640663,22843,34387,311502,41320,17104,77343,196823,23160,14577,50158,278440,8621,114012,1291574,1918577,190220,414786,,161433,6514,3403245,--,133200,10542,66282,205316,235925,222952
9/11/10,0,"17,001,566",18647,55808,75554,45630,650530,261016,156452,259494,1616699,333950,93167,50306,8680,1709509,37734,63679,731704,641121,22797,34202,310380,41284,17096,77054,195711,22445,14307,49969,277139,8381,113676,1290558,1906092,190270,411359,,163577,6476,3395621,771287,133100,10443,65932,204267,235734,222729
9/12/10,0,"16,957,934",18605,55649,74987,45620,648784,259419,156267,259318,1616068,332800,93149,50245,8663,1707239,37559,64272,725454,640026,22770,34183,309632,41248,17082,76748,194408,21170,13956,49786,275737,8195,113364,1289627,1894073,190420,407910,,167421,6454,3388735,770829,132900,10344,65240,203203,235893,222482
9/13/10,0,"16,918,245",18564,55465,74421,45630,646744,259655,156056,258966,1614175,332200,93097,50185,8655,1704972,37385,64847,722019,638205,22742,34086,308697,41207,17082,76595,193045,22708,13359,49600,274752,8431,113053,1287426,1885247,190400,404914,,165118,6424,3382349,771287,132700,10258,65683,202261,235321,222259
9/14/10,0,"16,881,335",18497,55201,73450,45620,645891,261391,155846,258615,1610263,331660,93044,50125,8638,1701575,37473,64578,718597,636749,22724,33776,307762,41171,17068,76578,191558,22291,13859,49395,272003,8476,112791,1285988,1872618,189960,401965,,165599,6375,3377945,776795,132600,10190,65770,200935,235893,222037
9/15/10,6.721191805,"16,840,515",18448,54965,72566,45589,645188,262420,155690,258263,1606238,331060,93044,50065,8621,1698184,37512,63922,715296,635565,22670,33613,307014,41133,17054,76527,190144,21970,14210,49044,269508,8291,112528,1287342,1863262,189310,398811,,164687,6309,3373297,777806,132500,10138,63062,199567,236242,221840
9/16/10,83.1045682,"16,812,160",18390,54756,72369,45578,644374,262817,155533,257911,1603101,330590,92920,50006,8613,1695925,37342,63429,712063,635656,22661,33661,305896,41094,17054,76493,188672,21556,14016,48698,266896,8092,112314,1285398,1858144,188690,395489,,165333,6242,3370116,781947,132400,10086,63362,198211,236624,221642
9/17/10,29685.39149,"16,776,747",18349,54495,71687,45558,643015,261806,155351,257384,1599210,330050,92673,49946,8596,1692542,37141,63618,709537,635019,22561,33709,305338,41057,17047,76476,187270,21538,14210,48356,265360,8111,112100,1283038,1850338,188750,392361,,163778,6191,3366935,783698,132300,10020,64428,197438,236942,221420
9/18/10,82474.6442,"16,744,029",18291,54157,71014,45558,641620,260147,155143,257032,1596825,329050,92444,49796,8579,1689164,36976,63686,707073,634928,22543,33670,304222,41022,17019,76425,186002,21128,14135,48083,264829,7909,111910,1281773,1842156,189330,389424,,165257,6166,3365467,783237,132100,9958,64198,196506,236878,221199
9/19/10,105560.5076,"16,718,703",18241,53975,70369,45526,641032,258494,154960,256857,1594199,328110,92214,49796,8553,1686915,36776,63421,704722,633472,22497,33642,303478,40983,17019,76391,184550,20973,14173,47876,263933,7946,111648,1280256,1837577,189850,386393,,166719,6155,3363510,785819,132000,9892,64295,195465,237005,221026
9/20/10,100291.6838,"16,687,157",18184,53872,69423,45516,640886,256847,154804,256505,1590703,327310,92020,49736,8545,1683545,36867,63467,702643,631651,22461,33488,302548,40949,17005,76357,183043,21477,14240,47688,262970,8261,111364,1279245,1829337,189720,383586,,167281,6159,3360574,788404,131900,9823,64477,194314,237132,220830
9/21/10,69669.99987,"16,661,102",18135,53769,68464,45464,640886,257297,154648,255978,1587457,326510,91774,49647,8528,1681302,36986,63474,700252,631380,22434,33526,301618,40909,16963,76323,181355,21896,14031,47494,261187,8286,111056,1277643,1826167,189290,380295,,167472,6144,3356674,790899,131800,9823,64920,193054,237259,220633
9/22/10,31875.12731,"16,621,785",18085,53665,67517,45423,637807,258868,154439,255450,1584085,325640,91580,49587,8519,1679061,37106,63497,697760,631019,22416,33555,300690,40877,16879,76289,179802,21526,14076,47299,259276,8311,110796,1277896,1821123,188880,377406,,166579,6083,3353752,784527,131700,9870,63362,192004,237291,220412
9/23/10,7479.581388,"16,582,459",18045,53511,66562,45402,636160,259891,154257,255099,1580978,324780,91351,49527,8502,1679061,37223,64036,695486,630476,22307,33449,299580,40838,16795,76238,178504,21635,14143,47106,257281,8144,110560,1277812,1810476,188450,374598,,166757,6018,3350344,779001,131700,9918,62214,190794,237259,220191
9/24/10,3742.470101,"16,547,069",17987,53408,65582,45392,633564,260917,154075,254571,1577748,323910,91104,49497,8494,1677941,37342,65193,693272,629573,22263,33469,298840,40804,16704,76204,177456,21659,14150,46907,255617,8040,110371,1276384,1802127,187950,371836,,164510,5968,3346449,778357,131700,9961,62811,189821,237196,219945
9/25/10,1963.611743,"16,358,940",17939,53280,64617,45371,631738,259281,--,254395,1574643,323050,90893,49408,8485,1676822,37448,65961,690801,629212,22227,33459,297915,40766,16607,76170,176353,21307,14180,46714,254351,7932,110112,1275796,1793806,187390,368981,,165168,5933,3342798,777714,131700,9994,62501,188809,237164,219749
9/26/10,1173.361139,"16,479,653",17898,52819,63616,45361,629805,257474,153632,254220,1571413,322190,90665,49348,8477,1673467,37561,66587,688652,627856,22173,33478,296992,40733,16502,76119,175009,20937,14135,46519,252859,8311,109853,1276216,1786683,186840,366102,,166604,5908,3338903,780013,131700,10027,61460,187780,237228,219528
9/27/10,699.3202231,"16,441,489",17841,52209,62645,45351,628166,256905,153501,254044,1568322,321330,90418,49289,8460,1671234,37667,66988,686351,626772,22119,33440,296072,40700,16419,76085,173794,20740,14180,46285,251828,8214,109618,1275712,1778608,186410,363339,,163136,5876,3335251,779645,131700,10050,61624,186630,237164,219357
9/28/10,500.4101671,"16,411,690",17800,51429,61686,45340,627001,257043,153267,254044,1565356,320530,90207,49228,8434,1667862,37770,66736,684265,626140,22092,33526,295152,40661,16350,76051,172584,21026,13963,46089,249993,8017,109383,1275628,1770257,186750,360414,,166299,5827,3330648,781947,131700,10072,61319,185503,237164,219137
9/29/10,389.3019505,"16,245,634",17744,50607,60725,45330,626129,258789,153061,254044,1562019,319280,89979,49139,8392,1663409,37872,66406,682340,625146,22083,33382,294048,40629,16294,76017,171438,20973,13971,45815,248935,8017,109149,1275712,1760585,186860,357844,,166070,5779,3325319,784620,--,10090,61001,184472,237228,218892
9/30/10,35500.63584,"16,348,585",17711,49793,59764,45320,625263,259734,152855,253868,1557699,317630,89698,49079,8299,1660075,37972,65914,680108,624242,22038,33594,292760,40590,16225,75982,170118,22118,14390,45620,247466,8087,108938,1275964,1755185,186940,356716,,164308,5720,3318779,788588,131600,10109,60745,184582,237800,218599
10/1/10,25266.43814,"16,321,768",17646,49255,58832,45309,625155,259202,152675,253868,1553642,316970,89435,49019,8139,1656746,38082,64732,678089,622977,22011,33373,291840,40229,16156,75946,168805,22057,14367,45594,246158,8195,108727,1275208,1749893,186060,355659,,165042,5685,3314418,792194,131700,10124,61542,184770,237863,218379
