date,Snow,Reservoirs,ANT,BLB,BRD,BUC,BUL,CAS,CCH,CHV,CLE,CMN,COY,DAV,DNN,DNP,DON,ENG,EXC,FOL,FRD,HID,HTH,ICH,INP,INV,ISB,KES,LEW,LON,MIL,NAT,NHG,NML,ORO,PAR,PNF,PRR,PYM,SCC,SHA,SNL,STP,TRM,TUL,UNV,WHI,WRS
5/19/10,8471140.137,"20,405,055",23191,123247,57505,65353,865830,248753,176988,225724,1498071,343780,104249,56647,7995,1863225,58442,66062,720334,881476,29171,66330,217942,30598,16225,98561,235900,23256,13499,48333,247562,8068,147246,1280762,2392472,181730,723117,,165904,38497,4498367,1524808,114500,141245,64210,228104,234086,247690
5/20/10,7834114.29,"20,444,213",23191,123703,60426,65438,871018,248676,176930,225556,1501685,343990,104267,56744,8088,1874164,58903,65008,725618,884682,29171,66397,212582,31234,16225,98647,237509,22464,13528,49611,240744,8125,147136,1281942,2402801,183190,726229,,165853,38699,4502808,1516753,115600,142829,62967,231797,233834,247451
5/21/10,7343146.497,"20,308,864",23163,123952,63732,65522,875516,249292,--,227561,1504094,344260,104303,56907,8054,1881484,58597,63906,731264,887140,29243,66316,211132,31664,16156,98711,239567,22266,14487,50593,234814,8496,146970,1281858,2411714,184570,731930,,167959,38953,4505768,1506993,116600,144920,63871,233953,233455,247158
5/22/10,6826552.067,"20,508,220",23135,124202,65981,65595,877994,248157,176702,228229,1506022,344600,104285,56938,7945,1887601,58189,63459,734954,888208,29264,66289,208880,31809,16045,98818,242375,22266,14300,50882,230806,8341,146804,1282448,2421980,185980,735611,,168382,39132,4507248,1495880,117300,146405,63713,234565,233581,246920
5/23/10,6347055.863,"20,510,316",23107,124368,67445,65679,880114,247216,176530,227728,1506022,344940,104231,56938,7793,1890053,57958,62714,737607,887995,29243,66343,203946,31866,15935,98861,245204,22796,14472,50798,228455,8167,146666,1282532,2431268,186990,736110,,169076,39221,4504584,1485366,117800,147160,63568,234826,234023,246602
5/24/10,6080282.643,"20,506,315",23088,124535,68620,65764,881648,246392,176444,227060,1508431,345490,104177,56972,7642,1890053,57755,61805,739157,887247,29264,66235,203156,31867,15818,98948,247448,22928,14322,50569,223314,8111,146583,1281520,2438312,188040,734466,,168023,39221,4504584,1474878,118300,147392,64920,235199,234307,246310
5/25/10,5918448.114,"20,504,118",23069,124576,69473,65861,882958,246143,176387,226058,1509877,346520,104213,56972,7542,1890053,57621,61983,740489,887033,29275,66208,202524,31822,15701,99077,249178,21860,14330,50281,218301,8233,146611,1282195,2443180,188770,731732,,169372,39132,4506952,1467142,118800,146947,64846,234752,233865,246204
5/26/10,5644662.227,"20,511,726",23050,124951,70406,65958,885898,248984,176301,225556,1513266,347550,104249,57165,7500,1891279,57658,63067,741099,887460,29275,66235,202050,31869,15639,99227,250538,22677,14098,50066,212833,8068,146721,1284133,2450858,189590,729548,,166923,39055,4506360,1459306,119400,146212,63944,235914,233771,246019
5/27/10,5319201.493,"20,531,556",23050,125662,71446,66054,889611,249928,176244,225055,1515567,348440,104645,57426,7500,1892506,57625,64532,743211,892499,29317,66370,201892,31929,15558,99399,251748,22211,13993,50042,207018,7355,147025,1285398,2460145,190610,728011,,166796,38953,4506952,1453410,119900,145459,64331,237395,233266,246072
5/28/10,4815756.827,"20,369,202",23050,126248,72241,66163,893436,249234,--,224554,1517505,349400,104897,57491,7509,1892506,57646,65055,744604,897656,29348,66492,201892,31879,15455,99399,252888,21289,14091,49695,201163,7927,147496,1286919,2467616,191810,726526,,166655,38851,4502808,1452843,120400,144689,64551,237884,233581,245860
5/29/10,4457081.181,"20,548,572",23050,126753,73072,66273,896316,248522,176044,223719,1519442,350430,104987,57491,7567,1894962,57569,65387,745719,901099,29359,66614,201892,31820,15346,99356,253647,20937,14270,49398,196938,7634,147745,1287342,2476209,192510,725043,,167396,38725,4491268,1448427,120800,143710,65523,238910,233676,245675
5/30/10,4222695.946,"20,560,068",23031,127216,73784,66370,899155,247773,175930,223051,1522836,351400,105041,57491,7668,1897421,57954,65557,748569,902719,29348,66777,202050,31876,15264,99291,254181,21684,13764,49350,193203,8401,147745,1289204,2484207,193160,725339,,169025,38636,4477122,1448088,121400,143441,64920,239997,234244,245385
5/31/10,4008278.572,"20,592,192",23012,127553,75087,66455,902823,247005,175844,223552,1527583,352370,105077,57525,7827,1902345,58344,65433,754124,905419,29348,66900,204104,32081,15230,99227,254486,21732,14053,49517,192216,8148,147717,1290558,2493582,193600,728160,,169927,38611,4464744,1447635,122100,144055,65560,241494,234908,245121
6/1/10,3781035.718,"20,639,044",23012,127469,77103,66527,907785,247370,175730,224554,1534766,352850,105095,57622,8062,1908538,58585,63952,760956,908012,29338,67049,206000,32471,15250,99141,255019,22087,14061,50174,193121,8191,147801,1291574,2505087,194080,734018,,167536,38687,4460923,1442207,122900,145382,66182,242599,235321,244857
6/2/10,3584535.101,"20,703,336",23003,127216,79401,66588,912159,248926,175615,225389,1545898,352850,105113,57590,8341,1913484,58927,63202,769148,912340,29380,67117,210327,33023,15352,99034,256014,21325,13543,51123,195603,7932,147717,1294283,2515635,194790,742203,,167242,39030,4451535,1444016,124000,147296,66020,244527,235512,244567
6/3/10,3403178.603,"20,789,481",23003,126963,80828,66649,918699,249832,175529,226559,1557576,352500,105131,57753,8782,1918441,59735,63815,779020,917334,29412,67254,218105,33946,15578,98883,257623,21014,14098,52877,201587,7918,147579,1300146,2530205,195430,752304,,166337,39619,4440681,1441868,125600,150489,64846,247462,236115,244356
6/4/10,3214266.26,"20,918,212",23012,126837,82125,66698,925459,249928,175386,228563,1581102,352430,105221,57753,9175,1922166,60271,68314,790209,923860,29465,67185,227160,35176,15894,98797,265133,23066,14016,55074,209006,7852,147412,1306535,2548971,196130,764819,,164624,40308,4433933,1438480,127700,155396,65474,250899,236973,244225
6/5/10,2927371.143,"20,882,044",23012,126837,83384,66758,930321,248772,--,231403,1597076,352160,105257,57852,9252,1925895,61003,71070,802524,929209,29539,67077,241450,36337,16135,98689,272447,23003,14068,57339,222143,8311,147219,1316026,2567582,197400,781978,,165067,40491,4431889,1435094,129700,161561,65301,252700,237673,244040
6/6/10,2677209.433,"19,778,703",22984,126711,84609,66807,935804,247677,175158,234934,1611020,352430,105275,57818,9184,1930877,61244,71037,818095,938190,29507,66995,258705,37585,16384,98539,280276,22714,14292,59247,238768,8054,146942,1327108,2586287,199080,801911,,166490,40425,4428384,--,131600,167793,65031,255775,237101,243856
6/7/10,2471118.081,"21,362,885",22956,126333,86047,66831,940852,246545,175044,239223,1624665,354230,105275,57916,9115,1940871,61128,71029,832498,943348,29507,66886,275670,38701,16642,98389,287898,22739,13859,60924,258458,8073,146721,1337989,2603942,199660,821970,,166006,40412,4422543,1430583,133500,172173,65486,259105,237418,243725
6/8/10,2259327.417,"21,485,797",22919,125704,86313,66868,944547,245990,174930,243683,1635581,357010,105275,57818,9184,1953420,61115,70839,845683,943787,29507,66655,283620,39408,16809,98216,294968,22495,13963,62317,277721,8120,146528,1349539,2619250,199600,840380,,165549,40281,4418162,1425177,134900,175199,65055,260970,237228,243514
6/9/10,2037556.876,"21,602,202",22881,125202,86177,66880,948344,248984,174817,247114,1647314,359860,105257,57786,9381,1962241,60907,70674,856792,943898,29497,66411,293312,39944,16984,98109,301295,21952,14128,63482,300504,8200,146362,1361059,2632825,199220,855169,,165803,40008,4417578,1416744,136200,177279,63653,261597,236942,243436
6/10/10,1785254.883,"21,692,118",22844,124535,85385,66880,950578,249542,174675,250202,1657309,362240,105239,57916,9501,1966032,60077,70691,866138,945001,29475,66208,299950,40269,17110,97916,307440,22557,14240,64239,321924,8351,146142,1368687,2646449,199000,866823,,165904,39658,4415534,1407655,137400,178334,65191,260912,236687,243278
6/11/10,1567383.871,"21,572,958",22844,123828,84582,66892,950863,248311,174505,251758,1664512,364340,105239,57916,--,1966032,59344,70773,872351,943458,29423,65991,303478,40425,--,97700,311601,22476,14173,64415,339122,8271,145894,1375018,2654189,198880,873289,,166796,39183,4413197,1396685,--,178629,66082,259790,237609,243094
6/12/10,1362735.589,"21,760,221",22825,123081,82865,66929,950768,247389,174363,253341,1672112,366310,105221,57721,9621,1962241,59050,70568,877271,942141,29306,65856,307014,40611,17364,97529,313993,22802,14292,64402,349035,7979,145564,1382161,2662061,198880,875158,,167613,39030,4409109,1384963,138800,178228,64748,258728,238215,242963
6/13/10,1227573.517,"21,782,980",22816,122379,82467,66953,950388,246622,174222,254747,1682081,367860,105203,57721,9656,1959718,59001,70494,882911,941153,29222,65681,308884,40828,17520,97357,315365,23060,14053,64483,356846,7422,145289,1386762,2670344,198800,876148,,167997,39068,4405312,1373720,139600,177743,65708,257869,238727,242780
6/14/10,1122326.756,"21,810,660",22769,121596,82878,66978,950388,245857,174108,256505,1693388,369900,105167,57655,9630,1959718,59152,70453,889600,938848,29212,65802,311502,41222,17697,97184,316567,22909,14292,65028,363429,7974,144987,1390037,2677747,199100,878185,,166630,39068,4400077,1362507,140300,178122,65870,258927,239047,242648
6/15/10,1033950.932,"21,851,778",22751,121144,84107,66990,951434,247063,173995,258790,1703436,372240,105131,57590,9552,1960979,59406,70224,896847,935007,29024,65775,318278,41657,17860,96970,318029,22978,14375,65999,370567,8228,144685,1393590,2685409,199060,881991,,165853,39042,4394844,1354311,141100,179328,64944,259465,239239,242491
6/16/10,954873.9857,"21,892,743",22751,120938,85923,66978,951434,247773,173825,261603,1710762,374160,105113,57525,9535,1962241,59348,70330,903037,931938,28888,65856,327581,41857,17946,96755,319410,23003,14120,66620,377747,8506,144411,1395900,2691523,198930,886416,,166006,39247,4391356,1346905,141700,180792,65671,260014,238087,242282
6/17/10,873429.7577,"21,899,448",22713,120815,87308,66990,950768,248676,173711,263185,1716805,375860,105077,57491,9561,1960979,59307,70289,907703,931501,28763,65991,324090,41920,17946,96497,319929,22626,14076,66786,381965,8209,144083,1398387,2696735,198780,887857,,165968,39516,4384379,1335546,142400,181793,65857,260334,238151,242125
6/18/10,781016.5828,"21,914,529",22695,120610,88680,66904,949247,249465,173541,264416,1720749,377290,105023,57394,9579,1960979,59645,70256,911735,930955,28637,66019,339286,41914,17932,96282,320446,22972,13742,67062,385383,8106,143700,1399545,2701431,198570,888911,,164485,39748,4377984,1320817,143000,182540,65708,260556,238727,241863
6/19/10,703708.6126,"21,916,825",22676,120488,90020,66722,947727,248618,173399,265119,1724035,378510,104951,57361,9579,1960979,60320,70117,915193,930082,28575,65937,344322,41904,17882,96066,320966,22538,14188,67062,389318,8228,143318,1401061,2704565,198530,889799,,164599,39917,4371317,1308110,143600,182968,65031,260529,238919,241680
6/20/10,622843.2337,"21,921,762",22657,120324,91249,66540,947252,247849,173258,265822,1727994,379510,104915,57329,9579,1962241,60995,68852,918857,929209,28471,65856,349185,41876,17818,95852,321226,22764,14038,67062,393279,8481,142964,1401953,2709271,198510,890410,,165599,39787,4363213,1296862,144200,183246,64624,260789,238471,241523
6/21/10,552277.1527,"21,924,796",22639,120242,92485,66260,945022,247005,173144,266526,1731031,380940,104897,57264,9561,1966032,61476,69474,922071,928554,28409,65695,351135,41805,17746,95615,321226,22708,14001,67007,398849,8078,142692,1402845,2707702,198620,891133,,167652,39478,4357136,1287604,144800,183524,64784,260598,237991,241340
6/22/10,484238.0642,"21,927,047",22620,120120,93876,65897,942557,246603,173031,267932,1735125,382450,104861,57198,9552,1971094,61909,70215,925294,927899,28316,65129,351330,41848,17690,95400,321573,22242,13926,67312,405312,7909,142447,1403201,2707048,198750,891911,,166082,39106,4350479,1279562,145400,183503,64698,260059,237450,241131
6/23/10,426828.2338,"21,937,186",22601,120038,94911,65534,939764,249600,172889,269355,1739623,383820,104825,57133,9544,1976166,62430,70101,928790,926589,28264,64848,350940,42017,17640,95211,321834,22217,14098,67673,412268,8331,142257,1403647,2705872,198590,893079,,166579,39247,4342663,1273595,145900,183267,64821,259681,237959,240975
6/24/10,375226.3514,"21,940,554",22583,119874,95573,65149,937353,249215,172776,270987,1744531,385040,104753,57068,9518,1981249,62685,69353,932096,927462,28171,64339,351330,42174,17576,95045,322439,22965,13993,68512,419074,7974,141904,1404807,2705872,198750,894749,,164030,39606,4333975,1262663,146500,182946,64600,259738,238791,240766
6/25/10,329230.5493,"21,946,832",22564,119589,95966,64740,934725,250237,172634,272438,1749705,386480,104663,57068,9501,1986341,62442,69191,935412,927135,28120,64099,350940,42320,17520,94812,323396,22928,13933,68581,426567,7998,141606,1406858,2705480,198480,896923,,165067,39943,4327026,1249823,147000,182583,64981,259520,238887,240610
6/26/10,288062.5432,"21,951,859",22546,119344,96251,64344,932475,249234,172464,272620,1754495,387640,104573,57003,9492,1991444,62396,68178,938603,926698,28058,63753,350940,42479,17470,94518,325223,22771,13926,68231,435910,8097,141254,1409989,2706525,198480,899044,,166796,40281,4318917,1235400,147600,182305,64174,260354,239111,240453
6/27/10,249983.3536,"21,965,141",22518,118978,96552,63949,929807,248234,172322,273708,1758892,388870,104501,56938,9510,1999117,62647,67391,942270,925607,28028,63381,351525,42638,17428,94413,326969,23141,13734,68329,446478,8068,140902,1411779,2712412,198550,900944,,166936,40609,4310265,1220634,148200,182134,65129,261136,239271,240297
6/28/10,212388.1596,"21,971,684",22490,118612,96853,63543,927235,247312,172209,273708,1762490,389960,104429,56842,9510,2004245,62969,66492,945344,925170,27976,63143,351720,42665,17428,94308,328807,22733,13690,68468,457472,8097,140578,1414286,2716472,198550,903520,,165853,40781,4301041,1207202,148800,181921,65609,261983,239079,240089
6/29/10,179628.8687,"21,969,727",22453,118166,97025,63127,925553,248753,172069,273526,1764890,391120,104375,56744,9527,2009383,62977,65278,948358,924188,27945,62641,351330,42674,17477,94203,330125,22223,13720,68681,467609,8003,140255,1416435,2718700,198660,904809,,165029,40820,4290952,1192862,149200,181388,65708,262152,238759,239855
6/30/10,152075.166,"21,960,194",22416,117761,97255,62711,923919,249928,171900,272982,1766229,392500,104285,56679,9527,2009383,62919,64356,951044,923096,27914,62246,350355,42595,17512,94098,331267,22439,13793,68384,475269,8040,139932,1419401,2719225,198680,905201,,164308,40807,4279177,1185237,149600,180601,64661,262406,238535,239621
7/1/10,128865.2635,"21,939,903",22370,117357,97349,62285,922006,251454,171732,273164,1766497,393160,104177,56583,9527,2009383,62831,63656,952121,921352,27874,61891,350355,42470,17520,93951,331973,22532,13941,67910,482010,8205,139582,1420389,2715817,198850,904472,,163363,40767,4266551,1178472,149900,179434,64538,262658,238087,239387
7/2/10,110625.0317,"21,909,345",22342,117074,97514,61872,918419,252714,171563,273345,1767300,392650,104052,56485,9518,2008098,62793,63914,952457,918854,27833,61538,350940,42325,17526,93699,331973,23078,13948,67437,486993,8431,139206,1419760,2712935,199060,902288,,159790,40781,4254813,1171087,150300,177975,65757,262507,237196,239205
7/3/10,93600.86942,"21,882,305",22296,116672,97414,61460,914003,251474,171395,273526,1767032,392430,103890,56389,9510,2004245,63069,64985,952255,916574,27792,61146,353480,42277,17526,93468,332149,23041,13948,67173,491484,8341,138804,1420120,2711233,198660,899715,,163929,40833,4242248,1165822,150500,176437,64908,262288,237418,238946
7/4/10,80788.68545,"20,687,335",22259,116269,97414,61038,909856,250546,171226,273345,1766898,392070,103764,56291,9510,2001680,63506,65410,951649,913643,27781,60795,355832,42262,17526,93195,332061,22476,14031,66895,494527,8381,138429,1418412,2705219,197730,896644,,168267,40886,4230830,--,150600,174822,65338,262045,237291,238686
7/5/10,69072.1801,"20,654,762",22222,115748,97335,60616,905670,249774,171086,272982,1767300,391630,103638,56228,9501,2001680,63909,65969,950842,910496,27649,60535,357011,42306,17520,92985,331620,22607,14001,66978,495859,8205,138108,1417064,2700909,196840,892967,,169089,40794,4218321,--,150700,173193,65523,261767,237132,238453
7/6/10,57815.9976,"21,768,687",22195,115148,97506,60185,901401,250140,170917,272620,1768237,391120,103477,56099,9501,2001398,63964,66438,949768,906608,27587,60146,358981,42406,17520,92733,330829,22896,14046,67284,496382,8276,137761,1416256,2694910,195670,889355,,166821,40399,4205244,1152376,150800,171446,65646,260912,237037,238246
7/7/10,48481.85347,"21,720,270",22158,114469,97557,59754,897369,251997,170805,272620,1769307,390680,103315,56066,9527,1997836,63951,66234,948895,902179,27516,59681,361152,42507,17512,92481,330037,22865,13859,67742,495716,8401,137441,1415630,2685798,194410,885254,,168639,39800,4191371,1145986,150800,169481,65597,260354,237482,238039
7/8/10,40562.80889,"21,667,732",22103,113833,97571,59336,893162,253472,170665,272620,1769709,389310,103189,56002,9544,1997836,63926,66031,947956,897764,27445,59347,362142,42537,17498,92250,328983,22451,13896,67910,493719,8162,137095,1415988,2677228,194810,880721,,166821,39157,4178073,1138981,150800,167198,64723,260162,237800,237806
7/9/10,33817.27137,"21,608,673",22066,113040,97335,58920,889385,254659,170524,272620,1770512,388070,103082,55938,9561,1996557,63930,65511,946750,893144,27404,58757,362340,42546,17505,92019,327757,23211,14053,68021,492197,7965,136749,1414555,2667106,195210,875378,,165993,38510,4163979,1129801,150700,164643,65326,260194,237577,237573
7/10/10,28859.92352,"21,550,038",22030,112251,97548,58505,885717,253724,170384,272801,1771449,386340,102974,55842,9579,1993999,63913,64755,945210,887674,27313,58603,362340,42538,17520,91578,327057,22384,14038,68105,490823,7960,136351,1414018,2656892,195960,869231,,167191,37871,4151307,1124701,150500,161905,64723,260030,237037,237367
7/11/10,24825.81563,"21,486,618",21984,111503,97356,58079,882326,252870,170271,272982,1772520,384540,102848,55778,9587,1993999,63876,63165,943405,882117,27212,58017,361944,42538,17526,91326,326707,21958,13963,68161,488742,8035,135954,1413033,2644519,196600,863547,,168331,37240,4137552,1117426,150200,159287,64077,259918,236465,237134
7/12/10,20951.09392,"21,416,205",21956,110642,97485,57655,878445,251629,170187,273164,1772252,383820,102723,55681,9587,1991444,63892,62094,941534,876465,27091,57547,361746,42526,17526,91080,326532,22273,14023,68203,486052,8017,135583,1410257,2632568,196160,858427,,166859,36605,4122697,1109132,149900,156589,64932,259896,236401,236928
7/13/10,17630.57561,"21,348,069",21883,109822,97636,57232,873221,254172,170103,273164,1771851,383020,102633,55586,9587,1988891,63876,62288,939868,870194,27121,57042,361746,42523,17526,90840,325660,21983,13882,68091,482762,8451,135345,1408645,2620274,195670,853000,,166337,35931,4109008,1101168,149500,153654,64198,259651,236338,236696
7/14/10,15014.16155,"21,280,829",21847,109084,97564,56811,867925,255029,169963,273164,1770914,382380,102490,55522,9587,1985067,63821,62969,937938,864685,26970,56538,361944,42510,17520,90580,324351,22601,13837,68035,479665,8381,135002,1406591,2611461,195210,847594,,167153,35230,4094780,1091676,149100,150411,64428,259197,236814,236490
7/15/10,12931.19664,"21,204,756",21802,108348,97378,56391,862492,257768,169822,272620,1770244,381300,102400,55458,9579,1981249,63787,63694,935943,860033,26960,56149,361350,42502,17526,90360,323135,22557,13918,68133,477460,8144,134580,1404182,2602796,195210,841508,,164207,34505,4080601,1076772,148700,146753,65289,258142,236751,236258
7/16/10,11106.84917,"21,137,602",21756,107577,97270,55960,856940,259202,169654,272438,1769174,380220,102257,55363,9579,1978706,63859,64318,933620,854446,26860,55463,360954,42561,17520,90120,321660,23066,14098,68189,475176,8233,134185,1402666,2593263,195120,835448,,170522,33814,4066162,1063262,148300,143403,65154,257255,236783,236026
7/17/10,9606.138337,"21,054,505",21720,106731,97119,55532,851846,257474,169485,272075,1767701,379080,102095,55266,9579,1973629,63884,64127,932229,848663,26769,54879,360954,42616,17512,89860,321313,22589,14076,68259,472613,8153,133739,1400972,2584767,195050,830106,,166477,33178,4051778,1048385,148000,140333,64932,256096,237069,235795
7/18/10,8260.922256,"20,970,040",21647,105889,96961,55104,846677,255966,169346,271894,1765694,377360,101934,55235,9561,1969827,63754,63815,929912,843427,26689,54397,360954,42661,17505,89600,320533,22451,14001,68273,470851,8087,133345,1399188,2570861,195560,823668,,167818,32583,4036578,1033374,147700,136767,64649,255382,236973,235589
7/19/10,7110.528616,"20,728,848",21602,105012,96896,54678,841245,254425,169207,272257,1763689,376080,101827,55075,9552,1966032,63430,63922,927404,836217,26530,53684,360756,42688,17491,89360,319065,22501,13978,67938,469182,8219,133005,1396877,2558264,195450,817207,,167677,31964,4021721,1021659,-9998,133055,65117,254507,237069,235332
7/20/10,6093.781014,"20,798,083",21548,104101,96989,54242,835698,253316,169096,272620,1761290,374720,101719,54947,9535,1960979,62806,64142,923912,830917,26430,53232,360558,42697,17477,89120,317428,22303,14105,67576,466595,8266,132665,1394922,2545837,195450,810143,,166553,31320,4006874,1008081,147300,129223,64969,253990,237291,235101
7/21/10,5337.442535,"20,713,112",21484,103157,96947,53797,830123,255888,168929,272982,1759025,373520,101612,54884,9518,1955937,62400,64341,921020,824897,26370,52526,359769,42715,17484,88840,315537,22421,14031,67173,463462,8078,132352,1393235,2531953,195340,802382,,166235,30621,3991818,997863,147100,125332,64283,253468,237418,234845
7/22/10,4752.221249,"20,627,277",21440,102216,96853,53353,824693,257611,168791,272982,1757560,372380,101469,54757,9510,1952162,61917,64402,917939,817355,26331,51946,359178,42716,17491,88840,313396,22683,13993,66605,460165,8191,132039,1390836,2518868,195100,793987,,164915,29901,3977052,988376,146900,121245,64908,252638,236973,234614
7/23/10,4242.339522,"20,534,426",21395,101281,96760,52921,819615,258416,168652,272801,1755295,371110,101343,54693,9501,1945883,61377,64219,914605,810567,26251,51333,358390,42723,17498,88560,311348,22538,13978,66082,457517,8238,131648,1388178,2504963,194880,784868,,163577,29162,3962066,977231,146700,117112,65745,251826,237196,234384
7/24/10,3801.360293,"20,448,558",21341,100386,96739,52480,814978,256905,168485,272438,1753696,370040,101200,54757,9484,1940871,60726,63747,911280,803392,26192,50866,357799,42727,17505,88300,309389,22771,14068,65478,454195,8153,131180,1386585,2494446,194570,775653,,165803,28415,3947111,967316,146500,113130,65486,251064,236783,234128
7/25/10,3453.823844,"19,398,821",21287,99422,96739,52041,810866,255361,168374,272075,1751297,368070,101039,54632,9484,1934620,60094,62871,908222,795430,26192,50295,357405,42733,17512,88080,307355,23028,13978,65040,450711,8281,130739,1385700,2480390,194630,766347,,167805,27710,3931926,--,146300,109312,64089,250404,237037,233898
7/26/10,3106.514395,"20,264,940",21233,98535,96725,51603,806549,253724,168235,271894,1748511,366800,100932,54472,9467,1929631,59443,62221,905174,787722,26172,49573,357208,42733,17520,87860,305328,23320,14113,64700,445758,8242,130351,1382780,2468842,194260,757863,,166757,26968,3917057,947980,146000,105755,64760,249363,237164,233642
7/27/10,2676.269006,"20,173,415",21188,97652,96746,51167,801866,254016,168097,271531,1745460,365600,100842,54472,9458,1924652,58719,62557,901809,781256,26143,48974,357011,42723,17526,87680,303224,23237,14165,64035,440617,8148,129989,1380306,2454887,193930,749029,,165930,26211,3901677,938165,145900,102449,65191,248572,237196,233412
7/28/10,2260.835343,"19,926,817",21126,96846,96624,50732,797553,255361,--,271350,1743072,364480,100699,54315,9432,1924924,58047,62497,898391,774208,26044,48425,356617,42727,17520,87500,300960,23116,14240,63388,435467,8115,129653,1377662,2446834,193560,740052,,166044,25457,3886893,928873,145600,99208,65807,247840,236401,233157
7/29/10,1928.702441,"19,831,476",21054,95934,96387,50299,793038,255654,--,271169,1739623,363640,100557,54252,9415,1914723,57386,62564,894854,767601,25965,47717,356028,42699,17512,87320,298624,22087,14345,62703,430607,8219,129292,1376076,2432967,193190,730887,,165968,24699,3872390,920488,145500,95983,65486,247087,236560,232927
7/30/10,1651.041346,"19,910,663",21001,95026,96287,49857,788576,256847,167652,270987,1736710,362870,100414,54094,9389,1909773,56712,62661,891136,760921,25916,46991,355832,42686,17512,87139,296212,22168,14218,62102,427004,8026,128880,1374137,2420408,192750,721736,,163917,23947,3856888,912322,145300,92778,65154,246241,236814,232672
7/31/10,1388.905404,"19,824,278",20957,94086,96280,49427,783914,255517,167514,270806,1733805,362030,100235,53937,9372,1903600,55847,62819,887559,753671,25896,46419,355832,42672,17491,87139,294060,22865,14479,61492,423900,8261,128469,1372374,2408098,192400,712011,,167025,23209,3841140,903601,145200,89592,64674,245383,236751,232469
8/1/10,1201.995522,"19,741,316",20895,93222,95994,48999,779365,254269,167375,270806,1731164,360770,100056,53874,9355,1897421,55219,62849,883419,747741,25847,45817,354068,42651,17491,87139,291751,22771,14420,61266,421290,8371,128136,1369652,2395832,192380,701969,,168511,22459,3825445,900990,145100,86476,64895,244640,236942,232214
8/2/10,1058.64525,"19,658,249",20832,92362,95902,48572,774837,252908,167264,270625,1728655,359720,99914,53811,9338,1892506,54389,63037,879803,741342,25798,45308,353480,42620,17484,86606,289288,21253,14315,60962,417735,8431,127828,1366667,2383728,192240,692149,,167434,21674,3811913,898382,145000,83487,65782,243807,237101,231960
8/3/10,920.280862,"19,579,065",20770,91470,95787,48264,769658,252307,166875,270262,1726278,358750,99753,53749,9312,1886377,53547,63937,876008,735352,25778,44814,352696,42596,17484,86318,286673,21775,14180,60673,414800,8271,127470,1364473,2372024,192140,682499,,167242,20898,3795502,899830,144800,80403,65807,242377,237355,231731
8/4/10,807.0501987,"19,501,378",20712,90546,95687,47999,764657,255420,166434,270262,1723641,357700,99610,53560,9295,1880262,52596,64655,872477,730181,25661,44400,351720,42563,17484,86052,284154,22595,14292,60384,410680,8451,127011,1362982,2364046,191900,672590,,166426,20107,3780670,894619,144700,77116,65129,241000,237450,231502
8/5/10,742.2158586,"18,553,052",20659,89697,95787,47745,759764,258160,166022,270262,1720880,357010,99432,53530,9278,1874164,51465,65387,--,725887,25573,44144,351135,42535,17477,86052,281403,22545,14255,60191,406202,8571,126527,1360884,2351935,191770,662476,,165042,19327,3765836,890765,144600,73729,65092,240904,237704,231249
8/6/10,656.0816559,"19,335,718",20606,88711,95630,47523,755434,258966,165583,270080,1717726,356450,99236,53435,9261,1866865,50561,65542,865388,721328,25476,43645,350160,42495,17470,85642,278667,22106,14240,59928,402897,8436,126043,1357911,2342112,191570,652444,,164586,18552,3751341,881538,144500,70447,66069,239755,238343,231020
8/7/10,562.1435299,"19,253,838",20553,87730,95602,47312,750870,257787,165144,269899,1715360,355550,99040,53310,9244,1862012,49529,65837,861830,716868,25408,43380,349380,42472,17463,85355,276107,22702,14300,59658,400196,8153,125638,1356425,2327255,191590,642261,,165599,17758,3737121,875787,144400,67442,66868,239051,237800,230792
8/8/10,475.6542349,"19,178,439",20500,86823,95581,47081,746033,256690,164733,269718,1713125,354510,98844,53342,9235,1857169,48490,66164,858220,712141,25310,42908,348600,42438,17463,85068,273320,22421,14278,59592,397923,8381,125308,1355114,2314222,191570,632163,,168190,16951,3724270,874352,144400,64663,65129,238043,237450,230513
8/9/10,385.7753489,"19,095,933",20447,85921,95416,46871,741451,255439,164321,269355,1710108,353610,98665,53155,9226,1851128,47612,66696,854809,707034,25185,42514,347625,42409,17456,84863,270470,22297,14203,59316,394993,8561,125005,1352761,2303690,191740,622879,,167204,16153,3711168,867377,144300,61970,65857,236714,237673,230286
8/10/10,363.6972018,"19,018,229",20395,84956,94691,46640,737953,254873,163937,268811,1706314,352640,98469,53093,9201,1846307,47384,66164,851100,703967,25069,42199,346456,42375,17442,84740,267481,22501,14053,59027,390861,7988,124676,1351193,2293310,191830,613259,,166566,15360,3697595,863849,144200,59352,65535,235728,238631,230058
8/11/10,454.6073148,"18,945,905",20324,83927,94357,46421,735025,257925,163558,268284,1703436,351680,98291,52968,9175,1841495,46892,65116,847895,700522,24991,41798,345486,42469,17420,84617,264199,22651,14128,58733,386956,7998,124373,1349539,2283774,191960,603539,,164624,14599,3685337,860801,144000,56744,64920,234522,238631,229805
8/12/10,993.0666751,"16,419,895",20272,82972,94329,46327,731461,260443,163288,--,1700427,350850,98131,52844,9167,--,45992,64739,844455,696694,24924,41377,--,42439,17420,84474,260860,22458,14263,58462,382911,8158,124071,1347361,2271373,192090,594478,,163099,13832,3673649,855192,143800,54404,64908,233324,238599,229578
