Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,SPILL , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,CFS, ,
11/01/2008,743.30,,168589,,-111,,57,,10,,0.03,,0,,
11/02/2008,743.26,,168479,,-110,,65,,1,,0.16,,0,,
11/03/2008,743.23,,168396,,-83,,46,,16,,0.00,,0,,
11/04/2008,743.20,,168313,,-83,,45,,-10,,0.19,,0,,
11/05/2008,743.17,,168230,,-83,,46,,15,,0.00,,0,,
11/06/2008,743.13,,168119,,-111,,40,,-5,,0.00,,0,,
11/07/2008,743.11,,168063,,-56,,36,,16,,0.00,,0,,
11/08/2008,743.08,,167980,,-83,,34,,5,,0.00,,0,,
11/09/2008,743.02,,167814,,-166,,32,,-43,,0.02,,0,,
11/10/2008,743.00,,167759,,-55,,35,,14,,0.00,,0,,
11/11/2008,742.96,,167650,,-109,,45,,-2,,0.00,,0,,
11/12/2008,742.93,,167568,,-82,,46,,15,,0.00,,0,,
11/13/2008,742.88,,167431,,-137,,46,,-14,,0.00,,0,,
11/14/2008,742.85,,167349,,-82,,64,,35,,0.00,,0,,
11/15/2008,742.80,,167212,,-137,,72,,12,,0.00,,0,,
11/16/2008,742.75,,167076,,-136,,55,,-1,,0.00,,0,,
11/17/2008,742.72,,166993,,-83,,40,,11,,0.00,,0,,
11/18/2008,742.69,,166911,,-82,,53,,16,,0.00,,0,,
11/19/2008,742.65,,166802,,-109,,54,,3,,0.00,,0,,
11/20/2008,742.60,,166665,,-137,,70,,2,,0.00,,0,,
11/21/2008,742.55,,166529,,-136,,53,,-17,,0.00,,0,,
11/22/2008,742.52,,166447,,-82,,59,,20,,0.00,,0,,
11/23/2008,742.48,,166337,,-110,,42,,-12,,0.00,,0,,
11/24/2008,742.45,,166255,,-82,,35,,-6,,0.00,,0,,
11/25/2008,742.43,,166201,,-54,,33,,5,,0.00,,0,,
11/26/2008,742.56,,166556,,355,,27,,-44,,2.13,,0,,
11/27/2008,742.64,,166775,,219,,23,,35,,0.86,,0,,
11/28/2008,742.63,,166747,,-28,,22,,11,,0.00,,0,,
11/29/2008,742.61,,166693,,-54,,22,,-4,,0.00,,0,,
11/30/2008,742.61,,166693,,0,,22,,25,,0.00,,0,,
12/01/2008,742.59,,165528,,-1165,,23,,-562,,0.00,,0,,
12/02/2008,742.57,,165474,,-54,,28,,0,,0.01,,0,,
12/03/2008,742.56,,165446,,-28,,26,,11,,0.01,,0,,
12/04/2008,742.55,,165419,,-27,,23,,8,,0.00,,0,,
12/05/2008,--,,--,,--,,--,,--,,--,,--,,
12/06/2008,742.51,,165309,,--,,23,,-2,,0.00,,0,,
12/07/2008,742.49,,165254,,-55,,21,,-5,,0.00,,0,,
12/08/2008,742.47,,165199,,-55,,22,,-4,,0.00,,0,,
12/09/2008,742.45,,165144,,-55,,26,,0,,0.00,,0,,
12/10/2008,742.43,,165089,,-55,,29,,4,,0.00,,0,,
12/11/2008,742.40,,165007,,-82,,35,,-1,,0.00,,0,,
12/12/2008,742.37,,164925,,-82,,35,,0,,0.00,,0,,
12/13/2008,742.34,,164843,,-82,,29,,-11,,0.02,,0,,
12/14/2008,742.32,,164788,,-55,,23,,1,,0.00,,0,,
12/15/2008,742.42,,165062,,274,,23,,3,,1.41,,0,,
12/16/2008,742.49,,165254,,192,,21,,71,,0.43,,0,,
12/17/2008,742.46,,165172,,-82,,24,,-24,,0.07,,0,,
12/18/2008,742.45,,165144,,-28,,19,,8,,0.00,,0,,
12/19/2008,742.43,,165089,,-55,,19,,-5,,0.00,,0,,
12/20/2008,742.42,,165062,,-27,,19,,9,,0.00,,0,,
12/21/2008,742.40,,165007,,-55,,19,,-5,,0.00,,0,,
12/22/2008,742.40,,165007,,0,,22,,6,,0.17,,0,,
12/23/2008,742.39,,164980,,-27,,24,,13,,0.00,,0,,
12/24/2008,742.39,,164980,,0,,23,,27,,0.00,,0,,
12/25/2008,742.36,,164897,,-83,,23,,-38,,0.17,,0,,
12/26/2008,742.36,,164897,,0,,23,,7,,0.17,,0,,
12/27/2008,742.35,,164870,,-27,,23,,15,,0.00,,0,,
12/28/2008,742.34,,164843,,-27,,23,,13,,0.00,,0,,
12/29/2008,742.32,,164788,,-55,,28,,3,,0.00,,0,,
12/30/2008,742.30,,164733,,-55,,31,,6,,0.00,,0,,
12/31/2008,742.28,,164678,,-55,,26,,3,,0.00,,0,,
01/01/2009,742.26,,164623,,-55,,23,,-0,,0.00,,0,,
01/02/2009,742.25,,164596,,-27,,21,,11,,0.00,,0,,
01/03/2009,742.22,,164513,,-83,,24,,-19,,0.02,,0,,
01/04/2009,742.21,,164486,,--,,28,,19,,0.00,,0,,
01/05/2009,742.19,,164431,,-55,,24,,-0,,0.00,,0,,
01/06/2009,742.16,,164349,,-82,,38,,0,,0.00,,0,,
01/07/2009,742.13,,164267,,-82,,44,,6,,0.00,,0,,
01/08/2009,742.10,,164184,,-83,,41,,4,,0.00,,0,,
01/09/2009,742.07,,164102,,-82,,36,,-2,,0.00,,0,,
01/10/2009,742.06,,164075,,--,,35,,18,,0.00,,0,,
01/11/2009,742.03,,163992,,-83,,40,,-3,,0.00,,0,,
01/12/2009,742.01,,163937,,-55,,44,,15,,0.00,,0,,
01/13/2009,741.97,,163829,,-108,,45,,-8,,0.00,,0,,
01/14/2009,741.95,,163775,,-54,,46,,21,,0.00,,0,,
01/15/2009,741.91,,163667,,-108,,57,,2,,0.00,,0,,
01/16/2009,741.87,,163558,,-109,,60,,10,,0.00,,0,,
01/17/2009,741.83,,163450,,-108,,63,,14,,0.00,,0,,
01/18/2009,741.79,,163342,,-108,,64,,13,,0.00,,0,,
01/19/2009,741.74,,163207,,-135,,64,,4,,0.00,,0,,
01/20/2009,741.70,,163099,,-108,,52,,6,,0.00,,0,,
01/21/2009,741.65,,162963,,-136,,49,,-13,,0.00,,0,,
01/22/2009,741.63,,162909,,-54,,46,,19,,0.08,,0,,
01/23/2009,741.62,,162882,,-27,,35,,5,,0.18,,0,,
01/24/2009,--,,--,,--,,--,,--,,--,,--,,
01/25/2009,741.61,,162855,,--,,29,,-10,,0.14,,0,,
01/26/2009,741.59,,162801,,-54,,28,,4,,0.02,,0,,
01/27/2009,741.57,,162747,,-54,,31,,8,,0.00,,0,,
01/28/2009,741.55,,162693,,-54,,34,,6,,0.00,,0,,
01/29/2009,741.52,,162612,,-81,,35,,-7,,0.00,,0,,
01/30/2009,741.51,,162585,,-27,,33,,19,,0.00,,0,,
01/31/2009,741.50,,162558,,-27,,34,,23,,0.00,,0,,
02/01/2009,741.47,,162476,,-82,,39,,-1,,0.00,,0,,
02/02/2009,741.45,,162422,,-54,,34,,7,,0.00,,0,,
02/03/2009,741.42,,162341,,-81,,42,,6,,0.00,,0,,
02/04/2009,741.39,,162260,,-81,,41,,7,,0.00,,0,,
02/05/2009,741.37,,162206,,-54,,41,,15,,0.09,,0,,
02/06/2009,741.37,,162206,,0,,20,,-32,,0.42,,0,,
02/07/2009,741.54,,162666,,460,,26,,89,,1.50,,0,,
02/08/2009,741.55,,162693,,27,,27,,35,,0.04,,0,,
02/09/2009,741.59,,162801,,108,,27,,31,,0.43,,0,,
02/10/2009,741.60,,162828,,27,,26,,28,,0.12,,0,,
02/11/2009,741.60,,162828,,0,,20,,21,,0.00,,0,,
02/12/2009,741.60,,162828,,0,,19,,16,,0.05,,0,,
02/13/2009,741.60,,162828,,0,,17,,24,,0.00,,0,,
02/14/2009,741.63,,162909,,81,,18,,18,,0.38,,0,,
02/15/2009,741.63,,162909,,0,,17,,26,,0.00,,0,,
02/16/2009,741.72,,163153,,244,,17,,0,,1.34,,0,,
02/17/2009,741.93,,163721,,568,,17,,198,,1.02,,0,,
02/18/2009,742.11,,164212,,491,,23,,274,,0.02,,0,,
02/19/2009,742.29,,164705,,493,,25,,281,,0.00,,0,,
02/20/2009,742.42,,165062,,357,,18,,208,,0.00,,0,,
02/21/2009,742.52,,165336,,274,,17,,162,,0.00,,0,,
02/22/2009,742.62,,165611,,275,,18,,143,,0.16,,0,,
02/23/2009,742.73,,165912,,301,,18,,158,,0.12,,0,,
02/24/2009,742.85,,166242,,330,,29,,206,,0.00,,0,,
02/25/2009,742.95,,166516,,274,,27,,170,,0.01,,0,,
02/26/2009,743.06,,166820,,304,,24,,189,,0.00,,0,,
02/27/2009,743.13,,167014,,194,,23,,132,,0.00,,0,,
02/28/2009,743.22,,167264,,250,,24,,160,,0.00,,0,,
03/01/2009,743.28,,167430,,166,,22,,115,,0.00,,0,,
03/02/2009,743.35,,167625,,195,,18,,125,,0.00,,0,,
03/03/2009,743.38,,167708,,83,,16,,64,,0.00,,0,,
03/04/2009,743.46,,167930,,222,,15,,90,,0.41,,0,,
03/05/2009,743.55,,168180,,250,,16,,121,,0.18,,0,,
03/06/2009,743.60,,168319,,139,,16,,95,,0.00,,0,,
03/07/2009,743.65,,168457,,138,,16,,99,,0.00,,0,,
03/08/2009,743.70,,168596,,139,,15,,95,,0.00,,0,,
03/09/2009,743.73,,168679,,83,,16,,68,,0.00,,0,,
03/10/2009,743.76,,168763,,84,,16,,70,,0.00,,0,,
03/11/2009,743.79,,168846,,83,,14,,66,,0.00,,0,,
03/12/2009,743.80,,168874,,28,,16,,36,,0.00,,0,,
03/13/2009,743.80,,168874,,0,,36,,46,,0.00,,0,,
03/14/2009,743.80,,168874,,0,,47,,61,,0.00,,0,,
03/15/2009,743.79,,168846,,-28,,47,,42,,0.00,,0,,
03/16/2009,743.79,,168846,,0,,47,,58,,0.00,,0,,
03/17/2009,743.78,,168818,,-28,,62,,59,,0.00,,0,,
03/18/2009,743.76,,168763,,-55,,63,,54,,0.00,,0,,
03/19/2009,743.74,,168707,,-56,,62,,42,,0.00,,0,,
03/20/2009,743.75,,168735,,28,,24,,45,,0.00,,0,,
03/21/2009,743.75,,168735,,0,,36,,40,,0.01,,0,,
03/22/2009,743.76,,168763,,28,,27,,17,,0.24,,0,,
03/23/2009,743.77,,168791,,28,,18,,41,,0.01,,0,,
03/24/2009,743.78,,168818,,27,,18,,41,,0.00,,0,,
03/25/2009,743.79,,168846,,28,,19,,45,,0.00,,0,,
03/26/2009,743.79,,168846,,0,,18,,30,,0.00,,0,,
03/27/2009,743.81,,168902,,56,,17,,51,,0.00,,0,,
03/28/2009,743.81,,168902,,--,,32,,45,,0.00,,0,,
03/29/2009,743.79,,168846,,-56,,43,,28,,0.00,,0,,
03/30/2009,743.78,,168818,,-28,,41,,35,,0.00,,0,,
03/31/2009,743.77,,168791,,-27,,44,,41,,0.00,,0,,
04/01/2009,743.74,,168707,,-84,,45,,16,,0.00,,0,,
04/02/2009,743.72,,168652,,-55,,45,,28,,0.00,,0,,
04/03/2009,743.70,,168596,,-56,,42,,27,,0.00,,0,,
04/04/2009,743.67,,168513,,-83,,42,,17,,0.00,,0,,
04/05/2009,743.65,,168457,,-56,,46,,30,,0.00,,0,,
04/06/2009,743.62,,168374,,-83,,50,,29,,0.00,,0,,
04/07/2009,743.58,,168263,,-111,,57,,18,,0.00,,0,,
04/08/2009,743.58,,168263,,0,,37,,29,,0.13,,0,,
04/09/2009,743.57,,168235,,-28,,33,,19,,0.06,,0,,
04/10/2009,743.56,,168208,,-27,,30,,25,,0.00,,0,,
04/11/2009,743.55,,168180,,-28,,26,,21,,0.00,,0,,
04/12/2009,743.55,,168180,,0,,25,,36,,0.00,,0,,
04/13/2009,743.54,,168152,,-28,,41,,36,,0.00,,0,,
04/14/2009,743.51,,168069,,-83,,61,,25,,0.00,,0,,
04/15/2009,743.46,,167930,,-139,,49,,-2,,0.00,,0,,
04/16/2009,743.42,,167819,,-111,,55,,8,,0.00,,0,,
04/17/2009,743.40,,167763,,-56,,55,,44,,0.00,,0,,
04/18/2009,743.37,,167680,,-83,,56,,36,,0.00,,0,,
04/19/2009,743.35,,167625,,-55,,47,,43,,0.00,,0,,
04/20/2009,743.33,,167569,,-56,,47,,41,,0.00,,0,,
04/21/2009,743.30,,167486,,-83,,57,,40,,0.00,,0,,
04/22/2009,743.25,,167347,,-139,,63,,19,,0.00,,0,,
04/23/2009,743.21,,167236,,-111,,66,,27,,0.00,,0,,
04/24/2009,743.16,,167097,,-139,,61,,3,,0.00,,0,,
04/25/2009,743.11,,166958,,-139,,51,,-4,,0.00,,0,,
04/26/2009,743.07,,166847,,-111,,53,,12,,0.00,,0,,
04/27/2009,743.04,,166764,,-83,,53,,25,,0.00,,0,,
04/28/2009,742.99,,166626,,-138,,58,,1,,0.00,,0,,
04/29/2009,742.95,,166516,,--,,58,,19,,0.00,,0,,
04/30/2009,742.90,,166379,,--,,59,,9,,0.00,,0,,
05/01/2009,742.85,,166242,,-137,,57,,2,,0.00,,0,,
05/02/2009,742.84,,166214,,--,,56,,48,,0.00,,0,,
05/03/2009,742.80,,166104,,-110,,56,,20,,0.00,,0,,
05/04/2009,742.76,,165995,,-109,,55,,21,,0.00,,0,,
05/05/2009,742.71,,165858,,-137,,67,,21,,0.00,,0,,
05/06/2009,742.65,,165693,,-165,,76,,15,,0.00,,0,,
05/07/2009,742.61,,165583,,-110,,75,,38,,0.00,,0,,
05/08/2009,742.56,,165446,,-137,,77,,32,,0.00,,0,,
05/09/2009,742.50,,165282,,-164,,77,,15,,0.00,,0,,
05/10/2009,742.45,,165144,,-138,,59,,3,,0.00,,0,,
05/11/2009,742.43,,165089,,-55,,49,,33,,0.00,,0,,
05/12/2009,742.38,,164952,,-137,,50,,-2,,0.00,,0,,
05/13/2009,742.36,,164897,,-55,,63,,49,,0.00,,0,,
05/14/2009,742.25,,164596,,-301,,62,,-69,,0.00,,0,,
05/15/2009,742.23,,164541,,-55,,69,,61,,0.00,,0,,
05/16/2009,742.18,,164404,,-137,,72,,15,,0.00,,0,,
05/17/2009,742.15,,164321,,-83,,75,,49,,0.00,,0,,
05/18/2009,742.09,,164157,,-164,,54,,-12,,0.00,,0,,
05/19/2009,742.05,,164047,,-110,,61,,17,,0.00,,0,,
05/20/2009,742.00,,163910,,-137,,61,,7,,0.00,,0,,
05/21/2009,741.95,,163775,,-135,,75,,22,,0.00,,0,,
05/22/2009,741.88,,163585,,-190,,78,,-8,,0.00,,0,,
05/23/2009,741.82,,163423,,-162,,82,,10,,0.00,,0,,
05/24/2009,741.76,,163261,,-162,,83,,10,,0.00,,0,,
05/25/2009,741.69,,163071,,-190,,78,,-5,,0.00,,0,,
05/26/2009,741.64,,162936,,-135,,66,,6,,0.00,,0,,
05/27/2009,741.59,,162801,,-135,,68,,10,,0.00,,0,,
05/28/2009,741.54,,162666,,-135,,67,,12,,0.00,,0,,
05/29/2009,741.50,,162558,,-108,,68,,25,,0.00,,0,,
05/30/2009,741.45,,162422,,-136,,67,,6,,0.00,,0,,
05/31/2009,741.40,,162287,,-135,,59,,-2,,0.00,,0,,
06/01/2009,741.36,,162179,,-108,,60,,12,,0.00,,0,,
06/02/2009,741.32,,162071,,-108,,56,,11,,0.00,,0,,
06/03/2009,741.28,,161962,,-109,,56,,7,,0.00,,0,,
06/04/2009,741.23,,161827,,-135,,57,,3,,0.00,,0,,
06/05/2009,741.20,,161746,,-81,,60,,20,,0.15,,0,,
06/06/2009,741.15,,161611,,-135,,57,,-2,,0.00,,0,,
06/07/2009,741.11,,161503,,-108,,43,,4,,0.00,,0,,
06/08/2009,741.07,,161394,,-109,,35,,-1,,0.00,,0,,
06/09/2009,741.02,,161259,,-135,,50,,1,,0.00,,0,,
06/10/2009,740.98,,161152,,-107,,47,,9,,0.00,,0,,
06/11/2009,740.93,,161018,,-134,,61,,8,,0.00,,0,,
06/12/2009,740.88,,160885,,-133,,57,,6,,0.00,,0,,
06/13/2009,740.84,,160778,,-107,,54,,9,,0.00,,0,,
06/14/2009,740.78,,160618,,-160,,54,,-10,,0.00,,0,,
06/15/2009,740.74,,160511,,-107,,55,,19,,0.00,,0,,
06/16/2009,740.68,,160351,,-160,,72,,1,,0.00,,0,,
06/17/2009,740.63,,160217,,-134,,67,,19,,0.00,,0,,
06/18/2009,740.57,,160057,,-160,,68,,6,,0.00,,0,,
06/19/2009,740.52,,159923,,-134,,69,,25,,0.00,,0,,
06/20/2009,740.45,,159737,,-186,,69,,-2,,0.00,,0,,
06/21/2009,740.39,,159576,,-161,,62,,0,,0.00,,0,,
06/22/2009,740.34,,159443,,-133,,58,,10,,0.00,,0,,
06/23/2009,740.27,,159256,,-187,,75,,2,,0.00,,0,,
06/24/2009,740.22,,159122,,-134,,64,,15,,0.00,,0,,
06/25/2009,740.17,,158989,,-133,,61,,10,,0.00,,0,,
06/26/2009,740.12,,158855,,-134,,54,,5,,0.00,,0,,
06/27/2009,740.08,,158749,,-106,,46,,14,,0.00,,0,,
06/28/2009,740.02,,158588,,-161,,64,,7,,0.00,,0,,
06/29/2009,739.97,,158456,,-132,,71,,31,,0.00,,0,,
06/30/2009,739.90,,158271,,-185,,81,,14,,0.00,,0,,
07/01/2009,739.83,,158087,,-184,,76,,8,,0.00,,0,,
07/02/2009,739.76,,157902,,-185,,76,,9,,0.00,,0,,
07/03/2009,739.69,,157718,,-184,,70,,8,,0.00,,0,,
07/04/2009,739.62,,157533,,-185,,62,,-3,,0.00,,0,,
07/05/2009,739.55,,157348,,-185,,65,,1,,0.00,,0,,
07/06/2009,739.50,,157217,,-131,,51,,10,,0.00,,0,,
07/07/2009,739.42,,157006,,-211,,70,,-6,,0.00,,0,,
07/08/2009,739.36,,156847,,-159,,71,,17,,0.00,,0,,
07/09/2009,739.28,,156636,,-211,,70,,-10,,0.00,,0,,
07/10/2009,739.20,,156425,,-211,,71,,-6,,0.00,,0,,
07/11/2009,739.14,,156267,,-158,,72,,21,,0.00,,0,,
07/12/2009,739.07,,156083,,-184,,76,,14,,0.00,,0,,
07/13/2009,739.00,,155898,,-185,,70,,10,,0.00,,0,,
07/14/2009,738.93,,155716,,-182,,68,,10,,0.00,,0,,
07/15/2009,738.86,,155533,,-183,,77,,17,,0.00,,0,,
07/16/2009,738.78,,155325,,-208,,77,,7,,0.00,,0,,
07/17/2009,738.71,,155143,,-182,,69,,11,,0.00,,0,,
07/18/2009,738.65,,154986,,-157,,69,,22,,0.00,,0,,
07/19/2009,738.58,,154804,,-182,,69,,7,,0.00,,0,,
07/20/2009,738.51,,154622,,-182,,72,,14,,0.00,,0,,
07/21/2009,738.43,,154413,,-209,,73,,-1,,0.00,,0,,
07/22/2009,738.35,,154205,,-208,,74,,-7,,0.00,,0,,
07/23/2009,738.30,,154075,,-130,,73,,28,,0.00,,0,,
07/24/2009,738.21,,153840,,-235,,78,,-20,,0.00,,0,,
07/25/2009,738.14,,153658,,-182,,79,,7,,0.00,,0,,
07/26/2009,738.06,,153449,,-209,,89,,3,,0.00,,0,,
07/27/2009,738.00,,153293,,-156,,73,,16,,0.00,,0,,
07/28/2009,737.92,,153087,,-206,,79,,0,,0.00,,0,,
07/29/2009,737.85,,152906,,-181,,78,,7,,0.00,,0,,
07/30/2009,737.77,,152700,,-206,,76,,-5,,0.00,,0,,
07/31/2009,737.70,,152520,,-180,,68,,1,,0.00,,0,,
08/01/2009,737.63,,152340,,-180,,68,,4,,0.00,,0,,
08/02/2009,737.56,,152159,,-181,,68,,2,,0.00,,0,,
08/03/2009,737.49,,151979,,-180,,68,,2,,0.00,,0,,
08/04/2009,737.42,,151798,,-181,,73,,4,,0.00,,0,,
08/05/2009,737.35,,151618,,-180,,73,,9,,0.00,,0,,
08/06/2009,737.28,,151438,,-180,,72,,10,,0.00,,0,,
08/07/2009,737.19,,151206,,-232,,80,,-9,,0.00,,0,,
08/08/2009,737.12,,151025,,-181,,75,,9,,0.00,,0,,
08/09/2009,737.04,,150819,,-206,,73,,-7,,0.00,,0,,
08/10/2009,736.98,,150665,,-154,,63,,10,,0.00,,0,,
08/11/2009,736.91,,150487,,-178,,65,,1,,0.00,,0,,
08/12/2009,736.85,,150334,,-153,,62,,11,,0.00,,0,,
08/13/2009,736.79,,150181,,-153,,70,,16,,0.00,,0,,
08/14/2009,736.72,,150003,,-178,,71,,4,,0.00,,0,,
08/15/2009,736.64,,149799,,-204,,72,,-8,,0.00,,0,,
08/16/2009,736.57,,149620,,-179,,72,,-0,,0.00,,0,,
08/17/2009,736.51,,149467,,-153,,61,,4,,0.00,,0,,
08/18/2009,736.45,,149315,,-152,,55,,-0,,0.00,,0,,
08/19/2009,736.39,,149162,,-153,,52,,-8,,0.00,,0,,
08/20/2009,736.35,,149060,,-102,,49,,11,,0.00,,0,,
08/21/2009,736.31,,148958,,-102,,48,,10,,0.00,,0,,
08/22/2009,736.26,,148830,,-128,,49,,5,,0.00,,0,,
08/23/2009,736.23,,148754,,-76,,49,,3,,0.03,,0,,
08/24/2009,736.17,,148601,,-153,,56,,-5,,0.00,,0,,
08/25/2009,736.12,,148474,,-127,,57,,11,,0.00,,0,,
08/26/2009,736.06,,148321,,-153,,67,,16,,0.00,,0,,
08/27/2009,--,,--,,--,,-5041,,-5041,,0.00,,-5041,,
08/28/2009,735.92,,147967,,--,,69,,14,,0.00,,0,,
08/29/2009,735.85,,147791,,-176,,77,,20,,0.00,,0,,
08/30/2009,735.77,,147589,,-202,,76,,7,,0.00,,0,,
08/31/2009,735.71,,147438,,-151,,69,,23,,0.00,,0,,
09/01/2009,735.63,,147237,,-201,,73,,-3,,0.00,,0,,
09/02/2009,735.57,,147086,,-151,,75,,23,,0.00,,0,,
09/03/2009,735.50,,146910,,-176,,72,,11,,0.00,,0,,
09/04/2009,735.42,,146709,,-201,,76,,4,,0.00,,0,,
09/05/2009,735.33,,146482,,-227,,77,,-11,,0.00,,0,,
09/06/2009,735.26,,146306,,-176,,74,,6,,0.00,,0,,
09/07/2009,735.21,,146180,,-126,,53,,8,,0.00,,0,,
09/08/2009,735.16,,146055,,-125,,62,,7,,0.00,,0,,
09/09/2009,735.08,,145853,,-202,,70,,-20,,0.00,,0,,
09/10/2009,735.02,,145702,,-151,,63,,1,,0.00,,0,,
09/11/2009,734.91,,145428,,-274,,65,,-53,,0.00,,0,,
09/12/2009,734.91,,145428,,0,,70,,11,,0.00,,0,,
09/13/2009,734.83,,145229,,-199,,72,,-16,,0.01,,0,,
09/14/2009,734.77,,145080,,-149,,64,,-4,,0.05,,0,,
09/15/2009,734.71,,144931,,-149,,61,,-3,,0.01,,0,,
09/16/2009,734.64,,144757,,-174,,64,,-6,,0.00,,0,,
09/17/2009,734.59,,144633,,-124,,49,,7,,0.00,,0,,
09/18/2009,734.52,,144459,,-174,,68,,1,,0.00,,0,,
09/19/2009,734.44,,144260,,-199,,78,,-2,,0.00,,0,,
09/20/2009,734.38,,144111,,-149,,53,,-2,,0.00,,0,,
09/21/2009,734.33,,143986,,-125,,54,,14,,0.00,,0,,
09/22/2009,734.26,,143812,,-174,,73,,-2,,0.00,,0,,
09/23/2009,734.19,,143638,,-174,,79,,11,,0.00,,0,,
09/24/2009,734.12,,143464,,-174,,79,,7,,0.00,,0,,
09/25/2009,734.04,,143265,,-199,,82,,-0,,0.00,,0,,
09/26/2009,733.97,,143092,,-173,,77,,16,,0.00,,0,,
09/27/2009,733.89,,142896,,-196,,76,,2,,0.00,,0,,
09/28/2009,733.83,,142749,,-147,,56,,4,,0.01,,0,,
09/29/2009,733.77,,142602,,-147,,55,,-6,,0.00,,0,,
09/30/2009,733.72,,142479,,-123,,58,,9,,0.00,,0,,
10/01/2009,733.65,,142307,,-172,,64,,-1,,0.00,,0,,
10/02/2009,733.58,,142135,,-172,,73,,7,,0.00,,0,,
10/03/2009,733.48,,141890,,-245,,75,,-31,,0.00,,0,,
10/04/2009,733.38,,141645,,-245,,74,,-35,,0.00,,0,,
10/05/2009,733.32,,141497,,-148,,62,,-1,,0.00,,0,,
10/06/2009,733.26,,141350,,-147,,57,,-6,,0.00,,0,,
10/07/2009,733.19,,141178,,-172,,62,,-10,,0.00,,0,,
10/08/2009,733.11,,140982,,-196,,73,,-12,,0.00,,0,,
10/09/2009,733.04,,140810,,-172,,70,,-5,,0.00,,0,,
10/10/2009,732.97,,140639,,-171,,63,,-12,,0.00,,0,,
10/11/2009,732.93,,140543,,-96,,49,,11,,0.00,,0,,
10/12/2009,732.89,,140446,,-97,,43,,4,,0.00,,0,,
10/13/2009,732.88,,140421,,-25,,42,,13,,0.21,,0,,
10/14/2009,733.00,,140712,,291,,28,,-23,,1.93,,0,,
10/15/2009,733.00,,140712,,0,,23,,20,,0.06,,0,,
10/16/2009,732.98,,140664,,-48,,27,,15,,0.00,,0,,
10/17/2009,732.97,,140639,,-25,,35,,36,,0.00,,0,,
10/18/2009,732.92,,140518,,-121,,40,,-6,,0.00,,0,,
10/19/2009,732.88,,140421,,-97,,39,,2,,0.00,,0,,
10/20/2009,732.83,,140300,,-121,,52,,1,,0.00,,0,,
10/21/2009,732.79,,140204,,-96,,40,,-3,,0.00,,0,,
10/22/2009,732.76,,140131,,-73,,36,,1,,0.00,,0,,
10/23/2009,--,,--,,--,,-5041,,-5041,,0.00,,-5041,,
10/24/2009,732.70,,139986,,--,,35,,5,,0.00,,0,,
10/25/2009,732.65,,139865,,-121,,45,,-13,,0.00,,0,,
10/26/2009,732.63,,139816,,-49,,52,,30,,0.00,,0,,
10/27/2009,732.58,,139695,,-121,,51,,-0,,0.00,,0,,
10/28/2009,732.48,,139453,,-242,,52,,-47,,0.00,,0,,
10/29/2009,732.44,,139356,,-97,,52,,14,,0.00,,0,,
10/30/2009,732.39,,139235,,-121,,52,,3,,0.00,,0,,
10/31/2009,732.32,,139066,,-169,,51,,-24,,0.00,,0,,
11/01/2009,732.28,,138969,,-97,,56,,18,,0.00,,0,,
11/02/2009,732.23,,138848,,-121,,52,,-0,,0.00,,0,,
11/03/2009,732.18,,138727,,-121,,51,,-0,,0.00,,0,,
11/04/2009,732.12,,138582,,-145,,53,,-9,,0.00,,0,,
11/05/2009,732.08,,138485,,-97,,56,,14,,0.00,,0,,
11/06/2009,732.02,,138339,,-146,,58,,-11,,0.00,,0,,
11/07/2009,731.97,,138219,,-120,,58,,5,,0.00,,0,,
11/08/2009,731.91,,138075,,-144,,57,,-8,,0.00,,0,,
11/09/2009,731.87,,137979,,-96,,40,,-5041,,0.00,,0,,
11/10/2009,731.84,,137907,,-72,,47,,18,,0.00,,0,,
11/11/2009,731.79,,137788,,-119,,41,,-11,,0.00,,0,,
11/12/2009,731.75,,137692,,-96,,38,,-5,,0.00,,0,,
11/13/2009,731.71,,137596,,-96,,39,,-6,,0.00,,0,,
11/14/2009,731.66,,137476,,-120,,47,,-5,,0.00,,0,,
11/15/2009,731.61,,137356,,-120,,47,,-7,,0.00,,0,,
11/16/2009,731.56,,137236,,-120,,48,,-4,,0.00,,0,,
11/17/2009,731.50,,137093,,-143,,53,,-10,,0.00,,0,,
11/18/2009,731.46,,136997,,-96,,59,,18,,0.00,,0,,
11/19/2009,731.40,,136853,,-144,,60,,-6,,0.00,,0,,
11/20/2009,731.35,,136733,,-120,,59,,5,,0.00,,0,,
11/21/2009,731.30,,136613,,-120,,44,,-9,,0.00,,0,,
11/22/2009,731.26,,136517,,-96,,39,,-2,,0.00,,0,,
11/23/2009,731.22,,136421,,-96,,39,,-3,,0.00,,0,,
11/24/2009,731.18,,136325,,-96,,51,,-0,,0.00,,0,,
11/25/2009,731.15,,136254,,-71,,46,,6,,0.00,,0,,
11/26/2009,731.11,,136158,,-96,,48,,-0,,0.00,,0,,
11/27/2009,731.06,,136038,,-120,,52,,-8,,0.00,,0,,
11/28/2009,731.00,,135894,,-144,,42,,-32,,0.00,,0,,
11/29/2009,730.98,,135847,,-47,,36,,14,,0.00,,0,,
11/30/2009,730.95,,135775,,-72,,34,,4,,0.00,,0,,
