Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,RIVREL , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,
06/28/2005,1901.09,,13978,,111,,2486,,2548,,6,,1896,,1754,,80,,
06/29/2005,1901.32,,14150,,172,,2607,,2699,,5,,2061,,1916,,80,,
06/30/2005,1901.17,,14038,,-112,,2693,,2643,,6,,2154,,2009,,80,,
07/01/2005,1901.05,,13948,,-90,,2701,,2662,,6,,2158,,2013,,80,,
07/02/2005,1900.94,,13867,,-81,,2690,,2657,,8,,2153,,2008,,80,,
07/03/2005,1900.84,,13793,,-74,,2649,,2619,,7,,2114,,1969,,80,,
07/04/2005,1900.98,,13896,,103,,2647,,2706,,7,,2110,,1965,,80,,
07/05/2005,1901.12,,14001,,105,,2627,,2686,,6,,2092,,1947,,80,,
07/06/2005,1901.26,,14105,,104,,2603,,2662,,7,,2075,,1930,,80,,
07/07/2005,1900.90,,13837,,-268,,2588,,2460,,7,,2060,,1915,,80,,
07/08/2005,1901.05,,13948,,111,,2548,,2610,,6,,2029,,1884,,80,,
07/09/2005,1900.76,,13734,,-214,,2608,,2506,,6,,1991,,1846,,80,,
07/10/2005,1901.68,,14420,,686,,2212,,2565,,7,,1686,,1582,,57,,
07/11/2005,1901.06,,13956,,-464,,2093,,1866,,7,,1522,,1377,,80,,
07/12/2005,1900.77,,13742,,-214,,2057,,1955,,6,,1361,,1216,,80,,
07/13/2005,1900.92,,13852,,110,,1824,,1886,,7,,1247,,1102,,80,,
07/14/2005,1901.46,,14255,,403,,1678,,1887,,6,,1129,,984,,80,,
07/15/2005,1901.04,,13941,,-314,,1666,,1515,,7,,1111,,966,,80,,
07/16/2005,1901.07,,13963,,22,,1509,,1527,,7,,990,,845,,80,,
07/17/2005,1901.17,,14038,,75,,1563,,1608,,7,,754,,609,,80,,
07/18/2005,1901.29,,14128,,90,,1863,,1915,,7,,808,,663,,80,,
07/19/2005,1901.40,,14210,,82,,1828,,1876,,7,,695,,550,,80,,
07/20/2005,1901.46,,14255,,45,,1989,,2019,,7,,709,,564,,80,,
07/21/2005,1901.20,,14061,,-194,,1977,,1886,,7,,645,,500,,80,,
07/22/2005,1900.92,,13852,,-209,,1746,,1645,,4,,529,,384,,80,,
07/23/2005,1901.17,,14038,,186,,1809,,1910,,7,,552,,407,,80,,
07/24/2005,1900.90,,13837,,-201,,1756,,1663,,8,,563,,418,,80,,
07/25/2005,1900.99,,13904,,67,,1702,,1743,,7,,550,,405,,80,,
07/26/2005,1901.25,,14098,,194,,1646,,1751,,7,,548,,403,,80,,
07/27/2005,1901.57,,14337,,239,,1667,,1794,,7,,547,,402,,80,,
07/28/2005,1901.66,,14405,,68,,1640,,1681,,7,,543,,398,,80,,
07/29/2005,1901.25,,14098,,-307,,1813,,1665,,7,,531,,386,,80,,
07/30/2005,1901.12,,14001,,-97,,1642,,1600,,7,,498,,353,,80,,
07/31/2005,1901.40,,14210,,209,,1602,,1714,,7,,472,,327,,80,,
08/01/2005,1901.09,,13978,,-232,,1750,,1641,,8,,476,,331,,80,,
08/02/2005,1900.99,,13904,,-74,,1430,,1399,,6,,500,,395,,37,,
08/03/2005,1901.13,,14008,,104,,1674,,1734,,8,,515,,440,,0,,
08/04/2005,1901.31,,14143,,135,,1487,,1562,,7,,454,,347,,32,,
08/05/2005,1901.56,,14330,,187,,1506,,1606,,6,,474,,319,,80,,
08/06/2005,1901.61,,14367,,37,,1737,,1762,,6,,481,,326,,80,,
08/07/2005,1901.53,,14307,,-60,,1686,,1661,,5,,470,,315,,80,,
08/08/2005,1901.46,,14255,,-52,,1671,,1652,,7,,452,,297,,80,,
08/09/2005,1901.50,,14285,,30,,1576,,1600,,9,,462,,307,,80,,
08/10/2005,1901.51,,14292,,7,,1643,,1655,,8,,474,,319,,80,,
08/11/2005,1901.76,,14479,,187,,1574,,1677,,9,,475,,320,,80,,
08/12/2005,1900.80,,13764,,-715,,1542,,1188,,6,,475,,320,,80,,
08/13/2005,1901.11,,13993,,229,,--,,--,,--,,--,,--,,--,,
08/14/2005,1901.36,,14180,,187,,1569,,1669,,6,,473,,318,,80,,
08/15/2005,1901.36,,14180,,0,,1600,,1606,,6,,471,,316,,80,,
08/16/2005,1901.39,,14203,,23,,1597,,1616,,7,,473,,318,,80,,
08/17/2005,1901.46,,14255,,52,,1637,,1669,,6,,473,,318,,80,,
08/18/2005,1901.26,,14105,,-150,,1674,,1604,,6,,475,,320,,80,,
08/19/2005,1901.28,,14120,,15,,1589,,1604,,7,,475,,320,,80,,
08/20/2005,1901.33,,14158,,38,,1972,,1996,,5,,475,,320,,80,,
08/21/2005,1901.54,,14315,,157,,2009,,2095,,7,,475,,320,,80,,
08/22/2005,1901.71,,14442,,127,,1963,,2033,,6,,476,,321,,80,,
08/23/2005,1901.92,,14599,,157,,1966,,2051,,6,,477,,322,,80,,
08/24/2005,1901.70,,14435,,-164,,2031,,1954,,6,,476,,321,,80,,
08/25/2005,1901.59,,14352,,-83,,1958,,1922,,6,,477,,322,,80,,
08/26/2005,1901.56,,14330,,-22,,1979,,1975,,7,,478,,323,,80,,
08/27/2005,1901.66,,14405,,75,,1943,,1987,,6,,467,,312,,80,,
08/28/2005,1901.34,,14165,,-240,,2136,,2021,,6,,627,,472,,29,,
08/29/2005,1901.73,,14457,,--,,3231,,3384,,6,,1630,,1475,,0,,
08/30/2005,1901.73,,14457,,0,,2521,,2527,,6,,984,,829,,50,,
08/31/2005,1901.62,,14375,,-82,,2033,,1998,,6,,479,,324,,80,,
09/01/2005,1901.80,,14509,,134,,1988,,2062,,6,,465,,310,,80,,
09/02/2005,1901.72,,14450,,-59,,1989,,1965,,6,,453,,298,,80,,
09/03/2005,1901.62,,14375,,-75,,1981,,1949,,6,,458,,303,,80,,
09/04/2005,1901.46,,14255,,-120,,1975,,1920,,5,,452,,297,,80,,
09/05/2005,1901.37,,14188,,-67,,1966,,1938,,6,,452,,297,,80,,
09/06/2005,1901.47,,14263,,75,,1999,,2042,,5,,462,,307,,80,,
09/07/2005,1901.58,,14345,,82,,2023,,2069,,5,,470,,315,,80,,
09/08/2005,1901.29,,14128,,-217,,2000,,1896,,5,,469,,314,,80,,
09/09/2005,1901.21,,14068,,-60,,1963,,1938,,5,,471,,316,,80,,
09/10/2005,1901.22,,14076,,8,,1998,,2007,,5,,471,,316,,80,,
09/11/2005,1901.18,,14046,,-30,,1976,,1965,,4,,472,,317,,80,,
09/12/2005,1901.19,,14053,,7,,1986,,1994,,4,,471,,316,,80,,
09/13/2005,1901.41,,14218,,165,,1997,,2084,,4,,471,,316,,80,,
09/14/2005,1901.48,,14270,,52,,2050,,2080,,4,,472,,317,,80,,
09/15/2005,1901.35,,14173,,-97,,2057,,2013,,5,,471,,316,,80,,
09/16/2005,1901.43,,14233,,60,,1986,,2021,,5,,471,,316,,80,,
09/17/2005,1901.62,,14375,,142,,1995,,2072,,5,,473,,318,,80,,
09/18/2005,1901.68,,14420,,45,,1989,,2016,,4,,476,,321,,80,,
09/19/2005,1901.73,,14457,,37,,2004,,2026,,3,,477,,322,,80,,
09/20/2005,1901.85,,14547,,90,,1961,,2010,,4,,476,,321,,80,,
09/21/2005,1901.77,,14487,,-60,,1955,,1929,,4,,475,,320,,80,,
09/22/2005,1901.57,,14337,,-150,,1544,,1472,,4,,473,,318,,80,,
09/23/2005,1901.38,,14195,,-142,,1449,,1381,,4,,472,,317,,80,,
09/24/2005,1901.46,,14255,,60,,1388,,1429,,11,,473,,318,,80,,
09/25/2005,1901.36,,14180,,-75,,1488,,1454,,4,,471,,316,,80,,
09/26/2005,1901.36,,14180,,0,,1418,,1422,,4,,471,,316,,80,,
09/27/2005,1901.40,,14210,,30,,1427,,1444,,2,,471,,316,,80,,
09/28/2005,1901.15,,14023,,-187,,1495,,1404,,3,,470,,315,,80,,
09/29/2005,1901.00,,13911,,-112,,1430,,1377,,3,,467,,312,,80,,
09/30/2005,1900.97,,13889,,-22,,1447,,1441,,5,,466,,311,,80,,
10/01/2005,1900.72,,13705,,-184,,1011,,923,,5,,466,,311,,80,,
10/02/2005,1900.67,,13668,,-37,,1370,,1352,,1,,470,,315,,80,,
10/03/2005,1900.78,,13749,,81,,1364,,1409,,4,,472,,317,,80,,
10/04/2005,1901.07,,13963,,214,,1313,,1424,,3,,472,,317,,80,,
10/05/2005,1901.38,,14195,,232,,1224,,1344,,3,,478,,323,,80,,
10/06/2005,1901.66,,14405,,210,,1246,,1355,,3,,465,,310,,80,,
10/07/2005,1901.88,,14569,,164,,1121,,1207,,3,,456,,301,,80,,
10/08/2005,1901.78,,14494,,-75,,1178,,1142,,2,,456,,301,,80,,
10/09/2005,1901.74,,14465,,-29,,1137,,1125,,3,,457,,302,,80,,
10/10/2005,1901.44,,14240,,-225,,1179,,1068,,2,,456,,301,,80,,
10/11/2005,1901.36,,14180,,-60,,1112,,1084,,2,,447,,292,,80,,
10/12/2005,1901.07,,13963,,-217,,1091,,985,,3,,452,,297,,80,,
10/13/2005,1901.04,,13941,,-22,,913,,905,,3,,463,,308,,80,,
10/14/2005,1900.92,,13852,,-89,,935,,893,,3,,461,,306,,80,,
10/15/2005,1901.08,,13971,,119,,886,,950,,4,,454,,299,,80,,
10/16/2005,1901.25,,14098,,127,,854,,919,,1,,313,,158,,80,,
10/17/2005,1901.59,,14352,,254,,828,,960,,4,,298,,143,,80,,
10/18/2005,1901.57,,14337,,-15,,835,,830,,3,,300,,145,,80,,
10/19/2005,1901.57,,14337,,0,,759,,761,,2,,307,,152,,80,,
10/20/2005,1901.69,,14427,,90,,735,,782,,2,,308,,153,,80,,
10/21/2005,1901.50,,14285,,-142,,940,,870,,2,,310,,155,,80,,
10/22/2005,1901.34,,14165,,-120,,917,,859,,2,,311,,156,,80,,
10/23/2005,1901.26,,14105,,-60,,852,,825,,3,,310,,155,,80,,
10/24/2005,1901.48,,14270,,165,,936,,1021,,2,,305,,152,,79,,
10/25/2005,1901.58,,14345,,75,,1034,,1074,,2,,315,,160,,80,,
10/26/2005,1901.57,,14337,,-8,,1015,,1013,,2,,310,,158,,44,,
10/27/2005,1901.36,,14180,,-157,,1076,,998,,1,,317,,162,,0,,
10/28/2005,1901.42,,14225,,45,,1155,,1179,,1,,315,,160,,0,,
10/29/2005,1901.62,,14375,,150,,1132,,1209,,1,,309,,154,,4,,
10/30/2005,1901.49,,14278,,-97,,1470,,1422,,1,,295,,146,,77,,
10/31/2005,1901.62,,14375,,97,,1498,,1548,,1,,301,,146,,80,,
11/01/2005,1901.32,,14150,,-225,,1544,,1432,,1,,297,,142,,80,,
11/02/2005,1901.42,,14225,,75,,1425,,1464,,1,,298,,136,,80,,
11/03/2005,1901.64,,14390,,165,,1520,,1605,,2,,302,,137,,80,,
11/04/2005,1901.40,,14210,,-180,,1401,,1311,,1,,303,,138,,80,,
11/05/2005,1901.57,,14337,,127,,1482,,1547,,1,,303,,138,,80,,
11/06/2005,1901.12,,14001,,-336,,1589,,1427,,7,,303,,138,,80,,
11/07/2005,1901.65,,14397,,396,,1460,,1668,,8,,303,,138,,80,,
11/08/2005,1901.47,,14263,,-134,,1438,,1371,,1,,303,,138,,80,,
11/09/2005,1901.12,,14001,,-262,,1423,,1292,,1,,301,,136,,80,,
11/10/2005,1901.07,,13963,,-38,,1949,,1931,,1,,299,,134,,80,,
11/11/2005,1901.43,,14233,,270,,1786,,1924,,2,,299,,134,,80,,
11/12/2005,1901.22,,14076,,-157,,1861,,1784,,2,,301,,136,,80,,
11/13/2005,1901.18,,14046,,-30,,1886,,1872,,1,,301,,136,,80,,
11/14/2005,1901.45,,14248,,202,,1834,,1936,,0,,297,,132,,80,,
11/15/2005,1901.50,,14285,,37,,1849,,1869,,1,,296,,131,,80,,
11/16/2005,1901.10,,13986,,-299,,1836,,1685,,0,,297,,132,,80,,
11/17/2005,1901.09,,13978,,-8,,1826,,1823,,1,,297,,132,,80,,
11/18/2005,1901.06,,13956,,-22,,1843,,1832,,0,,300,,135,,80,,
11/19/2005,1901.02,,13926,,-30,,1872,,1858,,1,,302,,137,,80,,
11/20/2005,1900.64,,13646,,-280,,1896,,1755,,0,,301,,136,,80,,
11/21/2005,1900.26,,13366,,-280,,1861,,1720,,0,,301,,136,,80,,
11/22/2005,1900.50,,13543,,177,,1876,,1965,,0,,297,,132,,80,,
11/23/2005,1900.88,,13823,,280,,1806,,1947,,0,,297,,132,,80,,
11/24/2005,1901.04,,13941,,118,,1840,,1900,,1,,299,,134,,80,,
11/25/2005,1900.87,,13815,,-126,,1877,,1814,,1,,301,,136,,80,,
11/26/2005,1900.54,,13572,,-243,,1872,,1751,,2,,299,,134,,80,,
11/27/2005,1900.49,,13536,,-36,,1832,,1815,,1,,300,,135,,80,,
11/28/2005,1900.58,,13602,,66,,1837,,1870,,0,,303,,138,,80,,
11/29/2005,1901.33,,14158,,556,,1552,,1833,,1,,303,,138,,80,,
11/30/2005,1900.99,,13904,,-254,,1865,,1739,,2,,303,,138,,80,,
12/01/2005,1901.22,,14076,,172,,1860,,1948,,1,,315,,150,,80,,
12/02/2005,1901.21,,14068,,-8,,1800,,1797,,1,,296,,131,,80,,
12/03/2005,1900.93,,13859,,-209,,1882,,1777,,0,,295,,130,,80,,
12/04/2005,1900.72,,13705,,-154,,1834,,1757,,1,,295,,130,,80,,
12/05/2005,1900.69,,13683,,-22,,1813,,1802,,0,,295,,130,,80,,
12/06/2005,1900.69,,13683,,0,,1813,,1813,,0,,295,,130,,80,,
12/07/2005,1900.71,,13698,,15,,1858,,1867,,1,,297,,132,,80,,
12/08/2005,1900.70,,13690,,-8,,1792,,1788,,0,,286,,126,,78,,
12/09/2005,1900.69,,13683,,-7,,1037,,1033,,0,,295,,130,,80,,
12/10/2005,1900.69,,13683,,0,,1037,,1037,,0,,293,,128,,80,,
12/11/2005,1900.81,,13771,,88,,1100,,1144,,0,,293,,128,,80,,
12/12/2005,1900.59,,13609,,-162,,1112,,1030,,0,,291,,126,,80,,
12/13/2005,1900.93,,13859,,250,,1102,,1228,,0,,293,,128,,80,,
12/14/2005,1900.90,,13837,,-22,,1169,,1158,,0,,293,,128,,80,,
12/15/2005,1900.95,,13874,,37,,1138,,1157,,0,,291,,126,,80,,
12/16/2005,1901.00,,13911,,37,,1130,,1149,,0,,291,,126,,80,,
12/17/2005,1901.07,,13963,,52,,1157,,1183,,0,,295,,130,,80,,
12/18/2005,1901.54,,14315,,352,,1087,,1264,,0,,301,,136,,80,,
12/19/2005,1901.29,,14128,,-187,,1195,,1102,,1,,313,,148,,80,,
12/20/2005,1901.33,,14158,,30,,663,,678,,0,,313,,148,,80,,
12/21/2005,1901.57,,14337,,179,,1130,,1221,,1,,311,,146,,80,,
12/22/2005,1900.84,,13793,,-544,,724,,450,,0,,317,,152,,80,,
12/23/2005,1900.84,,13793,,0,,2030,,2031,,1,,299,,134,,80,,
12/24/2005,1901.30,,14135,,342,,2009,,2181,,0,,297,,132,,80,,
12/25/2005,1901.48,,14270,,135,,1999,,2068,,1,,293,,128,,27,,
12/26/2005,1901.64,,14390,,120,,2007,,2068,,1,,299,,134,,0,,
12/27/2005,1901.49,,14278,,-112,,1830,,1775,,1,,652,,484,,4,,
12/28/2005,1901.50,,14285,,7,,1625,,1629,,0,,1486,,1321,,0,,
12/29/2005,1901.17,,14038,,-247,,1623,,1499,,1,,1507,,1342,,0,,
12/30/2005,1901.58,,14345,,307,,1777,,1933,,1,,1570,,1405,,45,,
12/31/2005,1900.91,,13845,,-500,,1737,,1486,,1,,1560,,1395,,35,,
01/01/2006,1900.84,,13793,,-52,,1648,,1622,,0,,1526,,1361,,0,,
01/02/2006,1901.47,,14263,,470,,1630,,1870,,3,,1522,,1357,,0,,
01/03/2006,1901.94,,14614,,351,,1947,,2127,,3,,1507,,1342,,0,,
01/04/2006,1901.47,,14263,,-351,,1717,,1540,,0,,1527,,1362,,35,,
01/05/2006,1901.21,,14068,,-195,,1665,,1567,,0,,1507,,1342,,80,,
01/06/2006,1901.36,,14180,,112,,2039,,2095,,0,,1503,,1338,,80,,
01/07/2006,1901.54,,14315,,135,,2998,,3066,,0,,2017,,1852,,80,,
01/08/2006,1901.37,,14188,,-127,,2647,,2583,,0,,2469,,2304,,80,,
01/09/2006,1901.04,,13941,,-247,,2745,,2621,,1,,2470,,2305,,80,,
01/10/2006,1901.63,,14382,,441,,2533,,2755,,0,,2474,,2309,,80,,
01/11/2006,1901.49,,14278,,-104,,2585,,2533,,0,,2476,,2311,,80,,
01/12/2006,1901.50,,14285,,7,,3875,,3880,,1,,3737,,3572,,80,,
01/13/2006,1901.35,,14173,,-112,,7357,,7301,,0,,5610,,5445,,80,,
01/14/2006,1901.74,,14465,,292,,7785,,7932,,0,,6052,,5887,,80,,
01/15/2006,1900.77,,13742,,-723,,7873,,7509,,1,,6128,,5963,,80,,
01/16/2006,1901.73,,14457,,715,,7807,,8168,,1,,6082,,5917,,80,,
01/17/2006,1901.48,,14270,,-187,,7732,,7638,,0,,6027,,5862,,80,,
01/18/2006,1901.59,,14352,,82,,7692,,7733,,0,,5986,,5821,,80,,
01/19/2006,1901.59,,14352,,0,,7673,,7673,,0,,5965,,5800,,80,,
01/20/2006,1901.80,,14509,,157,,7606,,7685,,0,,5942,,5779,,79,,
01/21/2006,1900.91,,13845,,-664,,7621,,7286,,0,,5964,,5799,,80,,
01/22/2006,1901.03,,13933,,88,,7660,,7705,,1,,5958,,5793,,80,,
01/23/2006,1900.91,,13845,,-88,,7559,,7516,,1,,5859,,5694,,80,,
01/24/2006,1901.47,,14263,,418,,6155,,6366,,0,,4452,,4287,,80,,
01/25/2006,1900.85,,13801,,-462,,5164,,4932,,1,,3461,,3296,,80,,
01/26/2006,1900.74,,13720,,-81,,4407,,4366,,0,,2701,,2536,,80,,
01/27/2006,1900.92,,13852,,132,,3968,,4036,,1,,2267,,2102,,80,,
01/28/2006,1901.04,,13941,,89,,3674,,3720,,1,,1977,,1812,,80,,
01/29/2006,1901.85,,14547,,606,,3672,,3980,,2,,1967,,1802,,80,,
01/30/2006,1901.13,,14008,,-539,,3647,,3375,,0,,1943,,1778,,80,,
01/31/2006,1901.43,,14233,,225,,3634,,3748,,1,,1929,,1764,,80,,
02/01/2006,1901.41,,14218,,-15,,3655,,3647,,0,,1951,,1786,,80,,
02/02/2006,1901.18,,14046,,-172,,3649,,3562,,0,,1947,,1782,,80,,
02/03/2006,1901.31,,14143,,97,,2073,,2122,,0,,1933,,1768,,80,,
02/04/2006,1901.90,,14584,,441,,2037,,2260,,1,,1917,,1752,,80,,
02/05/2006,1901.38,,14195,,-389,,2058,,1864,,2,,1954,,1789,,80,,
02/06/2006,1901.11,,13993,,-202,,2138,,2037,,1,,1921,,1756,,80,,
02/07/2006,1901.34,,14165,,172,,2031,,2118,,0,,1925,,1760,,80,,
02/08/2006,1901.19,,14053,,-112,,2129,,2074,,1,,1913,,1748,,80,,
02/09/2006,1900.76,,13734,,-319,,4978,,4818,,1,,1554,,1389,,80,,
02/10/2006,1901.38,,14195,,461,,4589,,4822,,1,,1150,,985,,80,,
02/11/2006,1900.60,,13617,,-578,,4519,,4229,,1,,1116,,951,,80,,
02/12/2006,1901.57,,14337,,720,,4507,,4871,,1,,1116,,951,,80,,
02/13/2006,1901.80,,14509,,172,,4670,,4758,,1,,1119,,954,,80,,
02/14/2006,1900.74,,13720,,-789,,4625,,4229,,2,,1120,,955,,80,,
02/15/2006,1901.79,,14502,,782,,4133,,4529,,2,,1073,,908,,80,,
02/16/2006,1901.17,,14038,,-464,,4352,,4121,,3,,712,,547,,80,,
02/17/2006,1900.88,,13823,,-215,,3948,,3840,,0,,408,,243,,80,,
02/18/2006,1900.90,,13837,,14,,3877,,3885,,1,,289,,124,,80,,
02/19/2006,1901.00,,13911,,74,,3952,,3990,,1,,281,,116,,80,,
02/20/2006,1901.74,,14465,,554,,3858,,4138,,1,,288,,123,,80,,
02/21/2006,1901.28,,14120,,-345,,3996,,3824,,2,,299,,134,,80,,
02/22/2006,1901.31,,14143,,23,,3904,,3917,,1,,309,,144,,80,,
02/23/2006,1901.52,,14300,,157,,3744,,3825,,2,,309,,144,,80,,
02/24/2006,1901.44,,14240,,-60,,1212,,1184,,2,,306,,141,,80,,
02/25/2006,1900.97,,13889,,-351,,3696,,3521,,2,,300,,135,,80,,
02/26/2006,1901.14,,14016,,127,,3687,,3753,,2,,299,,134,,80,,
02/27/2006,1901.55,,14322,,306,,3547,,3702,,1,,303,,138,,80,,
02/28/2006,1900.95,,13874,,-448,,3495,,3269,,0,,306,,141,,80,,
03/01/2006,1901.47,,14263,,389,,1962,,2158,,0,,301,,136,,80,,
03/02/2006,1901.21,,14068,,-195,,2943,,2845,,0,,297,,132,,80,,
03/03/2006,1901.19,,14053,,-15,,3364,,3356,,0,,298,,133,,80,,
03/04/2006,1901.20,,14061,,8,,3518,,3524,,2,,297,,132,,80,,
03/05/2006,1901.86,,14554,,493,,3631,,3880,,0,,304,,139,,80,,
03/06/2006,1901.38,,14195,,-359,,417,,236,,0,,309,,144,,80,,
03/07/2006,1900.77,,13742,,-453,,399,,172,,1,,301,,136,,80,,
03/08/2006,1901.32,,14150,,408,,395,,603,,2,,297,,132,,80,,
03/09/2006,1901.14,,14016,,-134,,395,,328,,1,,297,,132,,80,,
03/10/2006,1901.34,,14165,,149,,395,,471,,1,,297,,132,,80,,
03/11/2006,1901.55,,14322,,157,,385,,466,,2,,287,,122,,80,,
03/12/2006,1901.25,,14098,,-224,,404,,291,,0,,306,,141,,80,,
03/13/2006,1901.36,,14180,,82,,817,,860,,2,,298,,133,,80,,
03/14/2006,1901.22,,14076,,-104,,893,,841,,0,,296,,140,,80,,
03/15/2006,1901.31,,14143,,67,,3520,,3555,,1,,301,,151,,80,,
03/16/2006,1901.47,,14263,,120,,2996,,3057,,1,,317,,167,,80,,
03/17/2006,1901.65,,14397,,134,,3254,,3322,,0,,317,,167,,80,,
03/18/2006,1901.61,,14367,,-30,,2747,,2734,,2,,313,,163,,80,,
03/19/2006,1901.17,,14038,,-329,,2804,,2641,,3,,315,,165,,80,,
03/20/2006,1901.28,,14120,,82,,2236,,2279,,2,,303,,153,,80,,
03/21/2006,1901.54,,14315,,195,,1858,,1956,,0,,290,,140,,80,,
03/22/2006,1901.09,,13978,,-337,,446,,277,,1,,290,,140,,80,,
03/23/2006,1901.24,,14091,,113,,1522,,1581,,2,,288,,138,,80,,
03/24/2006,1901.17,,14038,,-53,,1560,,1535,,2,,296,,146,,80,,
03/25/2006,1900.96,,13882,,-156,,1715,,1637,,1,,307,,157,,80,,
03/26/2006,1901.38,,14195,,313,,2026,,2185,,1,,301,,151,,80,,
03/27/2006,1900.99,,13904,,-291,,1624,,1479,,2,,300,,150,,80,,
03/28/2006,1901.15,,14023,,119,,550,,612,,2,,301,,170,,80,,
03/29/2006,1900.98,,13896,,-127,,539,,476,,1,,293,,177,,80,,
03/30/2006,--,,--,,--,,--,,--,,--,,--,,--,,--,,
03/31/2006,1901.23,,14083,,--,,1886,,2007,,1,,293,,177,,80,,
04/01/2006,1900.93,,13859,,-224,,638,,527,,2,,293,,177,,80,,
04/02/2006,1901.30,,14135,,276,,453,,593,,1,,301,,185,,80,,
04/03/2006,1901.56,,14330,,195,,482,,580,,0,,322,,206,,80,,
04/04/2006,1901.44,,14240,,-90,,488,,443,,0,,323,,207,,80,,
04/05/2006,1901.49,,14278,,38,,509,,529,,1,,323,,207,,80,,
04/06/2006,1901.20,,14061,,-217,,482,,375,,2,,305,,198,,72,,
04/07/2006,1900.93,,13859,,-202,,520,,420,,2,,301,,185,,80,,
04/08/2006,1901.00,,13911,,52,,503,,531,,2,,292,,176,,80,,
04/09/2006,1901.51,,14292,,381,,478,,671,,1,,296,,180,,80,,
04/10/2006,1901.53,,14307,,15,,498,,507,,1,,313,,197,,80,,
04/11/2006,1901.64,,14390,,83,,564,,607,,1,,319,,203,,80,,
04/12/2006,1901.46,,14255,,-135,,874,,807,,1,,624,,508,,80,,
04/13/2006,1901.04,,13941,,-314,,1215,,1057,,0,,1008,,892,,80,,
04/14/2006,1901.06,,13956,,15,,1124,,1135,,3,,995,,879,,80,,
04/15/2006,1901.12,,14001,,45,,1090,,1117,,4,,999,,883,,80,,
04/16/2006,1901.06,,13956,,-45,,1157,,1134,,0,,996,,880,,80,,
04/17/2006,1900.77,,13742,,-214,,1706,,1600,,2,,1516,,1400,,80,,
04/18/2006,1901.08,,13971,,229,,2114,,2232,,3,,1969,,1853,,80,,
04/19/2006,1900.89,,13830,,-141,,2144,,2077,,4,,1990,,1874,,80,,
04/20/2006,1901.02,,13926,,96,,3860,,3912,,4,,1965,,1849,,80,,
04/21/2006,1901.13,,14008,,82,,3884,,3928,,3,,1998,,1882,,80,,
04/22/2006,1900.79,,13756,,-252,,3889,,3764,,2,,2015,,1899,,80,,
04/23/2006,1901.23,,14083,,327,,3780,,3948,,3,,2014,,1898,,80,,
04/24/2006,1900.32,,13411,,-672,,4086,,3750,,3,,2195,,2079,,80,,
04/25/2006,1900.65,,13653,,242,,4381,,4505,,2,,2505,,2389,,80,,
04/26/2006,1900.83,,13786,,133,,4411,,4481,,3,,2522,,2406,,80,,
04/27/2006,1901.28,,14120,,334,,4393,,4566,,5,,2524,,2408,,80,,
04/28/2006,1901.45,,14248,,128,,4681,,4752,,6,,2749,,2633,,80,,
04/29/2006,1900.73,,13712,,-536,,4927,,4662,,5,,3042,,2926,,80,,
04/30/2006,1901.38,,14195,,483,,4871,,5120,,5,,3021,,2905,,80,,
05/01/2006,1901.52,,14300,,105,,4927,,4985,,5,,3178,,3062,,80,,
05/02/2006,1900.69,,13683,,-617,,6085,,5779,,5,,3324,,3208,,80,,
05/03/2006,1901.55,,14322,,639,,6345,,6673,,6,,3597,,3481,,80,,
05/04/2006,1901.59,,14352,,30,,6892,,6912,,5,,3570,,3454,,80,,
05/05/2006,1901.62,,14375,,23,,6941,,6959,,6,,3562,,3446,,80,,
05/06/2006,1901.25,,14098,,-277,,6942,,6809,,7,,3568,,3452,,80,,
05/07/2006,1901.15,,14023,,-75,,6942,,6908,,4,,3568,,3452,,80,,
05/08/2006,1901.43,,14233,,210,,6763,,6873,,4,,3602,,3486,,80,,
05/09/2006,1900.96,,13882,,-351,,6547,,6374,,4,,3539,,3423,,80,,
05/10/2006,1901.00,,13911,,29,,6513,,6528,,0,,3502,,3386,,80,,
05/11/2006,1900.87,,13815,,-96,,7265,,7223,,6,,3529,,3413,,80,,
05/12/2006,1900.58,,13602,,-213,,7299,,7198,,6,,3539,,3423,,80,,
05/13/2006,1901.06,,13956,,354,,7566,,7747,,3,,3802,,3686,,80,,
05/14/2006,1901.69,,14427,,471,,8033,,8277,,7,,4297,,4181,,80,,
05/15/2006,1900.84,,13793,,-634,,8123,,7809,,6,,4513,,4397,,80,,
05/16/2006,1901.23,,14083,,--,,8406,,8557,,5,,4732,,4616,,80,,
05/17/2006,1901.13,,14008,,-75,,8989,,8956,,5,,5315,,5199,,80,,
05/18/2006,1900.90,,13837,,-171,,9446,,9366,,6,,5782,,5666,,80,,
05/19/2006,1900.76,,13734,,-103,,8990,,8944,,6,,5978,,5862,,80,,
05/20/2006,1901.33,,14158,,424,,9716,,--,,2,,6069,,5953,,69,,
05/21/2006,1901.44,,14240,,82,,9920,,--,,1,,6293,,6177,,0,,
05/22/2006,1901.44,,14240,,0,,11406,,--,,2,,7781,,7665,,0,,
05/23/2006,1900.50,,13543,,-697,,13244,,--,,2,,9621,,9515,,0,,
05/24/2006,1901.37,,--,,--,,--,,--,,--,,--,,9924,,0,,
