Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,RIVREL , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,
05/25/2006,1900.72,,13705,,--,,13785,,13543,,2,,10166,,10050,,0,,
05/26/2006,1901.26,,14105,,400,,13593,,13802,,7,,9972,,9856,,0,,
05/27/2006,1900.92,,13852,,-253,,12074,,11950,,4,,8457,,8341,,0,,
05/28/2006,1901.15,,14023,,171,,11932,,12021,,3,,8303,,8187,,0,,
05/29/2006,1900.58,,13602,,-421,,11964,,11756,,4,,8339,,8223,,0,,
05/30/2006,1901.62,,14375,,773,,11927,,12322,,5,,8305,,8189,,0,,
05/31/2006,1900.56,,13587,,-788,,11956,,11564,,5,,8339,,8223,,0,,
06/01/2006,1900.76,,13734,,147,,12144,,12222,,4,,8517,,8401,,0,,
06/02/2006,1901.08,,13971,,237,,12148,,12269,,2,,8531,,8415,,0,,
06/03/2006,1901.58,,14345,,374,,11843,,12034,,2,,8243,,8127,,0,,
06/04/2006,1901.21,,14068,,-277,,11270,,11134,,4,,7668,,7552,,0,,
06/05/2006,1901.56,,14330,,262,,10584,,10722,,6,,7144,,7028,,0,,
06/06/2006,1901.52,,14300,,-30,,9803,,9794,,6,,6429,,6309,,0,,
06/07/2006,1901.17,,14038,,-262,,9738,,9613,,7,,6133,,6018,,0,,
06/08/2006,1900.50,,13543,,-495,,8852,,8608,,6,,5264,,5147,,0,,
06/09/2006,1901.17,,14038,,495,,8621,,8877,,6,,5025,,4908,,0,,
06/10/2006,1901.31,,14143,,105,,8612,,8671,,6,,5007,,4890,,0,,
06/11/2006,1901.64,,14390,,247,,8531,,8662,,6,,4911,,4794,,0,,
06/12/2006,1901.86,,14554,,164,,8532,,8619,,4,,4914,,4797,,0,,
06/13/2006,1900.82,,13779,,-775,,8526,,8140,,5,,4937,,4820,,0,,
06/14/2006,1901.49,,14278,,499,,8500,,8755,,3,,4918,,4801,,0,,
06/15/2006,1900.87,,13815,,-463,,8055,,7824,,2,,4779,,4657,,0,,
06/16/2006,1902.04,,14689,,874,,7977,,8422,,4,,4918,,4787,,0,,
06/17/2006,1901.44,,14240,,-449,,8458,,8239,,7,,4918,,4787,,0,,
06/18/2006,1900.68,,13675,,-565,,8464,,8185,,6,,4918,,4787,,0,,
06/19/2006,1901.25,,14098,,423,,6632,,6851,,6,,4918,,4787,,0,,
06/20/2006,1901.23,,14083,,-15,,6560,,6558,,6,,4918,,4787,,0,,
06/21/2006,1901.55,,14322,,239,,6103,,6229,,6,,4339,,4208,,51,,
06/22/2006,1900.61,,13624,,-698,,5909,,5563,,6,,3774,,3643,,80,,
06/23/2006,1901.02,,13926,,302,,5387,,5545,,6,,3660,,3529,,80,,
06/24/2006,1901.06,,13956,,30,,5254,,5275,,6,,3408,,3277,,80,,
06/25/2006,1900.80,,13764,,-192,,5200,,5109,,6,,3308,,3177,,80,,
06/26/2006,1900.55,,13580,,-184,,5171,,5084,,6,,3141,,3010,,80,,
06/27/2006,1900.53,,13565,,-15,,5471,,5469,,6,,2993,,2862,,80,,
06/28/2006,1901.56,,14330,,765,,4767,,5158,,5,,3006,,2875,,80,,
06/29/2006,1901.32,,14150,,-180,,4738,,4650,,3,,2948,,2817,,80,,
06/30/2006,1900.58,,13602,,-548,,4854,,4584,,6,,2743,,2612,,80,,
07/01/2006,1901.47,,14263,,661,,4417,,4757,,7,,2632,,2501,,80,,
07/02/2006,1900.92,,13852,,-411,,4605,,4405,,7,,2524,,2393,,80,,
07/03/2006,1901.06,,13956,,104,,4432,,4490,,6,,2494,,2363,,80,,
07/04/2006,1900.91,,13845,,-111,,4437,,4388,,7,,2417,,2286,,80,,
07/05/2006,1901.09,,13978,,133,,4221,,4295,,7,,2300,,2169,,80,,
07/06/2006,1900.77,,13742,,--,,4365,,4252,,6,,2204,,2073,,80,,
07/07/2006,1901.47,,14263,,--,,3809,,4078,,6,,2128,,1997,,80,,
07/08/2006,1901.35,,14173,,-90,,3751,,3711,,5,,1997,,1866,,80,,
07/09/2006,1900.68,,13675,,-498,,3926,,3681,,6,,1993,,1862,,80,,
07/10/2006,1901.17,,14038,,363,,3886,,4075,,6,,1692,,1561,,80,,
07/11/2006,1901.82,,14524,,486,,3543,,3794,,6,,1683,,1552,,80,,
07/12/2006,1901.17,,14038,,-486,,3494,,3256,,7,,1523,,1386,,80,,
07/13/2006,1901.75,,14472,,434,,3218,,3444,,7,,1353,,1212,,80,,
07/14/2006,1901.67,,14412,,-60,,3321,,3298,,7,,1199,,1058,,80,,
07/15/2006,1901.40,,14210,,-202,,2900,,2805,,7,,1049,,908,,80,,
07/16/2006,1900.74,,13720,,-490,,3630,,3390,,7,,959,,818,,80,,
07/17/2006,1901.42,,14225,,505,,2882,,3143,,6,,888,,747,,80,,
07/18/2006,1901.79,,14502,,277,,2160,,2307,,7,,734,,593,,80,,
07/19/2006,1900.98,,13896,,-606,,2800,,2501,,7,,665,,524,,80,,
07/20/2006,1901.09,,13978,,82,,2428,,2477,,8,,623,,482,,80,,
07/21/2006,1900.79,,13756,,-222,,2513,,2408,,7,,580,,440,,80,,
07/22/2006,1901.00,,13911,,155,,2656,,2736,,2,,499,,358,,80,,
07/23/2006,1900.70,,13690,,-221,,2945,,2841,,7,,443,,303,,80,,
07/24/2006,1900.31,,13403,,-287,,2608,,2470,,7,,428,,287,,80,,
07/25/2006,1900.80,,13764,,361,,2845,,3035,,8,,432,,291,,80,,
07/26/2006,1900.66,,13661,,-103,,2834,,2789,,7,,442,,301,,80,,
07/27/2006,1900.67,,13668,,7,,2963,,2975,,8,,448,,307,,80,,
07/28/2006,1900.96,,13882,,214,,2487,,2603,,8,,455,,314,,80,,
07/29/2006,1900.82,,13779,,-103,,2475,,2431,,8,,459,,318,,80,,
07/30/2006,1900.39,,13462,,-317,,2460,,2308,,8,,458,,317,,80,,
07/31/2006,1900.88,,13823,,361,,2960,,3149,,7,,436,,289,,80,,
08/01/2006,1900.80,,13764,,-59,,2900,,2875,,5,,429,,279,,80,,
08/02/2006,1900.83,,13786,,22,,3198,,3214,,5,,448,,298,,59,,
08/03/2006,1900.72,,13705,,-81,,2961,,2925,,5,,454,,304,,39,,
08/04/2006,1901.08,,13971,,266,,2788,,2928,,6,,448,,298,,80,,
08/05/2006,1901.22,,14076,,105,,2802,,2862,,7,,447,,297,,80,,
08/06/2006,1900.43,,13491,,-585,,2959,,2669,,5,,444,,294,,80,,
08/07/2006,1901.11,,13993,,502,,2768,,3028,,7,,444,,294,,80,,
08/08/2006,1901.24,,14091,,98,,2769,,2822,,4,,450,,300,,80,,
08/09/2006,1900.64,,13646,,-445,,2690,,2472,,6,,448,,298,,80,,
08/10/2006,1901.06,,13956,,310,,2226,,2388,,6,,449,,299,,80,,
08/11/2006,1901.12,,14001,,45,,2840,,2870,,7,,450,,300,,80,,
08/12/2006,1901.04,,13941,,-60,,2785,,2759,,4,,450,,300,,80,,
08/13/2006,1900.66,,13661,,-280,,2972,,2840,,9,,448,,298,,80,,
08/14/2006,1901.30,,14135,,474,,3063,,3309,,7,,447,,297,,80,,
08/15/2006,1901.45,,14248,,113,,2541,,2605,,7,,449,,299,,80,,
08/16/2006,1901.00,,13911,,-337,,2860,,2696,,6,,451,,301,,80,,
08/17/2006,1900.97,,13889,,-22,,3135,,3130,,6,,450,,300,,80,,
08/18/2006,1901.24,,14091,,202,,2741,,2849,,6,,451,,301,,80,,
08/19/2006,1900.97,,13889,,-202,,2752,,2656,,6,,449,,299,,80,,
08/20/2006,1901.59,,14352,,463,,2692,,2931,,6,,447,,297,,80,,
08/21/2006,1901.10,,13986,,-366,,2894,,2714,,5,,448,,298,,80,,
08/22/2006,1901.41,,14218,,232,,2936,,3059,,6,,448,,298,,80,,
08/23/2006,1901.39,,14203,,-15,,2936,,2934,,6,,451,,301,,80,,
08/24/2006,1901.21,,14068,,-135,,2829,,2766,,5,,450,,300,,80,,
08/25/2006,1901.50,,14285,,217,,2704,,2818,,5,,452,,302,,80,,
08/26/2006,1901.49,,14278,,-7,,2931,,2933,,6,,453,,303,,80,,
08/27/2006,1901.09,,13978,,-300,,3108,,2964,,7,,451,,301,,80,,
08/28/2006,1900.76,,13734,,-244,,3446,,3329,,6,,449,,299,,80,,
08/29/2006,1901.29,,14128,,394,,3034,,3240,,7,,447,,297,,80,,
08/30/2006,1900.80,,13764,,-364,,3099,,2921,,6,,448,,298,,80,,
08/31/2006,1900.43,,13491,,-273,,2579,,2448,,7,,449,,299,,80,,
09/01/2006,1901.55,,14322,,831,,3150,,3574,,5,,451,,301,,80,,
09/02/2006,1901.23,,14083,,-239,,3199,,3085,,6,,452,,302,,80,,
09/03/2006,1901.28,,14120,,37,,2736,,2761,,6,,451,,301,,80,,
09/04/2006,1901.16,,14031,,-89,,2934,,2895,,6,,450,,300,,80,,
09/05/2006,1901.13,,14008,,-23,,2891,,2885,,6,,461,,301,,80,,
09/06/2006,1901.42,,14225,,217,,3634,,3749,,6,,467,,302,,80,,
09/07/2006,1901.41,,14218,,-7,,3138,,3139,,5,,468,,303,,80,,
09/08/2006,1900.84,,13793,,-425,,3150,,2941,,5,,466,,301,,80,,
09/09/2006,1901.02,,13926,,133,,3028,,3099,,4,,464,,299,,80,,
09/10/2006,1901.21,,14068,,142,,3020,,3096,,4,,467,,302,,80,,
09/11/2006,1900.78,,13749,,-319,,3023,,2867,,5,,468,,303,,80,,
09/12/2006,1901.05,,13948,,199,,3045,,3149,,4,,465,,300,,80,,
09/13/2006,1901.04,,13941,,-7,,3417,,3417,,4,,465,,300,,80,,
09/14/2006,1901.46,,14255,,314,,3413,,3575,,4,,465,,300,,80,,
09/15/2006,1901.52,,14300,,45,,3152,,3181,,6,,472,,307,,80,,
09/16/2006,1901.39,,14203,,-97,,3197,,3152,,4,,459,,294,,80,,
09/17/2006,1901.83,,14532,,329,,3090,,3259,,3,,438,,273,,80,,
09/18/2006,1901.05,,13948,,-584,,3360,,3069,,3,,441,,276,,80,,
09/19/2006,1901.34,,14165,,217,,3223,,3335,,3,,461,,296,,80,,
09/20/2006,1901.80,,14509,,344,,3233,,3410,,4,,467,,302,,80,,
09/21/2006,1901.49,,14278,,-231,,3493,,3380,,3,,467,,302,,80,,
09/22/2006,1901.54,,14315,,37,,3412,,3435,,4,,468,,303,,80,,
09/23/2006,1901.29,,14128,,-187,,3324,,3235,,5,,465,,300,,80,,
09/24/2006,1901.51,,14292,,164,,2924,,3013,,6,,461,,296,,80,,
09/25/2006,1901.15,,14023,,-269,,3228,,3096,,4,,462,,297,,80,,
09/26/2006,1901.48,,14270,,247,,3340,,3468,,3,,460,,295,,80,,
09/27/2006,1901.53,,14307,,37,,3512,,3535,,4,,462,,297,,80,,
09/28/2006,1901.11,,13993,,-314,,3268,,3114,,4,,462,,297,,80,,
09/29/2006,1901.46,,14255,,262,,3015,,3151,,4,,457,,292,,80,,
09/30/2006,1901.77,,14487,,232,,3187,,3308,,4,,460,,295,,80,,
10/01/2006,1901.55,,14322,,-165,,3231,,3152,,4,,461,,296,,80,,
10/02/2006,1900.68,,13675,,-647,,716,,394,,4,,460,,295,,80,,
10/03/2006,1901.15,,14023,,348,,567,,745,,3,,459,,294,,80,,
10/04/2006,1901.28,,14120,,97,,572,,624,,3,,464,,299,,80,,
10/05/2006,1901.31,,14143,,23,,572,,584,,0,,464,,299,,80,,
10/06/2006,1901.56,,14330,,187,,568,,664,,2,,460,,295,,80,,
10/07/2006,1901.32,,14150,,-180,,569,,479,,1,,461,,296,,80,,
10/08/2006,1901.58,,14345,,195,,569,,667,,0,,461,,296,,80,,
10/09/2006,1901.35,,14173,,-172,,569,,485,,3,,461,,296,,80,,
10/10/2006,1901.28,,14120,,-53,,571,,548,,4,,463,,298,,80,,
10/11/2006,1901.22,,14076,,-44,,571,,552,,3,,464,,299,,80,,
10/12/2006,1901.44,,14240,,164,,779,,865,,3,,463,,298,,80,,
10/13/2006,1901.15,,14023,,-217,,578,,471,,2,,462,,297,,80,,
10/14/2006,1901.18,,14046,,23,,576,,591,,3,,460,,295,,80,,
10/15/2006,1900.93,,13859,,-187,,564,,473,,3,,448,,283,,80,,
10/16/2006,1901.20,,14061,,202,,429,,532,,1,,313,,161,,80,,
10/17/2006,1901.27,,14113,,52,,419,,448,,3,,303,,168,,80,,
10/18/2006,1901.12,,14001,,-112,,828,,774,,2,,306,,171,,80,,
10/19/2006,1901.23,,14083,,82,,745,,788,,2,,304,,169,,80,,
10/20/2006,1900.98,,13896,,-187,,964,,872,,2,,300,,165,,80,,
10/21/2006,1901.25,,14098,,202,,783,,889,,4,,303,,168,,80,,
10/22/2006,1901.30,,14135,,37,,765,,786,,2,,303,,168,,80,,
10/23/2006,1901.33,,14158,,23,,768,,782,,2,,303,,168,,80,,
10/24/2006,1901.30,,14135,,-23,,807,,797,,2,,303,,168,,80,,
10/25/2006,1901.08,,13971,,-164,,722,,641,,2,,303,,168,,80,,
10/26/2006,1901.09,,13978,,7,,719,,725,,2,,303,,168,,80,,
10/27/2006,1900.94,,13867,,-111,,768,,714,,2,,302,,167,,80,,
10/28/2006,1901.22,,14076,,209,,712,,819,,2,,303,,168,,80,,
10/29/2006,1901.34,,14165,,89,,708,,755,,2,,300,,168,,77,,
10/30/2006,1901.41,,14218,,53,,720,,749,,2,,304,,169,,80,,
10/31/2006,1901.29,,14128,,-90,,718,,675,,2,,303,,168,,80,,
11/01/2006,1901.05,,13948,,-180,,717,,627,,1,,309,,175,,76,,
11/02/2006,1901.12,,14001,,53,,743,,770,,0,,310,,165,,80,,
11/03/2006,1900.95,,13874,,-127,,789,,726,,1,,307,,162,,80,,
11/04/2006,1900.82,,13779,,-95,,768,,720,,0,,303,,158,,80,,
11/05/2006,1901.01,,13918,,139,,724,,795,,1,,302,,157,,80,,
11/06/2006,1901.13,,14008,,90,,783,,828,,0,,301,,156,,80,,
11/07/2006,1901.31,,14143,,135,,716,,785,,1,,301,,156,,80,,
11/08/2006,1901.36,,14180,,37,,774,,795,,2,,304,,159,,80,,
11/09/2006,1901.38,,14195,,15,,740,,750,,2,,305,,160,,80,,
11/10/2006,1901.38,,14195,,0,,706,,707,,1,,306,,161,,80,,
11/11/2006,1901.36,,14180,,-15,,718,,711,,1,,308,,163,,80,,
11/12/2006,1901.23,,14083,,-97,,964,,915,,0,,310,,165,,80,,
11/13/2006,1901.18,,14046,,-37,,1255,,1236,,0,,314,,169,,80,,
11/14/2006,1901.50,,14285,,239,,1642,,1762,,0,,310,,165,,80,,
11/15/2006,1901.54,,14315,,30,,1289,,1305,,1,,308,,163,,80,,
11/16/2006,1901.31,,14143,,-172,,713,,626,,0,,300,,198,,37,,
11/17/2006,1901.30,,14135,,-8,,1031,,1027,,0,,607,,521,,0,,
11/18/2006,1901.01,,13918,,-217,,1958,,1850,,1,,1407,,1230,,0,,
11/19/2006,1901.13,,14008,,90,,1827,,1873,,1,,1406,,1229,,0,,
11/20/2006,1901.08,,13971,,-37,,1835,,1816,,0,,1420,,1197,,46,,
11/21/2006,1901.05,,13948,,-23,,734,,723,,1,,317,,63,,80,,
11/22/2006,1901.02,,13926,,-22,,731,,721,,1,,317,,60,,80,,
11/23/2006,1901.00,,13911,,-15,,726,,718,,0,,316,,59,,80,,
11/24/2006,1900.98,,13896,,-15,,712,,705,,1,,309,,125,,80,,
11/25/2006,1900.96,,13882,,-14,,720,,713,,0,,309,,154,,80,,
11/26/2006,1901.17,,14038,,156,,728,,807,,0,,311,,156,,80,,
11/27/2006,1901.15,,14023,,-15,,721,,714,,1,,311,,156,,80,,
11/28/2006,1901.14,,14016,,-7,,720,,717,,1,,310,,155,,80,,
11/29/2006,1901.10,,13986,,-30,,715,,700,,0,,310,,155,,80,,
11/30/2006,1901.08,,13971,,-15,,718,,711,,1,,312,,157,,80,,
12/01/2006,1901.10,,13986,,15,,714,,722,,0,,310,,155,,80,,
12/02/2006,1901.13,,14008,,22,,712,,723,,0,,308,,153,,80,,
12/03/2006,1901.08,,13971,,-37,,713,,695,,1,,309,,154,,80,,
12/04/2006,1901.15,,14023,,52,,683,,709,,0,,309,,154,,80,,
12/05/2006,1901.24,,14091,,68,,678,,712,,0,,309,,154,,80,,
12/06/2006,1901.31,,14143,,52,,679,,705,,0,,309,,154,,80,,
12/07/2006,1901.47,,14263,,120,,630,,690,,0,,302,,151,,78,,
12/08/2006,1901.66,,14405,,142,,607,,679,,0,,306,,151,,74,,
12/09/2006,1901.42,,14225,,-180,,661,,571,,1,,302,,147,,80,,
12/10/2006,1901.58,,14345,,120,,668,,728,,0,,306,,151,,80,,
12/11/2006,1901.44,,14240,,-105,,685,,633,,1,,306,,151,,80,,
12/12/2006,1901.72,,14450,,210,,692,,799,,1,,308,,153,,80,,
12/13/2006,1901.47,,14263,,-187,,765,,672,,1,,311,,156,,80,,
12/14/2006,1901.20,,14061,,-202,,666,,564,,0,,305,,150,,80,,
12/15/2006,1901.04,,13941,,-120,,1189,,1130,,1,,298,,143,,80,,
12/16/2006,1901.32,,14150,,209,,1190,,1295,,0,,299,,144,,80,,
12/17/2006,1901.49,,14278,,128,,1187,,1253,,1,,299,,144,,80,,
12/18/2006,1901.14,,14016,,-262,,1191,,1060,,1,,303,,152,,80,,
12/19/2006,1901.31,,14143,,127,,1198,,1263,,1,,311,,166,,80,,
12/20/2006,1901.43,,14233,,90,,1265,,1310,,0,,313,,168,,80,,
12/21/2006,1901.47,,14263,,30,,1264,,1279,,0,,314,,169,,80,,
12/22/2006,1901.02,,13926,,-337,,1259,,1089,,0,,313,,168,,80,,
12/23/2006,1901.02,,13926,,0,,1263,,1263,,0,,313,,168,,80,,
12/24/2006,1901.17,,14038,,112,,1264,,1320,,0,,313,,168,,80,,
12/25/2006,1901.19,,14053,,15,,1267,,1275,,0,,313,,168,,80,,
12/26/2006,1901.22,,14076,,23,,1265,,1277,,0,,315,,170,,80,,
12/27/2006,1901.10,,13986,,-90,,1249,,1204,,0,,312,,167,,80,,
12/28/2006,1901.27,,14113,,--,,1260,,1324,,0,,310,,165,,80,,
12/29/2006,1901.01,,13918,,-195,,1434,,1336,,0,,311,,166,,80,,
12/30/2006,1901.05,,13948,,30,,1329,,1345,,1,,311,,166,,80,,
12/31/2006,1900.93,,13859,,-89,,1328,,1285,,2,,309,,164,,80,,
01/01/2007,1900.79,,13756,,-103,,931,,881,,2,,309,,164,,80,,
01/02/2007,1900.77,,13742,,-14,,877,,870,,0,,309,,164,,80,,
01/03/2007,1900.84,,13793,,51,,896,,922,,0,,311,,166,,80,,
01/04/2007,1901.05,,13948,,155,,882,,960,,0,,309,,164,,80,,
01/05/2007,1901.30,,14135,,187,,880,,974,,0,,313,,168,,80,,
01/06/2007,1901.31,,14143,,8,,886,,890,,0,,316,,171,,80,,
01/07/2007,1901.10,,13986,,-157,,884,,806,,1,,307,,162,,80,,
01/08/2007,1901.25,,14098,,112,,821,,878,,1,,309,,164,,80,,
01/09/2007,1901.29,,14128,,30,,874,,889,,0,,304,,159,,80,,
01/10/2007,1901.36,,14180,,52,,871,,897,,0,,304,,159,,80,,
01/11/2007,1901.32,,14150,,-30,,905,,890,,0,,305,,160,,80,,
01/12/2007,1901.03,,13933,,-217,,921,,812,,0,,307,,162,,80,,
01/13/2007,1900.82,,13779,,-154,,885,,807,,0,,307,,162,,80,,
01/14/2007,1900.74,,13720,,-59,,892,,862,,0,,293,,148,,80,,
01/15/2007,1900.62,,13631,,-89,,906,,861,,0,,288,,143,,80,,
01/16/2007,1900.48,,13528,,-103,,959,,907,,0,,299,,154,,80,,
01/17/2007,1900.91,,13845,,317,,851,,1011,,0,,309,,164,,80,,
01/18/2007,1900.94,,13867,,22,,845,,856,,0,,309,,164,,80,,
01/19/2007,1901.12,,14001,,134,,613,,681,,0,,309,,164,,80,,
01/20/2007,1901.29,,14128,,127,,595,,659,,0,,296,,151,,80,,
01/21/2007,1901.16,,14031,,-97,,542,,493,,0,,285,,140,,80,,
01/22/2007,1901.59,,14352,,321,,553,,715,,0,,292,,147,,80,,
01/23/2007,1901.62,,14375,,23,,573,,589,,4,,299,,154,,80,,
01/24/2007,1901.63,,14382,,7,,561,,567,,2,,302,,157,,80,,
01/25/2007,1901.48,,14270,,-112,,577,,521,,0,,302,,157,,80,,
01/26/2007,1901.36,,14180,,-90,,585,,540,,0,,301,,156,,80,,
01/27/2007,1901.27,,14113,,-67,,588,,554,,0,,299,,154,,80,,
01/28/2007,1901.43,,14233,,120,,554,,616,,2,,299,,154,,80,,
01/29/2007,1901.56,,14330,,97,,556,,605,,0,,301,,156,,80,,
01/30/2007,1901.55,,14322,,-8,,374,,371,,1,,301,,156,,80,,
01/31/2007,1901.38,,14195,,-127,,385,,322,,1,,301,,156,,80,,
02/01/2007,1901.23,,14083,,-112,,571,,516,,1,,301,,156,,80,,
02/02/2007,1901.41,,14218,,135,,580,,649,,1,,300,,155,,80,,
02/03/2007,1901.38,,14195,,-23,,373,,362,,1,,300,,155,,80,,
02/04/2007,1901.24,,14091,,-104,,386,,336,,2,,300,,155,,80,,
02/05/2007,1901.18,,14046,,-45,,561,,539,,1,,313,,168,,80,,
02/06/2007,1901.22,,14076,,30,,544,,560,,1,,302,,157,,80,,
02/07/2007,1901.43,,14233,,157,,367,,447,,1,,296,,151,,80,,
02/08/2007,1901.22,,14076,,-157,,428,,349,,0,,352,,149,,82,,
02/09/2007,1901.08,,13971,,-105,,350,,297,,0,,295,,145,,85,,
02/10/2007,1901.12,,14001,,30,,373,,388,,0,,294,,144,,85,,
02/11/2007,1901.06,,13956,,-45,,384,,361,,0,,305,,155,,85,,
02/12/2007,1901.00,,13911,,-45,,374,,353,,2,,295,,145,,85,,
02/13/2007,1900.84,,13793,,-118,,382,,323,,0,,303,,153,,85,,
02/14/2007,1900.91,,13845,,52,,393,,420,,1,,330,,180,,85,,
02/15/2007,1900.71,,13698,,-147,,376,,303,,1,,321,,171,,85,,
02/16/2007,1900.91,,13845,,147,,353,,428,,1,,294,,144,,85,,
02/17/2007,1900.65,,13653,,-192,,356,,260,,1,,296,,146,,85,,
02/18/2007,1900.71,,13698,,45,,385,,410,,2,,325,,175,,85,,
02/19/2007,1901.00,,13911,,213,,818,,925,,0,,323,,173,,85,,
02/20/2007,1901.02,,13926,,15,,360,,368,,0,,298,,148,,85,,
02/21/2007,1900.94,,13867,,-59,,361,,331,,0,,302,,152,,85,,
02/22/2007,1900.80,,13764,,-103,,354,,302,,0,,295,,145,,85,,
02/23/2007,1900.78,,13749,,-15,,381,,373,,0,,291,,141,,85,,
02/24/2007,1900.64,,13646,,-103,,406,,354,,0,,304,,154,,85,,
02/25/2007,1900.70,,13690,,44,,400,,422,,0,,298,,148,,85,,
02/26/2007,1900.36,,13440,,-250,,403,,277,,0,,291,,141,,85,,
02/27/2007,1901.08,,13971,,531,,402,,671,,1,,297,,147,,85,,
02/28/2007,1901.01,,13918,,-53,,391,,364,,0,,289,,139,,50,,
03/01/2007,1900.86,,13808,,-110,,344,,290,,1,,287,,140,,42,,
03/02/2007,1900.70,,13690,,-118,,311,,253,,1,,297,,147,,85,,
03/03/2007,1900.60,,13617,,-73,,433,,397,,1,,306,,156,,85,,
03/04/2007,1900.40,,13469,,-148,,434,,361,,2,,301,,151,,85,,
03/05/2007,1900.28,,13381,,-88,,418,,375,,1,,285,,135,,85,,
03/06/2007,1900.45,,13506,,125,,431,,495,,1,,298,,148,,85,,
03/07/2007,1901.04,,13941,,435,,421,,642,,2,,302,,152,,85,,
03/08/2007,1901.16,,14031,,90,,422,,467,,0,,303,,153,,85,,
03/09/2007,1901.08,,13971,,-60,,422,,393,,1,,303,,153,,85,,
03/10/2007,1901.52,,14300,,329,,422,,589,,1,,303,,153,,85,,
03/11/2007,1901.34,,14165,,-135,,392,,326,,2,,273,,136,,78,,
03/12/2007,1900.40,,13469,,-696,,417,,68,,2,,298,,148,,85,,
03/13/2007,1901.25,,14098,,629,,410,,729,,2,,291,,146,,85,,
03/14/2007,1901.69,,14427,,329,,412,,580,,2,,293,,158,,85,,
03/15/2007,1900.75,,13727,,-700,,418,,68,,3,,299,,164,,85,,
03/16/2007,1900.74,,13720,,-7,,412,,410,,2,,293,,158,,85,,
03/17/2007,1901.10,,13986,,266,,410,,547,,3,,291,,156,,85,,
03/18/2007,1901.13,,14008,,22,,415,,430,,4,,296,,161,,85,,
03/19/2007,1901.10,,13986,,-22,,426,,418,,3,,307,,172,,85,,
03/20/2007,1901.07,,13963,,-23,,428,,418,,2,,309,,174,,85,,
03/21/2007,1900.74,,13720,,-243,,424,,303,,2,,305,,170,,85,,
03/22/2007,1900.72,,13705,,-15,,431,,426,,3,,312,,177,,85,,
03/23/2007,1901.00,,13911,,206,,437,,543,,2,,318,,183,,85,,
03/24/2007,1900.96,,13882,,-29,,422,,410,,3,,303,,168,,85,,
03/25/2007,1901.08,,13971,,89,,415,,462,,2,,296,,161,,85,,
03/26/2007,1901.11,,13993,,22,,447,,460,,2,,328,,193,,85,,
03/27/2007,1900.77,,13742,,-251,,458,,332,,1,,339,,204,,85,,
03/28/2007,1900.73,,13712,,-30,,423,,410,,2,,304,,169,,85,,
03/29/2007,1900.74,,13720,,8,,400,,407,,3,,281,,146,,85,,
03/30/2007,1900.74,,13720,,0,,400,,403,,3,,281,,137,,85,,
03/31/2007,1900.55,,13580,,-140,,427,,359,,3,,308,,153,,85,,
04/01/2007,1900.48,,13528,,-52,,417,,395,,4,,298,,166,,82,,
04/02/2007,1901.06,,13956,,428,,409,,628,,3,,290,,160,,80,,
04/03/2007,1901.06,,13956,,0,,427,,430,,3,,291,,161,,80,,
04/04/2007,1901.14,,14016,,60,,414,,448,,4,,286,,156,,80,,
04/05/2007,1901.20,,14061,,45,,1625,,1652,,4,,286,,156,,80,,
04/06/2007,1901.35,,14173,,112,,1569,,1629,,4,,288,,158,,80,,
04/07/2007,1900.82,,13779,,-394,,1538,,1344,,5,,303,,173,,80,,
04/08/2007,1900.95,,13874,,95,,422,,474,,4,,300,,170,,80,,
04/09/2007,1900.94,,13867,,-7,,1368,,1369,,5,,303,,173,,80,,
04/10/2007,1900.50,,13543,,--,,1592,,1434,,5,,305,,175,,80,,
04/11/2007,1901.17,,14038,,495,,1118,,1371,,3,,306,,176,,80,,
04/12/2007,1901.34,,14165,,127,,1499,,1565,,2,,309,,179,,80,,
04/13/2007,1901.64,,14390,,225,,1503,,1619,,3,,303,,173,,80,,
04/14/2007,1901.57,,14337,,-53,,1405,,1381,,3,,294,,164,,80,,
04/15/2007,1901.88,,14569,,232,,894,,1013,,2,,295,,165,,80,,
04/16/2007,1900.98,,13896,,-673,,400,,65,,4,,296,,166,,80,,
04/17/2007,1901.15,,14023,,127,,398,,466,,4,,294,,164,,80,,
04/18/2007,1901.38,,14195,,172,,401,,492,,4,,297,,167,,80,,
04/19/2007,1900.42,,13484,,-711,,400,,45,,3,,296,,166,,80,,
04/20/2007,1901.12,,14001,,517,,399,,662,,2,,295,,165,,80,,
04/21/2007,1901.54,,14315,,314,,1451,,1612,,3,,298,,168,,80,,
04/22/2007,1900.74,,13720,,-595,,1857,,1562,,5,,298,,168,,80,,
04/23/2007,1901.19,,14053,,333,,1400,,1568,,0,,294,,164,,80,,
04/24/2007,1901.07,,13963,,-90,,825,,783,,3,,293,,163,,80,,
04/25/2007,1901.34,,14165,,202,,1034,,1140,,4,,288,,158,,80,,
04/26/2007,1901.14,,14016,,-149,,1501,,1430,,4,,318,,188,,80,,
04/27/2007,1901.22,,14076,,60,,1676,,1710,,4,,911,,781,,80,,
04/28/2007,1901.56,,14330,,254,,1856,,1988,,4,,1470,,1340,,80,,
