04/14/2015,Reservoircapacityupdatedfrom77,600to97,800frominformationfoundathttp://ce-npdp-serv2.stanford.edu/DamDirectory/DamDetail.jsp?npdp_id=CA00263,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
07/13/2006,97392,,72,,848,,0.00,,
07/14/2006,97499,,107,,745,,0.00,,
07/15/2006,97571,,72,,711,,0.00,,
07/16/2006,97593,,22,,714,,0.00,,
07/17/2006,97600,,7,,713,,0.00,,
07/18/2006,97399,,-201,,710,,0.00,,
07/19/2006,97291,,-108,,710,,0.03,,
07/20/2006,97371,,80,,704,,0.00,,
07/21/2006,97514,,143,,823,,0.05,,
07/22/2006,97471,,-43,,833,,0.00,,
07/23/2006,97478,,7,,727,,0.00,,
07/24/2006,97514,,36,,698,,0.00,,
07/25/2006,97571,,57,,688,,0.00,,
07/26/2006,97586,,15,,708,,0.00,,
07/27/2006,97578,,-8,,707,,0.00,,
07/28/2006,97521,,-57,,709,,0.00,,
07/29/2006,97450,,-71,,638,,0.00,,
07/30/2006,97234,,-216,,603,,0.00,,
07/31/2006,97103,,-131,,581,,0.00,,
08/01/2006,96774,,-329,,562,,0.00,,
08/02/2006,96366,,-408,,556,,0.00,,
08/03/2006,95945,,-421,,559,,0.00,,
08/04/2006,95495,,-450,,559,,0.00,,
08/05/2006,95025,,-470,,561,,0.00,,
08/06/2006,94414,,-611,,565,,0.00,,
08/07/2006,93755,,-659,,561,,0.00,,
08/08/2006,93246,,-509,,563,,0.00,,
08/09/2006,92922,,-324,,561,,0.00,,
08/10/2006,92499,,-423,,--,,--,,
08/11/2006,92077,,-422,,564,,0.00,,
08/12/2006,91705,,-372,,566,,0.00,,
08/13/2006,91368,,-337,,564,,0.00,,
08/14/2006,91046,,-322,,567,,0.00,,
08/15/2006,90752,,-294,,567,,0.00,,
08/16/2006,90382,,-370,,566,,0.00,,
08/17/2006,89999,,-383,,560,,0.00,,
08/18/2006,89589,,-410,,560,,0.00,,
08/19/2006,89221,,-368,,560,,0.00,,
08/20/2006,88805,,-416,,568,,0.00,,
08/21/2006,88459,,-346,,563,,0.00,,
08/22/2006,88141,,-318,,568,,0.00,,
08/23/2006,87782,,-359,,569,,0.00,,
08/24/2006,87363,,-419,,561,,0.00,,
08/25/2006,86944,,-419,,562,,0.00,,
08/26/2006,86485,,-459,,563,,0.00,,
08/27/2006,85916,,-569,,564,,0.00,,
08/28/2006,85480,,-436,,560,,0.00,,
08/29/2006,85044,,-436,,547,,0.00,,
08/30/2006,84602,,-442,,553,,0.00,,
08/31/2006,84134,,-468,,549,,0.00,,
09/01/2006,83769,,-365,,529,,0.00,,
09/02/2006,83357,,-412,,530,,0.00,,
09/03/2006,82925,,-432,,527,,0.00,,
09/04/2006,82481,,-444,,529,,0.00,,
09/05/2006,82038,,-443,,529,,0.00,,
09/06/2006,81602,,-436,,527,,0.00,,
09/07/2006,81154,,-448,,533,,0.00,,
09/08/2006,80895,,-259,,534,,0.00,,
09/09/2006,80302,,-593,,535,,0.00,,
09/10/2006,79864,,-438,,531,,0.00,,
09/11/2006,79500,,-364,,532,,0.00,,
09/12/2006,79123,,-377,,516,,0.00,,
09/13/2006,78713,,-410,,534,,0.00,,
09/14/2006,78134,,-579,,510,,0.00,,
09/15/2006,77660,,-474,,515,,0.01,,
09/16/2006,77031,,-629,,513,,0.00,,
09/17/2006,76555,,-476,,510,,0.00,,
09/18/2006,76157,,-398,,--,,--,,
09/19/2006,75800,,-357,,511,,0.00,,
09/20/2006,75450,,-350,,514,,0.00,,
09/21/2006,75074,,-376,,515,,0.00,,
09/22/2006,74685,,-389,,512,,0.00,,
09/23/2006,74183,,-502,,514,,0.00,,
09/24/2006,73597,,-586,,514,,0.00,,
09/25/2006,73258,,-339,,514,,0.00,,
09/26/2006,72892,,-366,,511,,0.00,,
09/27/2006,72566,,--,,511,,0.00,,
09/28/2006,72228,,-338,,515,,0.00,,
09/29/2006,71846,,-382,,513,,0.00,,
09/30/2006,71223,,-623,,512,,0.00,,
10/01/2006,70982,,-241,,282,,0.00,,
10/02/2006,71058,,76,,134,,0.15,,
10/03/2006,71109,,51,,145,,0.00,,
10/04/2006,71223,,114,,143,,0.00,,
10/05/2006,71349,,126,,136,,1.28,,
10/06/2006,71401,,52,,133,,0.10,,
10/07/2006,71369,,-32,,135,,0.00,,
10/08/2006,71382,,13,,135,,0.00,,
10/09/2006,71382,,0,,135,,0.00,,
10/10/2006,71344,,-38,,135,,0.00,,
10/11/2006,71331,,-13,,135,,0.00,,
10/12/2006,71331,,0,,126,,0.00,,
10/13/2006,71134,,-197,,365,,0.00,,
10/14/2006,70583,,-551,,515,,0.00,,
10/15/2006,69939,,-644,,514,,0.00,,
10/16/2006,69021,,-918,,516,,0.00,,
10/17/2006,68108,,-913,,520,,0.00,,
10/18/2006,67193,,-915,,515,,0.00,,
10/19/2006,66301,,-892,,515,,0.00,,
10/20/2006,65408,,-893,,507,,0.00,,
10/21/2006,64500,,-908,,514,,0.00,,
10/22/2006,63597,,-903,,513,,0.00,,
10/23/2006,62699,,-898,,511,,0.00,,
10/24/2006,61800,,-899,,516,,0.00,,
10/25/2006,60893,,-907,,514,,0.00,,
10/26/2006,59985,,-908,,510,,0.00,,
10/27/2006,59093,,-892,,513,,0.00,,
10/28/2006,58229,,-864,,513,,0.00,,
10/29/2006,57310,,-919,,511,,0.00,,
10/30/2006,56417,,-893,,514,,0.00,,
10/31/2006,55818,,-599,,511,,0.00,,
11/01/2006,55590,,-228,,488,,0.00,,
11/02/2006,55319,,-271,,485,,0.21,,
11/03/2006,55181,,-138,,488,,0.10,,
11/04/2006,55169,,-12,,484,,0.21,,
11/05/2006,55024,,-145,,486,,0.00,,
11/06/2006,54931,,-93,,486,,0.00,,
11/07/2006,54793,,-138,,486,,0.00,,
11/08/2006,54579,,-214,,488,,0.00,,
11/09/2006,54067,,-512,,485,,0.19,,
11/10/2006,53798,,-269,,490,,0.00,,
11/11/2006,53362,,-436,,489,,0.00,,
11/12/2006,53002,,-360,,484,,0.18,,
11/13/2006,52877,,-125,,488,,0.09,,
11/14/2006,52660,,-217,,483,,1.76,,
11/15/2006,52393,,-267,,494,,0.00,,
11/16/2006,52087,,-306,,492,,0.00,,
11/17/2006,51809,,-278,,489,,0.00,,
11/18/2006,51414,,-395,,491,,0.00,,
11/19/2006,51064,,-350,,490,,0.00,,
11/20/2006,50862,,--,,490,,0.00,,
11/21/2006,50733,,-129,,491,,0.00,,
11/22/2006,50463,,-270,,493,,0.00,,
11/23/2006,49992,,-471,,491,,0.04,,
11/24/2006,49379,,-613,,489,,0.00,,
11/25/2006,48919,,-460,,495,,0.00,,
11/26/2006,48542,,-377,,491,,0.00,,
11/27/2006,48293,,-249,,495,,0.33,,
11/28/2006,47974,,-319,,497,,0.45,,
11/29/2006,47692,,-282,,504,,0.00,,
11/30/2006,47446,,-246,,500,,0.00,,
12/01/2006,47106,,-340,,502,,0.00,,
12/02/2006,46789,,-317,,501,,0.00,,
12/03/2006,46538,,-251,,504,,0.00,,
12/04/2006,46375,,-163,,522,,0.00,,
12/05/2006,46152,,-223,,530,,0.00,,
12/06/2006,45908,,-244,,527,,0.00,,
12/07/2006,45463,,-445,,524,,0.00,,
12/08/2006,45193,,-270,,525,,0.00,,
12/09/2006,44826,,-367,,518,,0.49,,
12/10/2006,44466,,-360,,511,,1.94,,
12/11/2006,44161,,-305,,517,,0.25,,
12/12/2006,43963,,-198,,511,,0.46,,
12/13/2006,43899,,-64,,510,,0.32,,
12/14/2006,43770,,-129,,510,,0.00,,
12/15/2006,43653,,-117,,513,,0.09,,
12/16/2006,43499,,-154,,511,,0.13,,
12/17/2006,43233,,-266,,512,,0.19,,
12/18/2006,43074,,-159,,511,,0.00,,
12/19/2006,42893,,-181,,515,,0.00,,
12/20/2006,42670,,-223,,515,,0.00,,
12/21/2006,42443,,-227,,510,,0.00,,
12/22/2006,42263,,-180,,502,,1.22,,
12/23/2006,41916,,-347,,514,,0.00,,
12/24/2006,41758,,-158,,511,,0.00,,
12/25/2006,41481,,-277,,514,,0.00,,
12/26/2006,41188,,-293,,510,,0.00,,
12/27/2006,40816,,-372,,500,,1.14,,
12/28/2006,40572,,--,,512,,0.06,,
12/29/2006,40187,,-385,,514,,0.00,,
12/30/2006,39700,,-487,,516,,0.00,,
12/31/2006,39287,,-413,,518,,0.00,,
01/01/2007,38845,,-442,,510,,0.00,,
01/02/2007,38396,,-449,,515,,0.00,,
01/03/2007,37931,,-465,,517,,0.00,,
01/04/2007,37809,,-122,,493,,1.02,,
01/05/2007,37467,,-342,,500,,1.00,,
01/06/2007,37089,,-378,,505,,0.00,,
01/07/2007,36629,,-460,,509,,0.00,,
01/08/2007,36181,,-448,,510,,0.00,,
01/09/2007,35755,,-426,,508,,0.00,,
01/10/2007,34993,,-762,,507,,0.00,,
01/11/2007,34517,,-476,,4993,,0.00,,
01/12/2007,33900,,-617,,504,,0.00,,
01/13/2007,33321,,-579,,511,,0.00,,
01/14/2007,32555,,-766,,534,,0.00,,
01/15/2007,31992,,-563,,535,,0.00,,
01/16/2007,31384,,-608,,535,,0.00,,
01/17/2007,30723,,-661,,535,,0.00,,
01/18/2007,30152,,-571,,533,,0.00,,
01/19/2007,29476,,-676,,537,,0.00,,
01/20/2007,28771,,-705,,531,,0.00,,
01/21/2007,27983,,-788,,530,,0.00,,
01/22/2007,27367,,-616,,536,,0.00,,
01/23/2007,26687,,-680,,534,,0.00,,
01/24/2007,26055,,-632,,530,,0.00,,
01/25/2007,25393,,-662,,532,,0.00,,
01/26/2007,24681,,-712,,529,,0.00,,
01/27/2007,23867,,-814,,524,,0.00,,
01/28/2007,23105,,-762,,502,,0.04,,
01/29/2007,22897,,-208,,306,,0.00,,
01/30/2007,22704,,-193,,307,,0.00,,
01/31/2007,22479,,-225,,306,,0.00,,
02/01/2007,22296,,-183,,303,,0.00,,
02/02/2007,22091,,-205,,303,,0.00,,
02/03/2007,21873,,-218,,304,,0.00,,
02/04/2007,21551,,-322,,305,,0.00,,
02/05/2007,21409,,-142,,305,,0.00,,
02/06/2007,21187,,-222,,305,,0.00,,
02/07/2007,20965,,-222,,304,,0.00,,
02/08/2007,20818,,-147,,301,,0.19,,
02/09/2007,20762,,-56,,301,,0.90,,
02/10/2007,21024,,262,,301,,0.90,,
02/11/2007,21439,,415,,301,,1.55,,
02/12/2007,21512,,73,,300,,0.27,,
02/13/2007,21616,,104,,301,,0.03,,
02/14/2007,21699,,83,,305,,0.00,,
02/15/2007,21760,,61,,305,,0.00,,
02/16/2007,21856,,96,,305,,0.00,,
02/17/2007,21751,,-105,,305,,0.00,,
02/18/2007,21694,,-57,,305,,0.00,,
02/19/2007,21616,,-78,,305,,0.00,,
02/20/2007,21603,,-13,,305,,0.00,,
02/21/2007,21664,,61,,305,,0.00,,
02/22/2007,21821,,157,,308,,0.61,,
02/23/2007,22034,,213,,308,,0.75,,
02/24/2007,22191,,157,,308,,0.00,,
02/25/2007,22435,,244,,308,,1.02,,
02/26/2007,22270,,-165,,218,,0.44,,
02/27/2007,22383,,113,,102,,1.66,,
02/28/2007,22457,,74,,237,,0.38,,
03/01/2007,22510,,53,,300,,0.00,,
03/02/2007,22633,,123,,305,,0.00,,
03/03/2007,22607,,-26,,305,,0.00,,
03/04/2007,22545,,-62,,305,,0.00,,
03/05/2007,22668,,123,,303,,0.00,,
03/06/2007,22655,,-13,,302,,0.00,,
03/07/2007,22642,,-13,,305,,0.00,,
03/08/2007,22642,,0,,305,,0.00,,
03/09/2007,22633,,-9,,304,,0.00,,
03/10/2007,22660,,27,,305,,0.00,,
03/11/2007,22721,,61,,305,,0.00,,
03/12/2007,22871,,150,,304,,0.00,,
03/13/2007,23105,,234,,299,,0.00,,
03/14/2007,23419,,314,,299,,0.00,,
03/15/2007,23992,,573,,300,,0.00,,
03/16/2007,24471,,479,,300,,0.00,,
03/17/2007,24690,,219,,303,,0.00,,
03/18/2007,24947,,257,,300,,0.00,,
03/19/2007,25335,,388,,300,,0.00,,
03/20/2007,25692,,357,,300,,0.00,,
03/21/2007,25905,,213,,300,,0.45,,
03/22/2007,26001,,96,,307,,0.00,,
03/23/2007,26133,,132,,305,,0.00,,
03/24/2007,26042,,-91,,302,,0.00,,
03/25/2007,26069,,27,,302,,0.00,,
03/26/2007,26224,,155,,302,,0.00,,
03/27/2007,26325,,101,,307,,0.83,,
03/28/2007,26329,,4,,302,,0.05,,
03/29/2007,26389,,60,,301,,0.00,,
03/30/2007,26356,,-33,,301,,0.00,,
03/31/2007,26270,,-86,,300,,0.00,,
04/01/2007,26261,,-9,,300,,0.00,,
04/02/2007,26549,,288,,170,,0.00,,
04/03/2007,26874,,325,,145,,0.00,,
04/04/2007,27220,,346,,145,,0.00,,
04/05/2007,27321,,101,,250,,0.00,,
04/06/2007,27381,,60,,305,,0.00,,
04/07/2007,27552,,171,,304,,0.00,,
04/08/2007,27710,,158,,300,,0.00,,
04/09/2007,28011,,301,,300,,0.00,,
04/10/2007,28314,,--,,302,,0.00,,
04/11/2007,28490,,176,,302,,0.43,,
04/12/2007,28547,,57,,303,,0.39,,
04/13/2007,28565,,18,,303,,0.00,,
04/14/2007,28561,,-4,,301,,0.00,,
04/15/2007,28523,,-38,,301,,0.29,,
04/16/2007,28556,,33,,300,,0.00,,
04/17/2007,28537,,-19,,300,,0.00,,
04/18/2007,28448,,-89,,303,,0.00,,
04/19/2007,28467,,19,,302,,0.00,,
04/20/2007,28407,,-60,,302,,0.00,,
04/21/2007,28649,,242,,186,,0.00,,
04/22/2007,28921,,272,,141,,1.10,,
04/23/2007,29198,,277,,141,,0.26,,
04/24/2007,29566,,368,,141,,0.00,,
04/25/2007,29940,,374,,142,,0.00,,
04/26/2007,30314,,374,,141,,0.00,,
04/27/2007,30732,,418,,141,,0.00,,
04/28/2007,31173,,441,,140,,0.00,,
04/29/2007,31668,,495,,140,,0.00,,
04/30/2007,32200,,532,,140,,0.00,,
05/01/2007,32467,,267,,250,,0.00,,
05/02/2007,32750,,283,,255,,0.00,,
05/03/2007,32979,,229,,255,,0.00,,
05/04/2007,33326,,347,,256,,0.48,,
05/05/2007,33639,,313,,258,,0.12,,
05/06/2007,33954,,315,,261,,0.00,,
05/07/2007,34443,,489,,256,,0.00,,
05/08/2007,35022,,579,,256,,0.00,,
05/09/2007,35790,,768,,256,,0.00,,
05/10/2007,36740,,950,,253,,0.00,,
05/11/2007,37727,,987,,255,,0.00,,
05/12/2007,38671,,944,,255,,0.00,,
05/13/2007,39582,,911,,255,,0.00,,
05/14/2007,40452,,870,,252,,0.00,,
05/15/2007,41245,,793,,251,,0.00,,
05/16/2007,42300,,1055,,251,,0.00,,
05/17/2007,43265,,965,,--,,--,,
05/18/2007,44006,,741,,251,,0.00,,
05/19/2007,44714,,708,,251,,0.00,,
05/20/2007,45388,,674,,254,,0.00,,
05/21/2007,45940,,552,,252,,0.00,,
05/22/2007,46740,,800,,250,,0.00,,
05/23/2007,47512,,772,,256,,0.00,,
05/24/2007,48227,,715,,251,,0.00,,
05/25/2007,48919,,692,,251,,0.00,,
05/26/2007,49524,,605,,251,,0.00,,
05/27/2007,50032,,508,,244,,0.00,,
05/28/2007,50671,,639,,250,,0.00,,
05/29/2007,51251,,580,,250,,0.00,,
05/30/2007,51883,,632,,250,,0.00,,
05/31/2007,53002,,1119,,256,,0.00,,
06/01/2007,54102,,1100,,506,,0.00,,
06/02/2007,55007,,905,,255,,0.00,,
06/03/2007,55858,,851,,253,,0.00,,
06/04/2007,56586,,728,,254,,0.00,,
06/05/2007,57317,,731,,254,,0.08,,
06/06/2007,57705,,388,,257,,0.02,,
06/07/2007,58247,,542,,245,,0.00,,
06/08/2007,58750,,503,,250,,0.00,,
06/09/2007,58963,,213,,252,,0.00,,
06/10/2007,59188,,225,,250,,0.00,,
06/11/2007,59462,,274,,254,,0.00,,
06/12/2007,59640,,178,,250,,0.00,,
06/13/2007,60027,,387,,226,,0.00,,
06/14/2007,60158,,131,,340,,0.00,,
06/15/2007,60176,,18,,415,,0.00,,
06/16/2007,60337,,161,,264,,0.00,,
06/17/2007,60468,,131,,265,,0.00,,
06/18/2007,60594,,126,,261,,0.00,,
06/19/2007,60743,,149,,260,,0.00,,
06/20/2007,60881,,138,,261,,0.00,,
06/21/2007,60947,,66,,245,,0.00,,
06/22/2007,60893,,-54,,258,,0.00,,
06/23/2007,60893,,0,,261,,0.00,,
06/24/2007,60893,,0,,259,,0.00,,
06/25/2007,61013,,120,,245,,0.00,,
06/26/2007,60941,,--,,260,,0.00,,
06/27/2007,60815,,-126,,246,,0.00,,
06/28/2007,60714,,-101,,263,,0.00,,
06/29/2007,60570,,-144,,263,,0.00,,
06/30/2007,60694,,124,,263,,0.00,,
07/01/2007,60714,,20,,282,,0.00,,
07/02/2007,60456,,-258,,429,,0.00,,
07/03/2007,60265,,-191,,429,,0.00,,
07/04/2007,60086,,-179,,429,,0.00,,
07/05/2007,59824,,-262,,425,,0.00,,
07/06/2007,59687,,-137,,426,,0.00,,
07/07/2007,59485,,-202,,426,,0.00,,
07/08/2007,59099,,-386,,439,,0.00,,
07/09/2007,58548,,-551,,429,,0.00,,
07/10/2007,58483,,-65,,437,,0.00,,
07/11/2007,58271,,-212,,403,,0.01,,
07/12/2007,58046,,-225,,429,,0.00,,
07/13/2007,57834,,-212,,432,,0.00,,
07/14/2007,57617,,-217,,432,,0.00,,
07/15/2007,57411,,-206,,429,,0.00,,
07/16/2007,56076,,-1335,,326,,0.00,,
07/17/2007,57018,,942,,429,,0.00,,
07/18/2007,56809,,-209,,427,,0.00,,
07/19/2007,56604,,-205,,436,,0.00,,
07/20/2007,56394,,-210,,431,,0.00,,
07/21/2007,56178,,-216,,434,,0.00,,
07/22/2007,55981,,-197,,431,,0.00,,
07/23/2007,55794,,-187,,425,,0.00,,
07/24/2007,55590,,-204,,427,,0.00,,
07/25/2007,55388,,-202,,430,,0.00,,
07/26/2007,55181,,-207,,431,,0.00,,
07/27/2007,54822,,-359,,430,,0.00,,
07/28/2007,54309,,-513,,430,,0.00,,
07/29/2007,53505,,-804,,430,,0.00,,
07/30/2007,53014,,-491,,431,,0.00,,
07/31/2007,52530,,-484,,431,,0.00,,
08/01/2007,52206,,-324,,429,,0.00,,
08/02/2007,51804,,-402,,449,,0.00,,
08/03/2007,51606,,-198,,433,,0.00,,
08/04/2007,51064,,-542,,428,,0.00,,
08/05/2007,50362,,-702,,427,,0.00,,
08/06/2007,49931,,-431,,427,,0.00,,
08/07/2007,49462,,-469,,427,,0.00,,
08/08/2007,49074,,-388,,428,,0.00,,
08/09/2007,48619,,-455,,428,,0.00,,
08/10/2007,48177,,-442,,434,,0.00,,
08/11/2007,47830,,-347,,434,,0.00,,
08/12/2007,47429,,-401,,436,,0.00,,
08/13/2007,47106,,-323,,433,,0.00,,
08/14/2007,46762,,-344,,400,,0.00,,
08/15/2007,46685,,-77,,313,,0.00,,
08/16/2007,46647,,-38,,313,,0.00,,
08/17/2007,46593,,-54,,314,,0.00,,
08/18/2007,46517,,-76,,314,,0.00,,
08/19/2007,46456,,-61,,313,,0.00,,
08/20/2007,46451,,-5,,313,,0.00,,
08/21/2007,46364,,-87,,314,,0.00,,
08/22/2007,46304,,-60,,313,,0.00,,
08/23/2007,46364,,60,,312,,0.00,,
08/24/2007,46391,,27,,313,,0.00,,
08/25/2007,46440,,49,,314,,0.00,,
08/26/2007,46506,,66,,313,,0.00,,
08/27/2007,46615,,109,,312,,0.00,,
08/28/2007,46685,,70,,339,,0.00,,
08/29/2007,46440,,-245,,454,,0.00,,
08/30/2007,46429,,-11,,450,,0.00,,
08/31/2007,46304,,-125,,451,,0.17,,
09/01/2007,46136,,-168,,460,,0.00,,
09/02/2007,45680,,-456,,452,,0.00,,
09/03/2007,45031,,-649,,452,,0.00,,
09/04/2007,44498,,-533,,405,,0.00,,
09/05/2007,44140,,-358,,318,,0.00,,
09/06/2007,43786,,-354,,321,,0.00,,
09/07/2007,43573,,-213,,317,,0.00,,
09/08/2007,43085,,-488,,317,,0.00,,
09/09/2007,42491,,-594,,319,,0.00,,
09/10/2007,42085,,-406,,305,,0.00,,
09/11/2007,41967,,-118,,177,,0.00,,
09/12/2007,41533,,-434,,337,,0.00,,
09/13/2007,41161,,--,,299,,0.00,,
09/14/2007,40790,,-371,,294,,0.00,,
09/15/2007,40421,,-369,,296,,0.00,,
09/16/2007,40068,,-353,,284,,0.00,,
09/17/2007,39737,,-331,,300,,0.00,,
09/18/2007,39354,,-383,,285,,0.00,,
09/19/2007,38984,,-370,,296,,0.00,,
09/20/2007,38696,,-288,,300,,0.12,,
09/21/2007,38411,,-285,,299,,0.01,,
09/22/2007,38119,,-292,,300,,0.16,,
09/23/2007,37824,,-295,,297,,0.18,,
09/24/2007,37458,,-366,,301,,0.00,,
09/25/2007,37114,,-344,,300,,0.00,,
09/26/2007,36750,,-364,,320,,0.00,,
09/27/2007,36614,,-136,,228,,0.00,,
09/28/2007,36317,,--,,311,,0.00,,
09/29/2007,35901,,-416,,297,,0.00,,
09/30/2007,35530,,-371,,298,,0.00,,
10/01/2007,35286,,-244,,298,,0.00,,
10/02/2007,34923,,-363,,299,,0.00,,
10/03/2007,34517,,-406,,298,,0.00,,
10/04/2007,34127,,-390,,300,,0.00,,
10/05/2007,33783,,-344,,299,,0.02,,
10/06/2007,33365,,-418,,300,,0.17,,
10/07/2007,33086,,-279,,300,,0.00,,
10/08/2007,32812,,-274,,300,,0.00,,
10/09/2007,32584,,-228,,299,,0.00,,
10/10/2007,32350,,-234,,299,,0.30,,
10/11/2007,32137,,-213,,--,,--,,
10/12/2007,32113,,-24,,297,,0.00,,
10/13/2007,32312,,199,,298,,0.10,,
10/14/2007,32113,,-199,,298,,0.00,,
10/15/2007,31572,,-541,,298,,0.00,,
10/16/2007,31048,,-524,,307,,0.00,,
10/17/2007,30509,,-539,,298,,0.15,,
10/18/2007,29980,,-529,,299,,0.00,,
10/19/2007,29438,,-542,,301,,0.00,,
10/20/2007,28921,,-517,,300,,0.26,,
10/21/2007,28369,,-552,,301,,0.00,,
10/22/2007,27788,,-581,,318,,0.00,,
10/23/2007,27562,,-226,,130,,0.00,,
10/24/2007,27026,,-536,,297,,0.00,,
10/25/2007,26512,,-514,,310,,0.00,,
10/26/2007,26178,,-334,,297,,0.00,,
10/27/2007,25942,,-236,,296,,0.00,,
10/28/2007,26146,,204,,108,,0.01,,
10/29/2007,26503,,357,,50,,0.02,,
10/30/2007,26975,,472,,50,,0.18,,
10/31/2007,27529,,554,,33,,0.00,,
11/01/2007,27928,,399,,50,,0.00,,
11/02/2007,28355,,427,,50,,0.00,,
11/03/2007,28949,,594,,50,,0.00,,
11/04/2007,29221,,272,,50,,0.00,,
11/05/2007,29622,,401,,50,,0.00,,
11/06/2007,30071,,449,,50,,0.00,,
11/07/2007,30437,,366,,50,,0.00,,
11/08/2007,30633,,196,,54,,0.00,,
11/09/2007,30665,,32,,187,,0.00,,
11/10/2007,30366,,-299,,392,,0.00,,
11/11/2007,29980,,-386,,391,,0.95,,
11/12/2007,29759,,-221,,395,,0.00,,
11/13/2007,29453,,-306,,398,,0.00,,
11/14/2007,29104,,-349,,401,,0.00,,
11/15/2007,28803,,-301,,404,,0.00,,
11/16/2007,28467,,-336,,403,,0.00,,
11/17/2007,28072,,-395,,403,,0.00,,
11/18/2007,27728,,-344,,403,,0.00,,
11/19/2007,27562,,-166,,403,,0.00,,
11/20/2007,27173,,-389,,403,,0.00,,
11/21/2007,26952,,-221,,405,,0.00,,
11/22/2007,26590,,-362,,402,,0.00,,
11/23/2007,26033,,-557,,402,,0.00,,
11/24/2007,25461,,-572,,400,,0.00,,
11/25/2007,24906,,-555,,399,,0.00,,
11/26/2007,24645,,-261,,398,,0.00,,
11/27/2007,24305,,-340,,400,,0.00,,
11/28/2007,23926,,-379,,401,,0.00,,
11/29/2007,23477,,-449,,403,,0.00,,
11/30/2007,23087,,-390,,402,,0.00,,
12/01/2007,19432,,-3655,,144,,0.00,,
12/02/2007,22104,,2672,,404,,0.00,,
12/03/2007,21586,,-518,,406,,0.00,,
12/04/2007,21028,,-558,,403,,0.10,,
12/05/2007,21192,,164,,205,,0.00,,
12/06/2007,21396,,204,,201,,0.00,,
12/07/2007,21564,,168,,204,,1.40,,
12/08/2007,21651,,87,,205,,0.42,,
12/09/2007,21651,,0,,205,,0.00,,
12/10/2007,21707,,--,,205,,0.00,,
12/11/2007,21664,,-43,,203,,0.00,,
12/12/2007,21690,,26,,202,,0.00,,
12/13/2007,21747,,57,,201,,0.00,,
12/14/2007,21586,,-161,,200,,0.00,,
12/15/2007,21508,,-78,,200,,0.00,,
12/16/2007,21409,,-99,,200,,0.00,,
12/17/2007,21482,,73,,200,,0.06,,
12/18/2007,21495,,13,,198,,0.68,,
12/19/2007,21520,,25,,200,,1.18,,
12/20/2007,21599,,79,,199,,0.58,,
12/21/2007,21396,,-203,,198,,0.32,,
12/22/2007,21209,,-187,,199,,0.00,,
12/23/2007,21110,,-99,,201,,0.00,,
12/24/2007,21002,,-108,,202,,0.00,,
12/25/2007,20908,,-94,,199,,0.00,,
12/26/2007,20882,,-26,,201,,0.00,,
12/27/2007,20964,,82,,206,,0.00,,
12/28/2007,21093,,129,,203,,0.10,,
12/29/2007,20925,,-168,,202,,0.12,,
12/30/2007,20878,,-47,,205,,0.05,,
12/31/2007,20822,,-56,,201,,0.00,,
01/01/2008,20869,,47,,203,,0.00,,
01/02/2008,20912,,43,,202,,0.00,,
01/03/2008,20925,,13,,200,,0.00,,
01/04/2008,20972,,47,,--,,--,,
01/05/2008,21063,,91,,389,,3.78,,
01/06/2008,21187,,124,,198,,1.23,,
01/07/2008,21110,,-77,,200,,0.00,,
01/08/2008,20805,,-305,,201,,0.00,,
01/09/2008,20736,,-69,,202,,0.54,,
01/10/2008,20676,,-60,,203,,0.06,,
01/11/2008,21033,,357,,203,,0.07,,
01/12/2008,21144,,111,,245,,0.00,,
01/13/2008,21393,,249,,200,,0.00,,
01/14/2008,21573,,180,,205,,0.00,,
01/15/2008,21808,,235,,202,,0.00,,
01/16/2008,21986,,178,,202,,0.00,,
01/17/2008,22169,,183,,198,,0.00,,
01/18/2008,22142,,-27,,198,,0.00,,
01/19/2008,22173,,31,,197,,0.00,,
01/20/2008,22086,,-87,,195,,0.00,,
01/21/2008,22117,,31,,199,,0.02,,
01/22/2008,22042,,-75,,200,,0.06,,
01/23/2008,22142,,100,,196,,0.74,,
01/24/2008,22182,,40,,--,,--,,
01/25/2008,21864,,-318,,201,,0.21,,
01/26/2008,21769,,-95,,205,,0.02,,
01/27/2008,21786,,17,,202,,0.96,,
01/28/2008,21777,,-9,,204,,1.12,,
01/29/2008,21712,,-65,,202,,0.12,,
01/30/2008,21595,,-117,,201,,0.27,,
01/31/2008,21525,,-70,,203,,0.00,,
02/01/2008,21499,,-26,,200,,0.62,,
02/02/2008,21439,,-60,,201,,0.00,,
02/03/2008,21183,,-256,,198,,1.57,,
02/04/2008,21284,,101,,199,,0.25,,
02/05/2008,21313,,29,,--,,--,,
02/06/2008,21274,,-39,,200,,0.00,,
02/07/2008,21110,,-164,,202,,0.00,,
02/08/2008,20955,,-155,,202,,0.00,,
02/09/2008,20668,,-287,,201,,0.00,,
02/10/2008,20395,,-273,,202,,0.00,,
02/11/2008,20425,,30,,200,,0.00,,
02/12/2008,20647,,222,,199,,0.00,,
02/13/2008,20779,,132,,158,,0.00,,
02/14/2008,20843,,64,,110,,0.00,,
02/15/2008,21045,,202,,112,,0.00,,
02/16/2008,21020,,-25,,118,,0.00,,
02/17/2008,21076,,56,,117,,0.00,,
