04/14/2015,Reservoircapacityupdatedfrom77,600to97,800frominformationfoundathttp://ce-npdp-serv2.stanford.edu/DamDirectory/DamDetail.jsp?npdp_id=CA00263,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
12/06/2012,41533,,-110,,453,,1.00,,
12/07/2012,41182,,-351,,455,,0.00,,
12/08/2012,40916,,-266,,--,,--,,
12/09/2012,40478,,-438,,456,,0.00,,
12/10/2012,40198,,-280,,451,,0.00,,
12/11/2012,39928,,-270,,452,,0.00,,
12/12/2012,39628,,-300,,451,,0.39,,
12/13/2012,39339,,-289,,454,,0.33,,
12/14/2012,39040,,-299,,454,,0.00,,
12/15/2012,38789,,-251,,452,,0.02,,
12/16/2012,38513,,-276,,445,,0.00,,
12/17/2012,38333,,-180,,441,,0.80,,
12/18/2012,38338,,5,,443,,0.59,,
12/19/2012,37906,,-432,,443,,0.03,,
12/20/2012,37499,,-407,,455,,0.00,,
12/21/2012,37484,,-15,,443,,0.00,,
12/22/2012,37473,,-11,,433,,1.03,,
12/23/2012,37499,,26,,425,,1.28,,
12/24/2012,37641,,142,,397,,1.19,,
12/25/2012,37651,,10,,400,,0.00,,
12/26/2012,37758,,107,,399,,0.80,,
12/27/2012,37855,,97,,440,,0.28,,
12/28/2012,37855,,0,,462,,0.00,,
12/29/2012,37707,,-148,,460,,0.00,,
12/30/2012,37473,,-234,,461,,0.00,,
12/31/2012,37342,,-131,,458,,0.00,,
01/01/2013,37316,,-26,,452,,0.00,,
01/02/2013,37337,,21,,451,,0.00,,
01/03/2013,37378,,41,,444,,0.00,,
01/04/2013,37383,,5,,470,,0.00,,
01/05/2013,37398,,15,,472,,0.00,,
01/06/2013,37332,,-66,,473,,0.14,,
01/07/2013,37240,,-92,,496,,0.02,,
01/08/2013,37149,,-91,,507,,0.00,,
01/09/2013,37079,,-70,,506,,0.00,,
01/10/2013,37038,,-41,,503,,0.18,,
01/11/2013,36962,,-76,,503,,0.00,,
01/12/2013,36680,,-282,,509,,0.00,,
01/13/2013,36624,,-56,,511,,0.00,,
01/14/2013,36543,,-81,,512,,0.00,,
01/15/2013,36428,,-115,,508,,0.00,,
01/16/2013,36443,,15,,492,,0.00,,
01/17/2013,36483,,40,,458,,0.00,,
01/18/2013,36478,,-5,,489,,0.00,,
01/19/2013,36538,,60,,513,,0.00,,
01/20/2013,36483,,-55,,511,,0.00,,
01/21/2013,36433,,-50,,509,,0.00,,
01/22/2013,36438,,5,,507,,0.00,,
01/23/2013,36066,,-372,,507,,0.00,,
01/24/2013,35475,,-591,,504,,0.00,,
01/25/2013,34983,,-492,,504,,0.23,,
01/26/2013,34690,,-293,,500,,0.03,,
01/27/2013,34581,,-109,,500,,0.00,,
01/28/2013,34354,,-227,,505,,0.00,,
01/29/2013,34107,,-247,,507,,0.00,,
01/30/2013,33537,,-570,,509,,0.00,,
01/31/2013,32984,,-553,,503,,0.00,,
02/01/2013,32642,,-342,,492,,0.00,,
02/02/2013,32443,,-199,,501,,0.00,,
02/03/2013,32103,,--,,492,,0.00,,
02/04/2013,31842,,-261,,493,,0.00,,
02/05/2013,31539,,-303,,492,,0.00,,
02/06/2013,31365,,-174,,494,,0.00,,
02/07/2013,30958,,-407,,499,,0.00,,
02/08/2013,30713,,-245,,510,,0.28,,
02/09/2013,30494,,-219,,515,,0.02,,
02/10/2013,30214,,-280,,510,,0.00,,
02/11/2013,29839,,-375,,517,,0.00,,
02/12/2013,29278,,-561,,512,,0.00,,
02/13/2013,28911,,-367,,510,,0.00,,
02/14/2013,28649,,-262,,510,,0.00,,
02/15/2013,28457,,-192,,512,,0.00,,
02/16/2013,28314,,-143,,517,,0.00,,
02/17/2013,28099,,-215,,520,,0.00,,
02/18/2013,27797,,-302,,523,,0.00,,
02/19/2013,27820,,23,,406,,0.00,,
02/20/2013,28128,,308,,302,,0.61,,
02/21/2013,28002,,-126,,529,,0.00,,
02/22/2013,27734,,-268,,529,,0.00,,
02/23/2013,27326,,-408,,532,,0.02,,
02/24/2013,27113,,-213,,530,,0.00,,
02/25/2013,26939,,-174,,533,,0.00,,
02/26/2013,26535,,-404,,531,,0.00,,
02/27/2013,26288,,-247,,475,,0.00,,
02/28/2013,26073,,-215,,408,,0.00,,
03/01/2013,25819,,-254,,403,,0.00,,
03/02/2013,25552,,-267,,403,,0.00,,
03/03/2013,25402,,-150,,408,,0.00,,
03/04/2013,25280,,-122,,408,,0.24,,
03/05/2013,25411,,131,,407,,0.00,,
03/06/2013,25583,,172,,408,,0.12,,
03/07/2013,25692,,109,,409,,0.10,,
03/08/2013,25529,,-163,,409,,0.06,,
03/09/2013,25280,,-249,,407,,0.27,,
03/10/2013,25280,,0,,406,,0.00,,
03/11/2013,25362,,82,,407,,0.00,,
03/12/2013,25425,,63,,408,,0.00,,
03/13/2013,25583,,158,,408,,0.00,,
03/14/2013,25774,,191,,409,,0.00,,
03/15/2013,26096,,322,,409,,0.00,,
03/16/2013,26558,,462,,406,,0.00,,
03/17/2013,26879,,321,,404,,0.00,,
03/18/2013,27211,,332,,404,,0.00,,
03/19/2013,27909,,698,,407,,0.00,,
03/20/2013,28603,,694,,410,,0.71,,
03/21/2013,29264,,661,,408,,0.15,,
03/22/2013,29759,,495,,408,,0.00,,
03/23/2013,30148,,389,,399,,0.00,,
03/24/2013,31010,,862,,408,,0.00,,
03/25/2013,31640,,630,,407,,0.00,,
03/26/2013,32220,,580,,412,,0.00,,
03/27/2013,32964,,744,,415,,0.02,,
03/28/2013,33654,,690,,406,,0.15,,
03/29/2013,34235,,581,,408,,0.00,,
03/30/2013,34963,,728,,408,,0.00,,
03/31/2013,35630,,667,,404,,1.08,,
04/01/2013,36206,,576,,401,,0.47,,
04/02/2013,36932,,726,,400,,0.15,,
04/03/2013,37686,,754,,400,,0.00,,
04/04/2013,38344,,658,,402,,0.15,,
04/05/2013,38974,,630,,403,,0.00,,
04/06/2013,39577,,603,,403,,0.00,,
04/07/2013,40327,,750,,405,,0.00,,
04/08/2013,40790,,463,,401,,0.47,,
04/09/2013,41328,,538,,402,,0.00,,
04/10/2013,41764,,436,,374,,0.00,,
04/11/2013,42459,,695,,358,,0.00,,
04/12/2013,43201,,742,,360,,0.00,,
04/13/2013,44011,,810,,359,,0.00,,
04/14/2013,44735,,724,,356,,0.00,,
04/15/2013,45512,,777,,352,,0.00,,
04/16/2013,46103,,591,,356,,0.00,,
04/17/2013,46751,,648,,358,,0.00,,
04/18/2013,47188,,437,,357,,0.00,,
04/19/2013,47824,,636,,358,,0.00,,
04/20/2013,48371,,547,,358,,0.00,,
04/21/2013,49102,,731,,357,,0.00,,
04/22/2013,49830,,728,,354,,0.00,,
04/23/2013,50474,,644,,355,,0.00,,
04/24/2013,51008,,534,,355,,0.00,,
04/25/2013,51522,,514,,359,,0.00,,
04/26/2013,52490,,968,,356,,0.00,,
04/27/2013,53499,,1009,,355,,0.00,,
04/28/2013,54441,,942,,355,,0.00,,
04/29/2013,55412,,971,,358,,0.00,,
04/30/2013,56004,,592,,360,,0.00,,
05/01/2013,56488,,484,,432,,0.00,,
05/02/2013,56978,,490,,491,,0.00,,
05/03/2013,57340,,362,,494,,0.00,,
05/04/2013,57623,,283,,495,,0.00,,
05/05/2013,57822,,199,,494,,0.00,,
05/06/2013,58206,,384,,496,,0.15,,
05/07/2013,58259,,53,,494,,0.25,,
05/08/2013,58595,,336,,387,,0.23,,
05/09/2013,59135,,540,,302,,0.00,,
05/10/2013,59526,,391,,302,,0.00,,
05/11/2013,60057,,531,,305,,0.00,,
05/12/2013,60650,e,593,,--,,--,,
05/13/2013,60911,,261,,308,,0.00,,
05/14/2013,61085,,174,,306,,0.00,,
05/15/2013,61241,,156,,307,,0.00,,
05/16/2013,61535,,294,,369,,0.00,,
05/17/2013,61577,,42,,308,,0.00,,
05/18/2013,61613,,36,,308,,0.00,,
05/19/2013,61854,,241,,307,,0.00,,
05/20/2013,62053,,199,,304,,0.00,,
05/21/2013,62155,,102,,303,,0.00,,
05/22/2013,62343,,188,,301,,0.00,,
05/23/2013,62487,,144,,306,,0.00,,
05/24/2013,62632,,145,,300,,0.00,,
05/25/2013,62741,,109,,300,,0.00,,
05/26/2013,62868,,127,,301,,0.00,,
05/27/2013,62935,,67,,300,,0.00,,
05/28/2013,63105,,170,,301,,0.34,,
05/29/2013,63262,,157,,302,,0.04,,
05/30/2013,63396,,134,,302,,0.00,,
05/31/2013,63512,,116,,301,,0.00,,
06/01/2013,63622,,110,,302,,0.00,,
06/02/2013,63567,,-55,,305,,0.00,,
06/03/2013,63628,,61,,305,,0.00,,
06/04/2013,63616,,-12,,302,,0.00,,
06/05/2013,63652,,36,,307,,0.00,,
06/06/2013,63707,,55,,306,,0.00,,
06/07/2013,63786,,79,,302,,0.00,,
06/08/2013,64005,,219,,303,,0.00,,
06/09/2013,63956,,-49,,303,,0.00,,
06/10/2013,63895,,--,,303,,0.00,,
06/11/2013,63834,,--,,303,,0.00,,
06/12/2013,63725,,-109,,302,,0.00,,
06/13/2013,63646,,-79,,302,,0.00,,
06/14/2013,63536,,-110,,301,,0.00,,
06/15/2013,63469,,-67,,301,,0.00,,
06/16/2013,63159,,-310,,302,,0.00,,
06/17/2013,62868,,-291,,302,,0.00,,
06/18/2013,62542,,-326,,307,,0.00,,
06/19/2013,62439,,-103,,306,,0.00,,
06/20/2013,62427,,-12,,307,,0.00,,
06/21/2013,62373,,-54,,306,,0.00,,
06/22/2013,62373,,0,,307,,0.00,,
06/23/2013,62373,,--,,307,,0.00,,
06/24/2013,62161,,-212,,308,,0.52,,
06/25/2013,62234,,73,,308,,0.28,,
06/26/2013,62131,,-103,,307,,0.00,,
06/27/2013,62083,,-48,,307,,0.00,,
06/28/2013,62155,,72,,308,,0.00,,
06/29/2013,62409,,254,,308,,0.00,,
06/30/2013,62735,,326,,308,,0.00,,
07/01/2013,62911,,176,,307,,0.00,,
07/02/2013,63165,,254,,308,,0.00,,
07/03/2013,63433,,268,,308,,0.00,,
07/04/2013,63579,,146,,308,,0.00,,
07/05/2013,63536,,-43,,308,,0.00,,
07/06/2013,63481,,-55,,308,,0.00,,
07/07/2013,63427,,-54,,307,,0.00,,
07/08/2013,63390,,-37,,307,,0.00,,
07/09/2013,63335,,-55,,304,,0.00,,
07/10/2013,63268,,-67,,305,,0.00,,
07/11/2013,63298,,30,,303,,0.00,,
07/12/2013,63244,,-54,,303,,0.00,,
07/13/2013,63208,,-36,,304,,0.00,,
07/14/2013,63196,,-12,,303,,0.00,,
07/15/2013,63153,,-43,,303,,0.00,,
07/16/2013,63171,,18,,301,,0.00,,
07/17/2013,63117,,-54,,303,,0.00,,
07/18/2013,63196,,79,,302,,0.00,,
07/19/2013,63135,,-61,,303,,0.00,,
07/20/2013,63378,,243,,170,,0.00,,
07/21/2013,63701,,323,,165,,0.00,,
07/22/2013,63622,,-79,,--,,--,,
07/23/2013,63475,,-147,,382,,0.00,,
07/24/2013,63335,,-140,,382,,0.00,,
07/25/2013,63141,,-194,,381,,0.00,,
07/26/2013,63020,,-121,,381,,0.00,,
07/27/2013,62898,,-122,,380,,0.00,,
07/28/2013,62699,,-199,,379,,0.00,,
07/29/2013,62499,,-200,,379,,0.00,,
07/30/2013,62252,,-247,,379,,0.00,,
07/31/2013,62023,,-229,,380,,0.00,,
08/01/2013,61728,,-295,,403,,0.00,,
08/02/2013,61529,,-199,,418,,0.00,,
08/03/2013,61277,,-252,,419,,0.00,,
08/04/2013,60959,,-318,,418,,0.00,,
08/05/2013,60678,,-281,,417,,0.00,,
08/06/2013,60343,,-335,,418,,0.00,,
08/07/2013,60074,,-269,,419,,0.00,,
08/08/2013,59711,,-363,,--,,--,,
08/09/2013,59384,,-327,,420,,0.00,,
08/10/2013,58903,,-481,,419,,0.00,,
08/11/2013,58318,,-585,,420,,0.00,,
08/12/2013,57805,,-513,,423,,0.00,,
08/13/2013,57294,,-511,,424,,0.00,,
08/14/2013,56984,,-310,,423,,0.00,,
08/15/2013,56330,,-654,,422,,0.00,,
08/16/2013,55812,,-518,,423,,0.00,,
08/17/2013,55233,,-579,,419,,0.00,,
08/18/2013,55273,,40,,418,,0.00,,
08/19/2013,54453,,-820,,417,,0.00,,
08/20/2013,54171,,-282,,419,,0.00,,
08/21/2013,53711,,-460,,--,,--,,
08/22/2013,53356,,-355,,420,,0.00,,
08/23/2013,53059,,-297,,416,,0.00,,
08/24/2013,52660,,-399,,420,,0.00,,
08/25/2013,52149,,-511,,425,,0.00,,
08/26/2013,51657,,-492,,423,,0.00,,
08/27/2013,51262,,-395,,424,,0.00,,
08/28/2013,50738,,-524,,427,,0.00,,
08/29/2013,50155,,-583,,426,,0.00,,
08/30/2013,49602,,-553,,425,,0.00,,
08/31/2013,49041,,-561,,423,,0.00,,
09/01/2013,48426,,-615,,421,,0.00,,
09/02/2013,47803,,-623,,419,,0.00,,
09/03/2013,47648,,-155,,418,,0.00,,
09/04/2013,47095,,-553,,415,,0.00,,
09/05/2013,46467,,-628,,413,,0.00,,
09/06/2013,45869,,-598,,415,,0.00,,
09/07/2013,45231,,-638,,414,,0.00,,
09/08/2013,44600,,--,,410,,0.00,,
09/09/2013,44017,,--,,414,,0.00,,
09/10/2013,43376,,-641,,416,,0.00,,
09/11/2013,41713,,-1663,,424,,0.00,,
09/12/2013,42048,,335,,424,,0.00,,
09/13/2013,41381,,-667,,422,,0.00,,
09/14/2013,40738,,-643,,418,,0.00,,
09/15/2013,40135,,-603,,411,,0.00,,
09/16/2013,39530,,-605,,409,,0.00,,
09/17/2013,39184,,-346,,413,,0.00,,
09/18/2013,39097,,-87,,254,,0.00,,
09/19/2013,39045,,-52,,255,,0.00,,
09/20/2013,38452,,-593,,407,,0.00,,
09/21/2013,38385,,-67,,416,,0.00,,
09/22/2013,37931,,-454,,415,,0.58,,
09/23/2013,37398,,-533,,416,,0.00,,
09/24/2013,36973,,-425,,408,,0.00,,
09/25/2013,36690,,-283,,409,,0.00,,
09/26/2013,36398,,-292,,411,,0.00,,
09/27/2013,35765,,-633,,413,,0.14,,
09/28/2013,35137,,-628,,411,,0.00,,
09/29/2013,34512,,-625,,413,,0.00,,
09/30/2013,33861,,-651,,415,,0.00,,
10/01/2013,33282,,-579,,415,,0.00,,
10/02/2013,32905,,-377,,414,,0.00,,
10/03/2013,32555,,-350,,413,,0.00,,
10/04/2013,32292,,-263,,413,,0.00,,
10/05/2013,32045,,-247,,413,,0.00,,
10/06/2013,31818,,-227,,410,,0.00,,
10/07/2013,31915,,97,,207,,0.00,,
10/08/2013,32180,,265,,142,,0.00,,
10/09/2013,32448,,268,,143,,0.00,,
10/10/2013,32774,,326,,144,,0.00,,
10/11/2013,33023,,249,,144,,0.00,,
10/12/2013,33243,,220,,145,,0.00,,
10/13/2013,33502,,259,,145,,0.00,,
10/14/2013,33802,,300,,145,,0.00,,
10/15/2013,34117,,315,,144,,0.00,,
10/16/2013,34339,,222,,144,,0.00,,
10/17/2013,34611,,272,,145,,0.00,,
10/18/2013,34849,,238,,145,,0.00,,
10/19/2013,35097,,248,,145,,0.00,,
10/20/2013,35396,,299,,145,,0.00,,
10/21/2013,35690,,294,,142,,0.00,,
10/22/2013,35760,,70,,143,,0.00,,
10/23/2013,36036,,276,,145,,0.00,,
10/24/2013,36327,,291,,143,,0.00,,
10/25/2013,36629,,302,,143,,0.00,,
10/26/2013,37074,,445,,144,,0.00,,
10/27/2013,37327,,253,,141,,0.00,,
10/28/2013,37661,,334,,143,,0.00,,
10/29/2013,37926,,265,,144,,0.24,,
10/30/2013,38175,,249,,172,,0.00,,
10/31/2013,38338,,163,,203,,0.00,,
11/01/2013,38589,,251,,166,,0.00,,
11/02/2013,38835,,246,,153,,0.00,,
11/03/2013,39030,,195,,152,,0.00,,
11/04/2013,39174,,144,,222,,0.00,,
11/05/2013,38943,,-231,,431,,0.00,,
11/06/2013,38651,,-292,,432,,0.00,,
11/07/2013,38354,,-297,,426,,0.00,,
11/08/2013,38068,,-286,,428,,0.00,,
11/09/2013,37794,,-274,,426,,0.00,,
11/10/2013,37519,,-275,,424,,0.00,,
11/11/2013,37250,,-269,,422,,0.00,,
11/12/2013,36508,,-742,,418,,0.00,,
11/13/2013,35775,,-733,,416,,0.00,,
11/14/2013,35047,,-728,,418,,0.00,,
11/15/2013,34433,,-614,,356,,0.00,,
11/16/2013,33703,,-730,,419,,0.00,,
11/17/2013,32696,,-1007,,415,,0.00,,
11/18/2013,32224,,-472,,420,,0.00,,
11/19/2013,31486,,-738,,424,,0.00,,
11/20/2013,30809,,-677,,424,,0.28,,
11/21/2013,30071,,-738,,420,,1.52,,
11/22/2013,29259,,-812,,431,,0.00,,
11/23/2013,28500,,-759,,426,,0.00,,
11/24/2013,27760,,-740,,423,,0.00,,
11/25/2013,27285,,-475,,362,,0.00,,
11/26/2013,27211,,-74,,302,,0.00,,
11/27/2013,27150,,-61,,302,,0.00,,
11/28/2013,27109,,-41,,302,,0.00,,
11/29/2013,27077,,-32,,--,,--,,
11/30/2013,27095,,18,,302,,0.00,,
12/01/2013,27044,,-51,,302,,0.00,,
12/02/2013,26998,,-46,,302,,0.00,,
12/03/2013,26939,,-59,,302,,0.44,,
12/04/2013,26916,,-23,,200,,0.11,,
12/05/2013,26971,,55,,301,,0.00,,
12/06/2013,26975,,4,,300,,0.00,,
12/07/2013,27044,,69,,301,,0.54,,
12/08/2013,27413,,369,,306,,0.00,,
12/09/2013,27566,,153,,305,,0.00,,
12/10/2013,27937,,371,,302,,0.00,,
12/11/2013,27849,,-88,,301,,0.00,,
12/12/2013,27734,,-115,,301,,0.00,,
12/13/2013,27552,,-182,,302,,0.00,,
12/14/2013,27363,,-189,,304,,0.00,,
12/15/2013,26865,,-498,,301,,0.00,,
12/16/2013,26682,,-183,,299,,0.00,,
12/17/2013,26493,,-189,,298,,0.00,,
12/18/2013,26201,,-292,,298,,0.00,,
12/19/2013,25982,,-219,,296,,0.00,,
12/20/2013,25842,,-140,,297,,0.00,,
12/21/2013,25601,,-241,,298,,0.00,,
12/22/2013,25434,,-167,,302,,0.00,,
12/23/2013,25220,,-214,,301,,0.00,,
12/24/2013,25064,,-156,,299,,0.00,,
12/25/2013,24911,,-153,,300,,0.00,,
12/26/2013,24758,,-153,,294,,0.00,,
12/27/2013,24587,,-171,,296,,0.00,,
12/28/2013,24359,,-228,,299,,0.00,,
12/29/2013,24153,,-206,,297,,0.00,,
12/30/2013,23930,,-223,,297,,0.00,,
12/31/2013,23766,,-164,,296,,0.00,,
01/01/2014,23472,,-294,,295,,0.00,,
01/02/2014,23291,,-181,,231,,0.00,,
01/03/2014,23127,,-164,,215,,0.00,,
01/04/2014,22932,,-195,,213,,0.00,,
01/05/2014,22787,,-145,,209,,0.00,,
01/06/2014,22629,,-158,,206,,0.00,,
01/07/2014,22523,,-106,,204,,0.00,,
01/08/2014,22409,,-114,,175,,0.00,,
01/09/2014,22274,,-135,,193,,0.00,,
01/10/2014,22060,,-214,,198,,0.00,,
01/11/2014,21895,,-165,,173,,0.00,,
01/12/2014,21751,,-144,,143,,0.01,,
01/13/2014,21616,,-135,,184,,0.00,,
01/14/2014,21469,,--,,203,,0.00,,
01/15/2014,21347,,-122,,201,,0.00,,
01/16/2014,21213,,-134,,163,,0.00,,
01/17/2014,21131,,-82,,139,,0.00,,
01/18/2014,21028,,-103,,139,,0.00,,
01/19/2014,20929,,-99,,139,,0.00,,
01/20/2014,20856,,-73,,138,,0.00,,
01/21/2014,20843,,-13,,138,,0.00,,
01/22/2014,20783,,-60,,138,,0.00,,
01/23/2014,20757,,-26,,138,,0.00,,
01/24/2014,20775,,18,,139,,0.00,,
01/25/2014,20693,,-82,,139,,0.00,,
01/26/2014,20629,,-64,,137,,0.00,,
01/27/2014,20612,,-17,,137,,0.00,,
01/28/2014,20583,,-29,,138,,0.00,,
01/29/2014,20416,,-167,,139,,0.00,,
01/30/2014,20710,,294,,139,,1.29,,
01/31/2014,20775,,65,,138,,0.29,,
02/01/2014,20800,,25,,138,,0.14,,
02/02/2014,20710,,-90,,136,,0.00,,
02/03/2014,20727,,17,,138,,0.00,,
02/04/2014,20710,,-17,,137,,0.00,,
02/05/2014,20779,,69,,138,,0.00,,
02/06/2014,20916,,137,,138,,0.15,,
02/07/2014,20955,,39,,140,,0.11,,
02/08/2014,21058,,103,,147,,1.36,,
02/09/2014,21560,,502,,144,,3.73,,
02/10/2014,21893,,333,,144,,1.07,,
02/11/2014,21986,,93,,144,,0.00,,
02/12/2014,22017,,31,,139,,0.00,,
02/13/2014,22095,,78,,142,,0.00,,
02/14/2014,22138,,43,,141,,0.00,,
02/15/2014,22099,,-39,,140,,0.00,,
02/16/2014,22134,,35,,--,,--,,
02/17/2014,22208,,74,,139,,0.00,,
02/18/2014,22252,,44,,133,,0.00,,
02/19/2014,22248,,-4,,150,,0.00,,
02/20/2014,22239,,-9,,140,,0.00,,
02/21/2014,22239,,0,,141,,0.00,,
02/22/2014,22182,,-57,,137,,0.00,,
02/23/2014,22156,,-26,,140,,0.00,,
02/24/2014,22186,,30,,136,,0.00,,
02/25/2014,22208,,22,,137,,0.00,,
02/26/2014,22222,,14,,138,,0.00,,
02/27/2014,22357,,135,,136,,1.62,,
02/28/2014,22673,,316,,135,,0.77,,
03/01/2014,22778,,105,,136,,0.86,,
03/02/2014,22849,,71,,135,,0.00,,
03/03/2014,22972,,123,,136,,0.09,,
03/04/2014,23202,,230,,136,,0.86,,
03/05/2014,23308,,106,,134,,0.00,,
03/06/2014,23605,,297,,134,,1.01,,
03/07/2014,23752,,147,,137,,0.00,,
03/08/2014,23752,,0,,136,,0.00,,
03/09/2014,23846,,94,,138,,0.00,,
03/10/2014,23944,,98,,134,,0.00,,
03/11/2014,24010,,66,,136,,0.12,,
03/12/2014,24060,,50,,137,,0.00,,
03/13/2014,24122,,62,,137,,0.00,,
03/14/2014,24131,,9,,137,,0.00,,
03/15/2014,24197,,66,,137,,0.00,,
03/16/2014,24224,,27,,137,,0.00,,
03/17/2014,24283,,59,,138,,0.00,,
03/18/2014,24301,,18,,138,,0.00,,
03/19/2014,24287,,-14,,138,,0.00,,
03/20/2014,24359,,72,,138,,0.00,,
03/21/2014,24350,,-9,,137,,0.00,,
03/22/2014,24332,,-18,,138,,0.00,,
03/23/2014,24319,,-13,,138,,0.00,,
03/24/2014,23472,,--,,295,,0.00,,
03/25/2014,24314,,842,,138,,0.00,,
03/26/2014,24381,,67,,138,,1.10,,
03/27/2014,24430,,49,,139,,0.86,,
03/28/2014,24444,,14,,138,,0.07,,
03/29/2014,24529,,85,,137,,0.00,,
03/30/2014,24574,,45,,137,,1.12,,
03/31/2014,24771,,197,,--,,--,,
04/01/2014,24857,,86,,136,,1.01,,
04/02/2014,24974,,117,,136,,0.33,,
04/03/2014,25019,,45,,136,,0.02,,
04/04/2014,25077,,58,,136,,0.00,,
04/05/2014,25113,,36,,135,,0.00,,
04/06/2014,25179,,66,,137,,0.00,,
04/07/2014,25312,,133,,137,,0.00,,
04/08/2014,25447,,135,,137,,0.00,,
04/09/2014,25651,,204,,139,,0.00,,
04/10/2014,25810,,159,,139,,0.00,,
04/11/2014,25964,,154,,140,,0.00,,
04/12/2014,26146,,182,,140,,0.00,,
04/13/2014,26279,,133,,138,,0.00,,
04/14/2014,26393,,114,,137,,0.00,,
04/15/2014,26503,,110,,138,,0.00,,
04/16/2014,26604,,101,,139,,0.00,,
04/17/2014,26728,,124,,138,,0.00,,
04/18/2014,26856,,128,,139,,0.00,,
04/19/2014,26929,,73,,139,,0.00,,
04/20/2014,27021,,92,,138,,0.00,,
04/21/2014,27164,,143,,138,,0.00,,
04/22/2014,27206,,42,,139,,0.21,,
04/23/2014,27243,,37,,139,,0.00,,
04/24/2014,27257,,14,,139,,0.00,,
04/25/2014,27427,,170,,138,,1.24,,
04/26/2014,27511,,84,,134,,0.62,,
04/27/2014,27594,,83,,137,,0.00,,
04/28/2014,27635,,41,,137,,0.00,,
04/29/2014,27747,,112,,138,,0.00,,
04/30/2014,27876,,129,,139,,0.00,,
05/01/2014,27942,,66,,173,,0.00,,
05/02/2014,27881,,-61,,197,,0.00,,
05/03/2014,27816,,-65,,198,,0.00,,
05/04/2014,27747,,-69,,196,,0.00,,
05/05/2014,27678,,-69,,196,,0.00,,
05/06/2014,27899,,221,,196,,0.21,,
05/07/2014,27942,,43,,197,,0.09,,
05/08/2014,28109,,167,,197,,0.00,,
05/09/2014,28318,,209,,197,,0.10,,
05/10/2014,28509,,191,,197,,0.00,,
05/11/2014,28561,,52,,196,,0.00,,
05/12/2014,28724,,163,,197,,0.00,,
05/13/2014,28888,,164,,197,,0.00,,
05/14/2014,29019,,131,,198,,0.00,,
05/15/2014,29085,,66,,193,,0.00,,
05/16/2014,29080,,-5,,197,,0.00,,
05/17/2014,28986,,-94,,199,,0.00,,
05/18/2014,28897,,-89,,198,,0.00,,
05/19/2014,29438,,541,,199,,0.00,,
05/20/2014,30290,,852,,199,,0.22,,
05/21/2014,30924,,634,,200,,0.14,,
05/22/2014,31553,,629,,198,,0.22,,
05/23/2014,31992,,439,,198,,0.00,,
05/24/2014,32384,,392,,199,,0.00,,
05/25/2014,32852,,468,,198,,0.00,,
05/26/2014,33316,,464,,199,,0.00,,
05/27/2014,34497,,1181,,199,,0.00,,
05/28/2014,36307,,1810,,201,,0.00,,
05/29/2014,37931,,1624,,195,,0.00,,
05/30/2014,39123,,1192,,194,,0.00,,
05/31/2014,39814,,691,,199,,0.00,,
06/01/2014,40390,,576,,198,,0.00,,
06/02/2014,40718,,328,,196,,0.00,,
06/03/2014,41386,,668,,201,,0.00,,
06/04/2014,42048,,662,,201,,0.00,,
06/05/2014,42713,,665,,201,,0.00,,
06/06/2014,43143,,430,,201,,0.00,,
06/07/2014,43579,,436,,198,,0.00,,
06/08/2014,44187,,608,,194,,0.00,,
06/09/2014,44526,,339,,201,,0.00,,
06/10/2014,45334,,808,,202,,0.00,,
06/11/2014,45951,,617,,204,,0.00,,
06/12/2014,46560,,609,,197,,0.00,,
06/13/2014,46800,,240,,189,,0.00,,
06/14/2014,47111,,311,,198,,0.00,,
06/15/2014,46980,,-131,,200,,0.00,,
06/16/2014,47095,,115,,200,,0.00,,
06/17/2014,46980,,-115,,200,,0.00,,
06/18/2014,47040,,60,,200,,0.00,,
06/19/2014,46871,,-169,,194,,0.00,,
06/20/2014,48816,,1945,,207,,0.00,,
06/21/2014,46680,,-2136,,198,,0.00,,
06/22/2014,46498,,-182,,198,,0.00,,
06/23/2014,46435,,-63,,197,,0.00,,
06/24/2014,46565,,130,,198,,0.00,,
06/25/2014,46691,,126,,198,,0.00,,
06/26/2014,46811,,120,,197,,0.05,,
06/27/2014,46783,,-28,,198,,0.00,,
06/28/2014,46647,,-136,,198,,0.00,,
06/29/2014,46495,,-152,,198,,0.00,,
06/30/2014,46467,,-28,,197,,0.00,,
07/01/2014,46310,,-157,,198,,0.00,,
07/02/2014,46228,,-82,,197,,0.00,,
07/03/2014,46125,,-103,,197,,0.00,,
07/04/2014,45984,,-141,,197,,0.00,,
07/05/2014,45869,,-115,,197,,0.00,,
07/06/2014,45821,,-48,,196,,0.00,,
07/07/2014,45642,,-179,,195,,0.00,,
07/08/2014,45436,,-206,,195,,0.00,,
07/09/2014,45263,,-173,,194,,0.00,,
07/10/2014,45004,,-259,,195,,0.00,,
07/11/2014,44762,,-242,,200,,0.00,,
07/12/2014,44573,,-189,,201,,0.00,,
07/13/2014,44450,,-123,,201,,0.00,,
07/14/2014,44365,,-85,,202,,0.00,,
07/15/2014,44236,,-129,,202,,0.00,,
07/16/2014,44097,,-139,,201,,0.00,,
07/17/2014,43845,,-252,,202,,0.00,,
