Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
11/14/2006,502.10,,1531838,,8067,,
11/15/2006,502.89,,1540960,,9122,,
11/16/2006,503.53,,1548363,,7403,,
11/17/2006,504.06,,1554503,,6140,,
11/18/2006,504.71,,1562044,,7541,,
11/19/2006,505.52,,1571459,,9415,,
11/20/2006,506.02,,1577281,,5822,,
11/21/2006,506.81,,1586493,,9212,,
11/22/2006,507.20,,1591048,,4555,,
11/23/2006,507.74,,1597363,,6315,,
11/24/2006,508.15,,1602162,,4799,,
11/25/2006,508.50,,1606264,,4102,,
11/26/2006,509.10,,1613303,,7039,,
11/27/2006,509.74,,1620823,,7520,,
11/28/2006,510.75,,1632714,,11891,,
11/29/2006,511.63,,1643100,,10386,,
11/30/2006,512.30,,1651022,,7922,,
12/01/2006,512.90,,1658128,,7106,,
12/02/2006,513.50,,1665244,,7116,,
12/03/2006,514.22,,1673797,,8553,,
12/04/2006,514.75,,1680103,,6306,,
12/05/2006,515.16,,1684987,,4884,,
12/06/2006,515.35,,1687251,,2264,,
12/07/2006,515.69,,1691307,,4056,,
12/08/2006,0.00,,1692978,,1671,,
12/09/2006,515.97,,1694649,,1671,,
12/10/2006,516.30,,1698591,,3942,,
12/11/2006,516.60,,1702177,,3586,,
12/12/2006,517.00,,1706963,,4786,,
12/13/2006,517.70,,1715350,,8387,,
12/14/2006,518.62,,1726393,,11043,,
12/15/2006,519.40,,1735776,,9383,,
12/16/2006,520.40,,1747830,,12054,,
12/17/2006,521.45,,1760517,,12687,,
12/18/2006,522.39,,1771903,,11386,,
12/19/2006,523.21,,1781856,,-121,,
12/20/2006,524.13,,1793045,,11189,,
12/21/2006,525.03,,1804014,,10969,,
12/22/2006,525.78,,1813173,,9159,,
12/23/2006,526.62,,1823450,,10277,,
12/24/2006,527.81,,1838044,,14594,,
12/25/2006,528.90,,1851446,,13402,,
12/26/2006,529.80,,1862538,,11092,,
12/27/2006,530.80,,1874889,,12351,,
12/28/2006,--,,--,,--,,
12/29/2006,532.70,,1898434,,--,,
12/30/2006,533.70,,1910867,,12433,,
12/31/2006,534.60,,1922081,,11214,,
01/01/2007,535.43,,1932442,,10361,,
01/02/2007,536.30,,1943324,,10882,,
01/03/2007,537.10,,1953349,,10025,,
01/04/2007,537.85,,1962764,,9415,,
01/05/2007,538.53,,1971313,,8549,,
01/06/2007,539.22,,1980002,,8689,,
01/07/2007,539.70,,1986054,,6052,,
01/08/2007,540.10,,1991102,,5048,,
01/09/2007,540.57,,1997040,,5938,,
01/10/2007,540.78,,1999695,,2655,,
01/11/2007,541.00,,2002477,,2782,,
01/12/2007,541.40,,2007540,,5063,,
01/13/2007,541.70,,2011340,,3800,,
01/14/2007,541.85,,2013241,,1901,,
01/15/2007,541.72,,2011593,,-1648,,
01/16/2007,541.35,,2006907,,-4686,,
01/17/2007,541.10,,2003743,,-3164,,
01/18/2007,540.85,,2000580,,-3163,,
01/19/2007,540.60,,1997419,,-3161,,
01/20/2007,540.57,,1997040,,-379,,
01/21/2007,540.50,,1996155,,-885,,
01/22/2007,540.42,,1995144,,-1011,,
01/23/2007,539.90,,1988578,,-6566,,
01/24/2007,539.20,,1979750,,-8828,,
01/25/2007,538.83,,1975089,,-4661,,
01/26/2007,537.90,,1963392,,-11697,,
01/27/2007,537.60,,1959624,,-3768,,
01/28/2007,537.09,,1953224,,-6400,,
01/29/2007,536.57,,1946706,,-6518,,
01/30/2007,536.44,,1945077,,-1629,,
01/31/2007,536.24,,1942573,,-2504,,
02/01/2007,536.07,,1940445,,-2128,,
02/02/2007,535.89,,1938193,,-2252,,
02/03/2007,535.69,,1935692,,-2501,,
02/04/2007,535.70,,1935817,,125,,
02/05/2007,535.30,,1930818,,-4999,,
02/06/2007,535.30,,1930818,,0,,
02/07/2007,535.70,,1935817,,4999,,
02/08/2007,535.80,,1937068,,1251,,
02/09/2007,536.01,,1939694,,2626,,
02/10/2007,536.25,,1942698,,3004,,
02/11/2007,536.46,,1945328,,2630,,
02/12/2007,536.52,,1946079,,751,,
02/13/2007,536.63,,1947457,,1378,,
02/14/2007,536.75,,1948961,,1504,,
02/15/2007,536.70,,1948334,,-627,,
02/16/2007,536.60,,1947081,,-1253,,
02/17/2007,536.40,,1944576,,-2505,,
02/18/2007,535.90,,1938318,,-6258,,
02/19/2007,535.18,,1929319,,-8999,,
02/20/2007,534.86,,1925324,,-3995,,
02/21/2007,534.40,,1919587,,-5737,,
02/22/2007,533.90,,1913357,,-6230,,
02/23/2007,533.58,,1909373,,-3984,,
02/24/2007,533.26,,1905393,,-3980,,
02/25/2007,533.08,,1903155,,-2238,,
02/26/2007,532.80,,1899676,,-3479,,
02/27/2007,532.60,,1897192,,-2484,,
02/28/2007,532.50,,1895951,,-1241,,
03/01/2007,532.44,,1895206,,-745,,
03/02/2007,532.01,,1889872,,-5334,,
03/03/2007,531.69,,1885905,,-3967,,
03/04/2007,531.69,,1885905,,0,,
03/05/2007,531.30,,1881075,,-4830,,
03/06/2007,531.10,,1878600,,-2475,,
03/07/2007,531.00,,1877363,,-1237,,
03/08/2007,530.90,,1876126,,-1237,,
03/09/2007,530.67,,1873282,,-2844,,
03/10/2007,530.45,,1870563,,-2719,,
03/11/2007,530.29,,1868587,,-1976,,
03/12/2007,529.94,,1864266,,-4321,,
03/13/2007,529.67,,1860935,,-3331,,
03/14/2007,529.30,,1856373,,-4562,,
03/15/2007,529.00,,1852678,,-3695,,
03/16/2007,528.40,,1845294,,-7384,,
03/17/2007,527.80,,1837921,,-7373,,
03/18/2007,527.40,,1833011,,-4910,,
03/19/2007,526.81,,1825778,,-7233,,
03/20/2007,526.19,,1818187,,-7591,,
03/21/2007,525.85,,1814029,,-4158,,
03/22/2007,525.89,,1814518,,489,,
03/23/2007,525.64,,1811462,,-3056,,
03/24/2007,525.46,,1809264,,-2198,,
03/25/2007,525.27,,1806944,,-2320,,
03/26/2007,525.01,,1803770,,-3174,,
03/27/2007,525.03,,1804014,,244,,
03/28/2007,524.95,,1803038,,-976,,
03/29/2007,524.84,,1801697,,-1341,,
03/30/2007,524.44,,1796821,,-4876,,
03/31/2007,524.08,,1792436,,-4385,,
04/01/2007,523.68,,1787569,,--,,
04/02/2007,523.40,,1784164,,--,,
04/03/2007,--,,--,,--,,
04/04/2007,522.60,,1774450,,--,,
04/05/2007,522.30,,1770812,,-3638,,
04/06/2007,521.80,,1764754,,-6058,,
04/07/2007,521.50,,1761122,,-3632,,
04/08/2007,520.84,,1753143,,-7979,,
04/09/2007,520.27,,1746261,,-6882,,
04/10/2007,519.60,,1738184,,--,,
04/11/2007,518.87,,1729399,,-8785,,
04/12/2007,517.95,,1718348,,-11051,,
04/13/2007,517.20,,1709358,,-8990,,
04/14/2007,516.46,,1700503,,-8855,,
04/15/2007,516.20,,1697396,,-3107,,
04/16/2007,515.44,,1688325,,-9071,,
04/17/2007,515.10,,1684272,,-4053,,
04/18/2007,515.10,,1684272,,0,,
04/19/2007,514.80,,1680698,,-3574,,
04/20/2007,514.50,,1677128,,-3570,,
04/21/2007,513.90,,1669994,,-7134,,
04/22/2007,513.00,,1659313,,-10681,,
04/23/2007,512.20,,1649839,,--,,
04/24/2007,511.20,,1638022,,-11817,,
04/25/2007,510.27,,1627059,,-10963,,
04/26/2007,509.63,,1619529,,-7530,,
04/27/2007,508.58,,1607201,,-12328,,
04/28/2007,507.41,,1592334,,-14867,,
04/29/2007,506.20,,1579378,,-12956,,
04/30/2007,505.10,,1566575,,-12803,,
05/01/2007,503.80,,1551490,,-15085,,
05/02/2007,502.71,,1538880,,-12610,,
05/03/2007,501.45,,1524347,,-14533,,
05/04/2007,500.09,,1508714,,-15633,,
05/05/2007,498.90,,1495079,,-13635,,
05/06/2007,497.84,,1482970,,--,,
05/07/2007,496.64,,1469302,,--,,
05/08/2007,495.40,,1455223,,-14079,,
05/09/2007,494.16,,1441190,,-14033,,
05/10/2007,492.75,,1425290,,-15900,,
05/11/2007,491.08,,1406534,,-18756,,
05/12/2007,489.67,,1390764,,-15770,,
05/13/2007,488.10,,1373275,,-17489,,
05/14/2007,486.55,,1356082,,-17193,,
05/15/2007,484.97,,1338631,,-17451,,
05/16/2007,483.30,,1320268,,-18363,,
05/17/2007,481.30,,1298389,,-21879,,
05/18/2007,479.40,,1277716,,-20673,,
05/19/2007,477.60,,1258234,,-19482,,
05/20/2007,475.73,,1238081,,-20153,,
05/21/2007,474.09,,1220527,,-17554,,
05/22/2007,472.62,,1204861,,-15666,,
05/23/2007,470.77,,1185237,,-19624,,
05/24/2007,469.05,,1167085,,-18152,,
05/25/2007,467.07,,1146300,,-20785,,
05/26/2007,465.09,,1125637,,-20663,,
05/27/2007,463.10,,1104992,,-20645,,
05/28/2007,461.10,,1084370,,-20622,,
05/29/2007,459.10,,1063875,,-20495,,
05/30/2007,457.10,,1043509,,-20366,,
05/31/2007,455.10,,1023273,,-20236,,
06/01/2007,453.20,,1004170,,-19103,,
06/02/2007,451.30,,985188,,-18982,,
06/03/2007,449.27,,965040,,-20148,,
06/04/2007,447.29,,945523,,-19517,,
06/05/2007,445.40,,927018,,-18505,,
06/06/2007,443.43,,907861,,-19157,,
06/07/2007,441.48,,889032,,-18829,,
06/08/2007,439.56,,870623,,-18409,,
06/09/2007,437.60,,851966,,-18657,,
06/10/2007,435.57,,832787,,-19179,,
06/11/2007,433.69,,815159,,-17628,,
06/12/2007,431.80,,797566,,-17593,,
06/13/2007,429.80,,779093,,-18473,,
06/14/2007,428.00,,762595,,-16498,,
06/15/2007,425.90,,743508,,-19087,,
06/16/2007,424.00,,726353,,-17155,,
06/17/2007,421.99,,708367,,-17986,,
06/18/2007,419.99,,690639,,-17728,,
06/19/2007,418.03,,673429,,-17210,,
06/20/2007,415.97,,655517,,-17912,,
06/21/2007,413.93,,637957,,-17560,,
06/22/2007,411.92,,620831,,-17126,,
06/23/2007,409.89,,603713,,-17118,,
06/24/2007,408.30,,590430,,-13283,,
06/25/2007,406.41,,574785,,-15645,,
06/26/2007,404.40,,558320,,--,,
06/27/2007,402.36,,541792,,-16528,,
06/28/2007,401.00,,530877,,-10915,,
06/29/2007,399.65,,520125,,-10752,,
06/30/2007,398.31,,509533,,-10592,,
07/01/2007,397.21,,500899,,-8634,,
07/02/2007,396.49,,495277,,-5622,,
07/03/2007,395.85,,490300,,-4977,,
07/04/2007,395.43,,487044,,-3256,,
07/05/2007,394.55,,480248,,-6796,,
07/06/2007,393.00,,470655,,-9593,,
07/07/2007,392.00,,462273,,-8382,,
07/08/2007,391.00,,453192,,-9081,,
07/09/2007,389.72,,443580,,-9612,,
07/10/2007,388.90,,437462,,-6118,,
07/11/2007,388.12,,431671,,-5791,,
07/12/2007,387.43,,426573,,-5098,,
07/13/2007,387.08,,423995,,-2578,,
07/14/2007,386.55,,420103,,-3892,,
07/15/2007,386.35,,418637,,-1466,,
07/16/2007,386.56,,420176,,1539,,
07/17/2007,387.21,,424952,,4776,,
07/18/2007,387.36,,426057,,1105,,
07/19/2007,387.28,,425467,,-590,,
07/20/2007,386.39,,418930,,-6537,,
07/21/2007,386.42,,419150,,220,,
07/22/2007,386.51,,419809,,659,,
07/23/2007,386.34,,418564,,-1245,,
07/24/2007,385.25,,410611,,-7953,,
07/25/2007,385.05,,409158,,-1453,,
07/26/2007,385.12,,409666,,508,,
07/27/2007,385.10,,409521,,-145,,
07/28/2007,385.00,,408795,,-726,,
07/29/2007,385.30,,410974,,2179,,
07/30/2007,385.58,,413013,,2039,,
07/31/2007,385.39,,411629,,-1384,,
08/01/2007,384.79,,407271,,-4358,,
08/02/2007,384.62,,406040,,-1231,,
08/03/2007,384.50,,405171,,-869,,
08/04/2007,384.40,,404448,,-723,,
08/05/2007,384.29,,403653,,-795,,
08/06/2007,384.16,,402714,,-939,,
08/07/2007,384.03,,401776,,-938,,
08/08/2007,384.23,,403219,,1443,,
08/09/2007,384.65,,406257,,3038,,
08/10/2007,384.87,,407851,,1594,,
08/11/2007,385.15,,409884,,2033,,
08/12/2007,385.66,,413595,,3711,,
08/13/2007,385.95,,415712,,2117,,
08/14/2007,386.04,,416369,,657,,
08/15/2007,386.50,,419736,,3367,,
08/16/2007,386.72,,421350,,1614,,
08/17/2007,386.60,,420469,,-881,,
08/18/2007,387.36,,426057,,5588,,
08/19/2007,387.80,,429304,,3247,,
08/20/2007,388.04,,431079,,1775,,
08/21/2007,388.60,,435231,,4152,,
08/22/2007,389.41,,441263,,6032,,
08/23/2007,389.82,,444328,,3065,,
08/24/2007,390.50,,449428,,5100,,
08/25/2007,391.00,,453192,,3764,,
08/26/2007,391.28,,455305,,2113,,
08/27/2007,391.65,,458103,,2798,,
08/28/2007,392.31,,463108,,5005,,
08/29/2007,392.67,,465847,,2739,,
08/30/2007,393.41,,471496,,5649,,
08/31/2007,394.10,,476786,,5290,,
09/01/2007,394.43,,479324,,2538,,
09/02/2007,395.10,,484491,,5167,,
09/03/2007,396.00,,491465,,6974,,
09/04/2007,396.46,,495043,,3578,,
09/05/2007,397.00,,499257,,4214,,
09/06/2007,397.57,,503718,,4461,,
09/07/2007,398.30,,509454,,5736,,
09/08/2007,398.88,,514028,,4574,,
09/09/2007,399.80,,521315,,7287,,
09/10/2007,400.28,,525132,,3817,,
09/11/2007,401.28,,533118,,7986,,
09/12/2007,402.11,,539780,,6662,,
09/13/2007,402.67,,544292,,--,,
09/14/2007,403.30,,549385,,5093,,
09/15/2007,403.84,,553764,,4379,,
09/16/2007,404.40,,558320,,4556,,
09/17/2007,404.67,,560521,,2201,,
09/18/2007,504.21,,564934,,4413,,
09/19/2007,405.70,,568949,,4015,,
09/20/2007,406.21,,573139,,4190,,
09/21/2007,406.60,,576351,,3212,,
09/22/2007,407.10,,580478,,4127,,
09/23/2007,407.81,,586359,,5881,,
09/24/2007,408.51,,592178,,5819,,
09/25/2007,409.43,,599858,,7680,,
09/26/2007,410.40,,607996,,8138,,
09/27/2007,411.44,,616767,,8771,,
09/28/2007,412.32,,624226,,--,,
09/29/2007,413.15,,631291,,7065,,
09/30/2007,414.10,,639414,,8123,,
10/01/2007,414.80,,645424,,6010,,
10/02/2007,415.20,,648868,,3444,,
10/03/2007,416.04,,656122,,7254,,
10/04/2007,416.60,,660975,,4853,,
10/05/2007,417.03,,664711,,3736,,
10/06/2007,417.45,,668367,,3656,,
10/07/2007,418.32,,675965,,7598,,
10/08/2007,418.59,,678329,,2364,,
10/09/2007,418.87,,680785,,2456,,
10/10/2007,419.27,,684298,,3513,,
10/11/2007,--,,--,,--,,
10/12/2007,420.31,,693464,,--,,
10/13/2007,420.85,,698241,,4777,,
10/14/2007,421.60,,704897,,6656,,
10/15/2007,422.27,,710862,,0,,
10/16/2007,423.04,,717741,,6879,,
10/17/2007,423.97,,726083,,8342,,
10/18/2007,424.51,,730943,,4860,,
10/19/2007,425.20,,737170,,6227,,
10/20/2007,426.40,,748031,,10861,,
10/21/2007,427.47,,757760,,9729,,
10/22/2007,427.87,,761408,,3648,,
10/23/2007,428.60,,768081,,6673,,
10/24/2007,429.36,,775049,,--,,
10/25/2007,430.09,,781763,,6714,,
10/26/2007,430.75,,787850,,6087,,
10/27/2007,431.27,,792657,,4807,,
10/28/2007,--,,--,,--,,
10/29/2007,432.30,,802208,,--,,
10/30/2007,432.90,,807789,,5581,,
10/31/2007,433.30,,811518,,3729,,
11/01/2007,433.74,,815626,,4108,,
11/02/2007,434.39,,821707,,6081,,
11/03/2007,435.20,,829308,,7601,,
11/04/2007,435.70,,834011,,4703,,
11/05/2007,436.22,,838912,,4901,,
11/06/2007,437.13,,847512,,8600,,
11/07/2007,438.14,,857092,,9580,,
11/08/2007,438.72,,862610,,5518,,
11/09/2007,439.07,,865946,,3336,,
11/10/2007,439.50,,870050,,4104,,
11/11/2007,440.08,,875596,,5546,,
11/12/2007,440.44,,879044,,3448,,
11/13/2007,441.03,,884706,,5662,,
11/14/2007,441.74,,891535,,6829,,
11/15/2007,442.65,,900314,,8779,,
11/16/2007,443.70,,910479,,10165,,
11/17/2007,445.00,,923117,,12638,,
11/18/2007,445.81,,931022,,7905,,
11/19/2007,446.50,,937773,,6751,,
11/20/2007,447.50,,947587,,9814,,
11/21/2007,448.32,,955659,,8072,,
11/22/2007,449.48,,967118,,11459,,
11/23/2007,450.47,,976933,,9815,,
11/24/2007,451.39,,986084,,9151,,
11/25/2007,452.54,,997563,,11479,,
11/26/2007,453.10,,1003168,,5605,,
11/27/2007,454.00,,1012199,,9031,,
11/28/2007,455.00,,1022264,,10065,,
11/29/2007,455.97,,1032059,,9795,,
11/30/2007,456.64,,1038843,,6784,,
12/01/2007,457.20,,1044524,,5681,,
12/02/2007,458.20,,1054694,,10170,,
12/03/2007,458.60,,1058771,,4077,,
12/04/2007,459.53,,1068270,,9499,,
12/05/2007,460.14,,1074516,,6246,,
12/06/2007,461.21,,1085501,,10985,,
12/07/2007,462.36,,1097347,,11846,,
12/08/2007,463.50,,1109132,,11785,,
12/09/2007,465.40,,1128864,,19732,,
12/10/2007,466.26,,1137832,,--,,
12/11/2007,467.44,,1150175,,12343,,
12/12/2007,468.81,,1164559,,14384,,
12/13/2007,469.96,,1176677,,12118,,
12/14/2007,471.30,,1190848,,14171,,
12/15/2007,472.40,,1202522,,11674,,
12/16/2007,474.15,,1221168,,18646,,
12/17/2007,474.93,,1229508,,8340,,
12/18/2007,475.76,,1238403,,8895,,
12/19/2007,477.11,,1252948,,14545,,
12/20/2007,478.00,,1262555,,9607,,
12/21/2007,478.32,,1266015,,3460,,
12/22/2007,478.97,,1273053,,7038,,
12/23/2007,480.40,,1288583,,15530,,
12/24/2007,480.60,,1290760,,2177,,
12/25/2007,480.90,,1294028,,3268,,
12/26/2007,481.73,,1303083,,9055,,
12/27/2007,482.40,,1310407,,7324,,
12/28/2007,482.56,,1312159,,1752,,
12/29/2007,482.64,,1313034,,875,,
12/30/2007,482.82,,1315006,,1972,,
12/31/2007,482.64,,1313034,,-1972,,
01/01/2008,482.72,,1313911,,877,,
01/02/2008,482.65,,1313144,,-767,,
01/03/2008,482.62,,1312815,,-329,,
01/04/2008,482.85,,1315335,,2520,,
01/05/2008,483.19,,1319062,,3727,,
01/06/2008,483.72,,1324878,,5816,,
01/07/2008,484.06,,1328614,,3736,,
01/08/2008,484.45,,1332904,,4290,,
01/09/2008,485.01,,1339072,,6168,,
01/10/2008,485.82,,1348010,,8938,,
01/11/2008,487.40,,1365501,,17491,,
01/12/2008,487.82,,1370164,,4663,,
01/13/2008,488.77,,1380729,,10565,,
01/14/2008,489.67,,1390764,,10035,,
01/15/2008,490.49,,1399928,,9164,,
01/16/2008,490.95,,1405078,,5150,,
01/17/2008,491.45,,1410682,,5604,,
01/18/2008,491.76,,1414161,,3479,,
01/19/2008,492.32,,1420452,,6291,,
01/20/2008,492.99,,1427992,,7540,,
01/21/2008,493.63,,1435206,,7214,,
01/22/2008,494.31,,1442885,,7679,,
01/23/2008,494.97,,1450352,,7467,,
01/24/2008,495.70,,1458625,,8273,,
01/25/2008,496.64,,1469302,,10677,,
01/26/2008,497.90,,1483655,,14353,,
01/27/2008,499.30,,1499658,,16003,,
01/28/2008,500.26,,1510665,,11007,,
01/29/2008,501.26,,1522160,,11495,,
01/30/2008,502.10,,1531838,,9678,,
01/31/2008,503.00,,1542231,,10393,,
02/01/2008,504.15,,1555546,,13315,,
02/02/2008,505.46,,1570761,,15215,,
02/03/2008,507.11,,1589997,,19236,,
02/04/2008,508.10,,1601577,,11580,,
02/05/2008,509.30,,1615651,,14074,,
02/06/2008,510.19,,1626117,,10466,,
02/07/2008,510.88,,1634247,,8130,,
02/08/2008,511.54,,1642037,,7790,,
02/09/2008,512.40,,1652206,,10169,,
02/10/2008,513.01,,1659432,,7226,,
02/11/2008,513.58,,1666194,,6762,,
02/12/2008,514.40,,1675938,,9744,,
02/13/2008,515.26,,1686178,,10240,,
02/14/2008,516.00,,1695007,,8829,,
02/15/2008,516.30,,1698591,,3584,,
02/16/2008,516.43,,1700145,,1554,,
02/17/2008,516.80,,1704570,,4425,,
02/18/2008,517.20,,1709358,,4788,,
02/19/2008,517.56,,1713671,,4313,,
02/20/2008,518.24,,1721829,,8158,,
02/21/2008,518.70,,1727355,,5526,,
02/22/2008,519.27,,1734211,,6856,,
02/23/2008,519.80,,1740594,,6383,,
02/24/2008,520.40,,1747830,,7236,,
02/25/2008,521.05,,1755680,,7850,,
02/26/2008,521.66,,1763059,,7379,,
02/27/2008,522.26,,1770327,,7268,,
02/28/2008,522.74,,1776149,,5822,,
02/29/2008,522.63,,1774814,,--,,
03/01/2008,522.60,,1774450,,-364,,
03/02/2008,522.60,,1774450,,0,,
03/03/2008,522.54,,1773722,,-728,,
03/04/2008,522.31,,1770933,,-2789,,
03/05/2008,522.08,,1768145,,-2788,,
03/06/2008,521.87,,1765601,,-2544,,
03/07/2008,521.90,,1765965,,364,,
03/08/2008,521.84,,1765238,,-727,,
03/09/2008,521.91,,1766086,,848,,
03/10/2008,522.07,,1768024,,1938,,
03/11/2008,522.20,,1769600,,1576,,
03/12/2008,521.91,,1766086,,-3514,,
03/13/2008,521.87,,1765601,,-485,,
03/14/2008,521.51,,1761243,,-4358,,
03/15/2008,521.19,,1757373,,-3870,,
03/16/2008,520.62,,1750485,,-6888,,
03/17/2008,520.12,,1744452,,-6033,,
03/18/2008,519.72,,1739630,,-4822,,
03/19/2008,519.20,,1733368,,-6262,,
03/20/2008,518.72,,1727595,,-5773,,
03/21/2008,518.40,,1723750,,-3845,,
03/22/2008,518.18,,1721109,,-2641,,
03/23/2008,517.62,,1714391,,-6718,,
03/24/2008,517.30,,1710556,,-3835,,
03/25/2008,516.87,,1705407,,-5149,,
03/26/2008,516.96,,1706484,,1077,,
03/27/2008,517.01,,1707083,,599,,
03/28/2008,516.69,,1703254,,-3829,,
03/29/2008,516.64,,1702656,,--,,
03/30/2008,516.13,,1696560,,-6096,,
03/31/2008,515.66,,1690949,,-5611,,
04/01/2008,515.00,,1683080,,-7869,,
04/02/2008,514.43,,1676295,,-6785,,
04/03/2008,513.96,,1670707,,-5588,,
04/04/2008,513.70,,1667618,,-3089,,
04/05/2008,513.65,,1667025,,-593,,
04/06/2008,513.61,,1666550,,-475,,
04/07/2008,513.55,,1665838,,-712,,
04/08/2008,513.49,,1665125,,-713,,
04/09/2008,513.20,,1661685,,-3440,,
04/10/2008,512.72,,1655995,,-5690,,
04/11/2008,512.32,,1651259,,-4736,,
04/12/2008,511.62,,1642982,,-8277,,
04/13/2008,510.74,,1632597,,-10385,,
04/14/2008,509.90,,1622705,,-9892,,
04/15/2008,509.13,,1613655,,-9050,,
04/16/2008,508.71,,1608726,,-4929,,
04/17/2008,508.34,,1604388,,-4338,,
04/18/2008,507.70,,1596895,,-7493,,
04/19/2008,506.54,,1583343,,-13552,,
04/20/2008,505.77,,1574369,,-8974,,
04/21/2008,504.55,,1560187,,-14182,,
04/22/2008,503.67,,1549984,,-10203,,
04/23/2008,502.76,,1539457,,-10527,,
04/24/2008,501.92,,1529762,,-9695,,
04/25/2008,500.95,,1518593,,-11169,,
04/26/2008,500.01,,1507796,,-10797,,
04/27/2008,499.10,,1497368,,-10428,,
04/28/2008,498.00,,1484796,,-12572,,
04/29/2008,497.00,,1473398,,-11398,,
04/30/2008,496.20,,1464301,,--,,
05/01/2008,495.39,,1455110,,-9191,,
05/02/2008,494.48,,1444807,,--,,
05/03/2008,493.60,,1434868,,-9939,,
05/04/2008,492.80,,1425852,,-9016,,
05/05/2008,491.62,,1412590,,-13262,,
05/06/2008,490.46,,1399592,,-12998,,
05/07/2008,489.45,,1388309,,-11283,,
05/08/2008,488.41,,1376722,,-11587,,
05/09/2008,487.22,,1363505,,-13217,,
05/10/2008,486.03,,1350330,,-13175,,
05/11/2008,484.73,,1335987,,-14343,,
05/12/2008,483.57,,1323231,,-12756,,
05/13/2008,482.49,,1311392,,-11839,,
05/14/2008,481.53,,1300899,,-10493,,
05/15/2008,480.61,,1290869,,-10030,,
05/16/2008,479.70,,1280973,,-9896,,
05/17/2008,478.80,,1271211,,-9762,,
05/18/2008,477.42,,1256291,,-14920,,
05/19/2008,476.29,,1244118,,-12173,,
05/20/2008,474.83,,1228438,,-15680,,
05/21/2008,473.39,,1213059,,-15379,,
05/22/2008,471.94,,1197636,,-15423,,
05/23/2008,470.75,,1185025,,-12611,,
05/24/2008,469.61,,1172985,,-12040,,
05/25/2008,468.39,,1160143,,-12842,,
05/26/2008,467.51,,1150909,,-9234,,
05/27/2008,466.60,,1141384,,-9525,,
05/28/2008,465.57,,1130635,,-10749,,
05/29/2008,464.65,,1121062,,-9573,,
05/30/2008,463.79,,1112136,,-8926,,
05/31/2008,462.95,,1103441,,-8695,,
06/01/2008,462.24,,1096109,,-7332,,
06/02/2008,461.40,,1087455,,-8654,,
06/03/2008,460.32,,1076362,,-11093,,
06/04/2008,459.50,,1067964,,-8398,,
06/05/2008,458.23,,1055000,,-12964,,
06/06/2008,456.92,,1041682,,-13318,,
06/07/2008,455.61,,1028420,,-13262,,
06/08/2008,454.26,r,1014813,r,-13607,,
06/09/2008,453.00,,1002166,,-12647,,
06/10/2008,451.65,,988675,,-13491,,
06/11/2008,450.18,,974054,,-14621,,
06/12/2008,448.61,,958519,,-15535,,
06/13/2008,446.94,,942087,,-16432,,
06/14/2008,445.19,,924970,,-17117,,
06/15/2008,443.52,,908733,,-16237,,
06/16/2008,441.80,,892113,,-16620,,
06/17/2008,439.86,,873491,,-18622,,
06/18/2008,437.92,,855003,,-18488,,
06/19/2008,436.29,,839572,,-15431,,
06/20/2008,434.49,,822644,,-16928,,
06/21/2008,432.57,,804718,,-17926,,
06/22/2008,430.69,,787296,,-17422,,
06/23/2008,428.94,,771195,,-16101,,
06/24/2008,427.25,,755756,,-15439,,
06/25/2008,425.09,,736176,,-19580,,
06/26/2008,423.66,,723298,,-12878,,
06/27/2008,422.05,,708901,,-14397,,
06/28/2008,420.44,,694613,,-14288,,
06/29/2008,418.82,,680346,,-14267,,
06/30/2008,417.34,,667409,,-12937,,
07/01/2008,416.14,,656988,,-10421,,
07/02/2008,415.49,,651369,,-5619,,
07/03/2008,414.69,,644478,,-6891,,
07/04/2008,413.49,,634193,,-10285,,
07/05/2008,412.39,,624820,,-9373,,
07/06/2008,411.70,,618967,,-5853,,
07/07/2008,410.99,,612966,,-6001,,
07/08/2008,410.55,,609259,,-3707,,
07/09/2008,410.01,,604720,,-4539,,
07/10/2008,409.34,,599105,,-5615,,
07/11/2008,407.77,,586027,,-13078,,
07/12/2008,407.05,,580065,,-5962,,
07/13/2008,406.13,,572481,,-7584,,
07/14/2008,405.19,,564770,,-7711,,
07/15/2008,404.43,,558564,,-6206,,
07/16/2008,403.63,,552060,,-6504,,
07/17/2008,402.74,,544857,,-7203,,
07/18/2008,401.70,,536485,,-8372,,
07/19/2008,400.70,,528481,,-8004,,
07/20/2008,399.74,,520839,,-7642,,
07/21/2008,398.76,r,513081,r,-7758,,
07/22/2008,397.61,,504032,,-9049,,
07/23/2008,396.89,,498397,,-5635,,
07/24/2008,396.12,,492397,,-6000,,
07/25/2008,395.10,,484491,,-7906,,
07/26/2008,393.90,,475250,,-9241,,
07/27/2008,392.47,,464325,,-10925,,
07/28/2008,391.41,,456287,,-8038,,
07/29/2008,390.17,,446950,,-9337,,
07/30/2008,389.11,,439026,,-7924,,
07/31/2008,388.14,,431820,,-7206,,
08/01/2008,386.60,,420469,,-11351,,
08/02/2008,385.18,,410102,,-10367,,
08/03/2008,384.37,,404231,,-5871,,
08/04/2008,383.37,,397025,,-7206,,
08/05/2008,382.50,,390795,,-6230,,
08/06/2008,381.95,,386875,,-3920,,
08/07/2008,381.20,,381552,,-5323,,
