05/18/2015,ThecapacitywasrevisedinApril2015usingdatafromthe
SacramentoMunicipalUtilityDistrict,
Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
11/01/2006,4825.03,,156300,,0,,
11/02/2006,4825.04,,156300,,0,,
11/03/2006,4824.91,,156100,,-200,,
11/04/2006,4824.84,,155900,,-200,,
11/05/2006,4824.74,,155700,,-200,,
11/06/2006,4824.35,,154900,,-800,,
11/07/2006,4824.02,,154300,,-600,,
11/08/2006,4823.71,,153700,,-600,,
11/09/2006,4823.75,,153700,,0,,
11/10/2006,4823.56,,153400,,-300,,
11/11/2006,4823.53,,153300,,-100,,
11/12/2006,4823.47,,153200,,-100,,
11/13/2006,4823.47,,153200,,0,,
11/14/2006,4824.09,,154400,,1200,,
11/15/2006,4824.00,,154200,,-200,,
11/16/2006,4824.05,,154300,,100,,
11/17/2006,4823.97,,154200,,-100,,
11/18/2006,4823.99,,154200,,0,,
11/19/2006,4824.03,,154300,,100,,
11/20/2006,4823.92,,154100,,-200,,
11/21/2006,4823.79,,153800,,-300,,
11/22/2006,4823.60,,153400,,-400,,
11/23/2006,4823.50,,153200,,-200,,
11/24/2006,4823.32,,152900,,-300,,
11/25/2006,4823.18,,152600,,-300,,
11/26/2006,4823.03,,152300,,-300,,
11/27/2006,4822.87,,152000,,-300,,
11/28/2006,4822.78,,151800,,-200,,
11/29/2006,4822.74,,151700,,-100,,
11/30/2006,4822.38,,151000,,-700,,
12/01/2006,4822.25,,150700,,-300,,
12/02/2006,4822.20,,150700,,0,,
12/03/2006,4822.13,,150500,,-200,,
12/04/2006,4821.87,,150000,,-500,,
12/05/2006,4821.64,,149600,,-400,,
12/06/2006,4821.71,,149700,,100,,
12/07/2006,4821.64,,149600,,-100,,
12/08/2006,4821.47,,149200,,-400,,
12/09/2006,4821.57,,149400,,200,,
12/10/2006,4821.50,,149300,,-100,,
12/11/2006,4821.45,,149200,,-100,,
12/12/2006,4821.64,,149600,,400,,
12/13/2006,4822.08,,150400,,800,,
12/14/2006,4822.83,,151900,,1500,,
12/15/2006,4823.38,,153000,,1100,,
12/16/2006,4823.54,,153300,,300,,
12/17/2006,4823.67,,153600,,300,,
12/18/2006,4823.60,,153400,,-200,,
12/19/2006,4823.47,,153200,,-200,,
12/20/2006,4823.32,,152900,,-300,,
12/21/2006,4823.53,,153300,,400,,
12/22/2006,4823.67,,153600,,300,,
12/23/2006,4823.78,,153800,,200,,
12/24/2006,4823.92,,154100,,300,,
12/25/2006,4824.00,,154200,,100,,
12/26/2006,4824.08,,154400,,200,,
12/27/2006,4824.38,,155000,,600,,
12/28/2006,4824.39,,155000,,0,,
12/29/2006,4824.45,,155100,,100,,
12/30/2006,4824.56,,155300,,200,,
12/31/2006,4824.67,,155600,,300,,
01/01/2007,4824.82,,155900,,300,,
01/02/2007,4824.69,,155600,,-300,,
01/03/2007,4824.88,,156000,,400,,
01/04/2007,4825.66,,157600,,1600,,
01/05/2007,4826.10,,158500,,900,,
01/06/2007,4826.49,,159300,,800,,
01/07/2007,4826.72,,159700,,400,,
01/08/2007,4826.80,,159900,,200,,
01/09/2007,4827.07,,160400,,500,,
01/10/2007,4827.41,,161100,,700,,
01/11/2007,4827.67,,161700,,600,,
01/12/2007,4828.04,,162400,,700,,
01/13/2007,4828.38,,163100,,700,,
01/14/2007,4828.78,,164000,,900,,
01/15/2007,4828.90,,164200,,200,,
01/16/2007,4829.05,,164500,,300,,
01/17/2007,4829.22,,164900,,400,,
01/18/2007,4829.15,,164700,,-200,,
01/19/2007,4829.28,,165000,,300,,
01/20/2007,4829.39,,165200,,200,,
01/21/2007,4829.49,,165500,,300,,
01/22/2007,4829.52,,165500,,0,,
01/23/2007,4829.65,,165800,,300,,
01/24/2007,4829.61,,165700,,-100,,
01/25/2007,4829.68,,165900,,200,,
01/26/2007,4829.84,,166200,,300,,
01/27/2007,4829.92,,166300,,100,,
01/28/2007,4830.02,,166600,,300,,
01/29/2007,4830.19,,166900,,300,,
01/30/2007,4830.38,,167300,,400,,
01/31/2007,4830.61,,167800,,500,,
02/01/2007,4830.78,,168030,,230,,
02/02/2007,4830.54,,167522,,-507,,
02/03/2007,4830.44,,167311,,-212,,
02/04/2007,4830.33,,167079,,-232,,
02/05/2007,4830.19,,166783,,-296,,
02/06/2007,4830.17,,166741,,-42,,
02/07/2007,4830.19,,166783,,42,,
02/08/2007,4830.33,,167079,,296,,
02/09/2007,4831.05,,168603,,1524,,
02/10/2007,4832.67,,172068,,3466,,
02/11/2007,4834.28,,175562,,3493,,
02/12/2007,4834.87,,176855,,1293,,
02/13/2007,4835.08,,177316,,462,,
02/14/2007,4835.33,,177867,,551,,
02/15/2007,4835.48,,178198,,331,,
02/16/2007,4835.77,,178839,,641,,
02/17/2007,4836.12,,179615,,776,,
02/18/2007,4836.49,,180438,,823,,
02/19/2007,4836.76,,181039,,601,,
02/20/2007,4837.11,,181822,,783,,
02/21/2007,4837.60,,182922,,1100,,
02/22/2007,4837.99,,183801,,879,,
02/23/2007,4838.20,,184275,,474,,
02/24/2007,4838.44,,184818,,542,,
02/25/2007,4838.77,,185567,,749,,
02/26/2007,4839.05,,186203,,636,,
02/27/2007,4839.03,,186157,,-46,,
02/28/2007,4839.00,,186090,,-68,,
03/01/2007,4839.02,,186135,,46,,
03/02/2007,4838.99,,186067,,-68,,
03/03/2007,4838.95,,185976,,-91,,
03/04/2007,4838.89,,185840,,-137,,
03/05/2007,4838.92,,185907,,68,,
03/06/2007,4838.93,,185931,,23,,
03/07/2007,4839.08,,186272,,341,,
03/08/2007,4839.22,,186590,,318,,
03/09/2007,4839.38,,186956,,365,,
03/10/2007,4839.60,,187459,,503,,
03/11/2007,4839.88,,188100,,641,,
03/12/2007,4840.37,,189226,,1127,,
03/13/2007,4840.99,,190658,,1432,,
03/14/2007,4841.64,,192166,,1509,,
03/15/2007,4842.31,,193730,,1564,,
03/16/2007,4842.99,,195327,,1597,,
03/17/2007,4843.76,,197144,,1817,,
03/18/2007,4844.49,,198880,,1736,,
03/19/2007,4845.14,,200434,,1553,,
03/20/2007,4845.69,,201754,,1321,,
03/21/2007,4846.21,,203009,,1255,,
03/22/2007,4846.60,,203954,,945,,
03/23/2007,4846.83,,204513,,558,,
03/24/2007,4847.21,,205437,,925,,
03/25/2007,4847.72,,206683,,1246,,
03/26/2007,4848.39,,208329,,1646,,
03/27/2007,4848.83,,209414,,1085,,
03/28/2007,4849.19,,210304,,890,,
03/29/2007,4849.46,,210974,,670,,
03/30/2007,4849.82,,211869,,895,,
03/31/2007,4850.21,,212843,,973,,
04/01/2007,4850.64,,213919,,1077,,
04/02/2007,4851.09,,215049,,1130,,
04/03/2007,4851.52,,216134,,1084,,
04/04/2007,4851.80,,216841,,707,,
04/05/2007,4852.23,,217932,,1091,,
04/06/2007,--,,219220,e,1288,,
04/07/2007,4853.24,,220508,,1288,,
04/08/2007,4853.71,,221713,,1205,,
04/09/2007,4854.15,,222846,,1133,,
04/10/2007,4854.54,,223854,,1008,,
04/11/2007,4854.87,,224709,,855,,
04/12/2007,4855.23,,225644,,935,,
04/13/2007,4855.50,,226347,,703,,
04/14/2007,4855.82,,227182,,835,,
04/15/2007,4856.05,,227784,,602,,
04/16/2007,4856.31,,228466,,682,,
04/17/2007,4856.61,,229254,,788,,
04/18/2007,4856.85,,229886,,632,,
04/19/2007,4857.04,,230387,,501,,
04/20/2007,4857.19,,230783,,396,,
04/21/2007,4857.38,,231285,,502,,
04/22/2007,4857.85,,232532,,1247,,
04/23/2007,4858.16,,233357,,825,,
04/24/2007,4858.57,,234449,,1092,,
04/25/2007,4859.17,,236056,,1607,,
04/26/2007,4859.75,,237616,,1560,,
04/27/2007,4860.22,,238885,,1269,,
04/28/2007,4860.68,,240133,,1248,,
04/29/2007,4861.07,,241193,,1060,,
04/30/2007,4861.50,,242367,,1174,,
05/01/2007,4861.94,,243571,,1204,,
05/02/2007,4862.47,,245027,,1456,,
05/03/2007,4862.79,,245910,,883,,
05/04/2007,4863.42,,247653,,1743,,
05/05/2007,4863.88,,248931,,1278,,
05/06/2007,4864.39,,250354,,1423,,
05/07/2007,4864.73,,251305,,951,,
05/08/2007,4865.06,,252231,,926,,
05/09/2007,4865.42,,253243,,1012,,
05/10/2007,4865.94,,254710,,1467,,
05/11/2007,4866.42,,256070,,1360,,
05/12/2007,4866.85,,257293,,1223,,
05/13/2007,4867.24,,258405,,1112,,
05/14/2007,4867.67,,259634,,1229,,
05/15/2007,4868.02,,260639,,1005,,
05/16/2007,4868.25,,261300,,661,,
05/17/2007,4868.30,,261443,,143,,
05/18/2007,4868.24,,261272,,-171,,
05/19/2007,4868.29,,261415,,143,,
05/20/2007,4868.46,,261905,,490,,
05/21/2007,4868.47,,261905,,0,,
05/22/2007,4868.51,,262048,,143,,
05/23/2007,4868.51,,262048,,0,,
05/24/2007,4868.44,,261819,,-229,,
05/25/2007,4868.48,,261962,,143,,
05/26/2007,4868.59,,262279,,317,,
05/27/2007,4868.63,,262395,,116,,
05/28/2007,4868.69,,262568,,173,,
05/29/2007,4868.68,,262540,,-28,,
05/30/2007,4868.73,,262684,,144,,
05/31/2007,4868.73,,262684,,0,,
06/01/2007,4868.65,,262452,,-232,,
06/02/2007,4868.63,,262395,,-57,,
06/03/2007,4868.61,,262337,,-58,,
06/04/2007,4868.67,,262510,,173,,
06/05/2007,4868.86,,263059,,549,,
06/06/2007,4868.93,,263262,,203,,
06/07/2007,4868.95,,263320,,58,,
06/08/2007,4868.95,,263320,,0,,
06/09/2007,4868.93,,263262,,-58,,
06/10/2007,4868.92,,263233,,-29,,
06/11/2007,--,,263146,,-87,,
06/12/2007,--,,263146,,0,,
06/13/2007,--,,262973,,-173,,
06/14/2007,--,,262395,,-578,,
06/15/2007,--,,262279,,-116,,
06/16/2007,--,,261646,,-633,,
06/17/2007,--,,261415,,-231,,
06/18/2007,4868.31,,261473,,58,,
06/19/2007,4868.21,,261185,,-288,,
06/20/2007,4868.15,,261012,,-173,,
06/21/2007,4868.11,,260897,,-115,,
06/22/2007,4867.91,,260323,,-574,,
06/23/2007,4867.54,,259262,,-1061,,
06/24/2007,4867.19,,258262,,-1000,,
06/25/2007,4866.93,,257521,,-741,,
06/26/2007,4866.70,,256866,,-655,,
06/27/2007,4866.47,,256211,,-655,,
06/28/2007,4866.21,,255475,,-736,,
06/29/2007,4866.03,,254964,,-511,,
06/30/2007,4865.70,,254033,,-931,,
07/01/2007,4865.42,,253243,,-790,,
07/02/2007,4865.29,,252877,,-366,,
07/03/2007,4865.05,,252202,,-675,,
07/04/2007,4864.64,,251053,,-1149,,
07/05/2007,4864.23,,249907,,-1146,,
07/06/2007,4864.02,,249321,,-586,,
07/07/2007,4863.74,,248542,,-779,,
07/08/2007,4863.44,,247708,,-834,,
07/09/2007,4863.14,,246877,,-831,,
07/10/2007,4862.94,,246324,,-553,,
07/11/2007,4862.59,,245358,,-966,,
07/12/2007,4862.24,,244395,,-963,,
07/13/2007,4861.87,,243379,,-1016,,
07/14/2007,4861.59,,242612,,-767,,
07/15/2007,4861.23,,241629,,-983,,
07/16/2007,4860.86,,240621,,-1008,,
07/17/2007,4860.42,,239427,,-1194,,
07/18/2007,4859.96,,238183,,-1244,,
07/19/2007,4859.53,,237024,,-1159,,
07/20/2007,4859.09,,235841,,-1183,,
07/21/2007,4858.71,,234824,,-1017,,
07/22/2007,4858.37,,233916,,-908,,
07/23/2007,4858.01,,232956,,-960,,
07/24/2007,4857.66,,232054,,-902,,
07/25/2007,4857.37,,231285,,-769,,
07/26/2007,4857.00,,230282,,-1003,,
07/27/2007,4856.48,,228912,,-1370,,
07/28/2007,4856.03,,227679,,-1233,,
07/29/2007,4855.62,,226686,,-993,,
07/30/2007,4855.08,,225280,,-1406,,
07/31/2007,4854.62,,224061,,-1219,,
08/01/2007,4854.19,,222949,,-1112,,
08/02/2007,4853.81,,221971,,-978,,
08/03/2007,4853.26,,220533,,-1438,,
08/04/2007,4852.89,,219613,,-920,,
08/05/2007,4852.47,,218543,,-1070,,
08/06/2007,4852.01,,217373,,-1170,,
08/07/2007,4851.58,,216285,,-1088,,
08/08/2007,4851.17,,215251,,-1034,,
08/09/2007,4850.75,,214195,,-1056,,
08/10/2007,4850.29,,213043,,-1152,,
08/11/2007,4849.85,,211945,,-1098,,
08/12/2007,4849.38,,210776,,-1169,,
08/13/2007,4848.88,,209537,,-1239,,
08/14/2007,4848.41,,208378,,-1159,,
08/15/2007,4847.94,,207223,,-1155,,
08/16/2007,4847.47,,206073,,-1150,,
08/17/2007,4847.01,,204950,,-1123,,
08/18/2007,4846.56,,203857,,-1093,,
08/19/2007,4846.04,,202599,,-1258,,
08/20/2007,4845.56,,201442,,-1157,,
08/21/2007,4845.03,,200171,,-1271,,
08/22/2007,4844.55,,199022,,-1149,,
08/23/2007,4844.03,,197786,,-1236,,
08/24/2007,4843.61,,196766,,-1020,,
08/25/2007,4843.14,,195680,,-1086,,
08/26/2007,4842.60,,194433,,-1247,,
08/27/2007,4842.14,,193333,,-1100,,
08/28/2007,4841.65,,192189,,-1144,,
08/29/2007,4841.03,,190773,,-1416,,
08/30/2007,4840.49,,189503,,-1270,,
08/31/2007,4839.95,,188261,,-1242,,
09/01/2007,4839.38,,186956,,-1305,,
09/02/2007,4838.97,,186022,,-934,,
09/03/2007,4838.47,,184887,,-1135,,
09/04/2007,4838.17,,184207,,-680,,
09/05/2007,4837.88,,183552,,-655,,
09/06/2007,4837.45,,182586,,-966,,
09/07/2007,4837.15,,181912,,-674,,
09/08/2007,4836.87,,181308,,-604,,
09/09/2007,4836.63,,180750,,-558,,
09/10/2007,4836.37,,180193,,-557,,
09/11/2007,4836.09,,179548,,-645,,
09/12/2007,4835.78,,178862,,-686,,
09/13/2007,--,,--,,--,,
09/14/2007,4834.82,,176744,,--,,
09/15/2007,4834.46,,175934,,-810,,
09/16/2007,4834.13,,175234,,-700,,
09/17/2007,4833.67,,174232,,-1002,,
09/18/2007,4833.39,,173625,,-607,,
09/19/2007,4833.17,,173148,,-477,,
09/20/2007,4832.90,,172564,,-584,,
09/21/2007,4832.60,,171918,,-646,,
09/22/2007,4832.32,,171315,,-603,,
09/23/2007,4832.04,,170715,,-600,,
09/24/2007,4831.73,,170052,,-663,,
09/25/2007,4831.47,,169497,,-555,,
09/26/2007,4831.30,,169134,,-363,,
09/27/2007,4830.95,,168412,,-722,,
09/28/2007,4830.65,,167755,,-657,,
09/29/2007,4830.33,,167099,,-656,,
09/30/2007,4830.21,,166825,,-274,,
10/01/2007,4829.78,,165921,,-904,,
10/02/2007,4829.37,,165061,,-860,,
10/03/2007,4828.91,,164101,,-960,,
10/04/2007,4828.49,,163248,,-853,,
10/05/2007,4828.04,,162295,,-953,,
10/06/2007,4827.53,,161263,,-1032,,
10/07/2007,4827.08,,160318,,-945,,
10/08/2007,4826.57,,159274,,-1044,,
10/09/2007,4826.34,,158806,,-468,,
10/10/2007,4826.17,,158440,,-366,,
10/11/2007,4825.67,,157446,,-994,,
10/12/2007,4825.21,,156497,,-949,,
10/13/2007,4824.74,,155572,,-925,,
10/14/2007,4824.11,,154310,,-1262,,
10/15/2007,4824.09,,154270,,-40,,
10/16/2007,4824.12,,154331,,61,,
10/17/2007,4824.14,,154371,,40,,
10/18/2007,4824.14,,154371,,0,,
10/19/2007,4824.22,,154550,,179,,
10/20/2007,4824.31,,154710,,160,,
10/21/2007,4824.34,,154770,,60,,
10/22/2007,4824.35,,154790,,20,,
10/23/2007,4824.37,,154830,,40,,
10/24/2007,4824.10,,154310,,-520,,
10/25/2007,4823.49,,153077,,-1233,,
10/26/2007,4823.52,,153136,,59,,
10/27/2007,4822.90,,151909,,-1227,,
10/28/2007,4822.31,,150767,,-1142,,
10/29/2007,4822.06,,150258,,-509,,
10/30/2007,4821.37,,148911,,-1347,,
10/31/2007,4821.16,,148503,,-408,,
11/01/2007,4820.78,,147767,,-736,,
11/02/2007,4820.68,,147573,,-194,,
11/03/2007,4820.45,,147129,,-444,,
11/04/2007,4819.97,,146205,,-924,,
11/05/2007,4819.55,,145399,,-806,,
11/06/2007,4819.12,,144578,,-821,,
11/07/2007,4818.61,,143608,,-970,,
11/08/2007,4818.29,,143003,,-605,,
11/09/2007,4817.85,,142191,,-812,,
11/10/2007,4817.58,,141683,,-508,,
11/11/2007,4817.41,,141346,,-337,,
11/12/2007,4817.19,,140934,,-412,,
11/13/2007,4817.16,,140878,,-56,,
11/14/2007,4817.13,,140821,,-57,,
11/15/2007,4817.02,,140616,,-205,,
11/16/2007,4816.94,,140466,,-150,,
11/17/2007,4816.81,,140224,,-242,,
11/18/2007,4816.37,,139405,,-819,,
11/19/2007,4816.27,,139220,,-185,,
11/20/2007,4816.21,,139108,,-112,,
11/21/2007,4816.09,,138886,,-222,,
11/22/2007,4816.01,,138737,,-149,,
11/23/2007,4815.80,,138331,,-406,,
11/24/2007,4815.55,,137888,,-443,,
11/25/2007,4815.21,,137263,,-625,,
11/26/2007,4815.09,,137042,,-221,,
11/27/2007,4814.97,,136823,,-219,,
11/28/2007,4814.85,,136603,,-220,,
11/29/2007,4814.68,,136292,,-311,,
11/30/2007,4814.54,,136036,,-256,,
12/01/2007,4814.03,,135109,,-927,,
12/02/2007,4813.57,,134274,,-835,,
12/03/2007,4813.43,,134022,,-252,,
12/04/2007,4813.19,,133589,,-433,,
12/05/2007,4813.01,,133264,,-325,,
12/06/2007,4813.06,,133372,,108,,
12/07/2007,4813.18,,133571,,199,,
12/08/2007,4812.85,,132978,,-593,,
12/09/2007,4812.60,,132529,,-449,,
12/10/2007,4812.46,,132278,,-251,,
12/11/2007,4812.44,,132243,,-35,,
12/12/2007,4812.44,,132243,,0,,
12/13/2007,4812.22,,131850,,-393,,
12/14/2007,4812.09,,131618,,-232,,
12/15/2007,4811.71,,130942,,-676,,
12/16/2007,4811.37,,130339,,-603,,
12/17/2007,4811.24,,130109,,-230,,
12/18/2007,4811.37,,130339,,230,,
12/19/2007,4811.43,,130463,,124,,
12/20/2007,4811.55,,130658,,195,,
12/21/2007,4811.37,,130356,,-302,,
12/22/2007,4811.13,,129914,,-442,,
12/23/2007,4810.87,,129474,,-440,,
12/24/2007,4810.94,,129562,,88,,
12/25/2007,4810.93,,129562,,0,,
12/26/2007,4810.84,,129403,,-159,,
12/27/2007,4810.76,,129262,,-141,,
12/28/2007,4810.78,,129298,,36,,
12/29/2007,4810.48,,128771,,-527,,
12/30/2007,4810.23,,128332,,-439,,
12/31/2007,4810.13,,128157,,-175,,
01/01/2008,4810.07,,128052,,-105,,
01/02/2008,4810.04,,128000,,-52,,
01/03/2008,4810.03,,128000,,0,,
01/04/2008,4810.56,,128928,,928,,
01/05/2008,4810.85,,129421,,493,,
01/06/2008,4810.97,,129633,,212,,
01/07/2008,4811.12,,129897,,264,,
01/08/2008,4811.16,,129985,,88,,
01/09/2008,4811.08,,129827,,-158,,
01/10/2008,4811.20,,130039,,212,,
01/11/2008,4810.60,,128981,,-1058,,
01/12/2008,4810.61,,128999,,18,,
01/13/2008,4810.67,,129104,,105,,
01/14/2008,4810.55,,128893,,-211,,
01/15/2008,4810.68,,129122,,229,,
01/16/2008,4810.74,,129245,,123,,
01/17/2008,4810.73,,129210,,-35,,
01/18/2008,4810.67,,129104,,-106,,
01/19/2008,4810.03,,127983,,-1121,,
01/20/2008,4809.45,,126973,,-1010,,
01/21/2008,4809.26,,126642,,-331,,
01/22/2008,4809.30,,126712,,70,,
01/23/2008,4809.31,,126729,,17,,
01/24/2008,4809.30,,126712,,-17,,
01/25/2008,4809.24,,126608,,-104,,
01/26/2008,4809.35,,126799,,191,,
01/27/2008,4809.58,,127198,,399,,
01/28/2008,4809.69,,127390,,192,,
01/29/2008,4809.80,,127581,,191,,
01/30/2008,4809.87,,127721,,140,,
01/31/2008,--,,127900,e,179,,
02/01/2008,4809.85,,127686,,-214,,
02/02/2008,4809.93,,127808,,122,,
02/03/2008,4809.99,,127930,,122,,
02/04/2008,4809.93,,127825,,-105,,
02/05/2008,4809.77,,127529,,-296,,
02/06/2008,4809.66,,127355,,-174,,
02/07/2008,4809.53,,127112,,-243,,
02/08/2008,4809.39,,126885,,-227,,
02/09/2008,4809.33,,126764,,-121,,
02/10/2008,4809.28,,126695,,-69,,
02/11/2008,4809.24,,126625,,-70,,
02/12/2008,4809.29,,126695,,70,,
02/13/2008,4809.49,,127042,,347,,
02/14/2008,4809.55,,127146,,104,,
02/15/2008,4809.69,,127390,,244,,
02/16/2008,4809.62,,127268,,-122,,
02/17/2008,4809.64,,127303,,35,,
02/18/2008,4809.70,,127407,,104,,
02/19/2008,4809.74,,127477,,70,,
02/20/2008,4809.73,,127459,,-18,,
02/21/2008,4809.76,,127511,,52,,
02/22/2008,4809.66,,127355,,-156,,
02/23/2008,4809.66,,127338,,-17,,
02/24/2008,4809.66,,127338,,0,,
02/25/2008,4809.65,,127320,,-18,,
02/26/2008,4809.85,,127669,,349,,
02/27/2008,4810.01,,127947,,278,,
02/28/2008,4810.08,,128070,,123,,
02/29/2008,4810.45,,128718,,648,,
03/01/2008,4810.62,,129017,,299,,
03/02/2008,4810.80,,129333,,316,,
03/03/2008,4810.99,,129668,,335,,
03/04/2008,4811.06,,129791,,123,,
03/05/2008,4811.26,,130144,,353,,
03/06/2008,4811.06,,129791,,-353,,
03/07/2008,4811.13,,129914,,123,,
03/08/2008,4811.17,,129985,,71,,
03/09/2008,4811.25,,130127,,142,,
03/10/2008,4811.34,,130286,,159,,
03/11/2008,4811.61,,130764,,478,,
03/12/2008,4811.89,,131262,,498,,
03/13/2008,4812.52,,132386,,1124,,
03/14/2008,4813.10,,133427,,1041,,
03/15/2008,4813.65,,134419,,992,,
03/16/2008,4813.97,,135000,,581,,
03/17/2008,4814.16,,135345,,345,,
03/18/2008,4814.55,,136054,,709,,
03/19/2008,4815.03,,136933,,879,,
03/20/2008,4815.53,,137852,,919,,
03/21/2008,4815.99,,138719,,867,,
03/22/2008,4816.49,,139628,,909,,
03/23/2008,4817.03,,140635,,1007,,
03/24/2008,4817.64,,141778,,1143,,
03/25/2008,4818.30,,143021,,1243,,
03/26/2008,4819.04,,144426,,1405,,
03/27/2008,4819.68,,145667,,1241,,
03/28/2008,4820.27,,146781,,1114,,
03/29/2008,4820.76,,147727,,946,,
03/30/2008,4821.24,,148659,,932,,
03/31/2008,4821.66,,149476,,817,,
04/01/2008,4822.11,,150356,,880,,
04/02/2008,4822.52,,151161,,805,,
04/03/2008,4822.97,,152048,,887,,
04/04/2008,4823.37,,152839,,791,,
04/05/2008,4824.12,,154331,,1492,,
04/06/2008,4824.69,,155471,,1140,,
04/07/2008,4825.22,,156537,,1066,,
04/08/2008,4825.70,,157507,,970,,
04/09/2008,4826.06,,158237,,730,,
04/10/2008,4826.44,,159010,,773,,
04/11/2008,4826.99,,160134,,1124,,
04/12/2008,4827.73,,161654,,1520,,
04/13/2008,4828.66,,163580,,1926,,
04/14/2008,4829.58,,165522,,1942,,
04/15/2008,4830.31,,167036,,1514,,
04/16/2008,4830.87,,168221,,1185,,
04/17/2008,4831.49,,169540,,1319,,
04/18/2008,4832.31,,171315,,1775,,
04/19/2008,4833.13,,173061,,1746,,
04/20/2008,4833.72,,174342,,1281,,
04/21/2008,4834.18,,175344,,1002,,
04/22/2008,4834.62,,176306,,962,,
04/23/2008,4835.08,,177316,,1010,,
04/24/2008,4835.42,,178065,,749,,
04/25/2008,4835.85,,179016,,951,,
04/26/2008,4836.41,,180260,,1244,,
04/27/2008,4837.28,,182204,,1944,,
04/28/2008,4838.35,,184615,,2411,,
04/29/2008,4839.31,,186796,,2181,,
04/30/2008,4840.03,,188445,,1649,,
05/01/2008,4840.61,,189779,,1334,,
05/02/2008,4841.19,,191121,,1342,,
05/03/2008,4841.78,,192493,,1372,,
05/04/2008,4842.45,,194058,,1565,,
05/05/2008,4843.16,,195750,,1692,,
05/06/2008,4843.99,,197714,,1964,,
05/07/2008,4844.82,,199667,,1953,,
05/08/2008,4845.51,,201321,,1654,,
05/09/2008,4846.14,,202841,,1520,,
05/10/2008,4846.74,,204294,,1453,,
05/11/2008,4847.37,,205852,,1558,,
05/12/2008,4847.99,,207346,,1494,,
05/13/2008,4848.46,,208501,,1155,,
05/14/2008,4849.03,,209933,,1432,,
05/15/2008,4849.88,,212019,,2086,,
05/16/2008,4850.68,,214020,,2001,,
05/17/2008,4851.53,,216160,,2140,,
05/18/2008,4852.37,,218313,,2153,,
05/19/2008,4853.12,,220201,,1888,,
05/20/2008,4853.89,,222177,,1976,,
05/21/2008,4854.60,,224009,,1832,,
05/22/2008,4855.24,,225696,,1687,,
05/23/2008,4855.83,,227209,,1513,,
05/24/2008,4856.02,,227706,,497,,
05/25/2008,4856.65,,229359,,1653,,
05/26/2008,4857.12,,230599,,1240,,
05/27/2008,4857.48,,231550,,951,,
05/28/2008,4857.88,,232611,,1061,,
05/29/2008,4858.21,,233489,,878,,
05/30/2008,4858.44,,234102,,613,,
05/31/2008,4858.71,,234824,,722,,
06/01/2008,4858.93,,235413,,589,,
06/02/2008,4859.14,,235976,,563,,
06/03/2008,4859.29,,236378,,402,,
06/04/2008,4859.57,,237131,,753,,
06/05/2008,4860.02,,238345,,1214,,
06/06/2008,4860.37,,239292,,947,,
06/07/2008,4860.78,,240405,,1113,,
06/08/2008,4861.18,,241494,,1089,,
06/09/2008,4861.19,,241520,,26,,
06/10/2008,4861.41,,242121,,601,,
06/11/2008,4861.65,,242776,,655,,
06/12/2008,4861.85,,243325,,549,,
06/13/2008,4861.93,,243544,,219,,
06/14/2008,--,,243544,,0,,
06/15/2008,4862.08,,243955,,411,,
06/16/2008,4862.20,,244285,,330,,
06/17/2008,4862.32,,244614,,329,,
06/18/2008,4862.43,,244945,,331,,
06/19/2008,4862.49,,245083,,138,,
06/20/2008,4862.33,,244642,,-441,,
06/21/2008,4862.20,,244285,,-357,,
06/22/2008,4862.04,,243846,,-439,,
06/23/2008,4861.93,,243544,,-302,,
06/24/2008,4861.80,,243187,,-357,,
06/25/2008,4861.71,,242941,,-246,,
06/26/2008,4861.58,,242585,,-356,,
06/27/2008,4861.33,,241902,,-683,,
06/28/2008,4861.06,,241166,,-736,,
06/29/2008,4860.78,,240405,,-761,,
06/30/2008,4860.55,,239779,,-626,,
07/01/2008,4860.36,,239264,,-515,,
07/02/2008,4860.05,,238425,,-839,,
07/03/2008,4859.81,,237778,,-647,,
07/04/2008,4859.60,,237212,,-566,,
07/05/2008,4859.37,,236594,,-618,,
07/06/2008,4858.96,,235493,,-1101,,
07/07/2008,4858.34,,233835,,-1658,,
07/08/2008,4857.93,,232745,,-1090,,
07/09/2008,4857.40,,231312,,-1433,,
07/10/2008,4857.19,,230783,,-529,,
07/11/2008,4856.95,,230150,,-633,,
07/12/2008,4856.71,,229517,,-633,,
07/13/2008,4856.27,,228361,,-1156,,
07/14/2008,4855.90,,227392,,-969,,
07/15/2008,4855.51,,226373,,-1019,,
07/16/2008,4855.40,,226086,,-287,,
07/17/2008,4855.39,,226061,,-25,,
07/18/2008,4855.32,,225878,,-183,,
07/19/2008,4855.15,,225436,,-442,,
07/20/2008,4855.01,,225072,,-364,,
07/21/2008,4854.92,,224838,,-234,,
07/22/2008,4854.76,,224423,,-415,,
07/23/2008,4854.61,,224035,,-388,,
07/24/2008,4854.53,,223829,,-206,,
07/25/2008,4854.42,,223543,,-286,,
07/26/2008,4854.31,,223259,,-284,,
07/27/2008,4854.24,,223079,,-180,,
07/28/2008,4854.28,,223183,,104,,
07/29/2008,4854.22,,223027,,-156,,
07/30/2008,4854.05,,222588,,-439,,
07/31/2008,4853.98,,222408,,-180,,
08/01/2008,4853.87,,222150,,-258,,
