Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
12/10/2006,5928.27,,3321,,24,,
12/11/2006,5928.27,,3321,,0,,
12/12/2006,5928.32,,3359,,38,,
12/13/2006,5928.41,,3429,,70,,
12/14/2006,5928.52,,3515,,86,,
12/15/2006,5928.62,,3593,,78,,
12/16/2006,5928.62,,3593,,0,,
12/17/2006,5928.59,,3569,,-24,,
12/18/2006,5928.56,,3546,,-23,,
12/19/2006,5928.54,,3530,,-16,,
12/20/2006,5928.51,,3507,,-23,,
12/21/2006,5928.58,,3562,,55,,
12/22/2006,5928.54,,3530,,-32,,
12/23/2006,5928.52,,3515,,-15,,
12/24/2006,5928.50,,3499,,-16,,
12/25/2006,5928.44,,3452,,-47,,
12/26/2006,5928.49,,3492,,40,,
12/27/2006,5928.52,,3515,,23,,
12/28/2006,5928.49,,3492,,-23,,
12/29/2006,5928.47,,3476,,-16,,
12/30/2006,5928.45,,3460,,-16,,
12/31/2006,5928.43,,3445,,-15,,
01/01/2007,5928.41,,3429,,-16,,
01/02/2007,5928.39,,3414,,-15,,
01/03/2007,5928.41,,3429,,15,,
01/04/2007,5928.58,,3562,,133,,
01/05/2007,5928.55,,3538,,-24,,
01/06/2007,5928.53,,3522,,-16,,
01/07/2007,5928.51,,3507,,-15,,
01/08/2007,5928.50,,3499,,-8,,
01/09/2007,5928.48,,3484,,-15,,
01/10/2007,5928.47,,3476,,-8,,
01/11/2007,5928.46,,3468,,-8,,
01/12/2007,5928.43,,3445,,-23,,
01/13/2007,5928.41,,3429,,-16,,
01/14/2007,5928.39,,3414,,-15,,
01/15/2007,5928.37,,3398,,-16,,
01/16/2007,5928.36,,3390,,-8,,
01/17/2007,5928.34,,3375,,-15,,
01/18/2007,5928.33,,3367,,-8,,
01/19/2007,5928.32,,3359,,-8,,
01/20/2007,5928.32,,3359,,0,,
01/21/2007,5928.30,,3344,,-15,,
01/22/2007,5928.29,,3336,,-8,,
01/23/2007,5928.28,,3328,,-8,,
01/24/2007,5928.27,,3321,,-7,,
01/25/2007,5928.27,,3321,,0,,
01/26/2007,5928.27,,3321,,0,,
01/27/2007,5928.26,,3313,,-8,,
01/28/2007,5928.26,,3313,,0,,
01/29/2007,5928.26,,3313,,0,,
01/30/2007,5928.26,,3313,,0,,
01/31/2007,5928.26,,3313,,0,,
02/01/2007,5928.25,,3305,,-8,,
02/02/2007,5928.25,,3305,,0,,
02/03/2007,5928.24,,3297,,-8,,
02/04/2007,5928.24,,3297,,0,,
02/05/2007,5928.25,,3305,,8,,
02/06/2007,5928.25,,3305,,0,,
02/07/2007,5928.29,,3336,,31,,
02/08/2007,5928.37,,3398,,62,,
02/09/2007,5928.51,,3507,,109,,
02/10/2007,--,,--,,--,,
02/11/2007,5928.93,,3835,,--,,
02/12/2007,5928.92,,3827,,-8,,
02/13/2007,5928.89,,3804,,-23,,
02/14/2007,5928.86,,3780,,-24,,
02/15/2007,5928.83,,3757,,-23,,
02/16/2007,5928.81,,3741,,-16,,
02/17/2007,5928.81,,3741,,0,,
02/18/2007,5928.82,,3749,,8,,
02/19/2007,5928.81,,3741,,-8,,
02/20/2007,5928.75,,3694,,-47,,
02/21/2007,5928.73,,3678,,-16,,
02/22/2007,5928.82,,3749,,71,,
02/23/2007,5928.80,,3733,,-16,,
02/24/2007,5928.82,,3749,,16,,
02/25/2007,5928.92,,3827,,78,,
02/26/2007,5929.07,,3945,,118,,
02/27/2007,5929.01,,3898,,-47,,
02/28/2007,5928.95,,3851,,-47,,
03/01/2007,5928.89,,3804,,-47,,
03/02/2007,5928.84,,3764,,-40,,
03/03/2007,5928.80,,3733,,-31,,
03/04/2007,5928.76,,3702,,-31,,
03/05/2007,5928.73,,3678,,-24,,
03/06/2007,5928.72,,3671,,-7,,
03/07/2007,5928.73,,3678,,7,,
03/08/2007,5928.73,,3678,,0,,
03/09/2007,5928.74,,3686,,8,,
03/10/2007,5928.75,,3694,,8,,
03/11/2007,5928.77,,3710,,16,,
03/12/2007,5928.84,,3764,,54,,
03/13/2007,5928.97,,3867,,103,,
03/14/2007,5929.12,,3984,,117,,
03/15/2007,5929.27,,4102,,118,,
03/16/2007,5929.44,,4236,,134,,
03/17/2007,5929.64,,4395,,159,,
03/18/2007,5929.83,,4546,,151,,
03/19/2007,5930.00,,4704,,158,,
03/20/2007,5930.17,,4839,,135,,
03/21/2007,5930.29,,4936,,97,,
03/22/2007,5930.39,,5016,,80,,
03/23/2007,--,,--,,--,,
03/24/2007,--,,--,,--,,
03/25/2007,--,,--,,--,,
03/26/2007,5931.09,,5581,,--,,
03/27/2007,5931.26,,5719,,138,,
03/28/2007,5931.36,,5800,,81,,
03/29/2007,5931.45,,5874,,74,,
03/30/2007,5931.55,,5955,,81,,
03/31/2007,5931.68,,6061,,106,,
04/01/2007,5931.84,,6192,,131,,
04/02/2007,5932.00,,6323,,131,,
04/03/2007,5932.15,,6447,,124,,
04/04/2007,5932.32,,6587,,140,,
04/05/2007,5932.48,,6719,,132,,
04/06/2007,5932.68,,6884,,165,,
04/07/2007,5932.92,,7083,,199,,
04/08/2007,5933.14,,7266,,183,,
04/09/2007,5933.35,,7442,,176,,
04/10/2007,5933.51,,7575,,133,,
04/11/2007,5933.66,,7701,,126,,
04/12/2007,5933.78,,7801,,100,,
04/13/2007,5933.88,,7886,,85,,
04/14/2007,5933.99,,7978,,92,,
04/15/2007,5934.07,,8045,,67,,
04/16/2007,5935.15,,8961,,916,,
04/17/2007,5934.26,,8206,,-755,,
04/18/2007,5934.36,,8290,,84,,
04/19/2007,--,,--,,--,,
04/20/2007,5934.50,,8409,,--,,
04/21/2007,--,,--,,--,,
04/22/2007,5934.72,,8596,,--,,
04/23/2007,5934.80,,8663,,67,,
04/24/2007,5934.91,,8757,,94,,
04/25/2007,5935.05,,8876,,119,,
04/26/2007,5935.21,,9013,,137,,
04/27/2007,5935.40,,9175,,162,,
04/28/2007,5935.62,,9364,,189,,
04/29/2007,5935.78,,9501,,137,,
04/30/2007,--,,--,,--,,
05/01/2007,5935.78,,9501,,--,,
05/02/2007,5935.82,,9535,,34,,
05/03/2007,5935.68,,9415,,-120,,
05/04/2007,5935.59,,9338,,-77,,
05/05/2007,5935.48,,9244,,-94,,
05/06/2007,5935.38,,9158,,-86,,
05/07/2007,5935.38,,9158,,0,,
05/08/2007,5935.47,,9235,,77,,
05/09/2007,5935.60,,9347,,112,,
05/10/2007,5935.75,,9475,,128,,
05/11/2007,5935.83,,9544,,69,,
05/12/2007,5935.86,,9570,,26,,
05/13/2007,5935.87,,9579,,9,,
05/14/2007,5935.86,,9570,,-9,,
05/15/2007,5935.86,,9570,,0,,
05/16/2007,5935.86,,9570,,0,,
05/17/2007,5935.83,,9544,,-26,,
05/18/2007,5935.83,,9544,,0,,
05/19/2007,5935.84,,9552,,8,,
05/20/2007,--,,--,,--,,
05/21/2007,5935.85,,9561,,--,,
05/22/2007,5935.82,,9535,,-26,,
05/23/2007,5935.82,,9535,,0,,
05/24/2007,5935.84,,9552,,17,,
05/25/2007,5935.85,,9561,,9,,
05/26/2007,5935.86,,9570,,9,,
05/27/2007,5935.86,,9570,,0,,
05/28/2007,5935.88,,9587,,17,,
05/29/2007,5935.87,,9579,,-8,,
05/30/2007,5935.84,,9552,,-27,,
05/31/2007,5935.80,,9518,,-34,,
06/01/2007,5935.76,,9484,,-34,,
06/02/2007,5935.74,,9467,,-17,,
06/03/2007,5935.70,,9432,,-35,,
06/04/2007,5935.68,,9415,,-17,,
06/05/2007,5935.68,,9415,,0,,
06/06/2007,5935.72,,9450,,35,,
06/07/2007,5935.73,,9458,,8,,
06/08/2007,5935.74,,9467,,9,,
06/09/2007,5935.75,,9475,,8,,
06/10/2007,5935.76,,9484,,9,,
06/11/2007,5935.77,,9492,,8,,
06/12/2007,5935.78,,9501,,9,,
06/13/2007,5935.78,,9501,,0,,
06/14/2007,5935.79,,9510,,9,,
06/15/2007,5935.79,,9510,,0,,
06/16/2007,5935.79,,9510,,0,,
06/17/2007,5935.79,,9510,,0,,
06/18/2007,5935.78,,9501,,-9,,
06/19/2007,--,,--,,--,,
06/20/2007,5935.76,,9484,,--,,
06/21/2007,5935.75,,9475,,-9,,
06/22/2007,5935.74,,9467,,-8,,
06/23/2007,5935.71,,9441,,-26,,
06/24/2007,5935.69,,9424,,-17,,
06/25/2007,5935.69,,9424,,0,,
06/26/2007,5935.68,,9415,,-9,,
06/27/2007,5935.66,,9398,,-17,,
06/28/2007,5935.64,,9381,,-17,,
06/29/2007,5935.62,,9364,,-17,,
06/30/2007,5935.60,,9347,,-17,,
07/01/2007,5935.58,,9329,,-18,,
07/02/2007,5935.56,,9312,,-17,,
07/03/2007,5935.56,,9312,,0,,
07/04/2007,5935.55,,9303,,-9,,
07/05/2007,5935.53,,9286,,-17,,
07/06/2007,5935.52,,9278,,-8,,
07/07/2007,5935.50,,9261,,-17,,
07/08/2007,5935.49,,9252,,-9,,
07/09/2007,5935.48,,9244,,-8,,
07/10/2007,5935.47,,9235,,-9,,
07/11/2007,5935.46,,9226,,-9,,
07/12/2007,5935.43,,9201,,-25,,
07/13/2007,5935.42,,9192,,-9,,
07/14/2007,5935.39,,9167,,-25,,
07/15/2007,5935.38,,9158,,-9,,
07/16/2007,5935.35,,9132,,-26,,
07/17/2007,5935.32,,9107,,-25,,
07/18/2007,5935.30,,9089,,-18,,
07/19/2007,5935.27,,9064,,-25,,
07/20/2007,5935.26,,9055,,-9,,
07/21/2007,5935.23,,9030,,-25,,
07/22/2007,5935.21,,9013,,-17,,
07/23/2007,5935.19,,8996,,-17,,
07/24/2007,5935.17,,8979,,-17,,
07/25/2007,5935.16,,8970,,-9,,
07/26/2007,5935.13,,8944,,-26,,
07/27/2007,5935.11,,8927,,-17,,
07/28/2007,5935.09,,8910,,-17,,
07/29/2007,5935.07,,8893,,-17,,
07/30/2007,5935.04,,8868,,-25,,
07/31/2007,5935.02,,8851,,-17,,
08/01/2007,5935.00,,8834,,-17,,
08/02/2007,5934.97,,8808,,-26,,
08/03/2007,5934.94,,8782,,-26,,
08/04/2007,5934.91,,8757,,-25,,
08/05/2007,5934.89,,8740,,-17,,
08/06/2007,5934.85,,8706,,-34,,
08/07/2007,5934.83,,8689,,-17,,
08/08/2007,5934.80,,8663,,-26,,
08/09/2007,5934.77,,8638,,-25,,
08/10/2007,5934.75,,8621,,-17,,
08/11/2007,5934.73,,8604,,-17,,
08/12/2007,5934.70,,8579,,-25,,
08/13/2007,5934.68,,8562,,-17,,
08/14/2007,5934.66,,8545,,-17,,
08/15/2007,5934.63,,8519,,-26,,
08/16/2007,5934.60,,8494,,-25,,
08/17/2007,5934.58,,8477,,-17,,
08/18/2007,5934.55,,8451,,-26,,
08/19/2007,5934.51,,8417,,-34,,
08/20/2007,5934.49,,8401,,-16,,
08/21/2007,5934.47,,8384,,-17,,
08/22/2007,5934.46,,8375,,-9,,
08/23/2007,5934.44,,8358,,-17,,
08/24/2007,5934.43,,8350,,-8,,
08/25/2007,5934.41,,8333,,-17,,
08/26/2007,5934.39,,8316,,-17,,
08/27/2007,5934.37,,8299,,-17,,
08/28/2007,5934.37,,8299,,0,,
08/29/2007,5934.35,,8282,,-17,,
08/30/2007,5934.34,,8273,,-9,,
08/31/2007,5934.33,,8265,,-8,,
09/01/2007,5934.31,,8248,,-17,,
09/02/2007,5934.29,,8231,,-17,,
09/03/2007,5934.26,,8206,,-25,,
09/04/2007,5934.23,,8181,,-25,,
09/05/2007,5934.21,,8164,,-17,,
09/06/2007,5934.19,,8147,,-17,,
09/07/2007,5934.17,,8130,,-17,,
09/08/2007,5934.15,,8113,,-17,,
09/09/2007,5934.14,,8105,,-8,,
09/10/2007,5934.12,,8088,,-17,,
09/11/2007,5934.10,,8071,,-17,,
09/12/2007,5934.08,,8054,,-17,,
09/13/2007,--,,--,,--,,
09/14/2007,5934.03,,8012,,--,,
09/15/2007,5934.00,,7987,,-25,,
09/16/2007,5933.99,,7978,,-9,,
09/17/2007,5933.97,,7962,,-16,,
09/18/2007,5933.95,,7945,,-17,,
09/19/2007,5933.93,,7928,,-17,,
09/20/2007,5933.91,,7911,,-17,,
09/21/2007,5933.90,,7902,,-9,,
09/22/2007,5933.88,,7886,,-16,,
09/23/2007,5933.86,,7869,,-17,,
09/24/2007,5933.85,,7861,,-8,,
09/25/2007,5933.84,,7852,,-9,,
09/26/2007,5933.82,,7835,,-17,,
09/27/2007,5933.81,,7827,,-8,,
09/28/2007,5933.81,,7827,,0,,
09/29/2007,5933.80,,7818,,-9,,
09/30/2007,5933.75,,7776,,-42,,
10/01/2007,5933.77,,7793,,17,,
10/02/2007,5933.74,,7768,,-25,,
10/03/2007,5933.69,,7726,,-42,,
10/04/2007,5933.66,,7701,,-25,,
10/05/2007,5933.67,,7709,,8,,
10/06/2007,5933.65,,7692,,-16,,
10/07/2007,5933.64,,7684,,-9,,
10/08/2007,5933.64,,7684,,0,,
10/09/2007,5933.61,,7659,,-25,,
10/10/2007,5933.65,,7692,,34,,
10/11/2007,5933.65,,7692,,0,,
10/12/2007,5933.65,,7692,,0,,
10/13/2007,--,,--,,--,,
10/14/2007,5933.63,,7676,,--,,
10/15/2007,5933.61,,7659,,-17,,
10/16/2007,5933.60,,7651,,-8,,
10/17/2007,5933.57,,7625,,-26,,
10/18/2007,5933.49,,7559,,-66,,
10/19/2007,5933.46,,7533,,-26,,
10/20/2007,5933.24,,7350,,-183,,
10/21/2007,5932.95,,7108,,-242,,
10/22/2007,5932.67,,6876,,-232,,
10/23/2007,5932.38,,6636,,-240,,
10/24/2007,5932.09,,6397,,-239,,
10/25/2007,5931.79,,6151,,-246,,
10/26/2007,5931.52,,5931,,-220,,
10/27/2007,5931.25,,5711,,-220,,
10/28/2007,5931.01,,5516,,-195,,
10/29/2007,5930.79,,5338,,-178,,
10/30/2007,5930.55,,5144,,-194,,
10/31/2007,5930.32,,4960,,-184,,
11/01/2007,5930.11,,4791,,-169,,
11/02/2007,5929.91,,4609,,-182,,
11/03/2007,5929.73,,4466,,-143,,
11/04/2007,5929.53,,4308,,-158,,
11/05/2007,5929.37,,4181,,-127,,
11/06/2007,5929.23,,4071,,-110,,
11/07/2007,5929.11,,3976,,-95,,
11/08/2007,5929.00,,3890,,-86,,
11/09/2007,5928.91,,3819,,-71,,
11/10/2007,5928.86,,3780,,-39,,
11/11/2007,5928.83,,3757,,-23,,
11/12/2007,5928.76,,3702,,-55,,
11/13/2007,5928.70,,3655,,-47,,
11/14/2007,5928.66,,3624,,-31,,
11/15/2007,5928.60,,3577,,-47,,
11/16/2007,5928.56,,3546,,-31,,
11/17/2007,5928.52,,3515,,-31,,
11/18/2007,5928.46,,3468,,-47,,
11/19/2007,5928.47,,3476,,8,,
11/20/2007,5928.43,,3445,,-31,,
11/21/2007,5928.40,,3421,,-24,,
11/22/2007,5928.37,,3398,,-23,,
11/23/2007,5928.34,,3375,,-23,,
11/24/2007,5928.32,,3359,,-16,,
11/25/2007,5928.29,,3336,,-23,,
11/26/2007,5928.28,,3328,,-8,,
11/27/2007,5928.25,,3305,,-23,,
11/28/2007,5928.24,,3297,,-8,,
11/29/2007,5928.21,,3274,,-23,,
11/30/2007,5928.20,,3266,,-8,,
12/01/2007,5928.18,,3251,,-15,,
12/02/2007,--,,--,,--,,
12/03/2007,5928.11,,3197,,--,,
12/04/2007,5928.14,,3220,,23,,
12/05/2007,5928.14,,3220,,0,,
12/06/2007,--,,--,,--,,
12/07/2007,5928.27,,3321,,--,,
12/08/2007,5928.25,,3305,,-16,,
12/09/2007,5928.23,,3290,,-15,,
12/10/2007,5928.22,,3282,,-8,,
12/11/2007,5928.20,,3266,,-16,,
12/12/2007,5928.19,,3258,,-7,,
12/13/2007,5928.18,,3251,,-8,,
12/14/2007,5928.16,,3235,,-16,,
12/15/2007,5928.15,,3228,,-7,,
12/16/2007,5928.14,,3220,,-8,,
12/17/2007,5928.17,,3243,,23,,
12/18/2007,5928.22,,3282,,39,,
12/19/2007,5928.24,,3297,,15,,
12/20/2007,5928.33,,3367,,70,,
12/21/2007,5928.31,,3352,,-15,,
12/22/2007,5928.29,,3336,,-16,,
12/23/2007,5928.28,,3328,,-8,,
12/24/2007,5928.26,,3313,,-15,,
12/25/2007,5928.24,,3297,,-16,,
12/26/2007,5928.24,,3297,,0,,
12/27/2007,5928.21,,3274,,-23,,
12/28/2007,5928.22,,3282,,8,,
12/29/2007,5928.21,,3274,,-8,,
12/30/2007,5928.21,,3274,,0,,
12/31/2007,5928.20,,3266,,-8,,
01/01/2008,5928.20,,3266,,0,,
01/02/2008,5928.17,,3243,,-23,,
01/03/2008,5928.14,,3220,,-23,,
01/04/2008,5928.52,,3515,,295,,
01/05/2008,5928.72,,3671,,156,,
01/06/2008,5928.76,,3702,,31,,
01/07/2008,5928.70,,3655,,-47,,
01/08/2008,5928.73,,3678,,23,,
01/09/2008,5928.68,,3640,,-38,,
01/10/2008,5928.65,,3616,,-24,,
01/11/2008,5928.61,,3585,,-31,,
01/12/2008,5928.58,,3562,,-23,,
01/13/2008,5928.55,,3538,,-24,,
01/14/2008,5928.51,,3507,,-31,,
01/15/2008,5928.48,,3484,,-23,,
01/16/2008,5928.46,,3468,,-16,,
01/17/2008,5928.44,,3452,,-16,,
01/18/2008,5928.42,,3437,,-15,,
01/19/2008,5928.38,,3406,,-31,,
01/20/2008,5928.38,,3406,,0,,
01/21/2008,5928.40,,3421,,15,,
01/22/2008,5928.39,,3414,,-7,,
01/23/2008,5928.37,,3398,,-16,,
01/24/2008,5928.39,,3414,,16,,
01/25/2008,5928.43,,3445,,31,,
01/26/2008,5928.40,,3421,,-24,,
01/27/2008,5928.44,,3452,,31,,
01/28/2008,5928.51,,3507,,55,,
01/29/2008,5928.52,,3515,,8,,
01/30/2008,5928.51,,3507,,-8,,
01/31/2008,5928.56,,3546,,39,,
02/01/2008,5928.54,,3530,,-16,,
02/02/2008,5928.64,,3608,,78,,
02/03/2008,5928.64,,3608,,0,,
02/04/2008,5928.60,,3577,,-31,,
02/05/2008,5928.56,,3546,,-31,,
02/06/2008,5928.54,,3530,,-16,,
02/07/2008,5928.50,,3499,,-31,,
02/08/2008,5928.48,,3484,,-15,,
02/09/2008,5928.46,,3468,,-16,,
02/10/2008,5928.44,,3452,,-16,,
02/11/2008,5928.43,,3445,,-7,,
02/12/2008,5928.42,,3437,,-8,,
02/13/2008,5928.43,,3445,,8,,
02/14/2008,5928.41,,3429,,-16,,
02/15/2008,5928.41,,3429,,0,,
02/16/2008,5928.39,,3414,,-15,,
02/17/2008,5928.40,,3421,,7,,
02/18/2008,5928.40,,3421,,0,,
02/19/2008,5928.40,,3421,,0,,
02/20/2008,5928.41,,3429,,8,,
02/21/2008,5928.45,,3460,,31,,
02/22/2008,5928.49,,3492,,32,,
02/23/2008,5928.54,,3530,,38,,
02/24/2008,5928.62,,3593,,63,,
02/25/2008,5928.60,,3577,,-16,,
02/26/2008,5928.58,,3562,,-15,,
02/27/2008,5928.57,,3554,,-8,,
02/28/2008,5928.57,,3554,,0,,
02/29/2008,5928.58,,3562,,8,,
03/01/2008,5928.61,,3585,,23,,
03/02/2008,5928.60,,3577,,-8,,
03/03/2008,5928.60,,3577,,0,,
03/04/2008,5928.60,,3577,,0,,
03/05/2008,5928.61,,3585,,8,,
03/06/2008,5928.61,,3585,,0,,
03/07/2008,5928.61,,3585,,0,,
03/08/2008,5928.61,,3585,,0,,
03/09/2008,5928.62,,3593,,8,,
03/10/2008,5928.64,,3608,,15,,
03/11/2008,5928.67,,3632,,24,,
03/12/2008,5928.68,,3640,,8,,
03/13/2008,5928.83,,3757,,117,,
03/14/2008,5928.91,,3819,,62,,
03/15/2008,5928.93,,3835,,16,,
03/16/2008,5928.89,,3804,,-31,,
03/17/2008,5928.86,,3780,,-24,,
03/18/2008,5928.85,,3772,,-8,,
03/19/2008,5928.88,,3796,,24,,
03/20/2008,5928.88,,3796,,0,,
03/21/2008,5928.88,,3796,,0,,
03/22/2008,5928.88,,3796,,0,,
03/23/2008,5928.89,,3804,,8,,
03/24/2008,5928.91,,3819,,15,,
03/25/2008,5928.94,,3843,,24,,
03/26/2008,5929.02,,3906,,63,,
03/27/2008,5929.04,,3921,,15,,
03/28/2008,5929.04,,3921,,0,,
03/29/2008,5929.06,,3937,,16,,
03/30/2008,5929.04,,3921,,-16,,
03/31/2008,5929.02,,3906,,-15,,
04/01/2008,5929.00,,3890,,-16,,
04/02/2008,5928.99,,3882,,-8,,
04/03/2008,5929.00,,3890,,8,,
04/04/2008,5929.03,,3913,,23,,
04/05/2008,5929.04,,3921,,8,,
04/06/2008,5929.06,,3937,,16,,
04/07/2008,5929.08,,3953,,16,,
04/08/2008,5929.08,,3953,,0,,
04/09/2008,5929.07,,3945,,-8,,
04/10/2008,5929.09,,3960,,15,,
04/11/2008,5929.12,,3984,,24,,
04/12/2008,5929.20,,4047,,63,,
04/13/2008,5929.32,,4142,,95,,
04/14/2008,5929.41,,4213,,71,,
04/15/2008,5929.53,,4308,,95,,
04/16/2008,5929.64,,4395,,87,,
04/17/2008,5929.81,,4530,,135,,
04/18/2008,5930.02,,4719,,189,,
04/19/2008,5930.20,,4864,,145,,
04/20/2008,5930.36,,4992,,128,,
04/21/2008,5930.47,,5080,,88,,
04/22/2008,5930.58,,5169,,89,,
04/23/2008,5930.70,,5266,,97,,
04/24/2008,5930.78,,5330,,64,,
04/25/2008,5930.87,,5403,,73,,
04/26/2008,5931.06,,5556,,154,,
04/27/2008,5931.34,,5784,,227,,
04/28/2008,5931.68,,6061,,277,,
04/29/2008,5931.93,,6266,,205,,
04/30/2008,5932.13,,6430,,164,,
05/01/2008,5932.29,,6562,,132,,
05/02/2008,5932.45,,6694,,132,,
05/03/2008,5932.64,,6851,,157,,
05/04/2008,5932.83,,7009,,158,,
05/05/2008,5933.05,,7191,,182,,
05/06/2008,5933.36,,7450,,259,,
05/07/2008,5933.66,,7701,,251,,
05/08/2008,5933.91,,7911,,210,,
05/09/2008,5934.12,,8088,,177,,
05/10/2008,5934.33,,8265,,177,,
05/11/2008,5934.55,,8451,,186,,
05/12/2008,5934.69,,8570,,119,,
05/13/2008,5934.74,,8613,,43,,
05/14/2008,5934.88,,8731,,118,,
05/15/2008,5935.06,,8885,,154,,
05/16/2008,5934.91,,8757,,-128,,
05/17/2008,5934.58,,8477,,-280,,
05/18/2008,5934.25,,8197,,-280,,
05/19/2008,5934.12,,8088,,-109,,
05/20/2008,5934.32,,8256,,168,,
05/21/2008,5934.49,,8401,,145,,
05/22/2008,5934.61,,8502,,101,,
05/23/2008,5934.73,,8604,,102,,
05/24/2008,5934.85,,8706,,102,,
05/25/2008,5934.98,,8817,,111,,
05/26/2008,5935.10,,8919,,102,,
05/27/2008,5935.19,,8996,,77,,
05/28/2008,5935.28,,9072,,76,,
05/29/2008,5935.35,,9132,,60,,
05/30/2008,5935.45,,9218,,86,,
05/31/2008,5935.52,,9278,,60,,
06/01/2008,5935.61,,9355,,77,,
06/02/2008,5935.67,,9406,,52,,
06/03/2008,5935.73,,9458,,51,,
06/04/2008,5935.80,,9518,,60,,
06/05/2008,5935.85,,9561,,43,,
06/06/2008,5935.89,,9596,,35,,
06/07/2008,5935.93,,9630,,34,,
06/08/2008,5935.88,,9587,,-43,,
06/09/2008,5935.86,,9570,,-17,,
06/10/2008,5935.85,,9561,,-9,,
06/11/2008,5935.84,,9552,,-9,,
06/12/2008,5935.82,,9535,,-17,,
06/13/2008,5935.83,,9544,,9,,
06/14/2008,5935.83,,9544,,0,,
06/15/2008,5935.83,,9544,,0,,
06/16/2008,5935.83,,9544,,0,,
06/17/2008,5935.83,,9544,,0,,
06/18/2008,5935.84,,9552,,8,,
06/19/2008,5935.85,,9561,,9,,
06/20/2008,5935.86,,9570,,9,,
06/21/2008,5935.86,,9570,,0,,
06/22/2008,5935.86,,9570,,0,,
06/23/2008,5935.86,,9570,,0,,
06/24/2008,5935.86,,9570,,0,,
06/25/2008,5935.86,,9570,,0,,
06/26/2008,5935.87,,9579,,9,,
06/27/2008,5935.87,,9579,,0,,
06/28/2008,5935.86,,9570,,-9,,
06/29/2008,5935.86,,9570,,0,,
06/30/2008,5935.85,,9561,,-9,,
07/01/2008,5935.85,,9561,,0,,
07/02/2008,5935.84,,9552,,-9,,
07/03/2008,5935.83,,9544,,-8,,
07/04/2008,5935.82,,9535,,-9,,
07/05/2008,5935.81,,9527,,-8,,
07/06/2008,5935.79,,9510,,-17,,
07/07/2008,5935.78,,9501,,-9,,
07/08/2008,5935.77,,9492,,-9,,
07/09/2008,5935.76,,9484,,-8,,
07/10/2008,5935.75,,9475,,-9,,
07/11/2008,5935.74,,9467,,-8,,
07/12/2008,5935.73,,9458,,-9,,
07/13/2008,5935.73,,9458,,0,,
07/14/2008,5935.71,,9441,,-17,,
07/15/2008,5935.70,,9432,,-9,,
07/16/2008,5935.68,,9415,,-17,,
07/17/2008,5935.65,,9389,,-26,,
07/18/2008,5935.63,,9372,,-17,,
07/19/2008,5935.61,,9355,,-17,,
07/20/2008,5935.60,,9347,,-8,,
07/21/2008,5935.58,,9329,,-18,,
07/22/2008,5935.56,,9312,,-17,,
07/23/2008,5935.54,,9295,,-17,,
07/24/2008,5935.52,,9278,,-17,,
07/25/2008,5935.50,,9261,,-17,,
07/26/2008,5935.47,,9235,,-26,,
07/27/2008,5935.45,,9218,,-17,,
07/28/2008,5935.43,,9201,,-17,,
07/29/2008,5935.41,,9184,,-17,,
07/30/2008,5935.39,,9167,,-17,,
07/31/2008,5935.37,,9150,,-17,,
08/01/2008,5935.34,,9124,,-26,,
08/02/2008,5935.33,,9115,,-9,,
08/03/2008,5935.30,,9089,,-26,,
08/04/2008,5935.28,,9072,,-17,,
08/05/2008,5935.27,,9064,,-8,,
08/06/2008,5935.25,,9047,,-17,,
08/07/2008,5935.23,,9030,,-17,,
08/08/2008,5935.20,,9004,,-26,,
08/09/2008,5935.18,,8987,,-17,,
08/10/2008,5935.16,,8970,,-17,,
08/11/2008,5935.15,,8961,,-9,,
08/12/2008,5935.13,,8944,,-17,,
08/13/2008,5935.11,,8927,,-17,,
08/14/2008,5935.10,,8919,,-8,,
08/15/2008,5935.08,,8902,,-17,,
08/16/2008,--,,--,,--,,
08/17/2008,5935.04,,8868,,--,,
08/18/2008,5935.01,,8842,,-26,,
08/19/2008,5934.99,,8825,,-17,,
08/20/2008,5934.96,,8800,,-25,,
08/21/2008,5934.94,,8782,,-18,,
08/22/2008,5934.93,,8774,,-8,,
08/23/2008,5934.91,,8757,,-17,,
08/24/2008,5934.89,,8740,,-17,,
08/25/2008,5934.86,,8714,,-26,,
08/26/2008,5934.84,,8697,,-17,,
08/27/2008,5934.83,,8689,,-8,,
08/28/2008,5934.81,,8672,,-17,,
08/29/2008,5934.80,,8663,,-9,,
08/30/2008,5934.75,,8621,,-42,,
08/31/2008,5934.70,,8579,,-42,,
09/01/2008,5934.68,,8562,,-17,,
09/02/2008,5934.66,,8545,,-17,,
09/03/2008,5934.64,,8528,,-17,,
09/04/2008,5934.62,,8511,,-17,,
09/05/2008,5934.61,,8502,,-9,,
09/06/2008,5934.59,,8485,,-17,,
09/07/2008,5934.57,,8468,,-17,,
09/08/2008,5934.54,,8443,,-25,,
09/09/2008,5934.51,,8417,,-26,,
09/10/2008,5934.45,,8367,,-50,,
09/11/2008,5934.32,,8256,,-111,,
09/12/2008,5934.07,,8045,,-211,,
09/13/2008,5933.71,,7743,,-302,,
09/14/2008,5933.36,,7450,,-293,,
09/15/2008,5933.01,,7158,,-292,,
09/16/2008,5932.65,,6859,,-299,,
09/17/2008,5932.30,,6570,,-289,,
09/18/2008,5931.96,,6291,,-279,,
