Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,
06/03/2009,580.86,,20019,,-116,,9710,,9653,,
06/04/2009,583.07,,21325,,1306,,9845,,10505,,
06/05/2009,584.72,,22334,,1009,,9908,,10425,,
06/06/2009,584.83,,22402,,68,,10037,,10072,,
06/07/2009,583.99,,21884,,-518,,10132,,9874,,
06/08/2009,584.08,,21939,,55,,10006,,10038,,
06/09/2009,583.37,,21508,,-431,,10177,,9966,,
06/10/2009,583.41,,21532,,24,,10156,,10173,,
06/11/2009,583.93,,21848,,316,,10162,,10322,,
06/12/2009,584.61,,22266,,418,,10097,,10313,,
06/13/2009,585.28,,22683,,417,,10275,,10489,,
06/14/2009,585.86,,23047,,364,,10828,,11016,,
06/15/2009,585.39,,22752,,-295,,10889,,10746,,
06/16/2009,584.92,,22458,,-294,,10718,,10575,,
06/17/2009,584.83,,22402,,-56,,10366,,10342,,
06/18/2009,584.00,,21890,,-512,,10744,,10490,,
06/19/2009,583.85,,21799,,-91,,11016,,10981,,
06/20/2009,584.78,,22371,,572,,10808,,11100,,
06/21/2009,584.27,,22057,,-314,,10888,,10736,,
06/22/2009,584.96,,22482,,425,,11136,,11355,,
06/23/2009,585.26,,22670,,188,,11419,,11522,,
06/24/2009,584.48,,22186,,-484,,11813,,11575,,
06/25/2009,584.14,,21976,,-210,,12148,,12050,,
06/26/2009,584.00,,21890,,-86,,12486,,12451,,
06/27/2009,584.89,,22439,,549,,12315,,12601,,
06/28/2009,584.76,,22359,,-80,,12336,,12302,,
06/29/2009,585.28,,22683,,324,,12179,,12342,,
06/30/2009,585.23,,22651,,-32,,12117,,12109,,
07/01/2009,585.38,,22746,,95,,13019,,13075,,
07/02/2009,585.81,,23016,,270,,12988,,13130,,
07/03/2009,585.87,,23053,,37,,12806,,12832,,
07/04/2009,585.43,,22777,,-276,,12979,,12845,,
07/05/2009,585.77,,22991,,214,,12957,,13070,,
07/06/2009,585.32,,22708,,-283,,13019,,12886,,
07/07/2009,585.43,,22777,,69,,13029,,13070,,
07/08/2009,585.53,,22840,,63,,12974,,13013,,
07/09/2009,586.00,,23135,,295,,13041,,13196,,
07/10/2009,585.38,,22746,,-389,,13042,,12853,,
07/11/2009,584.26,,22050,,-696,,13328,,12984,,
07/12/2009,584.72,,22334,,284,,12844,,12994,,
07/13/2009,584.67,,22303,,-31,,13107,,13098,,
07/14/2009,585.19,,22626,,323,,12981,,13151,,
07/15/2009,585.96,,23110,,484,,12805,,13057,,
07/16/2009,584.75,,22353,,-757,,13030,,12655,,
07/17/2009,584.28,,22063,,-290,,12455,,12318,,
07/18/2009,585.01,,22513,,450,,12842,,13076,,
07/19/2009,584.52,,22211,,-302,,12935,,12791,,
07/20/2009,584.65,,22291,,80,,12945,,12993,,
07/21/2009,585.40,,22758,,467,,13113,,13356,,
07/22/2009,584.74,,22347,,-411,,12019,,11821,,
07/23/2009,584.58,,22248,,-99,,12953,,12910,,
07/24/2009,585.03,,22526,,278,,12879,,13027,,
07/25/2009,584.54,,22223,,-303,,12986,,12838,,
07/26/2009,586.45,,23422,,1199,,12941,,13553,,
07/27/2009,585.77,,22991,,-431,,13160,,12949,,
07/28/2009,585.46,,22796,,-195,,13327,,13236,,
07/29/2009,585.61,,22890,,94,,12997,,13048,,
07/30/2009,585.82,,23022,,132,,13079,,13150,,
07/31/2009,585.08,,22557,,-465,,12835,,12608,,
08/01/2009,585.34,,22721,,164,,12658,,12747,,
08/02/2009,585.58,,22871,,150,,12624,,12707,,
08/03/2009,585.72,,22959,,88,,12108,,12159,,
08/04/2009,586.01,,23141,,182,,12066,,12165,,
08/05/2009,584.85,,22414,,-727,,11996,,11635,,
08/06/2009,585.97,,23116,,702,,11894,,12256,,
08/07/2009,583.19,,21398,,-1718,,12030,,11167,,
08/08/2009,583.79,,21763,,365,,11584,,11771,,
08/09/2009,584.76,,22359,,596,,11294,,11598,,
08/10/2009,584.41,,22143,,-216,,11240,,11138,,
08/11/2009,583.20,,21404,,-739,,11152,,10785,,
08/12/2009,584.09,,21946,,542,,11002,,11283,,
08/13/2009,584.93,,22464,,518,,11150,,11416,,
08/14/2009,584.61,,22266,,-198,,10975,,10883,,
08/15/2009,584.20,,22013,,-253,,10581,,10460,,
08/16/2009,584.84,,22408,,395,,10545,,10751,,
08/17/2009,585.83,,23028,,620,,10397,,10715,,
08/18/2009,585.81,,23016,,-12,,10330,,10330,,
08/19/2009,585.57,,22865,,-151,,10318,,10251,,
08/20/2009,586.17,,23243,,378,,10260,,10458,,
08/21/2009,585.37,,22739,,-504,,10208,,9962,,
08/22/2009,585.03,,22526,,-213,,9848,,9746,,
08/23/2009,584.41,,22143,,-383,,9935,,9749,,
08/24/2009,585.72,,22959,,816,,9707,,10126,,
08/25/2009,585.71,,22953,,-6,,9814,,9815,,
08/26/2009,585.14,,22595,,-358,,10067,,9893,,
08/27/2009,582.01,,20692,,-1903,,9812,,8859,,
08/28/2009,585.34,,22721,,2029,,9506,,10536,,
08/29/2009,585.64,,22909,,188,,9790,,9889,,
08/30/2009,585.56,,22859,,-50,,9354,,9334,,
08/31/2009,584.11,,21958,,-901,,9076,,8628,,
09/01/2009,585.70,,22947,,989,,8956,,9461,,
09/02/2009,585.80,,23009,,62,,8420,,8457,,
09/03/2009,586.36,,23364,,355,,7789,,7974,,
09/04/2009,585.00,,22507,,-857,,7739,,7314,,
09/05/2009,585.30,,22695,,188,,7764,,7865,,
09/06/2009,584.93,,22464,,-231,,7752,,7641,,
09/07/2009,584.30,,22075,,-389,,8027,,7834,,
09/08/2009,585.13,,22589,,514,,7697,,7959,,
09/09/2009,585.60,,22884,,295,,7728,,7883,,
09/10/2009,585.15,,22601,,-283,,7940,,7803,,
09/11/2009,584.76,,22359,,-242,,7953,,7836,,
09/12/2009,584.82,,22396,,37,,7865,,7890,,
09/13/2009,584.93,,22464,,68,,7373,,7413,,
09/14/2009,584.93,,22464,,0,,6836,,6838,,
09/15/2009,584.83,,22402,,-62,,6875,,6847,,
09/16/2009,584.50,,22199,,-203,,6873,,6774,,
09/17/2009,585.05,,22538,,339,,6637,,6813,,
09/18/2009,585.43,,22777,,239,,6333,,6459,,
09/19/2009,584.72,,22334,,-443,,6413,,6196,,
09/20/2009,583.90,,21829,,-505,,6545,,6294,,
09/21/2009,584.02,,21902,,73,,6270,,6313,,
09/22/2009,583.92,,21841,,-61,,6371,,6347,,
09/23/2009,582.57,,21026,,-815,,6478,,6070,,
09/24/2009,582.59,,21038,,12,,6239,,6252,,
09/25/2009,583.36,,21502,,464,,5869,,6108,,
09/26/2009,583.51,,21593,,91,,5866,,5915,,
09/27/2009,583.80,,21769,,176,,5850,,5942,,
09/28/2009,585.19,,22626,,857,,5888,,6325,,
09/29/2009,584.35,,22106,,-520,,5587,,5330,,
09/30/2009,583.17,,21386,,-720,,5921,,5561,,
10/01/2009,582.14,,20770,,-616,,5961,,5653,,
10/02/2009,581.15,,20188,,-582,,5972,,5684,,
10/03/2009,580.95,,20071,,-117,,5895,,5841,,
10/04/2009,582.01,,20692,,621,,5729,,6045,,
10/05/2009,583.26,,21441,,749,,5712,,6092,,
10/06/2009,584.11,,21958,,517,,5882,,6146,,
10/07/2009,584.43,,22155,,197,,5902,,6004,,
10/08/2009,582.81,,21170,,-985,,6001,,5507,,
10/09/2009,582.95,,21253,,83,,5861,,5905,,
10/10/2009,582.68,,21092,,-161,,5839,,5761,,
10/11/2009,583.55,,21617,,525,,5963,,6231,,
10/12/2009,583.01,,21289,,-328,,6086,,5925,,
10/13/2009,584.70,,22322,,1033,,6093,,6614,,
10/14/2009,586.35,,23358,,1036,,6006,,6535,,
10/15/2009,584.28,,22063,,-1295,,6000,,5354,,
10/16/2009,584.03,,21909,,-154,,5973,,5900,,
10/17/2009,586.26,,23301,,1392,,5761,,6470,,
10/18/2009,583.78,,21756,,-1545,,6036,,5258,,
10/19/2009,585.25,,22664,,908,,6014,,6472,,
10/20/2009,585.03,,22526,,-138,,5874,,5804,,
10/21/2009,583.61,,21653,,-873,,6050,,5615,,
10/22/2009,582.49,,20979,,-674,,5920,,5584,,
10/23/2009,581.89,,20622,,-357,,5854,,5682,,
10/24/2009,582.45,,20955,,333,,5861,,6033,,
10/25/2009,582.15,,20776,,-179,,5850,,5763,,
10/26/2009,582.38,,20913,,137,,5828,,5900,,
10/27/2009,582.78,,21152,,239,,5591,,5714,,
10/28/2009,584.05,,21921,,769,,5646,,6036,,
10/29/2009,584.63,,22279,,358,,5635,,5818,,
10/30/2009,584.33,,22094,,-185,,5609,,5518,,
10/31/2009,583.83,,21787,,-307,,5614,,5461,,
11/01/2009,582.99,,21277,,-510,,5412,,5156,,
11/02/2009,583.72,,21720,,443,,5641,,5867,,
11/03/2009,584.48,,22186,,466,,5624,,5861,,
11/04/2009,584.76,,22359,,173,,5637,,5727,,
11/05/2009,584.47,,22180,,-179,,5423,,5334,,
11/06/2009,584.37,,22118,,-62,,5447,,5417,,
11/07/2009,584.73,,22340,,222,,5426,,5541,,
11/08/2009,584.46,,22174,,-166,,5441,,5360,,
11/09/2009,583.81,,21775,,-399,,5449,,5249,,
11/10/2009,583.04,,21307,,-468,,5454,,5219,,
11/11/2009,583.68,,21696,,389,,5245,,5442,,
11/12/2009,583.62,,21659,,-37,,5037,,5019,,
11/13/2009,583.83,,21787,,128,,5101,,5166,,
11/14/2009,584.29,,22069,,282,,4925,,5068,,
11/15/2009,583.42,,21538,,-531,,4890,,4627,,
11/16/2009,583.32,,21477,,-61,,4666,,4638,,
11/17/2009,584.01,,21896,,419,,4621,,4832,,
11/18/2009,585.68,,22934,,1038,,4406,,4934,,
11/19/2009,584.65,,22291,,-643,,4430,,4108,,
11/20/2009,583.24,,21429,,-862,,4247,,3813,,
11/21/2009,582.68,,21092,,-337,,4022,,3855,,
11/22/2009,582.01,,20692,,-400,,3775,,3574,,
11/23/2009,580.82,,19996,,-696,,3830,,3479,,
11/24/2009,580.06,,19559,,-437,,3818,,3599,,
11/25/2009,581.49,,20387,,828,,3828,,4248,,
11/26/2009,582.35,,20895,,508,,3732,,3991,,
11/27/2009,582.65,,21074,,179,,3637,,3728,,
11/28/2009,582.95,,21253,,179,,3542,,3634,,
11/29/2009,583.06,,21319,,66,,3270,,3304,,
11/30/2009,583.49,,21580,,261,,3324,,3457,,
12/01/2009,584.30,,22075,,495,,3277,,3529,,
12/02/2009,584.49,,22192,,117,,3300,,3360,,
12/03/2009,585.24,,22658,,466,,3295,,3533,,
12/04/2009,585.33,,22714,,56,,3290,,3320,,
12/05/2009,585.00,,22507,,-207,,3282,,3179,,
12/06/2009,583.82,,21781,,-726,,3288,,2923,,
12/07/2009,583.89,,21823,,42,,3283,,3305,,
12/08/2009,584.64,,22285,,462,,3281,,3515,,
12/09/2009,585.09,,22564,,279,,3297,,3439,,
12/10/2009,584.69,,22316,,-248,,3299,,3175,,
12/11/2009,584.19,,22007,,-309,,3257,,3102,,
12/12/2009,583.45,,21556,,-451,,3257,,3030,,
12/13/2009,583.50,,21587,,31,,3255,,3271,,
12/14/2009,583.76,,21744,,157,,3279,,3358,,
12/15/2009,585.01,,22513,,--,,3277,,3666,,
12/16/2009,586.36,,23364,,851,,3275,,3705,,
12/17/2009,586.14,,23224,,-140,,3307,,3238,,
12/18/2009,584.55,,22229,,-995,,3282,,2781,,
12/19/2009,582.03,,20704,,-1525,,3272,,2503,,
12/20/2009,582.47,,20967,,263,,3278,,3411,,
12/21/2009,583.05,,21313,,346,,3279,,3453,,
12/22/2009,583.39,,21520,,207,,3299,,3403,,
12/23/2009,583.58,,21635,,115,,3298,,3356,,
12/24/2009,584.72,,22334,,699,,3262,,3618,,
12/25/2009,585.09,,22564,,230,,3280,,3397,,
12/26/2009,585.63,,22903,,339,,3290,,3462,,
12/27/2009,585.28,,22683,,-220,,3368,,3257,,
12/28/2009,584.90,,22445,,-238,,3361,,3241,,
12/29/2009,584.88,,22433,,-12,,3278,,3273,,
12/30/2009,584.49,,22192,,-241,,3277,,3157,,
12/31/2009,584.03,,21909,,-283,,3263,,3120,,
01/01/2010,584.45,,22168,,259,,3266,,3398,,
01/02/2010,584.49,,22192,,24,,3263,,3275,,
01/03/2010,583.72,,21720,,-472,,3268,,3030,,
01/04/2010,583.51,,21593,,-127,,3285,,3222,,
01/05/2010,583.72,,21720,,127,,3270,,3335,,
01/06/2010,583.84,,21793,,73,,3266,,3303,,
01/07/2010,583.85,,21799,,6,,3261,,3264,,
01/08/2010,584.21,,22020,,221,,3266,,3377,,
01/09/2010,584.06,,21927,,-93,,3258,,3212,,
01/10/2010,584.07,,21933,,6,,3247,,3250,,
01/11/2010,583.68,,21696,,-237,,3270,,3151,,
01/12/2010,585.25,,22664,,968,,3235,,3726,,
01/13/2010,585.29,,22689,,25,,3205,,3223,,
01/14/2010,584.12,,21964,,--,,3265,,2900,,
01/15/2010,584.26,,22050,,86,,3283,,3326,,
01/16/2010,583.45,,21556,,-494,,3271,,3023,,
01/17/2010,582.68,,21092,,-464,,3272,,3039,,
01/18/2010,585.25,,22664,,1572,,3266,,4060,,
01/19/2010,586.46,,23428,,764,,3340,,3730,,
01/20/2010,585.04,,22532,,-896,,4460,,4014,,
01/21/2010,584.08,,21939,,-593,,4975,,4685,,
01/22/2010,583.49,,21580,,-359,,4769,,4589,,
01/23/2010,584.49,,22192,,612,,4587,,4899,,
01/24/2010,585.10,,22570,,378,,4382,,4574,,
01/25/2010,585.23,,22651,,81,,4177,,4220,,
01/26/2010,584.84,,22408,,-243,,4016,,3895,,
01/27/2010,581.96,,20663,,-1745,,3900,,3023,,
01/28/2010,580.61,,19875,,-788,,3796,,3399,,
01/29/2010,581.04,,20123,,248,,3704,,3830,,
01/30/2010,578.79,,18846,,-1277,,3631,,2990,,
01/31/2010,581.66,,20487,,1641,,3536,,4364,,
02/01/2010,580.94,,20065,,-422,,3437,,3224,,
02/02/2010,580.13,,19599,,-466,,3344,,3109,,
02/03/2010,579.34,,19153,,-446,,3307,,3083,,
02/04/2010,581.47,,20375,,1222,,3300,,3916,,
02/05/2010,584.14,,21976,,1601,,3307,,4115,,
02/06/2010,584.83,,22402,,426,,3314,,3532,,
02/07/2010,585.51,,22827,,425,,3314,,3529,,
02/08/2010,585.53,,22840,,13,,3310,,3318,,
02/09/2010,584.44,,22161,,-679,,3316,,2975,,
02/10/2010,582.66,,21080,,-1081,,3289,,2745,,
02/11/2010,580.94,,20065,,-1015,,3310,,2798,,
02/12/2010,581.54,,20416,,351,,3307,,3489,,
02/13/2010,580.52,,19824,,-592,,3304,,3009,,
02/14/2010,580.05,,19553,,-271,,3307,,3171,,
02/15/2010,579.88,,19457,,-96,,3289,,3241,,
02/16/2010,581.19,,20211,,754,,3285,,3666,,
02/17/2010,579.96,,19502,,-709,,3270,,2916,,
02/18/2010,580.22,,19651,,149,,3281,,3359,,
02/19/2010,580.29,,19691,,40,,3272,,3292,,
02/20/2010,579.60,,19299,,-392,,3310,,3114,,
02/21/2010,578.69,,18791,,-508,,3383,,3128,,
02/22/2010,579.74,,19378,,587,,3350,,3648,,
02/23/2010,580.99,,20094,,716,,3318,,3679,,
02/24/2010,580.16,,19616,,-478,,3272,,3035,,
02/25/2010,579.04,,18984,,-632,,3306,,2987,,
02/26/2010,581.14,,20182,,1198,,3282,,3887,,
02/27/2010,583.20,,21404,,1222,,3308,,3928,,
02/28/2010,582.55,,21014,,-390,,3437,,3241,,
03/01/2010,582.83,,21182,,168,,3363,,3451,,
03/02/2010,581.29,,20270,,-912,,3158,,2699,,
03/03/2010,582.29,,20859,,589,,3289,,3589,,
03/04/2010,581.51,,20399,,-460,,3354,,3123,,
03/05/2010,580.05,,19553,,-846,,3347,,2921,,
03/06/2010,579.79,,19406,,-147,,3319,,3247,,
03/07/2010,579.91,,19473,,67,,3328,,3363,,
03/08/2010,579.68,,19344,,-129,,3332,,3269,,
03/09/2010,580.11,,19587,,243,,3241,,3367,,
03/10/2010,580.71,,19933,,346,,3282,,3456,,
03/11/2010,581.47,,20375,,442,,3248,,3474,,
03/12/2010,582.36,,20901,,526,,3257,,3523,,
03/13/2010,582.96,,21259,,358,,3275,,3456,,
03/14/2010,584.20,,22013,,754,,3275,,3660,,
03/15/2010,585.17,,22614,,601,,3259,,3565,,
03/16/2010,584.63,,22279,,-335,,3264,,3096,,
03/17/2010,584.61,,22266,,-13,,3271,,3267,,
03/18/2010,585.66,,22921,,655,,3277,,3611,,
03/19/2010,584.56,,22236,,-685,,3279,,2937,,
03/20/2010,583.99,,21884,,-352,,3289,,3117,,
03/21/2010,583.80,,21769,,-115,,3299,,3242,,
03/22/2010,584.64,,22285,,516,,3259,,3519,,
03/23/2010,585.45,,22790,,505,,3257,,3514,,
03/24/2010,585.45,,22790,,0,,3264,,3269,,
03/25/2010,585.55,,22852,,62,,3270,,3303,,
03/26/2010,585.03,,22526,,-326,,3271,,3110,,
03/27/2010,585.36,,22733,,207,,3290,,3396,,
03/28/2010,585.10,,22570,,-163,,3246,,3167,,
03/29/2010,584.31,,22081,,-489,,3280,,3035,,
03/30/2010,584.85,,22414,,333,,3295,,3464,,
03/31/2010,585.28,,22683,,269,,3255,,3394,,
04/01/2010,584.11,,21958,,-725,,3257,,2893,,
04/02/2010,583.18,,21392,,-566,,3301,,3017,,
04/03/2010,580.88,,20031,,-1361,,3199,,2515,,
04/04/2010,581.90,,20627,,596,,3362,,3663,,
04/05/2010,582.51,,20990,,363,,3281,,3465,,
04/06/2010,584.66,,22297,,1307,,3294,,3954,,
04/07/2010,582.79,,21158,,-1139,,3296,,2725,,
04/08/2010,581.28,,20264,,-894,,3306,,2857,,
04/09/2010,580.15,,19610,,-654,,3295,,2970,,
04/10/2010,579.53,,19260,,-350,,3321,,3149,,
04/11/2010,579.32,,19142,,-118,,3326,,3267,,
04/12/2010,582.28,,20853,,1711,,3332,,4196,,
04/13/2010,585.58,,22871,,2018,,3332,,4350,,
04/14/2010,585.37,,22739,,-132,,3329,,3262,,
04/15/2010,583.89,,21823,,-916,,3843,,3382,,
04/16/2010,583.60,,21647,,-176,,4620,,4535,,
04/17/2010,584.14,,21976,,329,,4584,,4754,,
04/18/2010,582.98,,21271,,-705,,4628,,4275,,
04/19/2010,582.42,,20937,,-334,,4637,,4474,,
04/20/2010,582.18,,20793,,-144,,4614,,4544,,
04/21/2010,581.45,,20364,,-429,,4627,,4412,,
04/22/2010,580.40,,19754,,-610,,5572,,5268,,
04/23/2010,582.87,,21205,,1451,,5505,,6242,,
04/24/2010,584.11,,21958,,753,,6407,,6790,,
04/25/2010,584.48,,22186,,228,,6494,,6614,,
04/26/2010,583.10,,21344,,-842,,6591,,6170,,
04/27/2010,584.22,,22026,,682,,6594,,6939,,
04/28/2010,584.67,,22303,,277,,6606,,6748,,
04/29/2010,583.51,,21593,,-710,,6600,,6243,,
04/30/2010,583.62,,21659,,66,,6608,,6642,,
05/01/2010,584.69,,22316,,657,,7423,,7762,,
05/02/2010,584.85,,22414,,98,,7505,,7557,,
05/03/2010,584.76,,22359,,-55,,7507,,7484,,
05/04/2010,585.58,,22871,,512,,7558,,7821,,
05/05/2010,585.44,,22783,,-88,,7581,,7543,,
05/06/2010,584.88,,22433,,-350,,7594,,7421,,
05/07/2010,586.40,,23390,,957,,7586,,8074,,
05/08/2010,586.10,,23199,,-191,,7589,,7501,,
05/09/2010,585.26,,22670,,-529,,7582,,7319,,
05/10/2010,585.42,,22771,,101,,7603,,7654,,
05/11/2010,585.53,,22840,,69,,7561,,7596,,
05/12/2010,585.08,,22557,,-283,,7417,,7276,,
05/13/2010,585.30,,22695,,138,,7501,,7573,,
05/14/2010,585.24,,22658,,-37,,8360,,8352,,
05/15/2010,585.10,,22570,,-88,,8574,,8533,,
05/16/2010,585.61,,22890,,320,,8597,,8764,,
05/17/2010,585.41,,22764,,-126,,8485,,8426,,
05/18/2010,586.08,,23186,,422,,8553,,8767,,
05/19/2010,586.19,,23256,,70,,8287,,8326,,
05/20/2010,584.93,,22464,,-792,,8493,,8095,,
05/21/2010,584.61,,22266,,-198,,8495,,8400,,
05/22/2010,584.61,,22266,,0,,8464,,8469,,
05/23/2010,585.46,,22796,,530,,8453,,8723,,
05/24/2010,585.67,,22928,,132,,8472,,8545,,
05/25/2010,583.95,,21860,,-1068,,9188,,8652,,
05/26/2010,585.27,,22677,,817,,9859,,10273,,
05/27/2010,584.52,,22211,,-466,,10919,,10685,,
05/28/2010,583.01,,21289,,-922,,12286,,11822,,
05/29/2010,582.42,,20937,,-352,,14389,,14215,,
05/30/2010,583.66,,21684,,747,,14825,,15205,,
05/31/2010,583.74,,21732,,48,,14663,,14692,,
06/01/2010,584.32,,22087,,355,,10082,,10264,,
06/02/2010,583.07,,21325,,-762,,14613,,14231,,
06/03/2010,582.55,,21014,,-311,,14980,,14825,,
06/04/2010,585.89,,23066,,2052,,14808,,15845,,
06/05/2010,585.79,,23003,,-63,,14927,,14896,,
06/06/2010,585.33,,22714,,-289,,14958,,14815,,
06/07/2010,585.37,,22739,,25,,14846,,14863,,
06/08/2010,584.98,,22495,,-244,,12984,,12866,,
06/09/2010,584.10,,21952,,-543,,11246,,10977,,
06/10/2010,585.08,,22557,,605,,10835,,11146,,
06/11/2010,584.95,,22476,,-81,,9992,,9956,,
06/12/2010,585.47,,22802,,326,,10941,,11113,,
06/13/2010,585.88,,23060,,258,,10616,,10754,,
06/14/2010,585.64,,22909,,-151,,11562,,11493,,
06/15/2010,585.75,,22978,,69,,10912,,10953,,
06/16/2010,585.79,,23003,,25,,10861,,10883,,
06/17/2010,585.19,,22626,,-377,,10841,,10656,,
06/18/2010,585.74,,22972,,346,,10733,,10912,,
06/19/2010,585.05,,22538,,-434,,10875,,10664,,
06/20/2010,585.41,,22764,,226,,10916,,11034,,
06/21/2010,585.32,,22708,,-56,,10932,,10912,,
06/22/2010,584.57,,22242,,-466,,10875,,10646,,
06/23/2010,584.53,,22217,,-25,,10819,,10811,,
06/24/2010,585.73,,22965,,748,,10795,,11177,,
06/25/2010,585.67,,22928,,-37,,10778,,10764,,
06/26/2010,585.42,,22771,,-157,,10923,,10850,,
06/27/2010,586.01,,23141,,370,,11176,,11369,,
06/28/2010,585.36,,22733,,-408,,11695,,11495,,
06/29/2010,584.54,,22223,,-510,,11881,,11633,,
06/30/2010,584.89,,22439,,216,,11802,,11919,,
07/01/2010,585.04,,22532,,93,,11886,,11943,,
07/02/2010,585.91,,23078,,546,,11801,,12083,,
07/03/2010,585.85,,23041,,-37,,11892,,11881,,
07/04/2010,584.95,,22476,,-565,,11877,,11595,,
07/05/2010,585.16,,22607,,131,,11792,,11866,,
07/06/2010,585.62,,22896,,289,,11572,,11726,,
07/07/2010,585.57,,22865,,-31,,11864,,11855,,
07/08/2010,584.91,,22451,,-414,,12275,,12075,,
07/09/2010,586.12,,23211,,760,,12391,,12781,,
07/10/2010,584.80,,22384,,-827,,12446,,12036,,
07/11/2010,584.11,,21958,,-426,,12446,,12239,,
07/12/2010,584.62,,22273,,315,,12356,,12522,,
07/13/2010,584.15,,21983,,-290,,12400,,12261,,
07/14/2010,585.15,,22601,,618,,12204,,12522,,
07/15/2010,585.08,,22557,,-44,,12311,,12297,,
07/16/2010,585.89,,23066,,509,,12293,,12556,,
07/17/2010,585.13,,22589,,-477,,12323,,12089,,
07/18/2010,584.91,,22451,,-138,,12534,,12472,,
07/19/2010,584.99,,22501,,50,,12408,,12441,,
07/20/2010,584.67,,22303,,-198,,12409,,12317,,
07/21/2010,584.86,,22421,,118,,11836,,11903,,
07/22/2010,585.28,,22683,,262,,12389,,12530,,
07/23/2010,585.05,,22538,,-145,,12376,,12310,,
07/24/2010,585.42,,22771,,233,,12215,,12340,,
07/25/2010,585.83,,23028,,257,,12173,,12309,,
07/26/2010,586.29,,23320,,292,,12153,,12308,,
07/27/2010,586.16,,23237,,-83,,12416,,12380,,
07/28/2010,585.97,,23116,,-121,,12303,,12249,,
07/29/2010,584.32,,22087,,-1029,,12397,,11886,,
07/30/2010,584.45,,22168,,81,,12293,,12341,,
07/31/2010,585.57,,22865,,697,,12195,,12553,,
08/01/2010,585.42,,22771,,-94,,12235,,12196,,
08/02/2010,582.95,,21253,,-1518,,12309,,11551,,
08/03/2010,583.81,,21775,,522,,12528,,12796,,
08/04/2010,585.14,,22595,,820,,12038,,12459,,
08/05/2010,585.06,,22545,,-50,,11983,,11966,,
08/06/2010,584.35,,22106,,-439,,11794,,11580,,
08/07/2010,585.31,,22702,,596,,11355,,11660,,
08/08/2010,584.86,,22421,,-281,,10918,,10784,,
08/09/2010,584.66,,22297,,-124,,11111,,11056,,
08/10/2010,584.99,,22501,,204,,10840,,10946,,
08/11/2010,585.23,,22651,,150,,10567,,10646,,
08/12/2010,584.92,,22458,,-193,,10366,,10277,,
08/13/2010,585.10,,22570,,112,,10225,,10287,,
08/14/2010,584.82,,22396,,-174,,9944,,9861,,
08/15/2010,583.64,,21671,,-725,,9835,,9475,,
08/16/2010,582.41,,20931,,-740,,9975,,9608,,
08/17/2010,583.40,,21526,,595,,10028,,10333,,
08/18/2010,583.29,,21459,,-67,,9837,,9808,,
08/19/2010,582.86,,21199,,-260,,9569,,9446,,
08/20/2010,583.76,,21744,,545,,9355,,9637,,
08/21/2010,584.22,,22026,,282,,9249,,9396,,
08/22/2010,581.79,,20563,,-1463,,9215,,8483,,
08/23/2010,583.70,,21708,,1145,,9287,,9868,,
08/24/2010,584.29,,22069,,361,,8993,,9183,,
08/25/2010,583.39,,21520,,-549,,9097,,8826,,
08/26/2010,583.40,,21526,,6,,8936,,8946,,
08/27/2010,584.54,,22223,,697,,8700,,9059,,
08/28/2010,584.13,,21970,,-253,,8487,,8363,,
08/29/2010,583.51,,21593,,-377,,8615,,8426,,
08/30/2010,583.79,,21763,,170,,8589,,8679,,
08/31/2010,584.60,,22260,,497,,8321,,8575,,
09/01/2010,583.85,,21799,,-461,,8634,,8405,,
09/02/2010,583.79,,21763,,-36,,8448,,8438,,
09/03/2010,583.58,,21635,,-128,,8417,,8357,,
09/04/2010,583.23,,21423,,-212,,8450,,8348,,
09/05/2010,583.22,,21417,,-6,,8189,,8192,,
09/06/2010,583.99,,21884,,467,,8037,,8278,,
09/07/2010,584.11,,21958,,74,,8127,,8170,,
09/08/2010,584.05,,21921,,-37,,8135,,8123,,
09/09/2010,585.36,,22733,,812,,8064,,8474,,
09/10/2010,586.04,,23160,,427,,8176,,8395,,
09/11/2010,584.90,,22445,,-715,,8133,,7776,,
09/12/2010,582.81,,21170,,-1275,,7931,,7291,,
09/13/2010,585.32,,22708,,1538,,7601,,8379,,
09/14/2010,584.65,,22291,,-417,,7548,,7342,,
09/15/2010,584.13,,21970,,-321,,7419,,7260,,
09/16/2010,583.45,,21556,,-414,,7254,,7052,,
09/17/2010,583.42,,21538,,-18,,7029,,7023,,
09/18/2010,582.74,,21128,,-410,,6856,,6651,,
09/19/2010,582.48,,20973,,-155,,6756,,6682,,
09/20/2010,583.32,,21477,,504,,6714,,6970,,
09/21/2010,584.01,,21896,,419,,6707,,6920,,
09/22/2010,583.40,,21526,,-370,,6586,,6402,,
09/23/2010,583.58,,21635,,109,,6747,,6806,,
09/24/2010,583.62,,21659,,24,,6647,,6662,,
09/25/2010,583.04,,21307,,-352,,6653,,6478,,
09/26/2010,582.42,,20937,,-370,,6582,,6399,,
09/27/2010,582.09,,20740,,-197,,6641,,6545,,
09/28/2010,582.57,,21026,,286,,6598,,6747,,
09/29/2010,582.48,,20973,,-53,,6616,,6594,,
09/30/2010,584.37,,22118,,1145,,6617,,7199,,
10/01/2010,584.27,,22057,,-61,,6398,,6370,,
10/02/2010,584.20,,22013,,-44,,6375,,6358,,
