Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,
09/20/2007,585.29,,22689,,392,,8029,,8228,,
09/21/2007,585.36,,22733,,44,,8066,,8092,,
09/22/2007,584.13,,21970,,-763,,8067,,7687,,
09/23/2007,583.42,,21538,,-432,,8025,,7807,,
09/24/2007,583.02,,21295,,-243,,8000,,7881,,
09/25/2007,582.84,,21187,,-108,,7537,,7486,,
09/26/2007,583.81,,21775,,588,,7475,,7774,,
09/27/2007,583.67,,21690,,-85,,7469,,7432,,
09/28/2007,584.29,,22069,,--,,7460,,7654,,
09/29/2007,585.01,,22513,,444,,7453,,7679,,
09/30/2007,585.06,,22545,,32,,7441,,7460,,
10/01/2007,585.56,,22859,,314,,7438,,7598,,
10/02/2007,585.37,,22739,,-120,,7508,,7451,,
10/03/2007,585.17,,22614,,-125,,7460,,7402,,
10/04/2007,584.51,,22205,,-409,,7033,,6831,,
10/05/2007,584.09,,21946,,-259,,7018,,6890,,
10/06/2007,584.14,,21976,,30,,6985,,7002,,
10/07/2007,585.22,,22645,,669,,6960,,7300,,
10/08/2007,585.15,,22601,,-44,,6919,,6901,,
10/09/2007,586.45,,23422,,821,,6398,,6815,,
10/10/2007,580.69,,19921,,-3501,,6412,,4650,,
10/11/2007,--,,--,,--,,--,,--,,
10/12/2007,581.73,,20528,,--,,6213,,6847,,
10/13/2007,583.79,,21763,,1235,,6250,,6875,,
10/14/2007,584.52,,22211,,448,,6551,,6779,,
10/15/2007,585.36,,22733,,522,,6543,,6807,,
10/16/2007,585.82,,23022,,289,,6542,,6689,,
10/17/2007,584.57,,22242,,-780,,6094,,5702,,
10/18/2007,584.76,,22359,,117,,6121,,6181,,
10/19/2007,585.16,,22607,,248,,6223,,6349,,
10/20/2007,585.67,,22928,,321,,6058,,6221,,
10/21/2007,584.96,,22482,,-446,,6070,,5846,,
10/22/2007,585.39,,22752,,270,,6066,,6206,,
10/23/2007,584.79,,22377,,-375,,5875,,5689,,
10/24/2007,583.49,,21580,,-797,,5969,,5570,,
10/25/2007,581.76,,20545,,-1035,,5966,,5446,,
10/26/2007,583.01,,21289,,744,,5914,,6291,,
10/27/2007,583.03,,21301,,12,,5859,,5869,,
10/28/2007,583.02,,21295,,-6,,5602,,5601,,
10/29/2007,583.59,,21641,,346,,5833,,6008,,
10/30/2007,584.13,,21970,,329,,5653,,5820,,
10/31/2007,584.06,,21927,,-43,,5667,,5646,,
11/01/2007,584.16,,21989,,62,,5676,,5709,,
11/02/2007,584.51,,22205,,216,,5679,,5791,,
11/03/2007,584.44,,22161,,-44,,5663,,5644,,
11/04/2007,584.23,,22032,,-129,,5908,,5847,,
11/05/2007,584.14,,21976,,-56,,5681,,5657,,
11/06/2007,584.21,,22020,,44,,5683,,5706,,
11/07/2007,584.06,,21927,,-93,,5686,,5641,,
11/08/2007,583.45,,21556,,-371,,5684,,5500,,
11/09/2007,583.39,,21520,,-36,,5661,,5644,,
11/10/2007,583.13,,21362,,-158,,5674,,5595,,
11/11/2007,583.07,,21325,,-37,,5667,,5649,,
11/12/2007,583.52,,21599,,274,,5665,,5804,,
11/13/2007,583.07,,21325,,-274,,5681,,5544,,
11/14/2007,582.62,,21056,,-269,,5690,,5556,,
11/15/2007,582.21,,20811,,-245,,5511,,5388,,
11/16/2007,581.54,,20416,,-395,,5753,,5555,,
11/17/2007,581.06,,20135,,-281,,5750,,5608,,
11/18/2007,581.91,,20633,,498,,5478,,5729,,
11/19/2007,581.76,,20545,,-88,,5755,,5712,,
11/20/2007,582.22,,20817,,272,,5803,,5942,,
11/21/2007,583.61,,21653,,836,,5724,,6147,,
11/22/2007,583.61,,21653,,0,,5444,,5449,,
11/23/2007,583.89,,21823,,170,,5542,,5628,,
11/24/2007,584.10,,21952,,129,,5613,,5679,,
11/25/2007,584.64,,22285,,333,,5626,,5795,,
11/26/2007,584.34,,22100,,-185,,5602,,5512,,
11/27/2007,584.93,,22464,,364,,5651,,5835,,
11/28/2007,583.93,,21848,,-616,,5690,,5382,,
11/29/2007,583.60,,21647,,-201,,5691,,5591,,
11/30/2007,583.49,,21580,,-67,,5694,,5661,,
12/01/2007,583.46,,21562,,-18,,5519,,5512,,
12/02/2007,583.74,,21732,,170,,5310,,5396,,
12/03/2007,583.98,,21878,,146,,5104,,5178,,
12/04/2007,583.97,,21872,,-6,,5096,,5094,,
12/05/2007,583.48,,21574,,-298,,5097,,4948,,
12/06/2007,582.64,,21068,,-506,,5079,,4824,,
12/07/2007,583.21,,21410,,342,,4913,,5085,,
12/08/2007,582.54,,21008,,-402,,4674,,4472,,
12/09/2007,583.16,,21380,,372,,4598,,4787,,
12/10/2007,584.78,,22371,,991,,4594,,5096,,
12/11/2007,585.45,,22790,,419,,4594,,4807,,
12/12/2007,585.40,,22758,,-32,,4560,,4545,,
12/13/2007,584.13,,21970,,-788,,4516,,4120,,
12/14/2007,583.38,,21514,,-456,,4550,,4321,,
12/15/2007,582.90,,21223,,-291,,4506,,4360,,
12/16/2007,583.37,,21508,,285,,4503,,4648,,
12/17/2007,583.42,,21538,,30,,4540,,4556,,
12/18/2007,583.11,,21350,,-158,,4584,,4490,,
12/19/2007,584.59,,22254,,874,,4531,,4974,,
12/20/2007,584.73,,22340,,86,,4486,,4533,,
12/21/2007,585.02,,22520,,180,,4517,,4609,,
12/22/2007,583.36,,21502,,-1018,,4522,,4010,,
12/23/2007,583.43,,21544,,42,,4515,,4537,,
12/24/2007,583.73,,21726,,182,,4515,,4607,,
12/25/2007,583.64,,21671,,-55,,4501,,4474,,
12/26/2007,582.77,,21146,,-525,,4502,,4238,,
12/27/2007,583.06,,21319,,173,,4516,,4604,,
12/28/2007,583.02,,21295,,-24,,4509,,4497,,
12/29/2007,582.80,,21164,,-131,,4509,,4450,,
12/30/2007,582.48,,20973,,-191,,4506,,4410,,
12/31/2007,581.85,,20598,,-375,,4509,,4321,,
01/01/2008,582.13,,20764,,166,,4326,,4411,,
01/02/2008,582.44,,20949,,185,,4130,,4225,,
01/03/2008,582.28,,20853,,-96,,4020,,3973,,
01/04/2008,--,,--,,--,,--,,--,,
01/05/2008,582.53,,21002,,--,,4023,,3887,,
01/06/2008,582.05,,20716,,-286,,4005,,3862,,
01/07/2008,582.03,,20704,,-12,,4012,,4008,,
01/08/2008,582.23,,20823,,119,,4012,,4072,,
01/09/2008,584.70,,22322,,1499,,4010,,4766,,
01/10/2008,584.13,,21970,,-352,,4013,,3836,,
01/11/2008,583.93,,21848,,-122,,4021,,3959,,
01/12/2008,582.98,,21271,,-577,,4013,,3722,,
01/13/2008,581.47,,20375,,-896,,4006,,3554,,
01/14/2008,580.97,,20083,,-292,,3921,,3775,,
01/15/2008,581.31,,20282,,199,,3813,,3913,,
01/16/2008,581.03,,20118,,-164,,3709,,3627,,
01/17/2008,582.42,,20937,,819,,3609,,4026,,
01/18/2008,583.06,,21319,,382,,3515,,3709,,
01/19/2008,582.29,,20859,,-460,,3500,,3270,,
01/20/2008,581.44,,20358,,-501,,3436,,3184,,
01/21/2008,581.01,,20106,,-252,,3501,,3375,,
01/22/2008,580.75,,19956,,-150,,3533,,3459,,
01/23/2008,580.10,,19582,,-374,,3538,,3352,,
01/24/2008,583.19,,21398,,1816,,3498,,4414,,
01/25/2008,583.88,,21817,,419,,3521,,3735,,
01/26/2008,584.37,,22118,,301,,3505,,3657,,
01/27/2008,583.91,,21835,,-283,,3409,,3266,,
01/28/2008,583.95,,21860,,25,,3318,,3332,,
01/29/2008,583.90,,21829,,-31,,3261,,3246,,
01/30/2008,583.23,,21423,,-406,,3260,,3056,,
01/31/2008,584.23,,22032,,609,,3305,,3614,,
02/01/2008,583.27,,21447,,-585,,3274,,2981,,
02/02/2008,583.77,,21750,,303,,3262,,3418,,
02/03/2008,583.66,,21684,,-66,,3262,,3232,,
02/04/2008,583.28,,21453,,-231,,3255,,3139,,
02/05/2008,582.82,,21176,,-277,,3256,,3117,,
02/06/2008,581.36,,20311,,-865,,3259,,2824,,
02/07/2008,581.64,,20475,,164,,3260,,3344,,
02/08/2008,581.05,,20129,,-346,,3255,,3082,,
02/09/2008,581.08,,20147,,18,,3259,,3269,,
02/10/2008,580.39,,19749,,-398,,3260,,3060,,
02/11/2008,582.41,,20931,,1182,,3263,,3860,,
02/12/2008,582.26,,20841,,-90,,3258,,3215,,
02/13/2008,583.32,,21477,,636,,3253,,3577,,
02/14/2008,583.49,,21580,,103,,3263,,3319,,
02/15/2008,582.74,,21128,,-452,,3267,,3040,,
02/16/2008,582.43,,20943,,-185,,3265,,3174,,
02/17/2008,582.39,,20919,,-24,,3260,,3249,,
02/18/2008,582.22,,20817,,-102,,3252,,3202,,
02/19/2008,582.43,,20943,,126,,3255,,3320,,
02/20/2008,581.98,,20674,,-269,,3271,,3135,,
02/21/2008,583.77,,21750,,1076,,3264,,3806,,
02/22/2008,584.15,,21983,,233,,3262,,3380,,
02/23/2008,584.77,,22365,,382,,3257,,3450,,
02/24/2008,584.22,,22026,,-339,,3395,,3226,,
02/25/2008,584.87,,22427,,401,,3312,,3515,,
02/26/2008,584.09,,21946,,-481,,3269,,3028,,
02/27/2008,585.12,,22582,,636,,3265,,3587,,
02/28/2008,584.78,,22371,,-211,,3433,,3329,,
02/29/2008,583.06,,21319,,--,,3271,,2743,,
03/01/2008,583.87,,21811,,492,,3263,,3513,,
03/02/2008,582.26,,20841,,-970,,3244,,2756,,
03/03/2008,581.53,,20411,,-430,,3264,,3049,,
03/04/2008,581.34,,20299,,-112,,3263,,3212,,
03/05/2008,582.16,,20782,,483,,3263,,3508,,
03/06/2008,581.87,,20610,,-172,,3270,,3187,,
03/07/2008,581.80,,20569,,-41,,3179,,3159,,
03/08/2008,581.18,,20205,,-364,,3208,,3025,,
03/09/2008,581.50,,20393,,188,,3248,,3344,,
03/10/2008,581.28,,20264,,-129,,3290,,3227,,
03/11/2008,581.67,,20493,,229,,3322,,3439,,
03/12/2008,582.95,,21253,,760,,3295,,3681,,
03/13/2008,583.53,,21605,,352,,3314,,3492,,
03/14/2008,584.17,,21995,,390,,3332,,3533,,
03/15/2008,583.54,,21611,,-384,,3297,,3103,,
03/16/2008,583.47,,21568,,-43,,3268,,3247,,
03/17/2008,583.28,,21453,,-115,,3339,,3282,,
03/18/2008,582.58,,21032,,-421,,3263,,3054,,
03/19/2008,582.77,,21146,,114,,3278,,3338,,
03/20/2008,581.89,,20622,,-524,,3450,,3186,,
03/21/2008,581.98,,20674,,52,,3425,,3453,,
03/22/2008,582.04,,20710,,36,,3317,,3338,,
03/23/2008,581.91,,20633,,-77,,3345,,3310,,
03/24/2008,582.94,,21247,,614,,3281,,3593,,
03/25/2008,584.14,,21976,,729,,3258,,3629,,
03/26/2008,584.81,,22390,,414,,3241,,3452,,
03/27/2008,584.77,,22365,,-25,,3282,,3272,,
03/28/2008,584.86,,22421,,56,,3372,,3402,,
03/29/2008,583.69,,21702,,-719,,3346,,2984,,
03/30/2008,581.41,,20340,,-1362,,4050,,3366,,
03/31/2008,581.16,,20194,,-146,,4015,,3945,,
04/01/2008,580.85,,20014,,-180,,4107,,4018,,
04/02/2008,583.86,,21805,,1791,,4059,,4965,,
04/03/2008,584.43,,22155,,350,,3985,,4165,,
04/04/2008,583.83,,21787,,-368,,4007,,3825,,
04/05/2008,583.29,,21459,,-328,,5373,,5211,,
04/06/2008,583.41,,21532,,73,,5497,,5537,,
04/07/2008,583.74,,21732,,200,,5548,,5652,,
04/08/2008,583.37,,21508,,-224,,6517,,6406,,
04/09/2008,582.12,,20758,,-750,,7041,,6666,,
04/10/2008,582.16,,20782,,24,,7001,,7015,,
04/11/2008,584.11,,21958,,1176,,6992,,7590,,
04/12/2008,584.06,,21927,,-31,,6817,,6806,,
04/13/2008,583.61,,21653,,-274,,7006,,6873,,
04/14/2008,584.36,,22112,,459,,6993,,7230,,
04/15/2008,585.18,,22620,,508,,7047,,7308,,
04/16/2008,584.98,,22495,,-125,,7502,,7444,,
04/17/2008,585.35,,22727,,232,,7500,,7622,,
04/18/2008,585.51,,22827,,100,,7502,,7557,,
04/19/2008,585.32,,22708,,-119,,7522,,7467,,
04/20/2008,585.20,,22633,,-75,,7512,,7478,,
04/21/2008,584.10,,21952,,-681,,7521,,7181,,
04/22/2008,583.87,,21811,,-141,,7067,,6999,,
04/23/2008,584.98,,22495,,684,,7017,,7363,,
04/24/2008,584.78,,22371,,-124,,7028,,6966,,
04/25/2008,584.75,,22353,,-18,,7018,,7013,,
04/26/2008,584.48,,22186,,-167,,7110,,7029,,
04/27/2008,583.99,,21884,,-302,,7527,,7380,,
04/28/2008,584.51,,22205,,321,,7520,,7687,,
04/29/2008,585.62,,22896,,691,,7517,,7871,,
04/30/2008,585.56,,22859,,-37,,7986,,7971,,
05/01/2008,584.14,,21976,,-883,,8041,,7601,,
05/02/2008,583.86,,21805,,-171,,8014,,7931,,
05/03/2008,584.59,,22254,,449,,8259,,8489,,
05/04/2008,584.70,,22322,,68,,8275,,8314,,
05/05/2008,584.06,,21927,,-395,,8270,,8071,,
05/06/2008,585.42,,22771,,844,,8265,,8696,,
05/07/2008,584.21,,22020,,-751,,8278,,7905,,
05/08/2008,583.64,,21671,,-349,,8264,,8094,,
05/09/2008,583.90,,21829,,158,,8266,,8352,,
05/10/2008,583.92,,21841,,12,,8268,,8278,,
05/11/2008,584.84,,22408,,567,,8266,,8557,,
05/12/2008,584.53,,22217,,-191,,8265,,8176,,
05/13/2008,584.03,,21909,,-308,,8261,,8111,,
05/14/2008,583.86,,21805,,-104,,9475,,9428,,
05/15/2008,584.09,,21946,,141,,10881,,10956,,
05/16/2008,584.64,,22285,,339,,9064,,9242,,
05/17/2008,584.75,,22353,,68,,9044,,9086,,
05/18/2008,585.61,,22890,,537,,9960,,10239,,
05/19/2008,585.29,,22689,,-201,,10067,,9974,,
05/20/2008,585.02,,22520,,-169,,10007,,9928,,
05/21/2008,585.05,,22538,,18,,10019,,10034,,
05/22/2008,583.31,,21471,,-1067,,10049,,9516,,
05/23/2008,583.92,,21841,,370,,10047,,10240,,
05/24/2008,584.73,,22340,,499,,10004,,10259,,
05/25/2008,585.04,,22532,,192,,10067,,10165,,
05/26/2008,584.35,,22106,,-426,,10056,,9843,,
05/27/2008,584.92,,22458,,352,,10047,,10226,,
05/28/2008,584.22,,22026,,-432,,9855,,9639,,
05/29/2008,584.14,,21976,,-50,,9941,,9918,,
05/30/2008,585.22,,22645,,669,,9952,,10291,,
05/31/2008,583.76,,21744,,-901,,10052,,9604,,
06/01/2008,584.22,,22026,,282,,10067,,10213,,
06/02/2008,585.01,,22513,,487,,10046,,10297,,
06/03/2008,583.85,,21799,,-714,,10046,,9693,,
06/04/2008,584.76,,22359,,560,,10065,,10352,,
06/05/2008,585.16,,22607,,248,,10108,,10239,,
06/06/2008,585.28,,22683,,76,,10131,,10174,,
06/07/2008,585.40,,22758,,75,,10075,,10119,,
06/08/2008,585.27,,22677,,-81,,10056,,10021,,
06/09/2008,584.59,,22254,,-423,,10057,,9851,,
06/10/2008,584.35,,22106,,-148,,10035,,9968,,
06/11/2008,584.86,,22421,,315,,10471,,10636,,
06/12/2008,585.78,,22997,,576,,10974,,11272,,
06/13/2008,584.20,,22013,,-984,,11055,,10567,,
06/14/2008,585.54,,22846,,833,,10992,,11418,,
06/15/2008,584.90,,22445,,-401,,11002,,10808,,
06/16/2008,585.48,,22808,,363,,11014,,11204,,
06/17/2008,585.05,,22538,,-270,,12362,,12233,,
06/18/2008,585.09,,22564,,26,,12959,,12981,,
06/19/2008,585.20,,22633,,69,,12984,,13028,,
06/20/2008,584.98,,22495,,-138,,12985,,12923,,
06/21/2008,583.98,,21878,,-617,,13001,,12696,,
06/22/2008,585.43,,22777,,899,,12980,,13434,,
06/23/2008,584.79,,22377,,-400,,13277,,13081,,
06/24/2008,585.90,,23072,,695,,12970,,13326,,
06/25/2008,585.32,,22708,,-364,,12993,,12814,,
06/26/2008,585.65,,22915,,207,,12930,,13040,,
06/27/2008,584.86,,22421,,-494,,12906,,12664,,
06/28/2008,585.69,,22940,,519,,12801,,13069,,
06/29/2008,585.65,,22915,,-25,,12821,,12815,,
06/30/2008,582.14,,20770,,-2145,,12961,,11887,,
07/01/2008,583.89,,21823,,1053,,13004,,13540,,
07/02/2008,585.90,,23072,,1249,,13014,,13651,,
07/03/2008,584.19,,22007,,-1065,,13314,,12782,,
07/04/2008,584.88,,22433,,426,,12986,,13207,,
07/05/2008,585.52,,22834,,401,,13027,,13237,,
07/06/2008,585.32,,22708,,-126,,13004,,12946,,
07/07/2008,585.43,,22777,,69,,13021,,13062,,
07/08/2008,585.42,,22771,,-6,,12987,,12992,,
07/09/2008,585.03,,22526,,-245,,13144,,13029,,
07/10/2008,584.68,,22310,,-216,,13032,,12928,,
07/11/2008,585.39,,22752,,442,,12729,,12961,,
07/12/2008,584.83,,22402,,-350,,12922,,12753,,
07/13/2008,585.40,,22758,,356,,13086,,13271,,
07/14/2008,585.39,,22752,,-6,,13029,,13032,,
07/15/2008,585.90,,23072,,320,,12750,,12918,,
07/16/2008,585.47,,22802,,-270,,12995,,12866,,
07/17/2008,585.01,,22513,,-289,,12990,,12851,,
07/18/2008,584.83,,22402,,-111,,12983,,12932,,
07/19/2008,584.31,,22081,,-321,,12561,,12404,,
07/20/2008,585.92,,23085,,1004,,12546,,13057,,
07/21/2008,585.75,,22978,,-107,,12514,,12468,,
07/22/2008,585.69,,22940,,-38,,12465,,12452,,
07/23/2008,584.70,,22322,,-618,,12054,,11748,,
07/24/2008,585.17,,22614,,292,,12019,,12170,,
07/25/2008,585.71,,22953,,339,,11923,,12100,,
07/26/2008,585.23,,22651,,-302,,11905,,11759,,
07/27/2008,584.79,,22377,,-274,,11600,,11467,,
07/28/2008,585.00,,22507,,130,,11598,,11671,,
07/29/2008,585.20,,22633,,126,,11557,,11628,,
07/30/2008,585.60,,22884,,251,,11580,,11713,,
07/31/2008,585.37,,22739,,-145,,11543,,11476,,
08/01/2008,585.67,,22928,,189,,11522,,11623,,
08/02/2008,584.94,,22470,,-458,,11564,,11339,,
08/03/2008,585.96,,23110,,640,,10950,,11280,,
08/04/2008,584.89,,22439,,-671,,11036,,10705,,
08/05/2008,585.87,,23053,,614,,11001,,11323,,
08/06/2008,586.22,,23275,,222,,11025,,11145,,
08/07/2008,585.17,,22614,,-661,,11150,,10822,,
08/08/2008,584.23,,22032,,-582,,11026,,10740,,
08/09/2008,584.83,,22402,,370,,10882,,11076,,
08/10/2008,584.68,,22310,,-92,,10529,,10489,,
08/11/2008,585.28,,22683,,373,,10500,,10694,,
08/12/2008,584.89,,22439,,-244,,10496,,10380,,
08/13/2008,584.98,,22495,,56,,10513,,10548,,
08/14/2008,585.79,,23003,,508,,10555,,10818,,
08/15/2008,585.64,,22909,,-94,,10240,,10200,,
08/16/2008,585.88,,23060,,151,,10038,,10121,,
08/17/2008,584.67,,22303,,-757,,10248,,9873,,
08/18/2008,584.31,,22081,,-222,,10087,,9982,,
08/19/2008,584.57,,22242,,161,,10255,,10342,,
08/20/2008,585.94,,23097,,855,,10000,,10437,,
08/21/2008,584.92,,22458,,-639,,10297,,9980,,
08/22/2008,585.24,,22658,,200,,9635,,9742,,
08/23/2008,585.42,,22771,,113,,9459,,9521,,
08/24/2008,584.88,,22433,,-338,,9383,,9218,,
08/25/2008,584.89,,22439,,6,,9234,,9245,,
08/26/2008,584.85,,22414,,-25,,9117,,9110,,
08/27/2008,585.12,,22582,,168,,9352,,9444,,
08/28/2008,585.65,,22915,,333,,9324,,9499,,
08/29/2008,584.41,,22143,,-772,,9482,,9100,,
08/30/2008,584.25,,22044,,-99,,9446,,9403,,
08/31/2008,585.00,,22507,,463,,8626,,8864,,
09/01/2008,584.53,,22217,,-290,,8482,,8344,,
09/02/2008,584.54,,22223,,6,,8500,,8508,,
09/03/2008,585.19,,22626,,403,,8500,,8709,,
09/04/2008,584.46,,22174,,-452,,8495,,8272,,
09/05/2008,585.62,,22896,,722,,8045,,8415,,
09/06/2008,585.04,,22532,,-364,,7968,,7790,,
09/07/2008,584.23,,22032,,-500,,7958,,7714,,
09/08/2008,584.81,,22390,,358,,7553,,7740,,
09/09/2008,585.26,,22670,,280,,7517,,7664,,
09/10/2008,584.71,,22328,,-342,,7473,,7308,,
09/11/2008,584.11,,21958,,-370,,7485,,7300,,
09/12/2008,583.97,,21872,,-86,,7527,,7492,,
09/13/2008,583.97,,21872,,0,,7541,,7546,,
09/14/2008,585.11,,22576,,704,,7075,,7435,,
09/15/2008,585.10,,22570,,-6,,7233,,7235,,
09/16/2008,584.66,,22297,,-273,,7190,,7057,,
09/17/2008,585.43,,22777,,480,,7140,,7388,,
09/18/2008,585.62,,22896,,119,,6906,,6971,,
09/19/2008,585.39,,22752,,-144,,7079,,7010,,
09/20/2008,585.78,,22997,,245,,7023,,7151,,
09/21/2008,584.34,,22100,,-897,,7033,,6584,,
09/22/2008,584.97,,22488,,388,,7030,,7230,,
09/23/2008,584.99,,22501,,13,,6571,,6583,,
09/24/2008,584.38,,22124,,-377,,6666,,6481,,
09/25/2008,584.21,,22020,,-104,,6312,,6264,,
09/26/2008,583.31,,21471,,-549,,6548,,6275,,
09/27/2008,583.52,,21599,,128,,6571,,6640,,
09/28/2008,583.37,,21508,,-91,,6545,,6503,,
09/29/2008,583.61,,21653,,145,,6530,,6607,,
09/30/2008,584.06,,21927,,274,,6514,,6656,,
10/01/2008,584.34,,22100,,173,,6544,,6635,,
10/02/2008,584.02,,21902,,-198,,6554,,6458,,
10/03/2008,583.96,,21866,,-36,,6491,,6475,,
10/04/2008,584.39,,22131,,265,,6432,,6572,,
10/05/2008,584.60,,22260,,129,,6385,,6453,,
10/06/2008,584.37,,22118,,-142,,6258,,6186,,
10/07/2008,584.37,,22118,,0,,6297,,6302,,
10/08/2008,584.35,,22106,,-12,,6264,,6263,,
10/09/2008,584.20,,22013,,-93,,6272,,6228,,
10/10/2008,584.07,,21933,,-80,,6359,,6323,,
10/11/2008,583.04,,21307,,-626,,6443,,6131,,
10/12/2008,582.20,,20805,,-502,,6511,,6261,,
10/13/2008,584.26,,22050,,1245,,6191,,6822,,
10/14/2008,584.37,,22118,,68,,6411,,6448,,
10/15/2008,583.86,,21805,,-313,,6515,,6360,,
10/16/2008,584.39,,22131,,326,,6970,,7137,,
10/17/2008,585.08,,22557,,426,,7481,,7699,,
10/18/2008,584.74,,22347,,-210,,7466,,7363,,
10/19/2008,584.49,,22192,,-155,,7477,,7401,,
10/20/2008,585.29,,22689,,497,,7469,,7723,,
10/21/2008,585.08,,22557,,-132,,7552,,7487,,
10/22/2008,584.11,,21958,,-599,,7571,,7273,,
10/23/2008,583.66,,21684,,-274,,7497,,7363,,
10/24/2008,584.35,,22106,,422,,7366,,7582,,
10/25/2008,583.90,,21829,,-277,,7492,,7355,,
10/26/2008,583.91,,21835,,6,,7502,,7509,,
10/27/2008,583.79,,21763,,-72,,7597,,7563,,
10/28/2008,583.36,,21502,,-261,,7565,,7435,,
10/29/2008,583.53,,21605,,103,,7326,,7380,,
10/30/2008,583.75,,21738,,133,,7440,,7509,,
10/31/2008,583.85,,21799,,61,,6982,,7013,,
11/01/2008,584.95,,22476,,677,,6352,,6693,,
11/02/2008,582.65,,21074,,-1402,,6354,,5650,,
11/03/2008,582.91,,21229,,155,,6532,,6611,,
11/04/2008,584.44,,22161,,932,,6022,,6494,,
11/05/2008,584.35,,22106,,-55,,5895,,5868,,
11/06/2008,584.14,,21976,,-130,,5703,,5638,,
11/07/2008,584.19,,22007,,31,,5419,,5436,,
11/08/2008,584.25,,22044,,37,,5523,,5543,,
11/09/2008,582.57,,21026,,-1018,,5281,,4768,,
11/10/2008,583.80,,21769,,743,,5000,,5377,,
11/11/2008,584.03,,21909,,140,,5025,,5096,,
11/12/2008,582.33,,20883,,-1026,,4923,,4406,,
11/13/2008,581.19,,20211,,-672,,4777,,4438,,
11/14/2008,581.96,,20663,,452,,4430,,4658,,
11/15/2008,581.62,,20463,,-200,,4392,,4296,,
11/16/2008,581.47,,20375,,-88,,4199,,4157,,
11/17/2008,581.99,,20680,,305,,4068,,4223,,
11/18/2008,581.34,,20299,,-381,,4093,,3903,,
11/19/2008,582.72,,21116,,817,,3932,,4346,,
11/20/2008,584.07,,21933,,817,,3732,,4144,,
11/21/2008,584.87,,22427,,494,,3714,,3966,,
11/22/2008,584.21,,22020,,-407,,3673,,3471,,
11/23/2008,583.73,,21726,,-294,,3484,,3336,,
11/24/2008,582.74,,21128,,-598,,3664,,3365,,
11/25/2008,581.82,,20581,,-547,,3750,,3475,,
11/26/2008,580.54,,19835,,-746,,3673,,3298,,
11/27/2008,580.28,,19685,,-150,,3610,,3536,,
11/28/2008,581.36,,20311,,626,,3664,,3982,,
11/29/2008,581.75,,20540,,229,,3601,,3717,,
11/30/2008,581.82,,20581,,41,,3493,,3517,,
12/01/2008,581.17,,20200,,-381,,3617,,3426,,
12/02/2008,580.44,,19777,,-423,,3658,,3445,,
12/03/2008,581.62,,20463,,686,,3729,,4076,,
12/04/2008,581.21,,20223,,-240,,3788,,3668,,
12/05/2008,--,,--,,--,,--,,--,,
12/06/2008,581.67,,20493,,--,,3779,,3931,,
12/07/2008,581.50,,20393,,-100,,3770,,3722,,
12/08/2008,580.07,,19564,,-829,,3830,,3412,,
12/09/2008,581.95,,20657,,1093,,3784,,4337,,
12/10/2008,583.89,,21823,,1166,,3775,,4363,,
12/11/2008,583.01,,21289,,-534,,3792,,3524,,
12/12/2008,582.83,,21182,,-107,,3779,,3726,,
12/13/2008,581.95,,20657,,-525,,3787,,3523,,
12/14/2008,581.58,,20440,,-217,,3779,,3670,,
12/15/2008,581.56,,20428,,-12,,3786,,3782,,
12/16/2008,581.65,,20481,,53,,3785,,3812,,
12/17/2008,581.72,,20522,,41,,3778,,3799,,
12/18/2008,584.00,,21890,,1368,,3779,,4470,,
12/19/2008,583.64,,21671,,-219,,3777,,3667,,
12/20/2008,582.04,,20710,,-961,,3770,,3287,,
12/21/2008,581.66,,20487,,-223,,3764,,3653,,
12/22/2008,581.91,,20633,,146,,3754,,3828,,
12/23/2008,581.65,,20481,,-152,,3758,,3681,,
12/24/2008,581.18,,20205,,-276,,3757,,3618,,
12/25/2008,579.63,,19316,,-889,,3757,,3310,,
12/26/2008,580.55,,19841,,525,,3764,,4029,,
12/27/2008,581.02,,20112,,271,,3767,,3905,,
12/28/2008,580.87,,20025,,-87,,3759,,3716,,
12/29/2008,580.47,,19795,,-230,,3700,,3584,,
12/30/2008,581.28,,20264,,469,,3778,,4014,,
12/31/2008,582.86,,21199,,935,,3594,,4065,,
01/01/2009,583.10,,21344,,145,,3485,,3558,,
01/02/2009,582.86,,21199,,-145,,3383,,3311,,
01/03/2009,582.56,,21020,,-179,,3286,,3196,,
01/04/2009,582.19,,20799,,-221,,3255,,3145,,
01/05/2009,581.90,,20627,,-172,,3271,,3185,,
01/06/2009,581.34,,20299,,-328,,3283,,3118,,
01/07/2009,581.61,,20457,,158,,3270,,3350,,
01/08/2009,581.55,,20422,,-35,,3260,,3242,,
01/09/2009,582.60,,21044,,622,,3255,,3570,,
01/10/2009,583.01,,21289,,245,,3265,,3391,,
01/11/2009,582.69,,21098,,-191,,3257,,3163,,
01/12/2009,582.27,,20847,,-251,,3268,,3143,,
01/13/2009,581.70,,20510,,-337,,3265,,3098,,
01/14/2009,580.42,,19766,,-744,,3269,,2898,,
01/15/2009,580.40,,19754,,-12,,3264,,3261,,
01/16/2009,579.90,,19468,,-286,,3264,,3123,,
01/17/2009,579.75,,19384,,-84,,3248,,3209,,
01/18/2009,579.52,,19254,,-130,,3251,,3187,,
